""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV509|Bacteria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000709612409701821	0	0	0.00223625877829652	0.002240950272901	0	0.0000901957247226481	0	0	0.0000323960088117144	0	0	0	0	0	0.0000151795743647348	0	0
"ASV7187|Clostridiales_vadinBB60 "	0	0.000442757748260595	0	0	0.0000246816072662652	0	0.0000620616893191833	0	0.000183407715351226	0	0.000189969604863222	0.000442538126361656	0	0	0.0000156587642103285	0	0	0.0000141922481940364	0	0	0.00048386885846182	0.00056367460852111	0.000427113817922961	0	0.000190357526044371	0.000140856406954282	0.000421148114552287	0.000770550434706755	0	0.0000648109141579442	0.000104807154835103	0.000413637303721145	0.0000455387230942044	0	0.000173143516737207
"ASV5563|Elusimicrobium"	0.0000275444153697838	0	0.0000593330960009493	0.00302300648540345	0	0	0.000434431825234283	0.0000388183688521408	0	0	0	0	0	0	0	0	0	0	0	0	0.0000130775367151843	0	0	0.0000721565797781185	0	0	0	0	0	0.0000648109141579442	0	0.0000159091270661979	0.0000455387230942044	0	0.0000961908426317815
"ASV5556|Elusimicrobium"	0.000165266492218703	0.00148640101201771	0.000711997152011392	0.000298785524720108	0	0.000258122246696035	0	0.0000388183688521408	0	0.0000332867319086612	0	0	0	0	0	0	0	0	0	0	0	0	0.000174009333227873	0.000432939478668711	0.0000865261482019866	0.0000201223438506117	0	0	0.0000640871585356084	0	0.00125768585802124	0.0000318182541323958	0	0	0
"ASV16216|Kiritimatiellae_WCHB1-41"	0	0	0	0.000878780955059142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113386030841	0	0.00275574781703116	0	0	0	0	0	0
"ASV15891|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000156930440582212	0.000192474256568184	0	0	0.000363409822448344	0.000382324533161623	0	0	0	0.0000324054570789721	0.00104807154835103	0.0359068997884086	0	0	0.00334744132358599
"ASV15997|Kiritimatiellae_WCHB1-41"	0	0	0	0.00024605866741656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000986398089502648	0.00468850611719253	0.000129584035246858	0	0.00116959064327485	0	0	0.00728638019631863	0	0	0
"ASV16012|Kiritimatiellae_WCHB1-41"	0.0000826332461093513	0.000506008855154965	0.000118666192001899	0.0000703024764047314	0.000123408036331326	0.000361371145374449	0.000206872297730611	0.0000388183688521408	0	0.0000998601957259836	0	0	0	0.000293028583606383	0	0	0	0	0	0	0.000248473197588502	0.000302459546035718	0.000142371272640987	0	0.00070951441525629	0.00046281390856407	0.0000323960088117144	0.000945014684074322	0.00253144276215653	0.000291649113710749	0.000541503633314701	0.00160682183368599	0.0000303591487294696	0.00137754328929787	0.000961908426317815
"ASV19392|Cerasicoccus"	0.000192810907588486	0.00537634408602151	0.0000593330960009493	0.0000351512382023657	0.0000987264290650607	0.00382020925110132	0	0.00229028376227631	0.000305679525585376	0.000932028493442514	0.00118731003039514	0.000987200435729848	0.00197044334975369	0.000293028583606383	0.001096113494723	0.0014609648455334	0.0056216659827657	0.00415832872085267	0.000300777007268778	0.0327200867405827	0.000902350033347719	0.000371200351952926	0.000379656727042632	0.000865878957337422	0.0019381857197245	0.000100611719253059	0.00562070752883245	0.0000145386874472973	0.0015220700152207	0.00126381282607991	0.00150223588596982	0.00547273971077207	0.00177601020067397	0.00268620941413084	0.00107733743747595
"ASV19393|Cerasicoccus"	0	0	0	0.0000527268573035485	0	0	0	0.000427002057373549	0	0.00026629385526929	0	0	0	0.000452862356482591	0.000031317528420657	0.0000608735352305585	0	0	0.0000167098337371543	0	0.000078465220291106	0.0000549926447337669	0.000189828363521316	0.000180391449445296	0	0.00227382485511912	0.00147401840093301	0.000116309499578378	0	0	0.00262017887087759	0.000334091668390155	0.0017456510519445	0.0000137754328929787	0.000634859561369758
"ASV15920|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0.00134498991257566	0.000466014246721257	0	0.000442538126361656	0.000656814449917898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000275446385171263	0	0	0.000470566805306779	0	0
