""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV7179|Clostridiales_vadinBB60 "	0.00115686544553092	0.000411132194813409	0	0	0.0000493632145325304	0	0	0.000116455106556422	0	0.00129818254443779	0.00104483282674772	0.00115740740740741	0	0.000186472735022244	0.00108045473051267	0.00219144726830011	0	0	0	0	0	0	0.00101241793878035	0.00205646252367638	0.000051915688921192	0.0013683193818416	0.00069651418945186	0	0.000672915164623888	0.000275446385171263	0.00127515371716042	0.000843183734508488	0.000273232338565227	0.000151529761822765	0.0000577145055790689
"ASV7180|Clostridiales_vadinBB60 "	0	0	0.0000593330960009493	0.0000175756191011828	0	0	0	0	0	0.00109846215298582	0.000379939209726444	0.000408496732026144	0	0.000186472735022244	0.000375810341047885	0	0	0.00039738294943302	0	0.000209856248469798	0.000810807276341428	0.00048118564142046	0.000585304120857391	0.000126274014611707	0.0000173052296403973	0.000221345782356729	0	0.000450699310866215	0	0	0.0000174678591391839	0.000111363889463385	0.0000758978718236741	0	0.000173143516737207
"ASV7175|Clostridiales_vadinBB60 "	0	0.000253004427577483	0	0.0000351512382023657	0.000197452858130121	0	0.0000206872297730611	0	0.000122271810234151	0.000532587710538579	0.0000949848024316109	0.00136165577342048	0	0.000506140280774661	0.0000939525852619711	0.00136965454268757	0	0	0	0	0.000313860881164424	0.000261215062485393	0.00246776872577711	0.000414900333724181	0.000242273214965563	0.000261590470057952	0.000226772061682001	0	0.0000160217896339021	0.000356460027868693	0.000331889323644494	0.000365909922522551	0.000136616169282613	0.000220406926287659	0.0000192381685263563
"ASV7205|Clostridiales_vadinBB60 "	0.000192810907588486	0.000094876660341556	0.000177999288002848	0.000105453714607097	0.0000740448217987955	0	0.000206872297730611	0.0000388183688521408	0	0.0000998601957259836	0.000284954407294833	0.00017020697167756	0	0.0000532779242920696	0.000156587642103285	0.000182620605691676	0	0.000156114730134401	0.000417745843428858	0	0.0000523101468607373	0.0000549926447337669	0.000743494423791822	0.0000541174348335889	0.0000692209185615893	0	0.0000485940132175716	0.000363467186182431	0.000112152527437315	0.0000648109141579442	0	0.0000954547623971873	0.000151795743647348	0.000137754328929787	0.0000384763370527126
"ASV7153|Clostridiales_vadinBB60 "	0.000192810907588486	0.000347881087919039	0.000415331672006645	0.0010193859078686	0.000222134465396387	0	0.000103436148865305	0	0.00171180534327811	0.000133146927634645	0.0000949848024316109	0	0	0.000399584432190522	0.000548056747361498	0.000852229493227819	0.000765969087676104	0.000468344190403202	0.000384326175954549	0.0149697457241789	0.000444636248316267	0.000274963223668834	0.00390730048248042	0.000162352304500767	0.0000865261482019866	0.00273663876368319	0.00106906829078657	0.000450699310866215	0.0015060482255868	0.0000324054570789721	0.0000698714365567356	0.0000318182541323958	0.00044020765657731	0.000537241882826168	0.000230858022316276
"ASV7170|Clostridiales_vadinBB60 "	0.00190056466051508	0.000094876660341556	0	0.000597571049440217	0	0	0.0000620616893191833	0.00046582042622569	0.000427951335819527	0.000532587710538579	0.000237462006079027	0.00017020697167756	0.0013136288998358	0.0000799168864381044	0.000360151576837556	0.000943539796073657	0	0	0	0	0.0000653876835759216	0.0000274963223668834	0.00117060824171478	0.000108234869667178	0.000328799363167549	0.00070428203477141	0.000437346118958144	0.000436160623418918	0.00102539453656973	0.000307851842250235	0.0000174678591391839	0.000127273016529583	0.000197334466741553	0.000523466449933189	0.00119276644863409
"ASV7164|Clostridiales_vadinBB60 "	0	0	0	0	0.000148089643597591	0	0	0.000621093901634253	0	0	0	0	0	0.0000266389621460348	0	0	0	0	0	0.000034976041411633	0.00116390076765141	0.00171852014793021	0.00172427430198529	0	0.000813345793098674	0.0000201223438506117	0.00139302837890372	0.00175918118112297	0	0.000324054570789721	0	0.000604546828515519	0	0.000220406926287659	0.0000961908426317815
"ASV7163|Clostridiales_vadinBB60 "	0	0	0.000771330248012341	0	0	0	0.000103436148865305	0.0000388183688521408	0.000794766766521978	0	0	0	0	0.00151842084232398	0.000156587642103285	0.0000304367676152793	0	0.00105022636635869	0	0.000139904165646532	0.000130775367151843	0.000178726095384742	0.00107569405995412	0	0.000103831377842384	0.00235431423052157	0.00202475055073215	0.00991538483905673	0.00160217896339021	0.00016202728539486	0.0000698714365567356	0.000127273016529583	0.000227693615471022	0	0.000634859561369758
"ASV7159|Clostridiales_vadinBB60 "	0.0000275444153697838	0	0.000711997152011392	0	0.000222134465396387	0	0.000103436148865305	0.000271728581964986	0.000427951335819527	0.000965315225351175	0.0000474924012158055	0.00051062091503268	0	0	0.000219222698944599	0.000456551514229189	0	0	0.000200518004845852	0	0.0000523101468607373	0	0.000300561575575417	0.00160548390006314	0.000934482400581456	0.0000201223438506117	0.000583128158610859	0	0	0	0	0.0000795456353309894	0.00040984850784784	0	0.0000577145055790689
"ASV7155|Clostridiales_vadinBB60 "	0	0	0.000296665480004747	0.000175756191011828	0.000148089643597591	0	0.000165497838184489	0.000310546950817127	0	0.0011983223487118	0.000332446808510638	0.00105528322440087	0	0.000532779242920696	0.000704644389464783	0.000456551514229189	0	0.000496728686791275	0.0000835491686857716	0.00115420936658389	0.0000915427570062903	0.000096237128284092	0.000901684726726252	0.00135293587083972	0.000432630741009933	0.000342079845460399	0.000761306207075288	0.000363467186182431	0.000272370423776336	0.000307851842250235	0.000227082168809391	0.000938638496905675	0.000151795743647348	0.000964280302508506	0.000250096190842632
"ASV7195|Clostridiales_vadinBB60 "	0.000550888307395676	0	0.00130532811202089	0.000474541715731937	0	0	0	0.0000776367377042817	0	0.000366154050995273	0.00052241641337386	0.00108932461873638	0.0013136288998358	0.000159833772876209	0.000391469105258213	0.000243494140922234	0	0	0	0	0	0	0.0000790951514672151	0.000180391449445296	0.00221506939397086	0.000402446877012234	0.0000323960088117144	0.0000145386874472973	0	0.0000324054570789721	0.000174678591391839	0.000636365082647915	0.000121436594917879	0.000289284090752552	0
"ASV15585|Ruminococcus_1"	0	0.0000316255534471853	0.0000593330960009493	0.0000175756191011828	0.000123408036331326	0.0000688325991189427	0.000330995676368977	0	0.000305679525585376	0.000133146927634645	0.000712386018237082	0.000068082788671024	0	0.00066597405365087	0.00117440731577464	0	0	0	0	0	0.0000523101468607373	0.0000412444835503251	0	0.000162352304500767	0	0.00012073406310367	0	0.000697856997470268	0.0000480653689017063	0.000502284584724068	0.0010830072666294	0.000986365878104268	0.000197334466741553	0.000220406926287659	0.0000769526741054252
"ASV15586|Ruminococcus_1"	0.000605977138135243	0.000221378874130297	0	0.000351512382023657	0.000567676967124099	0	0.000517180744326527	0.0010480959590078	0	0	0	0.000034041394335512	0	0	0	0	0	0	0	0	0	0	0.0000949141817606581	0.000360782898890593	0.0000173052296403973	0.000100611719253059	0.0000971880264351432	0.0000290773748945945	0.0000320435792678042	0.000226838199552805	0.0000524035774175517	0.000270455160125364	0.0000455387230942044	0.0000551017315719146	0.000173143516737207
"ASV15577|Ruminococcus_1"	0	0.000094876660341556	0	0.000808478478654411	0.00120939875604699	0	0.000227559527503672	0.0000388183688521408	0.000855902671639054	0.000932028493442514	0.000142477203647416	0.0014297385620915	0	0.000346306507898452	0.000125270113682628	0.000578298584690306	0	0	0.000534714679588938	0	0.000196163050727765	0.000123733450650975	0.000174009333227873	0.000811761522503833	0.000173052296403973	0.0000201223438506117	0.000599326163016716	0.000261696374051351	0.000128174317071217	0.0000972163712369163	0.0000174678591391839	0	0.000121436594917879	0.000964280302508506	0.00051943055021162
"ASV18334|Anaeroplasma"	0.000110177661479135	0.000221378874130297	0.000118666192001899	0	0.0000740448217987955	0.000292538546255507	0.0000206872297730611	0.000271728581964986	0.000489087240936602	0.00156447639970708	0.000237462006079027	0.00136165577342048	0	0.000506140280774661	0.000391469105258213	0.000182620605691676	0	0	0.000584844180800401	0	0.0000653876835759216	0.0000274963223668834	0.000284742545281974	0.0000180391449445296	0.000449935970650331	0.000965872504829363	0.00051833614098743	0.000683318310022971	0	0.000226838199552805	0.00031442146450531	0.000127273016529583	0.000303591487294696	0.00050969101704021	0.000134667179684494
"ASV18349|Anaeroplasma"	0.000468255061286324	0	0.000177999288002848	0.00351512382023657	0	0	0.00117917209706448	0.000388183688521408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133489672589519	0	0	0	0	0.000224305054874629	0	0	0	0	0.000867852272257656	0.0000577145055790689
"ASV18548|Mollicutes_EMP-G18"	0	0.000158127767235927	0	0.000456966096630754	0	0	0	0.000232910213112845	0.000244543620468301	0.00026629385526929	0.000379939209726444	0.00153186274509804	0	0.000239750659314313	0.0000626350568413141	0.000273930908537513	0	0.000212883722910546	0.000150388503634389	0	0.00030078334444924	0.000164977934201301	0.000379656727042632	0.000126274014611707	0	0	0.000275366074899572	0.000348928498735134	0.0000160217896339021	0.000324054570789721	0.000104807154835103	0.0000318182541323958	0.0000151795743647348	0	0.000250096190842632
"ASV12978|Ruminococcaceae_NK4A214"	0.00184547582977551	0.00104364326375712	0.00142399430402278	0.00200362057753484	0.00148089643597591	0.00104969713656388	0.000268933987049794	0.00194091844260704	0.00183407715351226	0.000233007123360628	0.000284954407294833	0.00068082788671024	0.000656814449917898	0.00165161565305416	0.000673326861044126	0.00143052807791812	0.0067159075365887	0.00834504193809341	0.000467875344640321	0.00297296351998881	0.000562334078752926	0.000288711384852276	0.00175591236257217	0.00120862271128349	0.000207662755684768	0.000643915003219575	0.000145782039652715	0.000290773748945945	0.00140991748778339	0.00157166466833015	0.000489100055897149	0.000684092463846509	0.000318771061659431	0.000881627705150634	0.000942670257791458
"ASV12996|Ruminococcaceae_NK4A214"	0.001019143368682	0.000253004427577483	0	0	0.00192516536676868	0	0.000165497838184489	0.000621093901634253	0	0.0000332867319086612	0.000142477203647416	0.000272331154684096	0.000328407224958949	0.000692613015796905	0.000266198991575585	0.000365241211383351	0.000300916427301327	0.000510920934985311	0.00023393767232016	0	0.000130775367151843	0.000164977934201301	0.00063276121173772	0.000577252638224948	0.000155747066763576	0.000342079845460399	0.000161980044058572	0.000130848187025675	0.0000480653689017063	0.000243040928092291	0.000104807154835103	0.0000159091270661979	0.0000607182974589393	0.000165305194715744	0.0000961908426317815
"ASV12965|Ruminiclostridium_9"	0.000385621815176973	0.000158127767235927	0.000118666192001899	0.000316361143821291	0.000789811432520486	0.000430203744493392	0.000537867974099588	0.000427002057373549	0.000122271810234151	0.0000998601957259836	0.0000474924012158055	0.000136165577342048	0	0.000133194810730174	0.0000626350568413141	0.000213057373306955	0.00391191355491725	0.00158953179773208	0	0.00120667342870134	0.000078465220291106	0.000123733450650975	0.000253104484695088	0.000216469739334356	0.0000865261482019866	0.000301835157759176	0.000242970066087858	0.000130848187025675	0.00108948169510534	0.000599500955960984	0.000139742873113471	0.000143182143595781	0.000121436594917879	0.000303059523645531	0.000327048864948057
"ASV11317|Butyricicoccus"	0.0000550888307395676	0.000316255534471853	0.000237332384003797	0.000140604952809463	0.000296179287195182	0.000619493392070485	0.000289621216822855	0.000427002057373549	0.000122271810234151	0	0.000427431610942249	0	0.000328407224958949	0.000346306507898452	0.000203563934734271	0.0000913103028458378	0.000177814252496239	0.000113537985552291	0	0	0.000235395660873318	0.000109985289467534	0.000490389939096733	0.000324704609001533	0.000276883674246357	0.000321957501609788	0.000323960088117144	0.000145386874472973	0.00030441400304414	0.000226838199552805	0.000122275013974287	0.0000318182541323958	0.0000758978718236741	0.000151529761822765	0.000442477876106195
"ASV15197|Ruminococcaceae_UCG-014"	0	0	0	0	0.0000246816072662652	0	0	0	0.0000611359051170753	0	0	0	0	0	0	0	0.00515661332239092	0.00019869147471651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV15171|Ruminococcaceae_UCG-014"	0	0.000442757748260595	0	0.0000878780955059142	0.00133280679237832	0	0.00126192101615673	0.000698730639338535	0.000489087240936602	0.000133146927634645	0.000759878419452888	0.000885076252723312	0	0.000426223394336557	0.000829914503147412	0.000456551514229189	0.0035289290110792	0.000212883722910546	0.0000334196674743086	0	0.00057541161546811	0.000439941157870135	0.000427113817922961	0.00117254442139443	0.000588377807773509	0.000503058596265293	0.000826098224698717	0.000392544561077026	0.000128174317071217	0.000372662756408179	0.000663778647288988	0.000127273016529583	0.000516105528400984	0.000385712121003403	0.000461716044632551
"ASV15170|Ruminococcaceae_UCG-014"	0	0.000790638836179633	0	0.000158180571910646	0.00061704018165663	0	0.00115848486729142	0.000232910213112845	0.000489087240936602	0.000865455029625191	0	0.00034041394335512	0	0.000293028583606383	0.000031317528420657	0.0000608735352305585	0.000984817398440706	0.0000851534891642185	0.0000668393349486173	0	0.000549256542037742	0.000316207707219159	0.000332199636162303	0.000288626319112474	0.000484546429931125	0.000181101094655505	0.000453544123364002	0.000276235061498648	0.000128174317071217	0.000437473670566123	0.00103060368921185	0.000127273016529583	0.000349130210388901	0.000275508657859573	0.0000769526741054252
"ASV6395|Christensenellaceae"	0.00022035532295827	0.000189753320683112	0.000474664768007595	0.000210907429214194	0.000148089643597591	0	0.00018618506795755	0.0000776367377042817	0.000122271810234151	0.0000665734638173224	0.0000474924012158055	0.000034041394335512	0	0.000133194810730174	0.0000469762926309856	0.000152183838076396	0.000615510874025441	0.0000851534891642185	0.000167098337371543	0.0000524640621174495	0.000117697830436659	0.0000687408059172086	0.000047457090880329	0.0000721565797781185	0.000155747066763576	0.0000402446877012234	0.0000161980044058572	0.0000290773748945945	0	0	0.000436696478479598	0.0000636365082647915	0.000106257020553144	0.000110203463143829	0.000134667179684494
"ASV7196|Clostridiales_vadinBB60 "	0.0000275444153697838	0	0	0.0000527268573035485	0	0	0	0.000116455106556422	0.0000611359051170753	0.000366154050995273	0.000237462006079027	0.000272331154684096	0	0	0.0000626350568413141	0.000182620605691676	0	0.0000283844963880728	0	0.000244832289881431	0.0000130775367151843	0.0000824889671006503	0.000284742545281974	0.00046901776855777	0.000276883674246357	0.000442691564713458	0.000210574057276144	0.000436160623418918	0.0000961307378034126	0.0000972163712369163	0.000209614309670207	0.000381819049588749	0.000151795743647348	0.000385712121003403	0
"ASV7171|Clostridiales_vadinBB60 "	0	0.000094876660341556	0.0000593330960009493	0.000316361143821291	0.000123408036331326	0	0.000227559527503672	0.0000776367377042817	0	0.0000998601957259836	0.000189969604863222	0.000306372549019608	0	0.000825807826527078	0.000172246406313614	0.000152183838076396	0	0.000127730233746328	0.000334196674743086	0.000664544786821028	0.000418481174885898	0.000343704029586043	0.000458751878509847	0.00202038423378732	0.000294188903886755	0.000221345782356729	0.000955682259945575	0.000494315373208107	0.000592806216454378	0.000453676399105609	0.000104807154835103	0.000159091270661979	0.000136616169282613	0.00061989448018404	0.000327048864948057
"ASV7161|Clostridiales_vadinBB60 "	0.000137722076848919	0.000506008855154965	0.000355998576005696	0.000193331810113011	0.0000246816072662652	0	0.000103436148865305	0.000271728581964986	0.000122271810234151	0.000299580587177951	0.0000474924012158055	0.000136165577342048	0.000656814449917898	0.000106555848584139	0.000125270113682628	0.0000913103028458378	0	0	0.000267357339794469	0.0000174880207058165	0.00111159062079067	0.000742400703905853	0.000284742545281974	0.000703526652836656	0.000294188903886755	0.00012073406310367	0.00029156407930543	0.000276235061498648	0.000240326844508532	0.000226838199552805	0.000279485746226942	0.000668183336780311	0.000273232338565227	0.000371936688110424	0.000654097729896114
"ASV7206|Clostridiales_vadinBB60 "	0	0	0	0	0	0	0	0	0	0	0	0.000068082788671024	0.000328407224958949	0.000133194810730174	0	0	0	0	0	0	0.0000653876835759216	0.000109985289467534	0	0	0	0	0	0	0.000144196106705119	0.000016202728539486	0.000384292901062046	0.00206818651860572	0.000364309784753635	0.000082652597357872	0.0000384763370527126
"ASV15559|Ruminococcus_1"	0.000192810907588486	0	0.0000593330960009493	0.0000527268573035485	0	0	0.000268933987049794	0	0	0	0.000189969604863222	0.00017020697167756	0	0	0.000266198991575585	0	0	0.0000993457373582549	0.000284067173531623	0	0.000130775367151843	0.0000549926447337669	0.000189828363521316	0.000198430594389826	0.000622988267054304	0.000160978750804894	0.0000485940132175716	0.0000872321246837835	0.0000160217896339021	0.000388865484947665	0.000558971492453885	0.000159091270661979	0.0000910774461884089	0.000247957792073616	0.0000577145055790689
"ASV15525|Ruminococcus_1"	0	0.00142314990512334	0	0.000193331810113011	0.00140685161417712	0	0.000206872297730611	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000693109445904769	0.000948623121657478	0.000110733212054101	0	0.000276883674246357	0.000945750160978751	0.000129584035246858	0	0	0.00110178554068505	0.0000698714365567356	0.0000477273811985936	0.00176083062630924	0.0010331574669734	0.00217391304347826
"ASV11673|Ruminococcaceae"	0	0.000126502213788741	0	0	0.00061704018165663	0	0	0	0.0000611359051170753	0.000898741761533853	0.000332446808510638	0.000102124183006536	0	0.0000266389621460348	0.000595033039992484	0	0	0	0.0000501295012114629	0	0	0	0.000348018666455746	0.0000901957247226481	0	0.00058354797166774	0.0000647920176234288	0.000058154749789189	0	0.0000486081856184582	0.000436696478479598	0	0	0.000427038419682338	0
"ASV13259|Ruminococcaceae_UCG-005"	0.000413166230546757	0.000221378874130297	0.0000593330960009493	0.000140604952809463	0.000345542501727712	0	0.000227559527503672	0.000116455106556422	0.000183407715351226	0.000133146927634645	0.0000474924012158055	0.000136165577342048	0	0.000159833772876209	0.0000939525852619711	0.000121747070461117	0.0000820681165367255	0.000156114730134401	0.0000167098337371543	0	0.000457713785031451	0.000247466901301951	0.000506208969390176	0.000541174348335889	0.000588377807773509	0.000241468126207341	0.000194376052870286	0.00015992556192027	0.000368501161579748	0.000356460027868693	0.0000873392956959195	0.0000636365082647915	0.000971492759343028	0.000261733224966595	0.000288572527895344
"ASV11502|Ruminococcaceae"	0.000110177661479135	0.000411132194813409	0.000118666192001899	0.000158180571910646	0.000370224108993978	0.0000344162995594714	0.0000413744595461222	0.000194091844260704	0.0000611359051170753	0.0000332867319086612	0.000284954407294833	0.000034041394335512	0	0.0000532779242920696	0.0001096113494723	0.000121747070461117	0.000656544932293804	0.000411575197627056	0.000217227838583006	0.000034976041411633	0.000039232610145553	0.000178726095384742	0.000142371272640987	0.000162352304500767	0.000103831377842384	0.000181101094655505	0.000080990022029286	0.000247157686604053	0.000256348634142434	0.0000486081856184582	0.0000873392956959195	0	0.000166975318012083	0.000151529761822765	0.00015390534821085
"ASV15646|Ruminococcus_2"	0.000110177661479135	0.0000632511068943707	0.00373798504805981	0.0000703024764047314	0.00614572020930003	0	0	0.000116455106556422	0	0	0	0	0	0	0.000031317528420657	0	0	0	0.0000167098337371543	0	0	0	0	0	0	0	0	0.000436160623418918	0.0000320435792678042	0	0.000262017887087759	0.0000318182541323958	0	0.000041326298678936	0
"ASV15645|Ruminococcus_2"	0.000964054537942432	0.000253004427577483	0	0.000140604952809463	0	0	0.000124123378638367	0.00147509801638135	0	0	0.0000949848024316109	0.000136165577342048	0	0.000799168864381044	0.000187905170523942	0	0	0	0	0	0	0	0.0000949141817606581	0.000126274014611707	0	0.0000402446877012234	0.0000161980044058572	0.0000872321246837835	0.0000480653689017063	0.00158786739686963	0	0.0000636365082647915	0.0000151795743647348	0.000041326298678936	0
"ASV15641|Ruminococcus_2"	0.0000550888307395676	0.000094876660341556	0.00652664056010443	0	0.000148089643597591	0.000326954845814978	0.000558555203872649	0	0.000366815430702452	0	0.0000949848024316109	0.000204248366013072	0	0	0.0000939525852619711	0.0000304367676152793	0.000547120776911503	0.0000709612409701821	0	0	0.0000261550734303687	0	0.000300561575575417	0.0000360782898890593	0.0000346104592807947	0.0000804893754024469	0.0000323960088117144	0.0000290773748945945	0.0000961307378034126	0.0000648109141579442	0.0000174678591391839	0.000159091270661979	0.0000607182974589393	0.000041326298678936	0.0000577145055790689
"ASV12915|Ruminiclostridium_5"	0.000275444153697838	0.000442757748260595	0.000237332384003797	0.0000703024764047314	0.000789811432520486	0.000825991189427313	0.000310308446595916	0.000310546950817127	0	0.0000665734638173224	0.000284954407294833	0.000068082788671024	0.000656814449917898	0.000133194810730174	0.0000626350568413141	0.000700045655151423	0	0.000326421708462838	0.0000668393349486173	0.000594592703997762	0.000104620293721475	0.0000137481611834417	0.000126552242347544	0.000180391449445296	0.000173052296403973	0.000201223438506117	0.000194376052870286	0.000247157686604053	0.0000801089481695105	0.000210635471013319	0.0000349357182783678	0.0000636365082647915	0.0000910774461884089	0.0000551017315719146	0.0000384763370527126
"ASV11457|Ruminococcaceae"	0.000964054537942432	0.000189753320683112	0.00088999644001424	0.00036908800112484	0.000123408036331326	0.00106690528634361	0.00018618506795755	0.000271728581964986	0.000366815430702452	0.000299580587177951	0.000142477203647416	0.00017020697167756	0	0.000186472735022244	0.000469762926309856	0.000243494140922234	0.00105320749555464	0	0.0000501295012114629	0	0.0000130775367151843	0.000096237128284092	0.000395475757336075	0.000144313159556237	0.000190357526044371	0.0000804893754024469	0.000178178048464429	0.000348928498735134	0.000176239685972923	0.000243040928092291	0.000262017887087759	0.000111363889463385	0.000121436594917879	0.000261733224966595	0.000211619853789919
"ASV11718|Ruminococcaceae"	0	0.000917141049968374	0	0.0000703024764047314	0.0000740448217987955	0	0.000889550880241627	0	0	0.0000665734638173224	0.000332446808510638	0.000102124183006536	0	0.000213111697168278	0.000360151576837556	0.0000608735352305585	0	0	0.0000668393349486173	0	0.000745419592765507	0.000783645187456178	0.000205647393814759	0	0.0000173052296403973	0	0	0	0	0.00061570368450047	0	0	0.000516105528400984	0.00146019588665574	0.000115429011158138
"ASV15526|Ruminococcus_1"	0	0.00271979759645794	0	0.00230240610225495	0.000148089643597591	0	0.0015929166925257	0.0000776367377042817	0.000855902671639054	0.000632447906264563	0.0000474924012158055	0.000953159041394336	0	0.0000266389621460348	0.000187905170523942	0.000121747070461117	0	0	0.000300777007268778	0	0.000326938417879608	0.000673659897988644	0	0.000559213493280418	0.000242273214965563	0.000261590470057952	0.0030290268238953	0	0.000416566530481455	0.00178230013934347	0.00131008943543879	0.00175000397728177	0.00223139743161602	0.000537241882826168	0.00132743362831858
"ASV18325|Anaeroplasma"	0.001019143368682	0.000126502213788741	0.0000593330960009493	0.000105453714607097	0.0000987264290650607	0.000464620044052863	0.0000620616893191833	0.000155273475408563	0.000489087240936602	0.00149790293588975	0.000379939209726444	0.000646786492374728	0	0.00125203122086364	0.000360151576837556	0.000913103028458378	0	0.0000567689927761457	0.000467875344640321	0	0.000993892790354009	0.000453689319053577	0.000395475757336075	0.000378822043835122	0.000398020281729139	0.000543303283966516	0.000340158092523001	0.00197726149283243	0.0000801089481695105	0.000356460027868693	0.000733650083845724	0.0000795456353309894	0.000288411912929961	0.000303059523645531	0.000192381685263563
"ASV18344|Anaeroplasma"	0	0	0	0	0.0000493632145325304	0	0	0	0	0	0	0.000034041394335512	0	0.000213111697168278	0	0.00270887231775985	0	0	0	0	0	0	0	0	0	0.000422569220862846	0.000161980044058572	0	0	0.0000810136426974302	0.0000524035774175517	0	0	0.0000688771644648933	0.000115429011158138
"ASV18347|Anaeroplasma"	0.00225864206032227	0	0	0	0.00071576661072169	0	0.000124123378638367	0.000194091844260704	0.000183407715351226	0.00026629385526929	0.00185220364741641	0.00156590413943355	0	0.00178481046378433	0.000986502145250697	0.000365241211383351	0	0	0.00187150137856128	0	0	0	0.0000949141817606581	0	0.0000173052296403973	0.000221345782356729	0.0000485940132175716	0.00042162193597162	0	0.0000324054570789721	0	0	0	0	0.000115429011158138
"ASV18345|Anaeroplasma"	0	0.00113851992409867	0	0	0	0	0.0000206872297730611	0	0	0	0.00128229483282675	0.00034041394335512	0	0	0.000563715511571827	0.000121747070461117	0	0	0.000668393349486173	0	0	0	0.00015819030293443	0.000288626319112474	0	0	0	0	0.000336457582311944	0.00144204284001426	0	0	0.000227693615471022	0.000344385822324467	0.00255867641400539
"ASV18335|Anaeroplasma"	0.0000275444153697838	0.000221378874130297	0	0.000228483048315377	0.000123408036331326	0	0.00258590372163264	0	0	0	0.00113981762917933	0	0	0	0.00042278663367887	0	0	0	0.0000501295012114629	0	0.00112466815750585	0.00100361576639125	0.000205647393814759	0.000216469739334356	0.00105561900806424	0.000382324533161623	0.0000971880264351432	0	0.000288392213410238	0.00170128649664604	0.000122275013974287	0	0.000546464677130453	0.000757648809113826	0.0000961908426317815
"ASV18333|Anaeroplasma"	0	0	0	0	0	0	0	0	0.000122271810234151	0.000133146927634645	0.000379939209726444	0	0	0.000186472735022244	0.0000939525852619711	0	0	0	0	0	0.000562334078752926	0.000659911736805202	0.000427113817922961	0.00102823126183819	0	0	0.00174938447583258	0.000770550434706755	0.000208283265240727	0.00194432742473833	0.00207867523756288	0	0.00148759828774401	0.00121223809458212	0
"ASV18497|Mollicutes"	0	0	0	0.000509692953934302	0	0	0	0	0	0.000299580587177951	0.00104483282674772	0.000374455337690632	0.000656814449917898	0.000106555848584139	0.000595033039992484	0.000852229493227819	0	0	0.0000167098337371543	0	0.000523101468607373	0.000893630476923711	0.000110733212054101	0	0	0	0.0000323960088117144	0.0000145386874472973	0.000272370423776336	0.000388865484947665	0	0	0.000273232338565227	0.000247957792073616	0
"ASV18357|Anaeroplasma"	0	0	0	0	0	0	0	0	0	0	0	0.00017020697167756	0	0	0	0	0	0	0.000317486841005932	0	0	0	0	0	0.0000346104592807947	0.0000804893754024469	0.00129584035246858	0	0	0.000939758255290191	0	0	0.000683080846413067	0	0.00051943055021162
"ASV18340|Anaeroplasma"	0	0.000094876660341556	0	0.000263634286517743	0	0	0	0.000582275532782113	0	0.000499300978629918	0	0	0	0.0000532779242920696	0	0.0000913103028458378	0	0	0	0	0.000496946395177004	0.00039869667431981	0.000205647393814759	0.000216469739334356	0.0000865261482019866	0.000362202189311011	0.000680316185046002	0	0.000208283265240727	0.000324054570789721	0.0014148965902739	0.00238636905992968	0.00040984850784784	0.00020663149339468	0.000250096190842632
"ASV18575|Mollicutes_RF39"	0	0.000853889943074004	0	0	0.0000493632145325304	0	0.000165497838184489	0.000310546950817127	0.000427951335819527	0.000166433659543306	0.000237462006079027	0.00017020697167756	0	0.0000266389621460348	0.000328834048416899	0.000182620605691676	0	0.0000567689927761457	0	0	0.000039232610145553	0	0.000110733212054101	0.000252548029223415	0.000138441837123179	0.0000804893754024469	0.0000647920176234288	0.0000290773748945945	0.0000480653689017063	0.0000486081856184582	0.000227082168809391	0.0000954547623971873	0.000106257020553144	0.000110203463143829	0
"ASV18572|Mollicutes_RF39"	0.0000275444153697838	0.00158127767235927	0	0.000298785524720108	0.0010613091124494	0	0.000889550880241627	0.000854004114747098	0.000122271810234151	0.00056587444244724	0.000474924012158055	0.000714869281045752	0	0.000186472735022244	0.00103347843788168	0.0000608735352305585	0.000109424155382301	0.0000283844963880728	0.000167098337371543	0	0.0000653876835759216	0.0000412444835503251	0.0000949141817606581	0.000306665464057004	0.000865261482019866	0.000160978750804894	0.000129584035246858	0.0000872321246837835	0.000352479371945846	0.000129621828315888	0.000681246506428172	0.0000318182541323958	0.000288411912929961	0.000123978896036808	0.000384763370527126
