""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV17986|Treponema_2"	0	0	0.00346301208370174	0	0.000229369488760895	0.00132661183337755	0.0152969520822976	0.0023578649532848	0.00329611365204282	0.00365921016293841	0	0	0.00531735630031829	0.00220806628106925	0.00426472558388782	0.00306809184481394	0	0.00776647908645144	0.000815710585884128	0	0	0.00132009240646845	0	0	0.00140005348518932	0	0	0	0	0.00205078125	0.00113280828568346	0	0.000957919945261717	0.0139074517715294	0.00361314522913133	0.00795203926319386	0.00422466223111147	0.0000427265217762839	0.00100350499570965	0	0.00134647492863683	0.00321547789358948	0.00293359697888134	0.0000162092944094144	0.00131237848347375	0	0.0000830101865357477
"ASV18162|Treponema_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000223284061983656	0	0	0.0000164544048441768	0	0	0	0	0	0	0.000880932530006764	0	0	0	0	0	0	0	0.000843881856540084	0	0.0000137906306455394	0	0	0	0	0	0	0	0	0	0.00309462086843811	0	0.0000474343923061416
"ASV18137|Treponema_2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00723138758555741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV17999|Treponema_2"	0	0	0	0	0	0	0.000019121190102872	0	0.000025551268620487	0	0	0	0	0.00382992027512897	0	0	0.0000221729490022173	0.0000164544048441768	0	0.0000272360823619131	0	0	0.0000496277915632754	0	0	0	0	0	0	0	0.000636530370050707	0	0	0.0000252175009456563	0	0	0	0.0017802717406785	0	0	0	0.00138974044553444	0.00121557885865249	0.00119948778629666	0	0	0
"ASV146|Eggerthellaceae_DNF00809"	0.0000773893976525216	0	0.0000491207387759112	0.0000295133252663578	0.000229369488760895	0.00047168420742313	0	0.0002947331191606	0.000127756343102435	0.000161097302770874	0.0000389347453667653	0	0.000112338513387006	0	0.0000446568123967311	0.0000742280285035629	0.0000665188470066519	0.0000987264290650607	0.0000407855292942064	0.0000272360823619131	0	0.000120008400588041	0	0.0000200766929671345	0.000880932530006764	0	0.000168171804315288	0.0000147918053398417	0.0000331334283158278	0.000048828125	0.0000970978530585824	0	0.0000456152354886532	0.0000252175009456563	0	0.000031062653371851	0	0.000199390434955992	0.0000145435506624587	0.0000140500744653947	0.000538589971454732	0.000013624906328769	0.000210700335499765	0.0000486278832282431	0.000226830848995463	0.0000137538338811944	0
"ASV144|Eggerthellaceae_DNF00809"	0.0000515929317683477	0.0000471931853040421	0.000294724432655467	0	0.000127427493756053	0.000383243418531293	0.000305939041645952	0.00023578649532848	0.000689884252753149	0.00025315290435423	0.0000389347453667653	0	0.000599138738064033	0	0.000223284061983656	0.0000742280285035629	0.0000886917960088692	0.000263270477506829	0.0000203927646471032	0.0000817082470857392	0	0.000180012600882062	0.0000248138957816377	0	0.00124274410483097	0	0.000689504397692683	0	0	0.0000162760416666667	0.000248138957816377	0.0000638569604086846	0	0.0000252175009456563	0	0.0000776566334296276	0.0000204089962855627	0.000128179565328852	0	0	0.000172348790865514	0.000040874718986307	0.000129661744922932	0.0000324185888188287	0.000129617627997408	0.0000825230032871663	0.0000237171961530708
"ASV17038|Pirellulaceae_p-1088-a5"	0.00577840835805495	0.000117982963260105	0.000957854406130268	0.00165274621491603	0.000790050461287527	0.0013560920963415	0.00200772496080156	0.00135577234813876	0.00155862738584971	0.00230139003958391	0.000778694907335306	0.00128620858317784	0.000711477251451039	0.000449429420040644	0.000569374358058322	0.00705166270783848	0.00137472283813747	0.00161253167472933	0.00460876481024533	0.00245124741257218	0.0012141511408834	0.00603042212954907	0.00451612903225806	0.00112429480615953	0.00585190894933065	0.00233388460408971	0.00112675108891243	0.00387545299903853	0.00581491666942779	0.003076171875	0.00151041104757795	0.00162835249042146	0.000478959972630859	0.00244609759172866	0.001048087929061	0.00156866399527848	0.000979631821707009	0.00192269347993278	0.000712633982460478	0.00167195886138197	0.00128184413206226	0.00100824306832891	0.00816868993014474	0.00165334802976026	0.0033052495139339	0.0105766982546385	0.00412679213063432
"ASV383|Bacteria"	0	0	0	0.000678806481126228	0.0000509709975024211	0	0.000229454281234464	0.00005894662383212	0	0.0000230139003958391	0.0000389347453667653	0.0000543468415427257	0	0.000117242457401907	0.0000111642030991828	0	0	0.000115180833909237	0.000958459938413851	0.000108944329447652	0.00046054008792129	0	0.0000992555831265509	0.000341303780441286	0	0.000417317114638557	0.0000504515412945865	0	0	0.0000162760416666667	0	0	0.000159653324210286	0.0000630437523641407	0.0000689531532276971	0.000108719286801479	0	0.000398780869911983	0	0	0.000215435988581893	0.000013624906328769	0	0.0000324185888188287	0.000259235255994815	0	0.0000118585980765354
"ASV479|Bacteria"	0	0.0000943863706080842	0.0000736811081638668	0.0000590266505327155	0	0	0	0	0	0	0.000272543217567357	0	0	0	0	0	0	0.0000493632145325304	0	0	0	0.0000300021001470103	0.000198511166253102	0	0	0	0	0.0018785592781599	0.00129220370431729	0.000162760416666667	0.000485489265292912	0	0.0000912304709773064	0	0	0	0	0	0.00034904521589901	0	0	0	0	0.0000324185888188287	0	0	0
"ASV16077|Kiritimatiellae_WCHB1-41"	0	0.00261922178437434	0	0	0.000101941995004842	0.000117921051855783	0.000210333091131592	0.00055999292640514	0	0.000598361410291816	0.000817629652702071	0	0	0	0	0.0000989707046714173	0	0	0.000285498705059445	0	0	0.000450031502205154	0.000297766749379653	0.0000602300789014034	0.0000471928141075052	0	0.0000672687217261154	0	0	0	0.000140252454417952	0	0	0	0.000496462703239419	0.0000155313266859255	0	0.000113937391403424	0.000130891955962129	0.000140500744653947	0.000204664189152798	0.000245248313917842	0.0000648308724614662	0.0000648371776376574	0.000324044069993519	0.000206307508217916	0.000865677659587084
"ASV16078|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224320411118135	0	0	0.000240016801176082	0.000248138957816377	0.0000200766929671345	0.0000314618760716702	0	0	0	0	0	0.000366814111554645	0	0	0.000113478754255453	0.000427509550011722	0	0	0.000185148261030564	0.0000145435506624587	0	0.000635536166316583	0.000299747939232918	0.000129661744922932	0.0000810464720470718	0.0012151652624757	0.000316338179267471	0.00207525466339369
"ASV19392|Cerasicoccus"	0.000722301044756868	0.000188772741216168	0.0013262599469496	0.00755541126818759	0.00183495591008716	0.00560124996314967	0.00168266472905274	0.00020631318341242	0	0.0000690417011875173	0.00066189067123501	0	0.000337015540161019	0.000156323276535876	0.000290269280578752	0.0000494853523357086	0.00922394678492239	0.000937901076118077	0.0189040928278647	0.0221156988778734	0.0304793803642453	0.0335423479643575	0.0155086848635236	0.0121263225521492	0.0153376645849392	0.0130604800692437	0.00358205943191565	0.00477775312476888	0.00367781054305689	0.00107421875	0.0124716797928579	0	0.000478959972630859	0.0111587441684529	0.00439921117592708	0.0117261516478738	0.00987795420221233	0.0225880878457288	0.00260329556858011	0.004734875094838	0.00885441913071579	0.00513658968594591	0.0295142546880825	0.00453860243463602	0.0151814646791964	0.0298870810238354	0.0229582458761725
"ASV17838|Rickettsiales"	0	0	0	0	0	0	0.000803089984320624	0	0	0	0	0	0	0.000254025324370799	0	0	0	0	0	0	0	0.00129009030632144	0	0.0017466722881407	0.00166747943179852	0	0.00210214755394111	0	0	0.0000651041666666667	0	0	0.000296499030676246	0	0	0	0	0	0	0.0023744625846517	0.000840200355469381	0.00257510729613734	0.0000162077181153665	0	0.0000324044069993519	0	0.0000948687846122831
"ASV17836|Rickettsiales"	0.00252805365664904	0.000637108001604568	0.00272620100206307	0.00233155269604226	0.001936897905092	0.000825447362990478	0.000611878083291904	0.00094314598131392	0.00357717760686818	0.000874528215041885	0.000622955925868245	0	0.00146040067403108	0	0.00564908676818649	0.00326603325415677	0.00317073170731707	0.00498568466778557	0.00171299223035667	0.00367687111885826	0.0012141511408834	0.000930065104557319	0.00330024813895782	0.000963681262422454	0.00130566785697431	0.00112830182846721	0.00371659687536788	0.00776569780341691	0.00458897982174216	0.001611328125	0.00513539756176502	0	0.0000228076177443266	0.0030891438658429	0.00046888144194834	0.000869754294411829	0.000551042899710192	0.000968467826929102	0.000392675867886386	0.00174220923370894	0.000786341358323908	0.00188023707337012	0.00131282516734469	0.000648371776376574	0.00129617627997408	0	0.00289349793067464
"ASV17530|Myxococcales"	0	0	0.000343845171431378	0	0.000152912992507263	0.000117921051855783	0.000038242380205744	0	0.000076653805861461	0	0	0.0000362312276951505	0.000262123197903014	0	0.000256776671281204	0	0	0.000329088096883536	0.00146827905459143	0.00141627628281948	0.000209336403600586	0.000180012600882062	0.00235732009925558	0.0000602300789014034	0.000487659079110887	0.000788265660983941	0.0000840859021576442	0.00384586938835885	0.0033299095457407	0.000797526041666667	0	0	0	0.00184087756903291	0.000620578379049274	0.000590190414065169	0.000265316951712315	0.00153815478394622	0.00130891955962129	0.000196701042515525	0.00163731351322238	0.00145786497717828	0.00102108624126809	0.000615953187557746	0	0	0.0000118585980765354
"ASV15828|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000272360823619131	0	0	0	0	0	0	0	0	0	0	0	0	0.0138214163530619	0	0	0	0	0	0.000174522607949505	0	0	0	0	0	0	0	0
"ASV19341|Akkermansia"	0	0	0.000319284802043423	0	0.000688108466282685	0.00253530261489932	0	0	0.000357717760686818	0.0000920556015833563	0	0.000489121573884531	0.000486800224677027	0.000156323276535876	0.000368418702273032	0.000272169437846397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000456152354886532	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV19335|Akkermansia"	0.027602218496066	0.000023596592652021	0.000957854406130268	0.000590266505327155	0.000229369488760895	0.0013560920963415	0.0004780297525718	0	0.00104760201343997	0.0000460278007916782	0	0.0000724624553903009	0.000674031080322037	0.00158277317492575	0.000413075514669763	0.00188044338875693	0.000886917960088692	0.0000987264290650607	0.00148867181923853	0.00326832988342957	0.00184216035168516	0.00732051243587051	0.0109181141439206	0.0000401533859342689	0.00857336122953012	0.000695528524397595	0.00484334796428031	0.000961467347089712	0.00139160398926477	0.000895182291666667	0.000388391412234329	0.000654533844189017	0.000114038088721633	0.000466523767494641	0.00147559747907272	0.000419345820519989	0.000204089962855627	0.00328994217677386	0.000189066158611964	0	0.00394247859104863	0.004305470399891	0.00677482617222321	0.00581913669297975	0.00076150356448477	0.00321839712819949	0
"ASV19334|Akkermansia"	0	0	0	0.0000590266505327155	0	0	0	0	0	0	0	0	0	0.00291152102548069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000165667141579139	0	0	0	0.000570190443608165	0	0	0	0	0	0	0	0.00925297570959229	0	0	0.000194511532912972	0.00413156189241737	0	0.00201596167301102
"ASV19333|Akkermansia"	0	0	0	0.0373048431366762	0.0000254854987512106	0	0	0	0	0	0	0	0	0.00293106143504768	0	0	0	0	0	0	0	0	0	0	0	0	0.0000336343608630577	0	0	0	0	0.0000159642401021711	0.001117573269472	0	0	0	0	0	0	0	0.0000538589971454732	0	0	0.0000162092944094144	0.0000486066104990279	0	0.0000118585980765354
"ASV19342|Akkermansia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0439854619352822	0	0	0	0	0	0	0.0000418672807201172	0	0	0	0	0	0	0	0	0	0	0	0.000159653324210286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV19337|Akkermansia"	0	0	0	0	0.0000254854987512106	0	0	0	0	0.0000690417011875173	0	0	0	0.00136782866968892	0.0000223284061983656	0.000989707046714173	0	0.0000164544048441768	0	0	0	0	0	0	0	0	0	0.0000147918053398417	0	0	0	0.013058748403576	0.000638613296841145	0	0	0	0	0	0	0	0.000570905369742015	0	0	0.000129674355275315	0	0	0
"ASV19339|Akkermansia"	0	0	0	0	0	0	0	0	0.000025551268620487	0	0	0	0	0.000840237611380335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0040389527458493	0	0	0	0	0	0	0.0000436306519873762	0	0	0	0	0	0	0	0
"ASV19336|Akkermansia"	0.0000515929317683477	0.0028079945255905	0.0000736811081638668	0	0.000127427493756053	0.000176881577783674	0.000038242380205744	0.00055999292640514	0.000332166492066331	0.000851514314646046	0.00307584488397446	0.000688393326207859	0.0000374461711290021	0.0000195404095669845	0.0000334926092975483	0.00452790973871734	0.000266075388026608	0.0000493632145325304	0	0	0.0000418672807201172	0	0	0	0	0	0.0609118275229975	0.0000295836106796835	0	0	0.0000107886503398425	0	0.0000912304709773064	0.00167696381288614	0.00346144829203039	0	0	0.00021363260888142	0.0000436306519873762	0	0	0.00339260167586348	0.00319292046872721	0.00374434700857472	0.000243033052495139	0	0
"ASV15833|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039080819133969	0	0	0	0	0	0.00392199586011548	0	0	0	0	0	0	0.0000168171804315289	0	0	0	0	0	0.00524575208119512	0.0000378262514184844	0	0	0.0000204089962855627	0.00176602956675307	0.00285053592984191	0	0.000667851564603867	0.00125349138224675	0.00424642214622603	0	0.000583279325988334	0	0
"ASV389|Bacteria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00656859391036606	0	0	0	0	0	0	0	0	0	0	0	0	0	0
