ASV,mean,region,LDA,pvalue,species
ASV14023_Ruminococcaceae_UCG_010,2.353009539,Laikipia,2.030011958,3.37E-05,Cattle
ASV7193_Clostridiales_vadinBB60_,2.43810985,Laikipia,2.029903572,0.012602025,Cattle
ASV4228_Rikenellaceae_dgA_11,2.289958833,Laikipia,2.029109514,0.000688733,Cattle
ASV11467_Ruminococcaceae,2.749310997,Laikipia,2.028531184,0.033802014,Cattle
ASV13825_Ruminococcaceae_UCG_010,2.289983056,Laikipia,2.027747282,0.010061748,Cattle
ASV8937_Lachnospiraceae_NK3A20_,2.378501198,Masai_Mara,2.027101336,0.000141781,Cattle
ASV18606_Mollicutes_RF39,2.363694568,Masai_Mara,2.026698405,0.006953215,Cattle
ASV13672_Ruminococcaceae_UCG_010,2.439554263,Laikipia,2.025396029,0.001269625,Cattle
ASV9333_Lachnospiraceae,2.246496569,Masai_Mara,2.024855776,0.00817669,Cattle
ASV11473_Ruminococcaceae,2.580499714,Laikipia,2.024840995,0.001566998,Cattle
ASV13878_Ruminococcaceae_UCG_010,2.360885938,Laikipia,2.024199135,4.32E-05,Cattle
ASV13637_Ruminococcaceae_UCG_010,2.340700969,Laikipia,2.024010601,0.000883766,Cattle
ASV6543_Clostridiales,2.302551694,Laikipia,2.023992692,1.34E-05,Cattle
ASV17135_Alphaproteobacteria,2.414657541,Laikipia,2.019082302,0.030487599,Cattle
ASV13748_Ruminococcaceae_UCG_010,2.413790956,Laikipia,2.018820969,0.001324716,Cattle
ASV13635_Ruminococcaceae_UCG_010,2.34829883,Laikipia,2.018525138,0.000161991,Cattle
ASV13902_Ruminococcaceae_UCG_010,2.373825258,Laikipia,2.018477393,0.001245611,Cattle
ASV13048_Ruminococcaceae_NK4A214,2.306293193,Laikipia,2.01526079,2.07E-05,Cattle
ASV7170_Clostridiales_vadinBB60_,2.468983904,Laikipia,2.015250723,0.001276348,Cattle
ASV5229_Gastranaerophilales,2.367584293,Laikipia,2.014567467,0.010726726,Cattle
ASV15695_Saccharofermentans,2.362570873,Laikipia,2.014281571,0.000786618,Cattle
ASV18631_Mollicutes_RF39,2.399479247,Masai_Mara,2.014250125,0.00334924,Cattle
ASV14005_Ruminococcaceae_UCG_010,2.40624288,Laikipia,2.011127872,0.000114868,Cattle
ASV13636_Ruminococcaceae_UCG_010,2.358692947,Laikipia,2.010591796,0.002137176,Cattle
ASV11287_Terrisporobacter,2.40786071,Masai_Mara,2.010020782,0.002696539,Cattle
ASV14288_Ruminococcaceae_UCG_010,2.294302665,Laikipia,2.008987582,2.01E-05,Cattle
ASV13907_Ruminococcaceae_UCG_010,2.340946081,Laikipia,2.008140611,6.52E-05,Cattle
ASV13956_Ruminococcaceae_UCG_010,2.293495085,Laikipia,2.007689364,0.002036504,Cattle
ASV14193_Ruminococcaceae_UCG_010,2.246072246,Laikipia,2.003839271,4.96E-06,Cattle
ASV13742_Ruminococcaceae_UCG_010,2.359117905,Laikipia,2.003807441,0.003823034,Cattle
ASV8546_Firmicutes,2.346677386,Laikipia,2.003293459,0.000675394,Cattle
ASV14013_Ruminococcaceae_UCG_010,2.251830522,Laikipia,2.003207613,0.000215734,Cattle
ASV9276_Lachnospiraceae,2.42766584,Masai_Mara,2.00297481,0.00605923,Cattle
ASV9790_Lachnospiraceae,2.253619232,Masai_Mara,2.000550964,0.044407672,Cattle
ASV4034_Prevotellaceae_UCG_004,4.612259891,Laikipia,4.081499696,0.00023542,Impala
ASV3864_Prevotellaceae_UCG_003,3.952936747,Masai_Mara,3.642415344,3.23E-06,Impala
ASV13444_Ruminococcaceae_UCG_010,3.974445572,Laikipia,3.616549913,4.21E-08,Impala
ASV4384_Rikenellaceae_RC9,3.872950487,Laikipia,3.541467903,2.32E-08,Impala
ASV2457_Bacteroidales_F082,3.846136553,Masai_Mara,3.540947435,0.00153372,Impala
ASV17999_Treponema_2,3.825338189,Masai_Mara,3.509329974,7.98E-08,Impala
ASV4033_Prevotellaceae_UCG_004,3.856793886,Masai_Mara,3.495163834,1.94E-05,Impala
ASV13448_Ruminococcaceae_UCG_010,3.788213218,Laikipia,3.446716073,7.17E-07,Impala
ASV19337_Akkermansia,3.83414202,Masai_Mara,3.434674699,0.00187058,Impala
ASV2657_Bacteroidales_p_2534_18B5,3.889459767,Masai_Mara,3.420578892,0.034971154,Impala
ASV4391_Rikenellaceae_RC9,3.748623892,Laikipia,3.419058974,0.000178771,Impala
ASV4370_Rikenellaceae_RC9,3.945047428,Laikipia,3.376054468,0.003721111,Impala
ASV13216_Ruminococcaceae_UCG_005,4.27578047,Masai_Mara,3.350887954,0.003213221,Impala
ASV4425_Rikenellaceae_RC9,3.639438983,Masai_Mara,3.312456505,0.003740545,Impala
ASV13445_Ruminococcaceae_UCG_010,3.721212048,Laikipia,3.28455224,2.91E-05,Impala
ASV13453_Ruminococcaceae_UCG_010,3.706143999,Laikipia,3.281341384,1.75E-05,Impala
ASV13446_Ruminococcaceae_UCG_010,3.731228504,Laikipia,3.279044708,0.000257525,Impala
ASV7150_Clostridiales_vadinBB60_,3.679054151,Laikipia,3.275711697,1.32E-07,Impala
ASV1951_Bacteroidales,3.608883508,Laikipia,3.272399639,0.011890192,Impala
ASV4272_Rikenellaceae,3.607701933,Masai_Mara,3.261314382,1.09E-05,Impala
ASV4049_Prevotellaceae_UCG_004,3.553269306,Laikipia,3.257011386,3.44E-06,Impala
ASV2686_Bacteroidales_RF16_,3.541990689,Masai_Mara,3.248308014,0.00027881,Impala
ASV17400_Mailhella,3.754066734,Masai_Mara,3.240313188,6.80E-06,Impala
ASV2788_Bacteroidales_UCG_001,3.563790708,Masai_Mara,3.23464948,0.000602288,Impala
ASV2659_Bacteroidales_p_2534_18B5,3.506028633,Masai_Mara,3.231790152,0.003740545,Impala
ASV4036_Prevotellaceae_UCG_004,3.917226731,Laikipia,3.231388977,0.011231301,Impala
ASV2844_Bacteroidia,3.685759008,Laikipia,3.220329249,5.27E-05,Impala
ASV4467_Rikenellaceae_RC9,3.510424036,Masai_Mara,3.220181379,7.92E-07,Impala
ASV13153_Ruminococcaceae_UCG_002,3.684884119,Masai_Mara,3.205362431,1.43E-05,Impala
ASV5673_Methanocorpusculum,3.607258107,Laikipia,3.202419496,0.001486634,Impala
ASV13500_Ruminococcaceae_UCG_010,3.549206976,Laikipia,3.201295667,1.47E-06,Impala
ASV3836_Prevotellaceae_UCG_001,3.493102059,Masai_Mara,3.19699671,0.000610472,Impala
ASV3492_Prevotellaceae,3.459231927,Masai_Mara,3.184720536,0.00027881,Impala
ASV5173_Gastranaerophilales,3.59840978,Laikipia,3.168924586,0.001620774,Impala
ASV11295_Planococcaceae,3.499080197,Laikipia,3.162518229,0.017212941,Impala
ASV3886_Prevotellaceae_UCG_003,3.397491752,Masai_Mara,3.110247172,3.12E-05,Impala
ASV4481_Rikenellaceae_RC9,3.392058043,Masai_Mara,3.10989794,1.07E-05,Impala
ASV17311_Parasutterella,3.632216525,Laikipia,3.103563819,0.000136155,Impala
ASV3476_Prevotellaceae,3.393178137,Masai_Mara,3.103309419,3.52E-06,Impala
ASV9155_Lachnospiraceae,3.656158641,Masai_Mara,3.097976451,0.001384681,Impala
ASV13222_Ruminococcaceae_UCG_005,3.735602332,Masai_Mara,3.094708759,0.014523324,Impala
ASV1847_Bacteroides,3.499521839,Masai_Mara,3.091877494,7.04E-05,Impala
ASV15525_Ruminococcus_1,3.457566487,Masai_Mara,3.084963813,0.000401899,Impala
ASV5172_Gastranaerophilales,3.618758351,Laikipia,3.081814027,0.003213221,Impala
ASV7159_Clostridiales_vadinBB60_,3.444587449,Laikipia,3.057985586,0.000557774,Impala
ASV18033_Treponema_2,3.356692002,Masai_Mara,3.055327087,1.11E-06,Impala
ASV3389_Paludibacteraceae,3.397437456,Laikipia,3.053067268,0.023932423,Impala
ASV11429_Ruminococcaceae,3.669060418,Masai_Mara,3.051975866,0.00345869,Impala
ASV1988_Bacteroidales,3.376544499,Masai_Mara,3.05059398,0.003740545,Impala
ASV13456_Ruminococcaceae_UCG_010,3.39834658,Laikipia,3.049161833,1.14E-06,Impala
ASV15524_Ruminococcus_1,3.455813802,Masai_Mara,3.047412185,8.28E-05,Impala
ASV3834_Prevotellaceae_UCG_001,3.379966269,Masai_Mara,3.044490496,4.18E-05,Impala
ASV3840_Prevotellaceae_UCG_001,3.343540451,Masai_Mara,3.042129504,1.07E-05,Impala
ASV4446_Rikenellaceae_RC9,3.422053786,Laikipia,3.039199113,0.000883811,Impala
ASV3837_Prevotellaceae_UCG_001,3.342027734,Masai_Mara,3.038937215,8.74E-05,Impala
ASV4439_Rikenellaceae_RC9,3.381533486,Laikipia,3.029095751,9.90E-08,Impala
ASV4536_Rikenellaceae_RC9,3.345374784,Masai_Mara,3.021167878,0.008891062,Impala
ASV13627_Ruminococcaceae_UCG_010,3.32815556,Laikipia,3.018991476,1.04E-05,Impala
ASV5727_Methanomethylophilaceae,3.440605016,Laikipia,3.018891445,0.001944292,Impala
ASV13447_Ruminococcaceae_UCG_010,3.405882631,Laikipia,2.984196539,7.05E-05,Impala
ASV13461_Ruminococcaceae_UCG_010,3.318763625,Laikipia,2.969701653,2.76E-06,Impala
ASV2886_Bacteroidia,3.271410657,Masai_Mara,2.957480695,0.008891062,Impala
ASV2682_Bacteroidales_RF16_,3.375246112,Masai_Mara,2.951726166,0.004635503,Impala
ASV4117_Alistipes,3.283963025,Masai_Mara,2.947025917,0.001421985,Impala
ASV4527_Rikenellaceae_RC9,3.231547761,Masai_Mara,2.936978624,0.000610472,Impala
ASV13462_Ruminococcaceae_UCG_010,3.385128238,Laikipia,2.934192075,2.16E-07,Impala
ASV4130_Alistipes,3.423772321,Masai_Mara,2.928833627,0.048679679,Impala
ASV4123_Alistipes,3.28850839,Masai_Mara,2.927985796,0.00045114,Impala
ASV4129_Alistipes,3.243078872,Laikipia,2.927794949,6.76E-05,Impala
ASV9175_Lachnospiraceae,3.316234633,Masai_Mara,2.923702291,0.002751439,Impala
ASV9199_Lachnospiraceae,3.344521191,Masai_Mara,2.921576053,0.000665528,Impala
ASV1859_Bacteroides,3.251993602,Masai_Mara,2.920844162,0.01936717,Impala
ASV2691_Bacteroidales_RF16_,3.156330706,Masai_Mara,2.920771154,3.96E-05,Impala
ASV13479_Ruminococcaceae_UCG_010,3.264761202,Laikipia,2.908790564,0.023463117,Impala
ASV2014_Bacteroidales,3.266793591,Laikipia,2.908742345,0.000280355,Impala
ASV2008_Bacteroidales,3.220362459,Laikipia,2.90658493,2.03E-06,Impala
ASV4569_Rikenellaceae_RC9,3.20029487,Masai_Mara,2.9029453,0.008891062,Impala
ASV13451_Ruminococcaceae_UCG_010,3.645665532,Laikipia,2.895308519,0.004300957,Impala
ASV13482_Ruminococcaceae_UCG_010,3.347012879,Laikipia,2.89063745,0.00238127,Impala
ASV3867_Prevotellaceae_UCG_003,3.170482434,Masai_Mara,2.881638423,0.000217547,Impala
ASV2038_Bacteroidales,3.161038732,Laikipia,2.880887772,1.25E-06,Impala
ASV18062_Treponema_2,3.230568044,Masai_Mara,2.88045011,0.04685452,Impala
ASV19347_Akkermansia,3.201133278,Masai_Mara,2.874994218,0.000501895,Impala
ASV2693_Bacteroidales_RF16_,3.178153622,Masai_Mara,2.871304537,0.000235115,Impala
ASV3870_Prevotellaceae_UCG_003,3.171235894,Masai_Mara,2.867716741,0.00153372,Impala
ASV2556_Bacteroidales_p_251_o5,3.247640012,Masai_Mara,2.861538617,0.020485686,Impala
ASV2585_Bacteroidales_p_251_o5,3.124656997,Masai_Mara,2.860058352,0.01486624,Impala
ASV9208_Lachnospiraceae,3.266156393,Masai_Mara,2.859381673,1.58E-05,Impala
ASV17402_Mailhella,3.161312284,Masai_Mara,2.856586072,8.67E-07,Impala
ASV7640_Clostridiales_XII_AD3011,3.401441713,Masai_Mara,2.85429127,0.00175223,Impala
ASV13539_Ruminococcaceae_UCG_010,3.173139116,Laikipia,2.851338061,1.11E-06,Impala
ASV2034_Bacteroidales,3.120724935,Laikipia,2.849566959,1.09E-07,Impala
ASV4207_Rikenellaceae_dgA_11,3.169600382,Laikipia,2.843069641,4.63E-08,Impala
ASV1850_Bacteroides,3.151852945,Masai_Mara,2.841693309,6.82E-07,Impala
ASV9189_Lachnospiraceae,3.323397822,Masai_Mara,2.838029441,0.017486753,Impala
ASV9154_Lachnospiraceae,3.37731683,Masai_Mara,2.837676867,0.013629076,Impala
ASV1867_Bacteroides,3.156595646,Laikipia,2.8359186,1.41E-06,Impala
ASV13467_Ruminococcaceae_UCG_010,3.283686623,Laikipia,2.835826029,0.000925844,Impala
ASV15833_Kiritimatiellae_WCHB1_41,3.251581191,Laikipia,2.830853709,3.94E-06,Impala
ASV5890_Bacillales,3.220565025,Laikipia,2.827638431,0.000557805,Impala
ASV13477_Ruminococcaceae_UCG_010,3.261249199,Laikipia,2.820027816,4.78E-05,Impala
ASV11436_Ruminococcaceae,3.322397326,Masai_Mara,2.812007218,2.27E-06,Impala
ASV5962_Christensenellaceae_R_7_,3.114662164,Laikipia,2.809469426,2.10E-05,Impala
ASV18028_Treponema_2,3.188367613,Masai_Mara,2.808119596,0.003060081,Impala
ASV3384_Paludibacteraceae,3.093948843,Masai_Mara,2.803505536,9.50E-05,Impala
ASV4139_Alistipes,3.117354243,Laikipia,2.801002562,3.24E-06,Impala
ASV13475_Ruminococcaceae_UCG_010,3.150433093,Laikipia,2.797168524,8.19E-05,Impala
ASV4491_Rikenellaceae_RC9,3.102331212,Laikipia,2.796513224,0.000322055,Impala
ASV3405_Alloprevotella,3.159961971,Masai_Mara,2.794759728,0.018595622,Impala
ASV4573_Rikenellaceae_RC9,3.0917937,Masai_Mara,2.794178713,0.003053221,Impala
ASV13455_Ruminococcaceae_UCG_010,3.175755409,Laikipia,2.793497464,7.15E-07,Impala
ASV13472_Ruminococcaceae_UCG_010,3.214987869,Laikipia,2.79066666,0.000135739,Impala
ASV9247_Lachnospiraceae,3.120769413,Masai_Mara,2.7899351,0.001193454,Impala
ASV4120_Alistipes,3.349322802,Laikipia,2.789441377,0.035603405,Impala
ASV13463_Ruminococcaceae_UCG_010,3.170222101,Laikipia,2.788964777,1.73E-05,Impala
ASV1941_Bacteroidales,3.190328564,Masai_Mara,2.787502498,0.004834853,Impala
ASV13221_Ruminococcaceae_UCG_005,3.555147653,Laikipia,2.785571603,0.002045005,Impala
ASV5174_Gastranaerophilales,3.404351167,Laikipia,2.784663331,0.011228623,Impala
ASV3429_Alloprevotella,3.055142609,Masai_Mara,2.783224788,0.008891062,Impala
ASV4144_Alistipes,3.089932141,Masai_Mara,2.782171388,0.002112415,Impala
ASV13457_Ruminococcaceae_UCG_010,3.286586272,Laikipia,2.779537488,0.000124349,Impala
ASV13619_Ruminococcaceae_UCG_010,3.113995112,Laikipia,2.777391454,5.75E-07,Impala
ASV5734_Methanomethylophilaceae,3.157154817,Laikipia,2.775703474,9.97E-06,Impala
ASV5968_Christensenellaceae_R_7_,3.056626255,Laikipia,2.774722646,1.91E-07,Impala
ASV15519_Ruminococcus_1,3.256308887,Masai_Mara,2.7712951,0.014511479,Impala
ASV13459_Ruminococcaceae_UCG_010,3.193905271,Laikipia,2.766451277,3.95E-06,Impala
ASV4209_Rikenellaceae_dgA_11,3.095522703,Laikipia,2.762082074,1.93E-08,Impala
ASV4431_Rikenellaceae_RC9,3.329870723,Masai_Mara,2.759658931,0.001468404,Impala
ASV5961_Christensenellaceae_R_7_,3.093956956,Masai_Mara,2.757972425,0.00061738,Impala
ASV1852_Bacteroides,3.117067503,Masai_Mara,2.753290597,0.048006418,Impala
ASV9200_Lachnospiraceae,3.221227666,Masai_Mara,2.751196704,0.007275199,Impala
ASV2688_Bacteroidales_RF16_,3.024218006,Masai_Mara,2.751066416,0.003740545,Impala
ASV363_Bacteria,3.026442373,Masai_Mara,2.749248599,0.000610472,Impala
ASV11434_Ruminococcaceae,3.319514518,Masai_Mara,2.747637365,0.021054677,Impala
ASV13458_Ruminococcaceae_UCG_010,3.158081909,Laikipia,2.732121074,0.000664436,Impala
ASV4400_Rikenellaceae_RC9,3.337989326,Laikipia,2.731337397,8.54E-05,Impala
ASV15515_Ruminococcus_1,3.194362028,Masai_Mara,2.712829013,0.014129179,Impala
ASV13470_Ruminococcaceae_UCG_010,3.127254914,Laikipia,2.711691923,0.000662801,Impala
ASV13560_Ruminococcaceae_UCG_010,3.073755941,Laikipia,2.711596105,3.79E-06,Impala
ASV13450_Ruminococcaceae_UCG_010,3.16632698,Laikipia,2.710978129,4.34E-05,Impala
ASV11451_Ruminococcaceae,3.056251779,Laikipia,2.70789065,2.14E-07,Impala
ASV13668_Ruminococcaceae_UCG_010,2.99419409,Laikipia,2.705053317,9.26E-06,Impala
ASV13493_Ruminococcaceae_UCG_010,3.204774023,Laikipia,2.703949117,0.00021531,Impala
ASV2129_Bacteroidales,2.971348748,Masai_Mara,2.693978601,0.047628785,Impala
ASV11452_Ruminococcaceae,3.08553356,Masai_Mara,2.691064997,0.004136416,Impala
ASV13483_Ruminococcaceae_UCG_010,3.101963885,Laikipia,2.684377091,0.01197405,Impala
ASV16688_Victivallaceae,3.054451427,Laikipia,2.681411148,4.91E-06,Impala
ASV3385_Paludibacteraceae,3.003496931,Masai_Mara,2.675179193,0.003287144,Impala
ASV9139_Lachnospiraceae,3.301263976,Masai_Mara,2.671153176,0.011231301,Impala
ASV13550_Ruminococcaceae_UCG_010,3.039048688,Laikipia,2.670534017,9.02E-06,Impala
ASV4137_Alistipes,3.129838829,Laikipia,2.669255213,0.000179306,Impala
ASV4484_Rikenellaceae_RC9,3.216572881,Laikipia,2.667526831,0.045308546,Impala
ASV13474_Ruminococcaceae_UCG_010,3.256964446,Laikipia,2.666410099,0.005500342,Impala
ASV13504_Ruminococcaceae_UCG_010,3.046042537,Laikipia,2.662021301,0.000280912,Impala
ASV16694_Victivallaceae,3.052414063,Laikipia,2.658886497,0.001022549,Impala
ASV11437_Ruminococcaceae,3.100803485,Masai_Mara,2.657153323,0.000454378,Impala
ASV1984_Bacteroidales,3.275450208,Masai_Mara,2.655538516,0.012432131,Impala
ASV4507_Rikenellaceae_RC9,2.991778759,Laikipia,2.654261489,0.000164139,Impala
ASV4462_Rikenellaceae_RC9,3.18905417,Masai_Mara,2.652560189,0.019814388,Impala
ASV13423_Ruminococcaceae_UCG_009,3.160917173,Masai_Mara,2.652519008,0.002445469,Impala
ASV13497_Ruminococcaceae_UCG_010,3.038067194,Laikipia,2.651706359,5.44E-06,Impala
ASV13556_Ruminococcaceae_UCG_010,3.022493748,Laikipia,2.644707999,7.28E-06,Impala
ASV13499_Ruminococcaceae_UCG_010,3.053673541,Laikipia,2.644110407,0.001911576,Impala
ASV12983_Ruminococcaceae_NK4A214,3.266980817,Masai_Mara,2.641190928,0.000136432,Impala
ASV5928_Christensenellaceae_R_7_,3.188167837,Masai_Mara,2.637213574,0.000124349,Impala
ASV13488_Ruminococcaceae_UCG_010,3.07280099,Laikipia,2.631396288,1.16E-05,Impala
ASV7163_Clostridiales_vadinBB60_,3.044252351,Laikipia,2.628235922,0.000735171,Impala
ASV4524_Rikenellaceae_RC9,3.019165205,Laikipia,2.627605085,0.028345078,Impala
ASV13529_Ruminococcaceae_UCG_010,3.007010801,Laikipia,2.620158087,0.000112691,Impala
ASV7161_Clostridiales_vadinBB60_,3.084530946,Laikipia,2.620107395,0.000723387,Impala
ASV17038_Pirellulaceae_p_1088_a5,3.148125946,Masai_Mara,2.619684121,0.000281434,Impala
ASV4530_Rikenellaceae_RC9,2.994759203,Laikipia,2.619275328,0.001382672,Impala
ASV18120_Treponema_2,2.937734762,Masai_Mara,2.619155473,0.020706216,Impala
ASV13526_Ruminococcaceae_UCG_010,2.957865936,Laikipia,2.618291786,8.04E-08,Impala
ASV5176_Gastranaerophilales,3.084345494,Laikipia,2.617765403,0.038314778,Impala
ASV4060_Prevotellaceae_UCG_004,2.893882693,Laikipia,2.615532114,0.000108966,Impala
ASV7157_Clostridiales_vadinBB60_,3.06036129,Laikipia,2.613389208,0.000120804,Impala
ASV13478_Ruminococcaceae_UCG_010,3.180514103,Laikipia,2.61329653,0.000435455,Impala
ASV9215_Lachnospiraceae,3.13781652,Masai_Mara,2.610890686,0.000723387,Impala
ASV12978_Ruminococcaceae_NK4A214,3.047782302,Masai_Mara,2.609652163,1.94E-05,Impala
ASV9373_Lachnospiraceae,2.92440142,Masai_Mara,2.607834432,3.85E-05,Impala
ASV13524_Ruminococcaceae_UCG_010,2.934659615,Laikipia,2.606534564,2.19E-07,Impala
ASV3831_Prevotellaceae_UCG_001,2.890737486,Masai_Mara,2.603993678,3.12E-05,Impala
ASV2119_Bacteroidales,2.825147306,Masai_Mara,2.603640342,0.005506536,Impala
ASV13548_Ruminococcaceae_UCG_010,2.901624261,Laikipia,2.603618649,1.57E-05,Impala
ASV5185_Gastranaerophilales,3.014259132,Laikipia,2.601184104,0.000135049,Impala
ASV13534_Ruminococcaceae_UCG_010,3.072284011,Laikipia,2.597289196,0.000124093,Impala
ASV11253_Peptococcaceae,3.271318693,Laikipia,2.59714253,0.037303107,Impala
ASV2048_Bacteroidales,2.968783899,Laikipia,2.596716533,1.26E-05,Impala
ASV1976_Bacteroidales,2.998860617,Laikipia,2.594099755,0.017208225,Impala
ASV13487_Ruminococcaceae_UCG_010,2.98723465,Laikipia,2.591564419,8.31E-06,Impala
ASV5918_Christensenellaceae_R_7_,3.201102321,Masai_Mara,2.589665203,0.001620774,Impala
ASV13827_Ruminococcaceae_UCG_010,2.857102892,Laikipia,2.589648267,0.025018962,Impala
ASV4138_Alistipes,2.951625604,Laikipia,2.589303903,0.00898583,Impala
ASV7762_Clostridiales_XII,3.031565632,Masai_Mara,2.589247617,9.06E-07,Impala
ASV13510_Ruminococcaceae_UCG_010,3.013436584,Laikipia,2.586952213,4.31E-05,Impala
ASV15005_Ruminococcaceae_UCG_013,3.238322639,Masai_Mara,2.585763355,0.000853377,Impala
ASV12988_Ruminococcaceae_NK4A214,3.06482509,Masai_Mara,2.585317167,6.80E-06,Impala
ASV4444_Rikenellaceae_RC9,2.981728218,Masai_Mara,2.581999936,0.001227841,Impala
ASV11433_Ruminococcaceae,3.139072117,Masai_Mara,2.579913538,0.046890768,Impala
ASV12964_Ruminiclostridium_9,2.959783508,Laikipia,2.577516743,0.016269854,Impala
ASV13452_Ruminococcaceae_UCG_010,3.132386443,Laikipia,2.575969668,0.000335466,Impala
ASV5917_Christensenellaceae_R_7_,3.089532189,Masai_Mara,2.574934629,1.43E-05,Impala
ASV4418_Rikenellaceae_RC9,3.200893235,Masai_Mara,2.573451809,0.017080381,Impala
ASV16692_Victivallaceae,3.090737056,Laikipia,2.572759159,0.002865476,Impala
ASV13732_Ruminococcaceae_UCG_010,2.826294298,Laikipia,2.571231744,0.027047989,Impala
ASV17285_Burkholderiaceae,2.818877738,Laikipia,2.568329408,0.036351672,Impala
ASV17987_Treponema_2,2.920560284,Masai_Mara,2.564627747,0.009201963,Impala
ASV3880_Prevotellaceae_UCG_003,2.847938999,Masai_Mara,2.559616833,0.013810127,Impala
ASV7175_Clostridiales_vadinBB60_,2.874302502,Laikipia,2.558522366,0.00340488,Impala
ASV13495_Ruminococcaceae_UCG_010,2.911993291,Laikipia,2.556559573,3.12E-05,Impala
ASV7164_Clostridiales_vadinBB60_,2.973686759,Laikipia,2.552482623,0.000723094,Impala
ASV5914_Christensenellaceae_R_7_,2.872959347,Masai_Mara,2.551610158,6.34E-06,Impala
ASV2805_Bacteroidales_UCG_001,2.870162176,Masai_Mara,2.548654778,0.00153372,Impala
ASV18074_Treponema_2,2.999464781,Laikipia,2.548115876,0.00218502,Impala
ASV7641_Clostridiales_XII_AD3011,2.96672532,Masai_Mara,2.546898425,0.015434989,Impala
ASV11438_Ruminococcaceae,3.049056315,Masai_Mara,2.546179205,0.000516741,Impala
ASV4134_Alistipes,3.251980535,Laikipia,2.541448011,0.019534548,Impala
ASV13555_Ruminococcaceae_UCG_010,2.982873344,Laikipia,2.541440533,9.66E-05,Impala
ASV4476_Rikenellaceae_RC9,2.887827203,Masai_Mara,2.540266366,0.006115284,Impala
ASV5966_Christensenellaceae_R_7_,3.028244741,Laikipia,2.540210649,0.000991279,Impala
ASV13655_Ruminococcaceae_UCG_010,2.932925244,Laikipia,2.53312294,1.69E-05,Impala
ASV2142_Bacteroidales,2.809886748,Masai_Mara,2.528453469,0.000610472,Impala
ASV16869_Victivallales_vadinBE97,2.875479182,Laikipia,2.527045055,9.17E-05,Impala
ASV13592_Ruminococcaceae_UCG_010,2.846958889,Laikipia,2.526751979,1.03E-08,Impala
ASV415_Bacteria,2.787718886,Laikipia,2.518258877,3.44E-06,Impala
ASV3876_Prevotellaceae_UCG_003,2.780585069,Masai_Mara,2.516361564,0.008891062,Impala
ASV13515_Ruminococcaceae_UCG_010,2.884698234,Laikipia,2.51630055,1.90E-07,Impala
ASV4224_Rikenellaceae_dgA_11,2.793854113,Masai_Mara,2.513319966,3.12E-05,Impala
ASV7151_Clostridiales_vadinBB60_,2.906570221,Laikipia,2.512544045,0.001356548,Impala
ASV13551_Ruminococcaceae_UCG_010,2.888917347,Laikipia,2.512477488,0.000849022,Impala
ASV3517_Prevotellaceae,2.796306914,Masai_Mara,2.510839813,0.000235115,Impala
ASV4493_Rikenellaceae_RC9,2.774070988,Masai_Mara,2.510351721,0.008891062,Impala
ASV5624_Methanobrevibacter,3.249647791,Laikipia,2.506597305,0.033647598,Impala
ASV13476_Ruminococcaceae_UCG_010,2.981896753,Laikipia,2.506289165,0.001228435,Impala
ASV13594_Ruminococcaceae_UCG_010,2.907440818,Laikipia,2.505496931,0.000278833,Impala
ASV13617_Ruminococcaceae_UCG_010,2.827392619,Laikipia,2.504937217,1.94E-05,Impala
ASV16686_Victivallaceae,2.938185041,Laikipia,2.502803661,0.024921449,Impala
ASV2846_Bacteroidia,3.369260727,Laikipia,2.501192573,0.02671143,Impala
ASV1884_Bacteroides,2.795520706,Masai_Mara,2.499376106,0.000878162,Impala
ASV13244_Ruminococcaceae_UCG_005,3.018128284,Masai_Mara,2.495066893,0.000142808,Impala
ASV2902_Bacteroidia,2.745319413,Laikipia,2.493556419,2.78E-06,Impala
ASV1887_Bacteroides,2.789740266,Masai_Mara,2.492065008,0.00153372,Impala
ASV3748_Prevotella_1,2.831420763,Masai_Mara,2.4915998,0.003740545,Impala
ASV9145_Lachnospiraceae,3.027738141,Masai_Mara,2.490539572,0.015468912,Impala
ASV4203_Rikenellaceae_dgA_11,3.23335656,Laikipia,2.490121609,0.023353472,Impala
ASV1885_Bacteroides,2.782359662,Laikipia,2.487449607,1.38E-08,Impala
ASV18427_Izimaplasmatales,2.802608576,Laikipia,2.484599423,0.000180021,Impala
ASV17934_Spirochaetaceae_GWE2_31_10,2.822871812,Masai_Mara,2.48417742,0.009402628,Impala
ASV3316_Muribaculaceae,2.728319755,Masai_Mara,2.481493473,0.020706216,Impala
ASV1889_Bacteroides,2.820472422,Masai_Mara,2.480423432,0.003740545,Impala
ASV4603_Rikenellaceae_RC9,2.840022625,Laikipia,2.480371526,1.01E-05,Impala
ASV2087_Bacteroidales,2.741807858,Masai_Mara,2.479304176,0.00153372,Impala
ASV16702_Victivallaceae,2.885971421,Laikipia,2.478525778,2.38E-05,Impala
ASV18079_Treponema_2,2.763976152,Masai_Mara,2.473861522,0.013810127,Impala
ASV13607_Ruminococcaceae_UCG_010,2.829536617,Laikipia,2.471913838,2.26E-05,Impala
ASV13518_Ruminococcaceae_UCG_010,2.825070149,Laikipia,2.470191584,6.96E-06,Impala
ASV9397_Lachnospiraceae,2.81323978,Masai_Mara,2.464834433,0.006307602,Impala
ASV16687_Victivallaceae,2.983086045,Laikipia,2.464172027,0.004739932,Impala
