ASV,mean,region,LDA,pvalue,species
ASV15568_Ruminococcus_1,2.758643523,Masai_Mara,2.334260505,0.017586856,Elephant
ASV4650_Rikenellaceae_RC9,2.635918925,Laikipia,2.332051685,0.012190915,Elephant
ASV18442_Izimaplasmatales,2.60700238,Laikipia,2.331790806,0.01247752,Elephant
ASV8023_Erysipelotrichaceae_UCG_004,2.491218435,Laikipia,2.331042347,0.004212701,Elephant
ASV7992_Erysipelotrichaceae_UCG_004,2.573275404,Laikipia,2.32941558,0.009947295,Elephant
ASV15782_Veillonellaceae,2.610899588,Masai_Mara,2.326230229,0.023805832,Elephant
ASV16745_Victivallaceae,2.598108464,Laikipia,2.325750491,0.000239138,Elephant
ASV9340_Lachnospiraceae,2.849918157,Laikipia,2.325202789,0.008240233,Elephant
ASV8913_Lachnospiraceae_ND3007_,2.677376298,Laikipia,2.324736736,0.003693266,Elephant
ASV3569_Prevotellaceae,2.611982534,Masai_Mara,2.322563794,0.002223091,Elephant
ASV17215_Betaproteobacteriales,2.661745135,Laikipia,2.32054097,5.25E-05,Elephant
ASV7985_Erysipelotrichaceae_UCG_004,2.677306043,Laikipia,2.319747728,0.000717925,Elephant
ASV18115_Treponema_2,2.523682744,Laikipia,2.316727001,0.02002235,Elephant
ASV16744_Victivallaceae,2.626641792,Laikipia,2.312665185,8.46E-05,Elephant
ASV2491_Bacteroidales_F082,2.626363812,Laikipia,2.307493437,0.00725599,Elephant
ASV14020_Ruminococcaceae_UCG_010,2.657511261,Laikipia,2.307018129,8.08E-05,Elephant
ASV8511_Eubacterium,2.674191998,Masai_Mara,2.306983069,0.002169113,Elephant
ASV368_Bacteria,2.642865643,Laikipia,2.306524595,0.000884205,Elephant
ASV9379_Lachnospiraceae,2.709889471,Laikipia,2.305592645,0.004353783,Elephant
ASV18054_Treponema_2,3.050734613,Laikipia,2.305522912,0.033850016,Elephant
ASV16035_Kiritimatiellae_WCHB1_41,2.599389516,Laikipia,2.303110676,0.030241645,Elephant
ASV208_Eggerthellaceae,2.622889509,Masai_Mara,2.300972844,0.019310614,Elephant
ASV16024_Kiritimatiellae_WCHB1_41,2.646312199,Laikipia,2.300738474,0.013412391,Elephant
ASV17706_Rhodospirillales,2.618265563,Laikipia,2.300330469,0.005079302,Elephant
ASV6682_Clostridiales,2.534415361,Masai_Mara,2.299501693,0.004607704,Elephant
ASV16242_Kiritimatiellae_WCHB1_41,2.586034342,Masai_Mara,2.299391005,0.003670893,Elephant
ASV9052_Lachnospiraceae_UCG_008,2.650168393,Laikipia,2.299321217,0.00744848,Elephant
ASV16134_Kiritimatiellae_WCHB1_41,2.5011862,Laikipia,2.299259535,0.00881202,Elephant
ASV453_Bacteria,2.655628529,Laikipia,2.29618906,0.045181028,Elephant
ASV6021_Christensenellaceae_R_7_,2.662070738,Laikipia,2.294714432,0.000458238,Elephant
ASV13893_Ruminococcaceae_UCG_010,2.696318506,Laikipia,2.294264437,0.011679777,Elephant
ASV16743_Victivallaceae,2.576831438,Laikipia,2.292969271,0.004212701,Elephant
ASV16059_Kiritimatiellae_WCHB1_41,2.572659229,Laikipia,2.290841874,0.002801136,Elephant
ASV5831_Acidaminococcus,2.614661123,Masai_Mara,2.288362022,0.009771273,Elephant
ASV9291_Lachnospiraceae,2.768456964,Laikipia,2.287215624,0.027689769,Elephant
ASV9871_Lachnospiraceae,2.564936052,Masai_Mara,2.287192851,0.000103144,Elephant
ASV16016_Kiritimatiellae_WCHB1_41,2.659858875,Laikipia,2.286390365,0.028675186,Elephant
ASV13549_Ruminococcaceae_UCG_010,2.616812679,Laikipia,2.281789018,0.001774354,Elephant
ASV3516_Prevotellaceae,2.763961891,Laikipia,2.277274109,0.046670453,Elephant
ASV16064_Kiritimatiellae_WCHB1_41,2.52855845,Laikipia,2.276859161,0.007391307,Elephant
ASV9304_Lachnospiraceae,2.863541994,Laikipia,2.274567341,0.028206966,Elephant
ASV9089_Lachnospiraceae_XPB1014_,2.572233441,Masai_Mara,2.272089148,0.002177355,Elephant
ASV10038_Lachnospiraceae,2.526068017,Masai_Mara,2.271408777,0.000646183,Elephant
ASV6042_Christensenellaceae_R_7_,2.554864378,Laikipia,2.27136492,1.50E-05,Elephant
ASV8232_Erysipelotrichaceae,2.657855817,Laikipia,2.270159121,0.012409307,Elephant
ASV469_Bacteria,2.559489697,Laikipia,2.267694225,7.35E-05,Elephant
ASV5746_Methanomethylophilaceae,2.532946454,Laikipia,2.265593174,0.0003434,Elephant
ASV5715_Methanomethylophilus_Can,2.569725181,Laikipia,2.263615374,0.004520973,Elephant
ASV13218_Ruminococcaceae_UCG_005,2.667522848,Masai_Mara,2.263553807,0.002074556,Elephant
ASV2617_Bacteroidales_p_251_o5,2.454996146,Laikipia,2.263209757,0.00725599,Elephant
ASV9870_Lachnospiraceae,2.533932469,Masai_Mara,2.262576233,0.011154418,Elephant
ASV18154_Treponema_2,2.477813672,Laikipia,2.260179877,0.002380822,Elephant
ASV16889_Victivallales_vadinBE97,2.559264091,Laikipia,2.259825057,0.000734681,Elephant
ASV16895_Victivallales_vadinBE97,2.461005227,Laikipia,2.259375729,0.001113622,Elephant
ASV16887_Victivallales_vadinBE97,2.654994053,Laikipia,2.258065251,0.021936467,Elephant
ASV11763_Ruminococcaceae,2.578852949,Masai_Mara,2.257476322,0.015665265,Elephant
ASV15584_Ruminococcus_1,2.540043318,Laikipia,2.257396616,2.98E-06,Elephant
ASV7569_Anaerovorax,2.53238505,Laikipia,2.256767127,0.001345501,Elephant
ASV4700_Rikenellaceae_RC9,2.529698015,Laikipia,2.256736933,0.000371584,Elephant
ASV8289_Erysipelotrichaceae,2.545832395,Masai_Mara,2.254324602,0.038130317,Elephant
ASV13090_Ruminococcaceae_NK4A214,2.522751926,Masai_Mara,2.25363637,0.008169626,Elephant
ASV15765_Anaerovibrio,2.505331841,Masai_Mara,2.253298523,0.000645645,Elephant
ASV521_Bacteria,2.508756159,Laikipia,2.25232172,0.000284269,Elephant
ASV9905_Lachnospiraceae,2.501447642,Masai_Mara,2.251693308,0.008416374,Elephant
ASV11287_Terrisporobacter,2.664565658,Masai_Mara,2.250556276,0.015665265,Elephant
ASV13076_Ruminococcaceae_NK4A214,2.558968162,Masai_Mara,2.247296438,0.005779644,Elephant
ASV17287_Burkholderiaceae,2.577096602,Laikipia,2.246746923,0.006190069,Elephant
ASV11725_Ruminococcaceae,2.554961104,Laikipia,2.246231595,2.63E-05,Elephant
ASV16742_Victivallaceae,2.582374926,Laikipia,2.246228714,0.006066318,Elephant
ASV3553_Prevotellaceae,2.539032317,Laikipia,2.245591998,0.021467152,Elephant
ASV16892_Victivallales_vadinBE97,2.547026,Laikipia,2.24310856,0.002646845,Elephant
ASV18198_Treponema_2,2.523728056,Masai_Mara,2.241310045,0.001296795,Elephant
ASV16058_Kiritimatiellae_WCHB1_41,2.561454902,Laikipia,2.240027118,0.004520973,Elephant
ASV14082_Ruminococcaceae_UCG_010,2.471119236,Laikipia,2.23689129,0.010684851,Elephant
ASV18719_Mollicutes_RF39,2.449561815,Laikipia,2.235937399,0.037455187,Elephant
ASV14056_Ruminococcaceae_UCG_010,2.570566233,Laikipia,2.234958222,0.024149952,Elephant
ASV16015_Kiritimatiellae_WCHB1_41,2.635090814,Laikipia,2.232083695,0.019279608,Elephant
ASV7995_Erysipelotrichaceae_UCG_004,2.553078149,Laikipia,2.231943329,0.006787553,Elephant
ASV16008_Kiritimatiellae_WCHB1_41,2.682645906,Laikipia,2.231545568,0.017942967,Elephant
ASV7302_Clostridiales_vadinBB60_,2.49391137,Laikipia,2.227136944,0.006241481,Elephant
ASV5714_Methanomethylophilus_Can,2.612204659,Laikipia,2.226489968,0.01556191,Elephant
ASV8008_Erysipelotrichaceae_UCG_004,2.527446644,Laikipia,2.224656885,0.000807816,Elephant
ASV4299_Rikenellaceae,2.530016769,Laikipia,2.223162445,0.000358261,Elephant
ASV16101_Kiritimatiellae_WCHB1_41,2.460620809,Laikipia,2.219268289,0.002380822,Elephant
ASV3561_Prevotellaceae,2.445871626,Laikipia,2.218070913,0.002634247,Elephant
ASV16051_Kiritimatiellae_WCHB1_41,2.504371938,Laikipia,2.218028516,0.015007038,Elephant
ASV18093_Treponema_2,2.774716475,Laikipia,2.216716376,0.024835921,Elephant
ASV11707_Ruminococcaceae,2.546233983,Laikipia,2.214276554,6.45E-05,Elephant
ASV4690_Rikenellaceae_RC9,2.496843683,Laikipia,2.207687635,0.000695711,Elephant
ASV10044_Lachnospiraceae,2.459480922,Masai_Mara,2.206055407,0.011942534,Elephant
ASV16750_Victivallaceae,2.472649122,Laikipia,2.203573317,0.003599505,Elephant
ASV4689_Rikenellaceae_RC9,2.526889713,Laikipia,2.202420396,0.004181716,Elephant
ASV9617_Lachnospiraceae,2.621105043,Masai_Mara,2.202013577,0.039114342,Elephant
ASV6567_Clostridiales,2.586128109,Laikipia,2.199184238,0.019208699,Elephant
ASV8265_Erysipelotrichaceae,2.443853091,Laikipia,2.197574156,0.011014924,Elephant
ASV494_Bacteria,2.518184371,Laikipia,2.196789212,0.000490667,Elephant
ASV13300_Ruminococcaceae_UCG_005,2.638757328,Laikipia,2.195603539,0.004938734,Elephant
ASV16113_Kiritimatiellae_WCHB1_41,2.500977301,Laikipia,2.195115213,0.000178129,Elephant
ASV8551_Firmicutes,2.430892702,Laikipia,2.193093467,0.001980191,Elephant
ASV9783_Lachnospiraceae,2.497330719,Masai_Mara,2.19258995,0.045637342,Elephant
ASV15589_Ruminococcus_1,2.406218933,Laikipia,2.191424664,0.000178129,Elephant
ASV495_Bacteria,2.508690911,Laikipia,2.189754503,0.002261653,Elephant
ASV18312_Synergistes,2.687505965,Masai_Mara,2.189658979,0.039659001,Elephant
ASV4652_Rikenellaceae_RC9,2.496414453,Laikipia,2.188447183,0.004212701,Elephant
ASV7571_Anaerovorax,2.485163566,Laikipia,2.188128826,2.03E-05,Elephant
ASV2127_Bacteroidales,2.534451122,Laikipia,2.187941857,0.002601374,Elephant
ASV16749_Victivallaceae,2.481366285,Laikipia,2.184990057,0.014302492,Elephant
ASV13060_Ruminococcaceae_NK4A214,2.475688907,Laikipia,2.184916668,4.52E-05,Elephant
ASV8912_Lachnospiraceae_ND3007_,2.65134132,Laikipia,2.184606277,0.015597074,Elephant
ASV4683_Rikenellaceae_RC9,2.525608187,Laikipia,2.184497009,0.004423892,Elephant
ASV561_Bacteria,2.522441835,Masai_Mara,2.182636625,0.048659457,Elephant
ASV11783_Ruminococcaceae,2.545135882,Masai_Mara,2.18172025,0.006126283,Elephant
ASV6606_Clostridiales,2.427441456,Laikipia,2.181614619,1.74E-05,Elephant
ASV2918_Bacteroidia,2.522638437,Laikipia,2.178687541,0.00012107,Elephant
ASV5290_Gastranaerophilales,2.484002354,Laikipia,2.178629037,0.043454765,Elephant
ASV5815_Fibrobacter,2.384206511,Laikipia,2.175575321,0.004212701,Elephant
ASV16122_Kiritimatiellae_WCHB1_41,2.495237074,Laikipia,2.174162737,0.006787553,Elephant
ASV7284_Clostridiales_vadinBB60_,2.477888421,Laikipia,2.173574402,0.001426788,Elephant
ASV9720_Lachnospiraceae,2.383385286,Laikipia,2.172717149,0.000695711,Elephant
ASV16756_Victivallaceae,2.450287446,Laikipia,2.172450626,0.001043005,Elephant
ASV522_Bacteria,2.455084517,Laikipia,2.170407347,0.001307103,Elephant
ASV3306_Muribaculaceae,2.724164737,Laikipia,2.170360304,0.031883263,Elephant
ASV9590_Lachnospiraceae,2.42956215,Laikipia,2.168209582,1.74E-05,Elephant
ASV2624_Bacteroidales_p_251_o5,2.328564811,Laikipia,2.166732074,0.032220547,Elephant
ASV2448_Bacteroidales_BS11,2.525856831,Laikipia,2.166593135,0.023504931,Elephant
ASV14224_Ruminococcaceae_UCG_010,2.417554324,Laikipia,2.163752376,0.008352721,Elephant
ASV9548_Lachnospiraceae,2.569651437,Masai_Mara,2.162359016,0.022324408,Elephant
ASV5717_Methanomethylophilus_Can,2.43189634,Laikipia,2.161996914,4.02E-05,Elephant
ASV5749_Methanomethylophilaceae,2.448028952,Laikipia,2.161301745,9.95E-05,Elephant
ASV3563_Prevotellaceae,2.43720994,Laikipia,2.160131983,0.000321224,Elephant
ASV16898_Victivallales_vadinBE97,2.308735684,Laikipia,2.159017932,0.000695711,Elephant
ASV7945_Erysipelotrichaceae_UCG_004,2.479726518,Laikipia,2.154841046,8.53E-05,Elephant
ASV13046_Ruminococcaceae_NK4A214,2.550131286,Laikipia,2.152539811,0.008547335,Elephant
ASV6139_Christensenellaceae_R_7_,2.45689641,Masai_Mara,2.152072011,0.009858778,Elephant
ASV8000_Erysipelotrichaceae_UCG_004,2.444305221,Masai_Mara,2.151680145,0.000426142,Elephant
ASV6101_Christensenellaceae_R_7_,2.36324458,Laikipia,2.151404083,7.36E-06,Elephant
ASV18708_Mollicutes_RF39,2.524037836,Laikipia,2.150603943,0.012051099,Elephant
ASV17139_Alphaproteobacteria,2.47976692,Laikipia,2.148737152,0.019477844,Elephant
ASV16144_Kiritimatiellae_WCHB1_41,2.412516693,Laikipia,2.148669859,0.001307103,Elephant
ASV8015_Erysipelotrichaceae_UCG_004,2.456951251,Laikipia,2.148060015,0.003010383,Elephant
ASV16110_Kiritimatiellae_WCHB1_41,2.447286642,Laikipia,2.146270273,0.022369106,Elephant
ASV6590_Clostridiales,2.459730622,Laikipia,2.146255534,0.000158541,Elephant
ASV17558_Actinobacillus,2.563806016,Laikipia,2.144245701,0.017586856,Elephant
ASV2616_Bacteroidales_p_251_o5,2.426596451,Laikipia,2.143813394,0.012311593,Elephant
ASV18649_Mollicutes_RF39,2.530998075,Laikipia,2.142544608,0.030241645,Elephant
ASV7237_Clostridiales_vadinBB60_,2.422732431,Laikipia,2.141908239,0.001803636,Elephant
ASV16123_Kiritimatiellae_WCHB1_41,2.454195144,Laikipia,2.141335356,0.022362073,Elephant
ASV2135_Bacteroidales,2.47763468,Laikipia,2.140934501,0.013570007,Elephant
ASV16043_Kiritimatiellae_WCHB1_41,2.571149797,Laikipia,2.139150616,0.045447775,Elephant
ASV16071_Kiritimatiellae_WCHB1_41,2.508297414,Laikipia,2.13899227,0.00604283,Elephant
ASV16872_Victivallales_vadinBE97,2.415814853,Laikipia,2.138850785,0.000245663,Elephant
ASV3550_Prevotellaceae,2.506057976,Laikipia,2.138160904,0.009435965,Elephant
ASV12901_Oscillospira,2.43637116,Laikipia,2.138084056,0.000179415,Elephant
ASV8031_Erysipelotrichaceae_UCG_004,2.351395674,Laikipia,2.135162202,0.012190915,Elephant
ASV2121_Bacteroidales,2.526916186,Laikipia,2.134478278,0.007400635,Elephant
ASV17719_Rhodospirillales,2.417832375,Laikipia,2.133177779,0.02638685,Elephant
NA__10,2.412738336,Laikipia,2.133001642,0.000184603,Elephant
ASV14269_Ruminococcaceae_UCG_010,2.393537894,Laikipia,2.131691752,0.000456991,Elephant
ASV16755_Victivallaceae,2.48421012,Laikipia,2.126718449,0.015542454,Elephant
ASV4743_Rikenellaceae_RC9,2.401399215,Laikipia,2.123987426,0.006660161,Elephant
ASV17138_Alphaproteobacteria,2.428052292,Laikipia,2.123337838,0.008352721,Elephant
ASV549_Bacteria,2.405627289,Laikipia,2.122630159,0.003422668,Elephant
ASV16758_Victivallaceae,2.378685247,Laikipia,2.122196131,0.001101061,Elephant
ASV13299_Ruminococcaceae_UCG_005,2.488364093,Laikipia,2.122060148,0.000746444,Elephant
ASV16754_Victivallaceae,2.426006313,Laikipia,2.120112087,0.012190915,Elephant
ASV6056_Christensenellaceae_R_7_,2.472487084,Laikipia,2.119501298,0.001505024,Elephant
ASV4714_Rikenellaceae_RC9,2.485734532,Laikipia,2.118209006,0.048644578,Elephant
ASV525_Bacteria,2.419627081,Laikipia,2.117639214,0.001980191,Elephant
ASV16753_Victivallaceae,2.406576895,Laikipia,2.117612204,0.04174836,Elephant
ASV8914_Lachnospiraceae_ND3007_,2.452646263,Laikipia,2.116529888,0.01855843,Elephant
ASV502_Bacteria,2.431971693,Laikipia,2.113690604,0.000109258,Elephant
ASV6601_Clostridiales,2.434793682,Laikipia,2.111950987,0.000458238,Elephant
ASV6422_Clostridia,2.376786206,Laikipia,2.111606993,0.000358261,Elephant
ASV14198_Ruminococcaceae_UCG_010,2.40636334,Laikipia,2.111145468,3.93E-05,Elephant
ASV16180_Kiritimatiellae_WCHB1_41,2.321829602,Laikipia,2.111065165,0.000695711,Elephant
ASV11152_Pseudobutyrivibrio,2.397745742,Masai_Mara,2.110577053,0.000912023,Elephant
ASV5718_Methanomethylophilus_Can,2.354030283,Laikipia,2.110400196,0.000304476,Elephant
ASV7561_Anaerovorax,2.471673836,Laikipia,2.109347248,0.005099492,Elephant
ASV205_Eggerthellaceae,2.377254765,Laikipia,2.108690139,0.000698029,Elephant
ASV11574_Ruminococcaceae,2.358291097,Laikipia,2.102406804,0.002579342,Elephant
ASV8272_Erysipelotrichaceae,2.467690986,Masai_Mara,2.10094943,0.020268267,Elephant
ASV4080_Prevotellaceae_UCG_004,2.431560909,Laikipia,2.097790581,0.030550876,Elephant
ASV11824_Ruminococcaceae,2.389366176,Laikipia,2.093452669,0.001255415,Elephant
ASV563_Bacteria,2.345717858,Laikipia,2.091984323,0.005940255,Elephant
ASV6068_Christensenellaceae_R_7_,2.448189408,Laikipia,2.091635929,0.006790419,Elephant
ASV526_Bacteria,2.36139807,Laikipia,2.09115609,0.004827237,Elephant
ASV14102_Ruminococcaceae_UCG_010,2.486966615,Laikipia,2.089947224,0.046525251,Elephant
ASV564_Bacteria,2.332314929,Laikipia,2.08741005,0.000151926,Elephant
ASV3577_Prevotellaceae,2.492282483,Masai_Mara,2.08613366,0.025943469,Elephant
ASV16174_Kiritimatiellae_WCHB1_41,2.321100735,Laikipia,2.08603349,0.000321792,Elephant
ASV4640_Rikenellaceae_RC9,2.632764595,Laikipia,2.086021846,0.015724389,Elephant
ASV5663_Methanosphaera,2.313850165,Laikipia,2.085968523,0.004212701,Elephant
ASV18655_Mollicutes_RF39,2.42521367,Laikipia,2.085800554,0.01593399,Elephant
ASV17473_Gammaproteobacteria,2.433589895,Laikipia,2.083382249,0.012190915,Elephant
ASV8866_Lachnoclostridium_10,2.500562639,Laikipia,2.08306132,0.000585372,Elephant
ASV3934_Prevotellaceae_UCG_003,2.344132016,Laikipia,2.083004508,0.021556352,Elephant
ASV6094_Christensenellaceae_R_7_,2.379704157,Laikipia,2.082282787,0.001999995,Elephant
ASV8018_Erysipelotrichaceae_UCG_004,2.338008735,Laikipia,2.079232509,0.004520973,Elephant
ASV6619_Clostridiales,2.356165341,Laikipia,2.079218797,0.000562043,Elephant
ASV4751_Rikenellaceae_RC9,2.370126251,Laikipia,2.074343737,0.032117618,Elephant
ASV10011_Lachnospiraceae,2.356168998,Masai_Mara,2.073105287,0.005098784,Elephant
ASV2727_Bacteroidales_RF16_,2.374660785,Laikipia,2.07258511,0.003287529,Elephant
ASV7322_Clostridiales_vadinBB60_,2.316974272,Laikipia,2.068709405,0.000732125,Elephant
ASV16762_Victivallaceae,2.309597675,Laikipia,2.068016356,0.001980191,Elephant
ASV16114_Kiritimatiellae_WCHB1_41,2.39841074,Laikipia,2.066560122,0.039807115,Elephant
ASV16127_Kiritimatiellae_WCHB1_41,2.391759265,Laikipia,2.065696368,0.001980191,Elephant
ASV9915_Lachnospiraceae,2.350628214,Masai_Mara,2.065487946,0.027840057,Elephant
ASV6595_Clostridiales,2.332553876,Laikipia,2.064356778,5.30E-05,Elephant
ASV6623_Clostridiales,2.365344977,Laikipia,2.064174389,0.000955549,Elephant
ASV16080_Kiritimatiellae_WCHB1_41,2.495406079,Laikipia,2.062652463,0.038130317,Elephant
ASV16905_Victivallales_vadinBE97,2.296470645,Laikipia,2.059549974,0.002380822,Elephant
ASV16156_Kiritimatiellae_WCHB1_41,2.335115084,Laikipia,2.058599924,0.00570436,Elephant
ASV3560_Prevotellaceae,2.444659124,Laikipia,2.058119891,0.012190915,Elephant
ASV9861_Lachnospiraceae,2.27755724,Laikipia,2.057234275,3.93E-05,Elephant
ASV16897_Victivallales_vadinBE97,2.305842559,Laikipia,2.056301743,0.000324016,Elephant
ASV16153_Kiritimatiellae_WCHB1_41,2.335791121,Laikipia,2.055872453,0.002055064,Elephant
ASV11757_Ruminococcaceae,2.452220755,Laikipia,2.052769996,0.001492405,Elephant
ASV4719_Rikenellaceae_RC9,2.373110576,Laikipia,2.048911615,0.0003434,Elephant
ASV14216_Ruminococcaceae_UCG_010,2.409298667,Laikipia,2.047272215,0.002380822,Elephant
ASV16894_Victivallales_vadinBE97,2.403041674,Laikipia,2.046824733,0.004290108,Elephant
ASV4727_Rikenellaceae_RC9,2.384484955,Laikipia,2.046525136,0.000456991,Elephant
ASV5744_Methanomethylophilaceae,2.286562739,Laikipia,2.045028494,0.010179218,Elephant
ASV7655_Clostridiales_XII_AD3011,2.531100134,Laikipia,2.044711953,0.006790419,Elephant
ASV3571_Prevotellaceae,2.373133302,Laikipia,2.043153493,0.004212701,Elephant
ASV16107_Kiritimatiellae_WCHB1_41,2.434200865,Laikipia,2.039842687,0.003628928,Elephant
ASV14282_Ruminococcaceae_UCG_010,2.314992426,Laikipia,2.035162936,0.002380822,Elephant
ASV4664_Rikenellaceae_RC9,2.49411581,Laikipia,2.034627354,0.032355631,Elephant
ASV16179_Kiritimatiellae_WCHB1_41,2.357173633,Laikipia,2.032246757,0.013570007,Elephant
ASV11881_Ruminococcaceae,2.317336047,Laikipia,2.031847846,0.002666663,Elephant
ASV16165_Kiritimatiellae_WCHB1_41,2.341005788,Laikipia,2.03158284,0.004366792,Elephant
ASV16182_Kiritimatiellae_WCHB1_41,2.279066058,Laikipia,2.030960393,0.004565863,Elephant
ASV16759_Victivallaceae,2.309976738,Laikipia,2.030455204,0.002359171,Elephant
ASV9805_Lachnospiraceae,2.353867574,Masai_Mara,2.030402545,0.022975655,Elephant
ASV5221_Gastranaerophilales,2.239503134,Laikipia,2.025160277,0.000241357,Elephant
ASV17412_Mailhella,2.376168061,Masai_Mara,2.024176302,0.045230326,Elephant
ASV16143_Kiritimatiellae_WCHB1_41,2.336596628,Laikipia,2.021327617,0.003011534,Elephant
ASV16200_Kiritimatiellae_WCHB1_41,2.274498943,Laikipia,2.019260967,0.027242721,Elephant
ASV5297_Gastranaerophilales,2.379764604,Laikipia,2.018393987,0.004945836,Elephant
ASV18170_Treponema_2,2.388091236,Laikipia,2.018238998,0.013412391,Elephant
ASV18451_Izimaplasmatales,2.343990047,Laikipia,2.016724482,0.000164181,Elephant
ASV16046_Kiritimatiellae_WCHB1_41,2.553563974,Laikipia,2.016505759,0.004560553,Elephant
ASV543_Bacteria,2.306556774,Laikipia,2.015492,0.001108747,Elephant
ASV16769_Victivallaceae,2.264904574,Laikipia,2.014544593,0.032238786,Elephant
ASV18682_Mollicutes_RF39,2.444122165,Laikipia,2.01350343,0.019218521,Elephant
ASV14320_Ruminococcaceae_UCG_010,2.278929085,Laikipia,2.013460815,0.000563166,Elephant
ASV16126_Kiritimatiellae_WCHB1_41,2.341491864,Laikipia,2.011831388,0.045230326,Elephant
ASV11935_Ruminococcaceae,2.276330058,Laikipia,2.009047232,0.010684851,Elephant
ASV15744_Streptococcus,2.313151415,Laikipia,2.008879046,0.012190915,Elephant
ASV4774_Rikenellaceae_RC9,2.293194556,Laikipia,2.0077183,0.000845326,Elephant
ASV5751_Methanomethylophilaceae,2.31341167,Laikipia,2.00151098,0.022369106,Elephant
ASV2554_Bacteroidales_p_251_o5,4.458151641,Laikipia,4.103844232,0.000733746,Warthog
ASV3866_Prevotellaceae_UCG_003,4.357811772,Masai_Mara,3.902969947,0.001425624,Warthog
ASV1940_Bacteroidales,4.218451098,Masai_Mara,3.813066238,0.003626278,Warthog
ASV5781_Fibrobacter,4.138949617,Masai_Mara,3.69006482,0.004800042,Warthog
ASV2449_Bacteroidales_BS11,4.116408526,Masai_Mara,3.635493108,0.01481221,Warthog
ASV9153_Lachnospiraceae,3.967749683,Masai_Mara,3.582293054,0.002686831,Warthog
ASV18020_Treponema_2,3.865945733,Masai_Mara,3.512199487,0.001841167,Warthog
ASV9141_Lachnospiraceae,4.057176155,Masai_Mara,3.503331829,0.005657885,Warthog
ASV18291_Spirochaetes,4.221975102,Masai_Mara,3.464954696,0.027510174,Warthog
ASV5728_Methanomethylophilaceae,3.914433436,Laikipia,3.460241662,0.000254155,Warthog
ASV15679_Saccharofermentans,4.087692402,Masai_Mara,3.430341929,0.027510174,Warthog
ASV7552_Anaerovorax,3.716416782,Laikipia,3.408825681,3.10E-05,Warthog
ASV9144_Lachnospiraceae,3.983400244,Masai_Mara,3.397504134,0.009897647,Warthog
ASV1965_Bacteroidales,3.821649983,Masai_Mara,3.392137316,0.00086808,Warthog
ASV15527_Ruminococcus_1,3.73191535,Masai_Mara,3.386958472,0.037160356,Warthog
ASV18045_Treponema_2,3.654281154,Masai_Mara,3.386679486,4.05E-06,Warthog
ASV7941_Erysipelotrichaceae_UCG_004,3.828110376,Laikipia,3.37928077,0.003641322,Warthog
ASV9168_Lachnospiraceae,3.752897666,Masai_Mara,3.323340996,9.92E-05,Warthog
ASV2012_Bacteroidales,3.633666347,Masai_Mara,3.304715559,3.67E-05,Warthog
ASV2464_Bacteroidales_F082,3.717163722,Masai_Mara,3.299155643,0.018017244,Warthog
ASV2562_Bacteroidales_p_251_o5,3.722552963,Masai_Mara,3.268866013,0.001966393,Warthog
ASV11150_Pseudobutyrivibrio,3.699842487,Masai_Mara,3.237997539,0.000145439,Warthog
ASV15839_Kiritimatiellae_WCHB1_41,3.657134832,Laikipia,3.228025121,0.004894836,Warthog
ASV18015_Treponema_2,3.696413863,Masai_Mara,3.199655426,9.92E-05,Warthog
ASV17988_Treponema_2,3.920252224,Masai_Mara,3.183592443,0.014740564,Warthog
ASV2469_Bacteroidales_F082,3.622861952,Masai_Mara,3.18142953,0.007026029,Warthog
ASV2569_Bacteroidales_p_251_o5,3.633134487,Masai_Mara,3.165347771,0.001677066,Warthog
ASV4268_Rikenellaceae,3.59662618,Masai_Mara,3.16285384,0.016644945,Warthog
ASV15534_Ruminococcus_1,3.501407368,Masai_Mara,3.146224436,0.000253752,Warthog
ASV2853_Bacteroidia,3.670628152,Laikipia,3.13967232,0.016766288,Warthog
ASV15838_Kiritimatiellae_WCHB1_41,3.635872886,Laikipia,3.132815673,0.009897647,Warthog
ASV2560_Bacteroidales_p_251_o5,3.716581738,Masai_Mara,3.125835211,0.034742639,Warthog
ASV2856_Bacteroidia,3.76071056,Masai_Mara,3.118492655,0.02156194,Warthog
ASV3878_Prevotellaceae_UCG_003,3.619651447,Masai_Mara,3.109539569,0.000869236,Warthog
ASV2685_Bacteroidales_RF16_,3.46167407,Laikipia,3.098451717,0.00750692,Warthog
ASV4577_Rikenellaceae_RC9,3.376589398,Masai_Mara,3.098238512,4.90E-05,Warthog
ASV5593_Campylobacter,3.506515114,Masai_Mara,3.080902696,0.011032574,Warthog
ASV17349_Coxiella,3.434334055,Laikipia,3.078747402,0.048770906,Warthog
ASV3488_Prevotellaceae,3.52097697,Masai_Mara,3.072140337,0.001026291,Warthog
ASV7562_Anaerovorax,3.382108756,Masai_Mara,3.069936052,1.15E-07,Warthog
ASV9170_Lachnospiraceae,3.592556312,Masai_Mara,3.0407073,0.043736238,Warthog
ASV5708_Methanomethylophilus_Can,3.378703746,Laikipia,3.03740935,0.001677066,Warthog
ASV9157_Lachnospiraceae,3.720519696,Masai_Mara,3.023717737,0.001966393,Warthog
ASV358_Bacteria,3.487865,Laikipia,3.015471132,0.034823424,Warthog
ASV18000_Treponema_2,3.779910829,Masai_Mara,3.014342632,0.048871386,Warthog
