""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV18125|Treponema_2"	0	0.00173982554722216	0.000521350546176763	0	0	0.000693160813308688	0	0	0.000253791769895462	0.000218822733692733	0	0.000431726734246291	0.000112796796570977	0.000790793498845025	0.000822664404339555	0.000448527037209803	0	0.000119877382562978	0	0.000391800680308454	0.000142911585365854	0.000825864864038173	0.000612507096118796	0.000945783934994006
"ASV18199|Treponema_2"	0.00018212033601202	0.000117555780217713	0.000148957298907646	0	0.000696833761595749	0.000196395563770795	0.000145037891149063	0	0.000217535802767539	0.000238715709482982	0.000357836622022288	0.0000345381387397033	0	0	0	0.0000717643259535685	0.0000412881915772089	0.000154128063295258	0.0000480807757031813	0.0000890456091610123	0	0.0000611751751139388	0.000119513579730497	0.000213134407885973
"ASV17943|Spirochaetaceae"	0.00737587360848681	0.00971010744598312	0.0022343594836147	0	0.00705544183615696	0.00174445471349353	0.0014745518933488	0.0020490614911755	0.002356637863315	0.0044759195528059	0.00406400163582456	0.00614778869566719	0.00200214313913485	0.00310074292968181	0.00197953622294205	0.000735584341024077	0.000474814203137903	0.00308256126590516	0.000977642439298021	0.00128225677191858	0.00109565548780488	0.000810571070259689	0.00259942035913831	0.00271746370054616
"ASV621|Bacteria"	0.00018212033601202	0.000329156184609597	0.000099304865938431	0	0.000500849266146945	0.0000924214417744917	0.000398854200659922	0	0.0000241706447519488	0.000139250830531739	0.000255597587158777	0.000863453468492583	0.0000563983982854887	0.0000832414209310553	0.0000771247879068333	0	0.0000619322873658134	0.0000171253403661398	0.000144242327109544	0.0000890456091610123	0.0000158790650406504	0.0000611751751139388	0.0000448175923989363	0.0000266418009857466
"ASV18149|Treponema_2"	0.0000227650420015025	0.00105800202195942	0.000173783515392254	0	0.00169853229388964	0.000878003696857671	0	0	0.0000362559671279231	0.000198929757902485	0	0.0000172690693698517	0	0	0	0.0000358821629767842	0	0.000411008168787355	0.00012821540187515	0.000106854730993215	0	0.00071880830758878	0.000343601541725179	0.000639403223657919
"ASV18113|Treponema_2"	0	0	0.000173783515392254	0	0.000370192935847742	0.0000346580406654344	0.000858140855965288	0.00108252305194178	0.00257417366608254	0	0	0	0.0000563983982854887	0	0	0.000161469733395529	0.0000412881915772089	0	0.000689157785078933	0.000658937507791491	0.000111153455284553	0.000168231731563332	0.000732020675849293	0.000652724124150793
"ASV18127|Treponema_2"	0.000865071596057095	0.00141066936261256	0.000794438927507448	0	0.00274378293628326	0.000173290203327172	0.000145037891149063	0.0000966538439233728	0.000253791769895462	0.0000397859515804969	0.000255597587158777	0.000673493705424215	0.000338390389712932	0.000228913907560402	0.000205666101084889	0.0000897054074419606	0.0000825763831544178	0.000222629424759817	0.000432726981328632	0.000124663852825417	0.000111153455284553	0.0000305875875569694	0.000239027159460994	0.000439589716264819
"ASV18197|Treponema_2"	0.000318710588021035	0.000141066936261256	0.000273088381330685	0	0.0000871042201994687	0.000231053604436229	0.0000120864909290886	0.000541261525970888	0.000120853223759744	0.000537110346336708	0	0.000172690693698517	0.0000281991991427443	0.000208103552327638	0.0000771247879068333	0.0000717643259535685	0.0000412881915772089	0.0000513760210984193	0.0000801346261719689	0.0000356182436644049	0.000127032520325203	0.0000611751751139388	0.0000149391974663121	0.000106567203942987
"ASV18013|Treponema_2"	0.000705716302046577	0.000799379305480451	0.000968222442899702	0	0.000653281651496015	0.000103974121996303	0.0000362594727872657	0	0.000362559671279231	0.000298394636853727	0.000255597587158777	0.000120883485588962	0.000140995995713722	0.000416207104655276	0.0000771247879068333	0.000197351896372313	0.000123864574731627	0.0000685013614645591	0.00012821540187515	0.00014247297465762	0.000142911585365854	0.000107056556449393	0.000343601541725179	0.00035966431330758
"ASV18019|Treponema_2"	0.00239032941015776	0.00131662473843839	0.00419563058589871	0	0.00261312660598406	0.000277264325323475	0.000193383854865417	0.000135315381492722	0.000652607408302616	0.000954862837931926	0.000281157345874655	0.000984336954081545	0.000112796796570977	0.00108213847210372	0.000668414828525888	0.0000897054074419606	0.0000206440957886045	0.0000685013614645591	0	0.000124663852825417	0.0000158790650406504	0.0000917627626709082	0.000239027159460994	0.00011988810443586
"ASV18178|Treponema_2"	0.000318710588021035	0.000282133872522512	0.000794438927507448	0	0.000130656330299203	0.000415896487985213	0.000181297363936328	0.0000193307687846746	0.0000725119342558463	0.000338180588434224	0.000281157345874655	0.000224497901808072	0.0000281991991427443	0.0000624310656982915	0.0000514165252712222	0	0.000433526011560694	0.000325381466956656	0	0.0000534273654966074	0.000174669715447154	0.0000764689688924235	0.00020914876452837	0.0000666045024643666
"ASV18143|Treponema_2"	0.000045530084003005	0.000164578092304799	0.000099304865938431	0	0.000892818257044554	0.000173290203327172	0	0.0000773230751386983	0.0000483412895038975	0.00105432771688317	0.000178918311011144	0.00115702764778006	0.00019739439399921	0.000749172788379498	0.000539873515347833	0.000125587570418745	0.0000206440957886045	0.000119877382562978	0.000448753906563026	0.000213709461986429	0.000142911585365854	0.000336463463126663	0.000642385491051421	0.000133209004928733
"ASV18024|Treponema_2"	0.00202608873813372	0.00260973832083324	0.0012909632571996	0	0.00396324201907582	0.00139787430683919	0.0114821663826341	0.011405153582958	0.00105142304670977	0.00320276910223	0.00158470504038442	0.00174417600635502	0.00293271671084541	0.00303831186398352	0.00213378579875572	0.00161469733395529	0.0018373245251858	0.00077064031647629	0.00288484654219088	0.00167405745222703	0.00257240853658537	0.00145291040895605	0.00304759628312767	0.00162514986013054
"ASV18081|Treponema_2"	0.00018212033601202	0.000681823525262737	0.0019116186693148	0	0.000522625321196812	0.000231053604436229	0.00326335255085391	0.00423343836384373	0.00201824883678772	0.000179036782112236	0.0011501891422145	0.000483533942355846	0.00118436636399526	0.0000208103552327638	0.0000514165252712222	0.000645878933582116	0.000474814203137903	0.0000685013614645591	0.000576969308438176	0.000231518583818632	0.000714557926829268	0.000550576576025449	0.000313723146792554	0.000106567203942987
"ASV18061|Treponema_2"	0.00188949848612471	0.00204547057578821	0.0016137040714995	0	0.00252602238578459	0.000566081330868762	0.00118447611105068	0.00494867680887669	0.00207867544866759	0.000616682249497702	0.000102239034863511	0.000379919526136736	0.00084597597428233	0.000104051776163819	0.0000514165252712222	0.000520291363163372	0.00132122213047069	0.000411008168787355	0.000641077009375751	0.000908265213442325	0.00144499491869919	0.00111644694582938	0.00134452777196809	0.00203809777540962
"ASV17976|Treponema_2"	0.000204885378013522	0.0000235111560435427	0.000124131082423039	0.0108442004118051	0.0000217760550498672	0.000103974121996303	0	0.0000579923063540237	0.000120853223759744	0.000119357854741491	0	0.000120883485588962	0	0	0	0.0000538232444651764	0	0.0000856267018306989	0.0000320538504687876	0.0000534273654966074	0	0	0.0000298783949326242	0.0000532836019714933
"ASV18202|Treponema_2"	0.000113825210007512	0.000188089248348341	0.000645481628599801	0	0.000391968990897609	0.0000115526802218115	0.000132951400219974	0	0.0000725119342558463	0.000278501661063478	0.000102239034863511	0.0000690762774794066	0.0000281991991427443	0.000353776038956985	0.000437040464805388	0.000143528651907137	0.000123864574731627	0.000291130786224376	0.0000961615514063627	0	0.0000317581300813008	0.0000305875875569694	0.0000149391974663121	0.0000266418009857466
"ASV18180|Treponema_2"	0.00054636100803606	0.0000235111560435427	0.000645481628599801	0	0.00195984495448805	0.0000693160813308688	0	0.000251299994200769	0.0000362559671279231	0.0000795719031609939	0	0	0	0.000416207104655276	0.000282790888991722	0.0000717643259535685	0.000144508670520231	0.000479509530251914	0	0	0	0.0000152937937784847	0.0000448175923989363	0.0000133209004928733
"ASV18163|Treponema_2"	0	0	0	0.00245122070791254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV18175|Treponema_2"	0.000774011428051085	0.000423200808783768	0.00022343594836147	0	0.000413745045947476	0.000150184842883549	0.0000604324546454428	0.000483269219616864	0.000338389026527283	0.000298394636853727	0.0000766792761476332	0.00020722883243822	0.0000563983982854887	0.000187293197094874	0.000128541313178055	0.000107646488930353	0.0000412881915772089	0.000239754765125957	0.0000641077009375751	0.000231518583818632	0.0000158790650406504	0.0000611751751139388	0.000119513579730497	0.0000666045024643666
"ASV18145|Treponema_2"	0.0000227650420015025	0	0	0	0.000631505596446148	0.0000693160813308688	0	0	0	0.000218822733692733	0.000408956139454044	0.000604417427944808	0.000140995995713722	0.00193536303664704	0.000771247879068333	0.0000897054074419606	0	0.000565136232082613	0	0.000837028726113515	0.0000635162601626016	0.0000611751751139388	0.00125489258717022	0.00003996270147862
"ASV18102|Treponema_2"	0.000318710588021035	0.00197493710765758	0	0	0.000130656330299203	0.000335027726432532	0.000628497528312605	0.000637915369894261	0.000519668862166898	0.00145218723268814	0.000792352520192209	0.000638955566684511	0.000592183181997631	0.000624310656982915	0.000385623939534166	0.000394703792744627	0.000268373245251858	0.00118164848526364	0.000320538504687876	0.000463037167637264	0.000111153455284553	0.000275288288012724	0.00085153425557979	0.000612761422672173
"ASV18173|Treponema_2"	0.00104719193206911	0.0020924928878753	0.00076961271102284	0	0.00154609990854057	0.0000808687615526802	0	0	0	0	0	0.0000172690693698517	0.000112796796570977	0	0	0	0	0	0.000192323102812725	0	0	0	0	0
"ASV18214|Treponema_2"	0.00009106016800601	0.000141066936261256	0.000198609731876862	0	0	0.0000924214417744917	0	0	0.000120853223759744	0.000477431418965963	0.000178918311011144	0.000051807208109555	0.000394788787998421	0.000395396749422513	0.000257082626356111	0	0	0.000188378744027538	0	0.000124663852825417	0	0	0.000119513579730497	0.0000666045024643666
"ASV17980|Treponema_2"	0	0	0	0.00496127071281498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV18105|Treponema_2"	0.00159355294010517	0.00122258011426422	0.00119165839126117	0	0.000783937981795218	0.00105129390018484	0.0000362594727872657	0.000135315381492722	0.000096682579007795	0.000596789273707454	0.00135466721194152	0.000172690693698517	0.000563983982854887	0.000936465985474372	0.000308499151627333	0.000466468118698195	0.00018579686209744	0.000376757488055075	0.000240403878515907	0.000356182436644049	0.000666920731707317	0.000351757256905148	0.000642385491051421	0.000186492606900226
"ASV18022|Treponema_2"	0.0000227650420015025	0	0	0.00245122070791254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV18168|Treponema_2"	0.000204885378013522	0.000658312369219194	0.000794438927507448	0	0.000500849266146945	0.0000346580406654344	0.0000241729818581771	0	0.000241706447519488	0.00109411366846367	0.000127798793579389	0.000448995803616143	0.000169195194856466	0.000478638170353568	0.000282790888991722	0.0000179410814883921	0.000103220478943022	0.000308256126590516	0.0000641077009375751	0.000124663852825417	0.000111153455284553	0.000137644144006362	0.0000597567898652484	0.0000133209004928733
"ASV18116|Treponema_2"	0.00125207731008264	0.00162226976700444	0.00076961271102284	0	0.000174208440398937	0.000115526802218115	0.00025381630951086	0.000367284606908817	0.00128104417185328	0.000616682249497702	0.000255597587158777	0.000466264872985995	0.000507585584569398	0.000665931367448442	0.000462748727441	0.000107646488930353	0.000165152766308836	0.000496634870618053	0.000112188476640756	0.0000890456091610123	0.000238185975609756	0.0000305875875569694	0.000403358331590427	0.0000799254029572399
"ASV18164|Treponema_2"	0.000227650420015025	0.000634801213175652	0.000124131082423039	0	0.0000871042201994687	0.000508317929759704	0.0000120864909290886	0.00021263845663142	0.000169194513263641	0.000835504983190435	0.000383396380738166	0.000172690693698517	0.000112796796570977	0.0000832414209310553	0	0.000107646488930353	0.0000412881915772089	0.000822016337574709	0.0000480807757031813	0.000338373314811847	0.0000476371951219512	0.0000611751751139388	0.000507932713854612	0.000146529905421607
"ASV18057|Treponema_2"	0.0000682951260045075	0.0000235111560435427	0.0000744786494538232	0	0.0000653281651496015	0.0000231053604436229	0	0.0000193307687846746	0.000253791769895462	0.000497324394756212	0.00033227686330641	0.00072530091353377	0.0000563983982854887	0	0	0	0	0.000274005445858236	0.000192323102812725	0.0000178091218322025	0.000158790650406504	0.0000152937937784847	0.000104574382264185	0
"ASV18188|Treponema_2"	0.000250415462016527	0.0000470223120870853	0.000397219463753724	0	0.0000435521100997343	0.000277264325323475	0.0000604324546454428	0.000328623069339468	0.000253791769895462	0.0000198929757902485	0.000102239034863511	0.000276305109917627	0.000535784783712143	0.000395396749422513	0.000102833050542444	0.0000717643259535685	0	0.000222629424759817	0	0.0000890456091610123	0.0000317581300813008	0.000183525525341816	0.0000597567898652484	0.0000666045024643666
"ASV18126|Treponema_2"	0.0009106016800601	0.00145769167469965	0.000744786494538232	0	0.000653281651496015	0.000369685767097967	0.0000241729818581771	0.0000579923063540237	0.0000362559671279231	0.000974755813722175	0.000204478069727022	0.000535341150465401	0.00084597597428233	0.000187293197094874	0.000154249575813667	0.0000538232444651764	0.000392237819983485	0.000274005445858236	0.0000160269252343938	0.000338373314811847	0.000206427845528455	0.000321169669348179	0.000597567898652484	0.000293059810843213
"ASV17947|Spirochaetaceae"	0.000204885378013522	0.0000470223120870853	0.000297914597815293	0	0.0000435521100997343	0.0000231053604436229	0.0000241729818581771	0	0.0000483412895038975	0.000238715709482982	0	0	0.00019739439399921	0.000145672486629347	0.000154249575813667	0.000197351896372313	0.000144508670520231	0.0000171253403661398	0.000304511579453482	0.0000534273654966074	0.000127032520325203	0.000183525525341816	0	0.0000666045024643666
"ASV17986|Treponema_2"	0	0	0	0.00986371212864006	0	0	0	0	0	0	0	0.0000172690693698517	0.0000563983982854887	0	0	0	0	0	0	0	0	0	0	0
"ASV18183|Treponema_2"	0.00009106016800601	0.00103449086591588	0.000148957298907646	0	0.000108880275249336	0.000115526802218115	0	0.000289961531770118	0.0000241706447519488	0.000358073564224472	0.000281157345874655	0.000276305109917627	0	0.000478638170353568	0.0002313743637205	0.0000179410814883921	0.00018579686209744	0.000633637593547172	0	0	0	0.0000611751751139388	0.0000149391974663121	0.0000532836019714933
"ASV18221|Treponema_2"	0.000045530084003005	0.000963957397785249	0.000124131082423039	0	0.000130656330299203	0.0000924214417744917	0	0	0.0000120853223759744	0.000676361176868448	0	0.000120883485588962	0	0.0000416207104655276	0.0000771247879068333	0	0.0000825763831544178	0.000102752042196839	0.0000480807757031813	0	0	0	0.0000298783949326242	0.0000532836019714933
"ASV18095|Treponema_2"	0.000842306554055592	0.00296240566148638	0.00230883813306852	0	0.00148077174339097	0.00086645101663586	0.000181297363936328	0.00152713073398929	0.000290047737023385	0.000477431418965963	0.00173806359267969	0.00134698741084843	0.000563983982854887	0.0000832414209310553	0.000179957838449278	0.000287057303814274	0.000309661436829067	0.000445258849519634	0.000288484654219088	0.0000712364873288098	0.000079395325203252	0	0.000253966356927306	0.000546156920207806
"ASV18141|Treponema_2"	0.00104719193206911	0.00246867138457198	0.000372393247269116	0	0.0000653281651496015	0.000242606284658041	0.0000483459637163542	0.000386615375693491	0.00038673031603118	0.000278501661063478	0.000511195174317554	0.00062168649731466	0.000253792792284699	0.0000624310656982915	0.000128541313178055	0.0000717643259535685	0.0000206440957886045	0.000222629424759817	0	0.000178091218322025	0.0000317581300813008	0.000168231731563332	0.000388419134124115	0.00011988810443586
"ASV18204|Treponema_2"	0.000227650420015025	0.0000235111560435427	0.000968222442899702	0	0	0	0.000108778418361797	0.000270630762985444	0.000145023868511693	0.000716147128448945	0.000204478069727022	0.0000863453468492583	0	0.000249724262793166	0.000154249575813667	0.0000179410814883921	0	0.000119877382562978	0.000176296177578332	0	0.0000317581300813008	0	0	0
"ASV18108|Treponema_2"	0.000796776470052587	0.00141066936261256	0.00136544190665343	0	0.00115413091764296	0.000462107208872458	0.000108778418361797	0.000483269219616864	0.0010393377243338	0.000915076886351429	0.0002300378284429	0.000673493705424215	0.000620382381140376	0.000457827815120804	0.000308499151627333	0.00025117514083749	0.000165152766308836	0.00078776565684243	0.000224376953281513	0.000160282096489822	0.000158790650406504	0.000275288288012724	0.000119513579730497	0.00027973891035034
"ASV17997|Treponema_2"	0.00391558722425843	0.0056191662944067	0.00340119165839126	0	0.00672880101040895	0.00757855822550832	0.0117480691830741	0.0248013763507375	0.00642939150401837	0.00632596630129901	0.00380840404866578	0.00476626314607906	0.00702160058654334	0.00407882962562171	0.00308499151627333	0.00606408554307654	0.00784475639966969	0.00179816073844468	0.0137350749258755	0.00527150006233193	0.00763783028455285	0.0119750405285535	0.00646867250291314	0.00880511522578926
"ASV18205|Treponema_2"	0	0.000564267745045024	0.000248262164846077	0	0.0000871042201994687	0.000127079482439926	0.0000120864909290886	0.000289961531770118	0.00019336515801559	0.000278501661063478	0.000178918311011144	0.000051807208109555	0.000112796796570977	0.0000832414209310553	0	0.000107646488930353	0	0.0000342506807322796	0.000144242327109544	0	0.0000476371951219512	0.0000611751751139388	0.00020914876452837	0.000213134407885973
"ASV18213|Treponema_2"	0.000045530084003005	0.00101097970987233	0.000968222442899702	0	0.000479073211097078	0	0	0	0	0	0	0	0	0	0	0.000107646488930353	0.000144508670520231	0.000119877382562978	0	0.0000356182436644049	0.0000952743902439024	0.000137644144006362	0.000119513579730497	0
"ASV18140|Treponema_2"	0.000933366722061602	0.00260973832083324	0.000099304865938431	0	0.000174208440398937	0	0.000277989291369037	0	0.000471327572663001	0	0	0.00238313157303953	0.000422987987141165	0.000104051776163819	0	0.000143528651907137	0.000123864574731627	0.000188378744027538	0	0.0000178091218322025	0.0000317581300813008	0.0000305875875569694	0.0000298783949326242	0
"ASV18190|Treponema_2"	0.000341475630022537	0.000305645028566055	0.000744786494538232	0	0.0015896520186403	0	0.0000725189455745314	0	0	0	0.000178918311011144	0.000138152554958813	0.000169195194856466	0.000187293197094874	0.000102833050542444	0.0000538232444651764	0.000103220478943022	0.000222629424759817	0	0	0.0000476371951219512	0	0.0000896351847978727	0
"ASV18150|Treponema_2"	0.000295945546019532	0.000752356993393365	0.000844091360476663	0	0.00167675623883977	0.000462107208872458	0.0000966919274327085	0	0.000568010151670796	0.000755933080029442	0.000204478069727022	0.0000172690693698517	0	0.000124862131396583	0.000102833050542444	0	0.0000412881915772089	0.000154128063295258	0.000320538504687876	0.0000356182436644049	0.0000635162601626016	0.000122350350227878	0.000134452777196809	0.000213134407885973
