""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV15959|Kiritimatiellae_WCHB1-41"	0.00072848134404808	0.000587778901088567	0.00143992055610725	0	0.000174208440398937	0.000762476894639556	0.000906486819681642	0.0022810307165916	0.000338389026527283	0.000139250830531739	0.00056231469174931	0.000500803011725698	0.00045118718628391	0.00126943166919859	0.000822664404339555	0.000861171911442822	0.00109413707679604	0.000205504084393677	0.000689157785078933	0.000961692578938932	0.000412855691056911	0.00108585935827241	0.00131464937703547	0.0023977620887172
"ASV16006|Kiritimatiellae_WCHB1-41"	0.0009106016800601	0.000987468553828792	0.000496524329692155	0	0.000609729541396281	0.000427449168207024	0.000483459637163542	0.000618584601109586	0.000290047737023385	0.00025860868527323	0.000408956139454044	0.000466264872985995	0.000281991991427443	0.00129024202443136	0.000565581777983444	0.000376762711256235	0.000454170107349298	0.000171253403661398	0.000528888532734995	0.000854837847945718	0.000190548780487805	0.000367051050683633	0.000806716663180854	0.00183828426801652
"ASV16307|Kiritimatiellae_WCHB1-41"	0.000227650420015025	0.0000235111560435427	0	0	0.0000871042201994687	0.000127079482439926	0.0000846054365036199	0	0.000096682579007795	0.000139250830531739	0.000127798793579389	0.000189959763068368	0.0000563983982854887	0.000166482841862111	0.000154249575813667	0.0000358821629767842	0.000144508670520231	0.0000856267018306989	0.0000641077009375751	0.000213709461986429	0.000142911585365854	0.000137644144006362	0.0000597567898652484	0.0000666045024643666
"ASV16205|Kiritimatiellae_WCHB1-41"	0.000045530084003005	0.000211600404391884	0.000173783515392254	0	0.000195984495448804	0.0000693160813308688	0.00016921087300724	0.00021263845663142	0.000241706447519488	0.000198929757902485	0.000178918311011144	0.000328112318027181	0.0000563983982854887	0.000166482841862111	0.0000514165252712222	0.000269116222325882	0.00055739058629232	0.0000171253403661398	0.000112188476640756	0.00014247297465762	0.0000476371951219512	0.0000611751751139388	0.000179270369595745	0.000492873318236313
"ASV19341|Akkermansia"	0	0	0	0.00460829493087558	0	0	0	0	0	0	0	0.0000345381387397033	0	0	0	0	0	0	0	0	0	0	0	0
"ASV19356|Akkermansia"	0.00120654722607963	0.000916935085698164	0.000297914597815293	0	0.000174208440398937	0	0.000495546128092631	0.00108252305194178	0.000604266118798719	0.0000397859515804969	0.00109906962478274	0.00138152554958813	0	0.000416207104655276	0.000565581777983444	0.000322939466791058	0.000722543352601156	0.0000513760210984193	0	0.000231518583818632	0.0000476371951219512	0.000214113112898786	0.0000746959873315605	0.000466231517250566
"ASV19358|Akkermansia"	0.0000227650420015025	0.000869912773611078	0	0	0.0000217760550498672	0.0000577634011090573	0.000640584019241694	0.00280296147377781	0.000145023868511693	0.000119357854741491	0.000178918311011144	0	0.000169195194856466	0.000520258880819096	0.0000771247879068333	0.0000717643259535685	0.0000412881915772089	0.000239754765125957	0.000544915457969389	0.000178091218322025	0.0000476371951219512	0.0011011531520509	0.000358540739191491	0.0000266418009857466
"ASV19366|Akkermansia"	0.000045530084003005	0.000070533468130628	0.000173783515392254	0	0.0000653281651496015	0	0.000120864909290886	0.0000579923063540237	0	0.0000397859515804969	0	0	0.00064858158028312	0.000332965683724221	0.000257082626356111	0.0000897054074419606	0	0.000325381466956656	0.0000160269252343938	0.0000178091218322025	0.0000317581300813008	0.00107056556449393	0.000104574382264185	0
"ASV424|Bacteria"	0.000523595966034557	0.000399689652740225	0.000397219463753724	0	0.000413745045947476	0.0000808687615526802	0.000737275946674402	0.000850553826525681	0.000241706447519488	0.000119357854741491	0.0000255597587158777	0.000362650456766885	0.00107156956742429	0.000686741722681206	0.000565581777983444	0.000789407585489253	0.00107349298100743	0.0000513760210984193	0.000528888532734995	0.000765792238784705	0.00076219512195122	0.000672926926253326	0.000702142280916669	0.00222459038230984
"ASV507|Bacteria"	0.000341475630022537	0.000258622716478969	0.000173783515392254	0	0.000261312660598406	0.0000693160813308688	0.000132951400219974	0.000444607682047515	0.000217535802767539	0.0000795719031609939	0.000102239034863511	0.000155421624328665	0.000394788787998421	0.000416207104655276	0.000257082626356111	0.000215292977860705	0.000412881915772089	0	0.000496834682266207	0.000320564192979644	0.00039697662601626	0.000214113112898786	0.000298783949326242	0.00113227654189423
"ASV16244|Kiritimatiellae_WCHB1-41"	0.000045530084003005	0	0	0	0.0000871042201994687	0.000311922365988909	0.00016921087300724	0.000251299994200769	0.000157109190887667	0.000159143806321988	0.0000511195174317554	0.000431726734246291	0.000281991991427443	0.000166482841862111	0.000102833050542444	0.000107646488930353	0.000103220478943022	0.0000342506807322796	0.000112188476640756	0	0.000127032520325203	0.000168231731563332	0.0000448175923989363	0.00035966431330758
"ASV16139|Kiritimatiellae_WCHB1-41"	0.0000682951260045075	0	0.0000744786494538232	0	0	0.0000346580406654344	0.0000846054365036199	0.00042527691326284	0.000205450480391564	0.0000596789273707454	0.0000766792761476332	0.000172690693698517	0.000112796796570977	0	0	0.000627937852093724	0.00130057803468208	0	0.000336565429922269	0.000124663852825417	0.000079395325203252	0.000535282782246964	0.000358540739191491	0.000945783934994006
"ASV16243|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0.0000346580406654344	0.000120864909290886	0.000115984612708047	0.0000845972566318207	0	0	0.0000172690693698517	0.0000281991991427443	0.0000624310656982915	0	0.000233234059349098	0.000289017341040462	0	0.000192323102812725	0.000106854730993215	0.0000476371951219512	0.0000458813813354541	0.000433236726523051	0.0011988810443586
"ASV16125|Kiritimatiellae_WCHB1-41"	0	0.0000470223120870853	0.000248262164846077	0	0	0.0000577634011090573	0.000435113673447188	0.000173976919062071	0.000604266118798719	0.0000596789273707454	0.0000255597587158777	0.00031084324865733	0.000225593593141955	0.000208103552327638	0.000102833050542444	0.000609996770605332	0.000495458298926507	0.0000342506807322796	0.000769292411250901	0.0000890456091610123	0.000444613821138211	0.000428226225797571	0.000104574382264185	0.000333022512321833
"ASV617|Bacteria"	0	0	0	0	0	0.0000115526802218115	0	0	0.0000362559671279231	0.00368020052119597	0	0.0000863453468492583	0	0	0	0	0	0	0	0	0.000127032520325203	0	0	0
"ASV372|Bacteria"	0.00213991394814123	0.00136364705052547	0.00548659384309831	0	0.00104525064239362	0.00278419593345656	0.000265902800439948	0.00042527691326284	0.00117227627046951	0.0013527223537369	0.00104795010735099	0.000397188595506588	0.00132536235970898	0.00364181216573367	0.00146537097022983	0.00195557788223474	0.00268373245251858	0.00077064031647629	0.00222774260758074	0.00174529393955584	0.00101626016260163	0.00113174073960787	0.00331650183752129	0.00106567203942987
"ASV588|Bacteria"	0	0	0.000273088381330685	0	0.000174208440398937	0.000207948243992606	0.0000120864909290886	0.000115984612708047	0.000229621125143513	0.0000596789273707454	0.0000511195174317554	0.0000863453468492583	0.000084597597428233	0.000603500301750151	0.000308499151627333	0.000502350281674979	0.0000619322873658134	0.000359632147688935	0.000272457728984694	0.000106854730993215	0.000079395325203252	0.000244700700455755	0.000149391974663121	0.0000932463034501132
"ASV368|Bacteria"	0.00259521478817128	0.00270378294500741	0.00563555114200596	0	0.00167675623883977	0.00130545286506469	0.000350508236943568	0.000193307687846746	0.00129312949422926	0.00103443474109292	0.000485635415601677	0.000259036040547775	0.000479386385426654	0.000915655630241608	0.00071983135379711	0.00127381678567584	0.000908340214698596	0.000941893720137688	0.00379838128055133	0.0014247297465762	0.00101626016260163	0.000596457957360903	0.00264423795153724	0.000706007726122286
"ASV538|Bacteria"	0.00027318050401803	0	0.000521350546176763	0	0.0000435521100997343	0.000427449168207024	0.0000120864909290886	0	0.000290047737023385	0.000139250830531739	0.000102239034863511	0.000138152554958813	0.000140995995713722	0.000520258880819096	0.0002313743637205	0.000412644874233019	0.0000412881915772089	0.000188378744027538	0.000560942383203782	0.000267136827483037	0.000190548780487805	0.000107056556449393	0.000507932713854612	0.00011988810443586
"ASV381|Bacteria"	0.00173014319211419	0.000399689652740225	0.0016137040714995	0	0.000827490091894952	0.00102818853974122	0.00016921087300724	0	0.00096682579007795	0.00155165211163938	0.000383396380738166	0.000466264872985995	0.000930573571710563	0.00166482841862111	0.000899789192246388	0.00134558111162941	0.000722543352601156	0.00299693456407446	0.00264444266367497	0.000908265213442325	0.00160378556910569	0.00174349249074725	0.00128477098210284	0.000599440522179299
"ASV583|Bacteria"	0.000159355294010517	0	0	0	0	0.000335027726432532	0	0	0.000483412895038975	0.000218822733692733	0.00033227686330641	0.0000690762774794066	0.000112796796570977	0.00027053461802593	0.000154249575813667	0.000125587570418745	0.0000619322873658134	0	0.000625050084141357	0.0000890456091610123	0.000333460365853659	0	0.000239027159460994	0.000213134407885973
"ASV663|Bacteria"	0.0000227650420015025	0.000070533468130628	0	0	0.0000871042201994687	0.0000231053604436229	0.0000120864909290886	0	0.0000362559671279231	0.000159143806321988	0.0000255597587158777	0.0000690762774794066	0.000084597597428233	0.000208103552327638	0.0000257082626356111	0.000215292977860705	0.0000825763831544178	0.000119877382562978	0.000320538504687876	0.00014247297465762	0.00038109756097561	0.000183525525341816	0.000298783949326242	0.000186492606900226
"ASV675|Bacteria"	0	0.000141066936261256	0.0000496524329692155	0	0.0000653281651496015	0.000485212569316081	0.000132951400219974	0	0.000108767901383769	0.000278501661063478	0	0	0.000140995995713722	0.0000832414209310553	0.000385623939534166	0	0	0	0.000689157785078933	0	0	0.0000152937937784847	0	0
"ASV437|Bacteria"	0.000341475630022537	0.0000470223120870853	0.000595829195630586	0	0.000195984495448804	0.00188308687615527	0.000229643327652683	0.0000386615375693491	0.000362559671279231	0.000895183910561181	0.00135466721194152	0.000293574179287478	0.000592183181997631	0.000395396749422513	0.000539873515347833	0.000574114607628548	0.000289017341040462	0	0.00072121163554772	0.000409609802140656	0.00079395325203252	0.00048940140091151	0.000373479936657803	0.000479552417743439
"ASV18520|Mollicutes"	0.000136590252009015	0.0000235111560435427	0.000347567030784508	0	0.0000435521100997343	0.000288817005545287	0	0	0.000108767901383769	0.000338180588434224	0.000511195174317554	0	0.000084597597428233	0.0000832414209310553	0.000154249575813667	0.000107646488930353	0.0000825763831544178	0	0.000144242327109544	0	0.000158790650406504	0	0.0000149391974663121	0.00003996270147862
"ASV458|Bacteria"	0.000136590252009015	0.0000235111560435427	0.000273088381330685	0	0.0000435521100997343	0.0000231053604436229	0.000181297363936328	0.000753899982602308	0.00101516707958185	0.0000994648789512423	0.000357836622022288	0.000120883485588962	0.000676780779425864	0.00141510415582794	0.000848372666975166	0.000269116222325882	0.000887696118909992	0.000308256126590516	0.00105777706546999	0.000373991558476252	0.000079395325203252	0.000627045544917872	0.000672263885984045	0.000133209004928733
"ASV593|Bacteria"	0.00009106016800601	0	0.0000496524329692155	0	0	0.0000462107208872458	0.000217556836723594	0.00021263845663142	0.00019336515801559	0.0000198929757902485	0	0	0.0000563983982854887	0.000353776038956985	0.000282790888991722	0.000161469733395529	0.000309661436829067	0.0000513760210984193	0.000304511579453482	0.000302755071147442	0.000142911585365854	0.000367051050683633	0.000373479936657803	0.000226455308378846
"ASV18437|Izimaplasmatales"	0.000523595966034557	0.000399689652740225	0.00173783515392254	0	0.000261312660598406	0.0011090573012939	0	0	0.000290047737023385	0.00121347152320516	0.000204478069727022	0.00093252974597199	0.00115616716485252	0.0000208103552327638	0	0.000179410814883921	0.0000825763831544178	0.00106177110270067	0.0000480807757031813	0.000106854730993215	0.000142911585365854	0.0000305875875569694	0.0000597567898652484	0.00023977620887172
"ASV18456|Izimaplasmatales"	0.000045530084003005	0.000117555780217713	0.000471698113207547	0	0.000174208440398937	0.0000808687615526802	0.0000846054365036199	0.000521930757186213	0.000519668862166898	0.000318287612643975	0.0000255597587158777	0.0000863453468492583	0.0000563983982854887	0.0000624310656982915	0	0.000484409200186587	0.000392237819983485	0.000256880105492097	0.0000320538504687876	0.0000178091218322025	0.0000317581300813008	0.000122350350227878	0.0000448175923989363	0.0000133209004928733
"ASV18462|Izimaplasmatales"	0	0.0000235111560435427	0.000397219463753724	0	0.000217760550498672	0.000138632162661738	0.000108778418361797	0.000193307687846746	0.000181279835639616	0.0000397859515804969	0	0.00010361441621911	0.0000563983982854887	0	0	0.000681761096558901	0.000206440957886045	0	0	0.0000712364873288098	0.000111153455284553	0.000198819319120301	0.0000597567898652484	0
"ASV18432|Izimaplasmatales"	0.0000227650420015025	0.0000940446241741706	0.00099304865938431	0	0.0000871042201994687	0.000750924214417745	0.000592238055525339	0.00100519997680308	0.000217535802767539	0.000218822733692733	0.0000511195174317554	0.000172690693698517	0.000620382381140376	0.0000832414209310553	0.000102833050542444	0.000287057303814274	0.000330305532617671	0.0000856267018306989	0.000304511579453482	0.000124663852825417	0.000142911585365854	0.000290582081791209	0.000194209567062057	0.000785933129079526
"ASV18512|Mollicutes"	0.000045530084003005	0.000305645028566055	0.00054617676266137	0	0.00030486477069814	0.00094731977818854	0	0	0.000217535802767539	0.000358073564224472	0.000204478069727022	0.000345381387397033	0.0000281991991427443	0.0000416207104655276	0.0000771247879068333	0.000125587570418745	0.0000206440957886045	0.000291130786224376	0.0000480807757031813	0.0000534273654966074	0	0.0000611751751139388	0.0000149391974663121	0
"ASV18413|Izimaplasmatales"	0.000159355294010517	0.000446711964827311	0.000819265143992056	0	0.000326640825748008	0.00210258780036969	0.000604324546454428	0.000792561520171657	0.000833887243942232	0.000397859515804969	0.000434515898169921	0.00105341323156095	0.00219953753313406	0.00135267309012965	0.00100262224278883	0.000914995155907998	0.00119735755573906	0.000667888274279451	0.00144242327109544	0.000765792238784705	0.00147675304878049	0.000688220720031811	0.00077683826824823	0.00134541094978021
"ASV18447|Izimaplasmatales"	0	0	0.0000496524329692155	0	0.000239536605548539	0.0010050831792976	0.000568065073667162	0.000869884595310356	0.000290047737023385	0.000159143806321988	0	0.000155421624328665	0	0	0	0.000538232444651764	0.000268373245251858	0	0.00012821540187515	0.0000890456091610123	0.000301702235772358	0.00022940690667727	0.000179270369595745	0.000173171706407353
"ASV18509|Mollicutes"	0.000159355294010517	0.0000940446241741706	0.000099304865938431	0	0.000283088715648273	0.000762476894639556	0.00033842174601448	0.0000773230751386983	0.000205450480391564	0.000537110346336708	0.00112462938349862	0.000656224636054363	0.0000281991991427443	0.0000832414209310553	0.000154249575813667	0.000143528651907137	0.000227085053674649	0	0.0000801346261719689	0.000124663852825417	0.0000952743902439024	0.0000152937937784847	0	0
"ASV15274|Ruminococcaceae_UCG-014"	0	0	0.000446871896722939	0	0.0000653281651496015	0.0000924214417744917	0.0000966919274327085	0	0.0000604266118798719	0	0.0000511195174317554	0.0000345381387397033	0.0000281991991427443	0.0000832414209310553	0.0000257082626356111	0.0000717643259535685	0.00144508670520231	0	0.000224376953281513	0.0000712364873288098	0.0000635162601626016	0.00071880830758878	0.000582628701186172	0.000293059810843213
"ASV18464|Izimaplasmatales"	0.000045530084003005	0.0000940446241741706	0.000099304865938431	0	0.000348416880797875	0	0.0000604324546454428	0	0.000181279835639616	0.000139250830531739	0.0000255597587158777	0.000189959763068368	0.0000281991991427443	0.000104051776163819	0.000359915676898555	0	0	0.000959019060503828	0.0000961615514063627	0.0000178091218322025	0	0	0.0000448175923989363	0
"ASV18459|Izimaplasmatales"	0	0	0	0	0.000130656330299203	0	0	0	0.0000845972566318207	0	0.000127798793579389	0	0	0.0000624310656982915	0.0000514165252712222	0	0.000330305532617671	0.000342506807322796	0.0000160269252343938	0.000320564192979644	0.000254065040650407	0	0.000418297529056739	0.000759291328093779
"ASV18463|Izimaplasmatales"	0	0	0	0	0.000108880275249336	0.0000346580406654344	0.000193383854865417	0.000541261525970888	0.0000725119342558463	0.000198929757902485	0	0.000051807208109555	0.0000563983982854887	0	0	0.000161469733395529	0.000227085053674649	0	0.000160269252343938	0.0000534273654966074	0.0000952743902439024	0.000321169669348179	0.000134452777196809	0.00015985080591448
"ASV18450|Izimaplasmatales"	0	0.0000940446241741706	0.000248262164846077	0	0	0.00117837338262477	0.0000966919274327085	0	0.000132938546135718	0.000198929757902485	0.0000255597587158777	0.000362650456766885	0.000338390389712932	0.000332965683724221	0.000334207414262944	0.000143528651907137	0.000123864574731627	0.0000342506807322796	0.00072121163554772	0.0000712364873288098	0.000190548780487805	0.000351757256905148	0.000104574382264185	0
"ASV18565|Mollicutes_NED5E9"	0.00009106016800601	0.000070533468130628	0.000148957298907646	0	0.000370192935847742	0.000462107208872458	0.0000846054365036199	0.00046393845083219	0.000132938546135718	0.000318287612643975	0.0000511195174317554	0.000138152554958813	0.00019739439399921	0.000499448525586332	0.0002313743637205	0.000125587570418745	0.000289017341040462	0.000462384189885774	0.000208350028047119	0.0000534273654966074	0.0000635162601626016	0.000122350350227878	0.000149391974663121	0.00003996270147862
"ASV18569|Mollicutes_NED5E9"	0	0	0.000273088381330685	0	0.0000871042201994687	0.0000115526802218115	0	0	0.000169194513263641	0	0	0.000138152554958813	0.000084597597428233	0	0	0.000197351896372313	0.000165152766308836	0	0.000560942383203782	0.000106854730993215	0.0000476371951219512	0.00120820970850029	0.000104574382264185	0.0001998135073931
"ASV18567|Mollicutes_NED5E9"	0.000478065882031552	0.000164578092304799	0.00134061569016882	0	0.00030486477069814	0.00361598890942699	0.00101526523804344	0.000695907676248284	0.00230829657381111	0.00429688277069367	0.000127798793579389	0.00138152554958813	0.000338390389712932	0.00164401806338834	0.000668414828525888	0.00059205568911694	0.000722543352601156	0.000308256126590516	0.0010417501402356	0.000516464533133871	0.00131796239837398	0.00116232832716484	0.000537811108787236	0.000306380711336086
"ASV18568|Mollicutes_NED5E9"	0	0.0000235111560435427	0.000446871896722939	0	0.000217760550498672	0.000681608133086876	0.00207887643980323	0.00021263845663142	0.00163151852075654	0.000497324394756212	0	0.000051807208109555	0.00019739439399921	0	0	0.00129175786716423	0.000578034682080925	0.000256880105492097	0.00225979645804952	0.000267136827483037	0.000539888211382114	0.000428226225797571	0.000373479936657803	0.0001998135073931
"ASV16987|Absconditabacteriales_(SR1)"	0.00009106016800601	0.000141066936261256	0.000322740814299901	0	0	0.0000924214417744917	0.000398854200659922	0.000367284606908817	0.000302133059399359	0.0000795719031609939	0.0000255597587158777	0.0000690762774794066	0.000281991991427443	0.0000208103552327638	0	0.00034088054827945	0.000639966969446738	0.0000171253403661398	0.000352592355156663	0.000623319264127086	0.00076219512195122	0.000642339338696357	0.000433236726523051	0.0000666045024643666
"ASV8244|Erysipelotrichaceae"	0.000136590252009015	0.000188089248348341	0.000397219463753724	0	0.000631505596446148	0.000750924214417745	0.0000966919274327085	0.000231969225416095	0.000676778053054565	0.00109411366846367	0.000766792761476332	0.000362650456766885	0.000620382381140376	0.000124862131396583	0.000745539616432722	0.00025117514083749	0.000309661436829067	0.0000856267018306989	0.000496834682266207	0.000641128385959288	0.000666920731707317	0.000198819319120301	0.000194209567062057	0.000732649527108032
"ASV8271|Erysipelotrichaceae"	0	0	0	0	0	0	0	0	0	0	0	0.0000172690693698517	0	0	0	0.00529261903907568	0.0000206440957886045	0.0000171253403661398	0	0.0000356182436644049	0	0	0	0
"ASV7992|Erysipelotrichaceae_UCG-004"	0	0	0	0	0	0.000103974121996303	0.0000120864909290886	0	0	0.00159143806321988	0.000971270831203353	0.000120883485588962	0.0000563983982854887	0	0.0000257082626356111	0.000143528651907137	0	0.000188378744027538	0.0000160269252343938	0	0	0	0	0.0000133209004928733
"ASV8028|Erysipelotrichaceae_UCG-004"	0.000136590252009015	0.0000235111560435427	0.000347567030784508	0	0.0000217760550498672	0.000173290203327172	0.0000604324546454428	0.0000966538439233728	0.000145023868511693	0.0000397859515804969	0.00194254166240671	0.000051807208109555	0.000169195194856466	0.00027053461802593	0.000642706565890277	0.000322939466791058	0.0000412881915772089	0.000119877382562978	0.000192323102812725	0.000106854730993215	0.000301702235772358	0.0000611751751139388	0.0000448175923989363	0
"ASV8322|Erysipelotrichaceae"	0.000045530084003005	0	0.000099304865938431	0	0	0.000358133086876155	0.0000483459637163542	0.0000193307687846746	0.0000604266118798719	0.000417752491595218	0.000306717104590533	0	0	0.0000832414209310553	0.0000771247879068333	0.000287057303814274	0	0.0000342506807322796	0.000240403878515907	0.0000356182436644049	0.000317581300813008	0	0.0000448175923989363	0
"ASV687|Bacteria"	0.0000227650420015025	0.0000235111560435427	0	0	0.0000217760550498672	0.000207948243992606	0	0	0.000108767901383769	0.000934969862141678	0	0.000155421624328665	0.000281991991427443	0.0000416207104655276	0.000102833050542444	0.000287057303814274	0.0000206440957886045	0	0.0000160269252343938	0.0000890456091610123	0.0000952743902439024	0.000107056556449393	0.0000746959873315605	0.00003996270147862
"ASV548|Bacteria"	0.000591891092039065	0.000211600404391884	0.000372393247269116	0	0.000261312660598406	0.0000808687615526802	0.000229643327652683	0.0000773230751386983	0.000302133059399359	0.0000596789273707454	0.000127798793579389	0.000120883485588962	0.000253792792284699	0.0000624310656982915	0.000102833050542444	0.000143528651907137	0.000454170107349298	0.000239754765125957	0.000176296177578332	0.000231518583818632	0.000142911585365854	0.000275288288012724	0.000388419134124115	0.0001998135073931
"ASV634|Bacteria"	0.000159355294010517	0	0	0	0.0000217760550498672	0	0.0000241729818581771	0	0.0000725119342558463	0.000477431418965963	0.000357836622022288	0.0000172690693698517	0.000394788787998421	0.000166482841862111	0.000179957838449278	0	0.000330305532617671	0.0000513760210984193	0.0000480807757031813	0.000427418923972859	0.000174669715447154	0.000275288288012724	0.000239027159460994	0.00011988810443586
"ASV19298|Mycoplasma"	0.00009106016800601	0.000164578092304799	0	0	0.0000217760550498672	0.000115526802218115	0.000326335255085391	0.000135315381492722	0.00058009547404677	0.000198929757902485	0.00125242817707801	0.0000345381387397033	0.000338390389712932	0.00122781095873307	0.00136253791968739	0.0011302881337687	0.00227085053674649	0.000205504084393677	0.000208350028047119	0.000712364873288098	0.000269944105691057	0.000107056556449393	0.00028384475185993	0.000346343412814706
"ASV19295|Mycoplasma"	0.000500830924033055	0.000188089248348341	0.000099304865938431	0	0.000239536605548539	0.00039279112754159	0.000362594727872657	0.000135315381492722	0.0013656414284851	0.000994648789512423	0.00168694407524793	0.000604417427944808	0.000394788787998421	0.000957276340707136	0.00133682965705178	0.00358821629767842	0.000763831544178365	0.0000171253403661398	0.000432726981328632	0.00112197467542875	0.000492251016260163	0.00197289939742453	0.000612507096118796	0.00125216464633009
"ASV19301|Mycoplasma"	0.00009106016800601	0	0	0	0	0.0000462107208872458	0.00109987067454706	0	0	0	0.0000511195174317554	0.000552610219835253	0	0.000728362433146734	0.00107974703069567	0.000143528651907137	0	0	0.0000160269252343938	0.000498655411301669	0.000158790650406504	0	0.000418297529056739	0.00003996270147862
"ASV19300|Mycoplasma"	0.00009106016800601	0	0.000148957298907646	0	0.000479073211097078	0.000311922365988909	0.0000241729818581771	0.000154646150277397	0.000145023868511693	0.000179036782112236	0.000817912278908087	0.00010361441621911	0.000422987987141165	0.000374586394189749	0.000771247879068333	0.0000717643259535685	0.000619322873658134	0	0.000160269252343938	0.000961692578938932	0.000476371951219512	0.0000764689688924235	0.000552750306253548	0.00003996270147862
"ASV19302|Mycoplasma"	0.000045530084003005	0.0000235111560435427	0	0	0.0000217760550498672	0.0000115526802218115	0	0	0.0000725119342558463	0.000397859515804969	0.000153358552295266	0.0000172690693698517	0.000140995995713722	0.000124862131396583	0.000282790888991722	0.000986759481861567	0.00121800165152766	0	0.0000801346261719689	0.000320564192979644	0.0000317581300813008	0.00025999449423424	0.0000896351847978727	0.0000799254029572399
"ASV19303|Mycoplasma"	0	0.0000940446241741706	0	0	0	0	0	0	0	0.000974755813722175	0.000357836622022288	0	0.000789577575996842	0.00043701745988804	0.000539873515347833	0	0	0	0.0000641077009375751	0.000249327705650834	0	0.000183525525341816	0.000149391974663121	0.0000266418009857466
"ASV19297|Mycoplasma"	0.000842306554055592	0.000188089248348341	0.000099304865938431	0	0.0000653281651496015	0.000358133086876155	0	0.000173976919062071	0.000459242250287026	0.000338180588434224	0.0047029956037215	0.000155421624328665	0.000563983982854887	0.000457827815120804	0.000796956141703944	0.00059205568911694	0.000206440957886045	0	0.00115393861687635	0.00115759291909316	0.000492251016260163	0.000198819319120301	0.000313723146792554	0.000333022512321833
"ASV778|Bacteria"	0.000227650420015025	0	0	0	0	0	0	0	0	0.0000596789273707454	0.00178918311011144	0.00020722883243822	0	0.0000416207104655276	0.0000257082626356111	0	0	0	0	0	0.0000317581300813008	0.000107056556449393	0.0000448175923989363	0
"ASV642|Bacteria"	0.000113825210007512	0.0000470223120870853	0	0	0.0000217760550498672	0.000150184842883549	0.0000966919274327085	0	0.0000483412895038975	0.000358073564224472	0.000766792761476332	0.000138152554958813	0.0000563983982854887	0.000187293197094874	0.000308499151627333	0.000430585955721411	0.0000412881915772089	0.000154128063295258	0.0000801346261719689	0.0000890456091610123	0.0000635162601626016	0.000137644144006362	0.000104574382264185	0.0000133209004928733
"ASV5747|Methanomethylophilaceae"	0	0.000070533468130628	0.000943396226415094	0	0.0000871042201994687	0.000300369685767098	0.000821881383178022	0	0.0013656414284851	0.0000795719031609939	0.000204478069727022	0.000155421624328665	0.0000563983982854887	0	0.000128541313178055	0.000448527037209803	0.000123864574731627	0	0.000753265486016508	0.0000178091218322025	0.000127032520325203	0.000152937937784847	0	0
"ASV5745|Methanomethylophilaceae"	0.000136590252009015	0.0000470223120870853	0.0000496524329692155	0	0.00015243238534907	0.000231053604436229	0.000217556836723594	0.000154646150277397	0.000314218381775334	0.000795719031609938	0.00143134648808915	0.00010361441621911	0.000225593593141955	0.00070755207791397	0.000771247879068333	0.00084323082995443	0.000247729149463253	0.000462384189885774	0.000913534738360446	0.000267136827483037	0.000079395325203252	0.000474107607133025	0.00020914876452837	0.0000932463034501132
"ASV5750|Methanomethylophilaceae"	0.00009106016800601	0.000070533468130628	0.0000496524329692155	0	0.0000217760550498672	0.000612292051756007	0.000193383854865417	0.0000386615375693491	0.000277962414647411	0.000477431418965963	0.000102239034863511	0.000189959763068368	0.00019739439399921	0.000291344973258694	0.000282790888991722	0.00141734543758298	0.000474814203137903	0	0.000304511579453482	0.000124663852825417	0.000222306910569106	0.000275288288012724	0.000239027159460994	0.00027973891035034
"ASV5706|Methanomethylophilus_Can"	0.000045530084003005	0.0000470223120870853	0.000297914597815293	0	0.000239536605548539	0.0000924214417744917	0.000205470345794505	0.000347953838124142	0.00111184965858964	0.000218822733692733	0.0011501891422145	0.0000690762774794066	0.000140995995713722	0.000582689946517387	0.000462748727441	0.000538232444651764	0.00109413707679604	0	0.000288484654219088	0.0000712364873288098	0	0.0000458813813354541	0.000268905554393618	0
"ASV5711|Methanomethylophilus_Can"	0.00009106016800601	0.0000940446241741706	0.000248262164846077	0	0.0000653281651496015	0.000566081330868762	0.000265902800439948	0.00127583073978852	0.00172820109976434	0.00115379259583441	0.00125242817707801	0.000742569982903621	0.0012689639614235	0.00208103552327638	0.00151678749550105	0.000484409200186587	0.000247729149463253	0.000976144400869967	0.00141036942062665	0.000409609802140656	0.00114329268292683	0.000581164163582418	0.000911291045445039	0.000959104835486879
"ASV5720|Methanomethylophilus_Can"	0	0	0	0	0	0	0	0	0.000132938546135718	0.000159143806321988	0.000127798793579389	0.000138152554958813	0.000535784783712143	0.000686741722681206	0.000591290040619055	0.000412644874233019	0.0000619322873658134	0.0000856267018306989	0.0000480807757031813	0.000124663852825417	0.000317581300813008	0.0000152937937784847	0.000224087961994682	0.000133209004928733
