""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV17985|Treponema_2"	0.000327546675401245	0	0	0.00112948536013206	0.000296647878967665	0.00110906809094358	0.00304774805282763	0.00305810397553517	0.000908526521403371	0	0	0	0	0.000333741239292469	0.000637274781298882	0.012256158597622	0	0	0.0158825949801125	0.000684199273038272	0.000775455158462576	0.00151226889116542	0.000226280911588815	0	0.000629783935665149	0	0.00453526838117597	0.00186704384724187	0.00204108506715828	0.00102390283515164	0.000940283452720838	0.00130044215033111	0.000883977900552486	0.000310236615079886	0.00206784776169452	0	0.00106127464670726	0.000752404273656274	0	0	0.0011326194398682	0	0.00189328246040005	0.00731248189979728	0.000565397663022993
"ASV17976|Treponema_2"	0.000302350777293457	0.00178895956383462	0.00103596270534261	0	0.00237318303174132	0.000554534045471792	0.00162969861158144	0.000105451861225351	0.00239245317302888	0	0.00377982518308528	0.00132356136781178	0.00604087937549996	0.0215448511143249	0.00188285730838306	0.002490295173222	0.00091073200084568	0.0154050806728459	0.0353312302839117	0.0021381227282446	0.000438300741739717	0.000219522903556271	0.0023921124939389	0.00111846679362776	0.0112634434647805	0.00690911851795612	0.00227652687368833	0.000396039603960396	0.00474058467210956	0.00022949546305123	0	0.000360122441630154	0.00256353591160221	0.00150345436538714	0.000530933884759403	0.00673039283775081	0.000558565603530135	0.00060192341892502	0.00112915213538391	0.0012877572690509	0.00185337726523888	0.00479427893403457	0.00229795352063822	0.00700839849406313	0.00477446915441638
"ASV18104|Treponema_2"	0	0	0	0.000115844652321237	0	0	0	0	0	0	0	0	0	0	0	0.002758856417393	0	0	0	0.000128287363694676	0	0.000341480072198644	0.0000969775335380637	0	0	0	0	0	0	0	0	0	0	0	0	0.000782897478312477	0	0	0	0	0.000995332235035695	0	0	0	0
"ASV18128|Treponema_2"	0	0	0	0	0	0	0	0	0	0	0	0	0.0010757730394726	0	0	0	0.00735090829254013	0.0000214555441125987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV18120|Treponema_2"	0	0.0113016810540663	0	0	0	0	0	0	0	0	0	0.000296319709211592	0.000413758861335614	0	0	0	0	0.00208118777892207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV18201|Treponema_2"	0	0	0	0	0	0	0	0	0	0	0.00023623907394283	0	0.00455134747469175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV17980|Treponema_2"	0.00103303182241931	0.00485574738755111	0.00556459967441172	0.0040545628312433	0.0100069217838426	0.003356390275224	0.00044446325770403	0.000970157123273226	0.00142335821686528	0.000129627709219123	0.00305142137176156	0.00971928646214022	0.00102060519129451	0.00296658879371083	0.00312843983546724	0.012304987914744	0.00655401779180016	0.00257466529351184	0	0.00153944836433611	0.0016857720836143	0.000243914337284746	0.00184257313722321	0	0	0	0	0.00509193776520509	0	0	0.000222248816097653	0.00442150331112578	0.00407734806629834	0	0	0	0.00399374406524046	0.0042681842432865	0.00813275398776514	0.007455436820821	0.00243684788577705	0.0294391174678511	0	0	0.00895212966453072
"ASV18062|Treponema_2"	0	0.0178611994547933	0	0	0.000355977454761198	0	0	0	0	0	0.00311048114024726	0.000375338298334683	0.000468926709513695	0	0	0	0.00502528907609491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022908724120835	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125643925116221
"ASV18022|Treponema_2"	0.000201567184862304	0.00144820536119945	0.000295989344383602	0	0.0112330663502423	0.000321046026325774	0	0.000189813350205631	0.000999379173543708	0	0.00114182219072368	0.0100748701131941	0.00198604253441095	0.0117180257351578	0	0.0000976586342440001	0.000959521215176698	0.00199536560247168	0.000685776985324372	0.00119734872781698	0	0.000585394409483389	0.000290932600614191	0.000332517154862308	0.00210735393857184	0.00132867663806848	0.000213424394408281	0	0.000263365815117198	0.000600218903364757	0.0000512881883302275	0	0.0000220994475138122	0	0.000237523053708154	0.000353566603108861	0.000195497961235547	0.000191521087839779	0	0	0.000652114222954421	0.0012827502164641	0.000231240605850387	0	0.00135067219499937
"ASV18008|Treponema_2"	0.00272115699564111	0.0042878237164925	0.000976764836465887	0.00208520374178227	0.000494413131612776	0	0	0.00278392913634926	0	0	0.00255925663438066	0.000237055767369274	0.00314456734615066	0.00233618867504728	0.000318637390649441	0	0.0030574574314105	0.00465585307243392	0	0	0	0	0.000905123646355261	0	0.00348803410522236	0.0000379621896590995	0.00535339522640771	0.00535596416784536	0	0.00282455954524591	0.000290633067204623	0.000360122441630154	0.000806629834254144	0	0	0.000101019029459674	0.000837848405295202	0.000410402331085241	0	0	0.00154448105436573	0.000897925151524869	0	0.00262090935418477	0.0027327553712778
"ASV17986|Treponema_2"	0.000604701554586913	0.00357791912766924	0	0.00324365026499464	0.0123009987145259	0.00198464816274115	0.00351337622756519	0.00151850680164505	0.0000302842173801124	0.0000259255418438245	0.0015355539806284	0.000750676596669367	0.00639947038865749	0.00674898950569214	0.00327327501303517	0.027271173612637	0.0119533575110995	0.00388345348438036	0.00395007543546839	0.00115458627325208	0.000539447066756575	0.0159276062246939	0.00103442702440601	0.00126961095492881	0.00196201918418758	0.00273327765545517	0.00419734642336286	0.00837340876944837	0.00283118251250988	0.000653179394838117	0.00249602516540441	0.00252085709141108	0	0.00194494493300082	0.00166266137595708	0.0000631368934122965	0.0047617717700944	0.00186049056758642	0.00274426848093305	0.00269977181844882	0.00157880285557386	0.00206843472404836	0.00300612787605504	0.00324355632783087	0.000879507475813544
"ASV17999|Treponema_2"	0.00186449645997632	0.0040038618809632	0.000651176557643925	0.00451794144052825	0.000257094828438643	0.00936870676823395	0.0104977988486285	0.00755035326373511	0.0140973031904423	0.00230737322410038	0.00287424206630443	0.000098773236403864	0.00358591013157532	0.00619275410687136	0.0178726609118823	0.014087257989697	0.00505781521898226	0.0081531067627875	0.0000274310794129749	0.00209536027367971	0	0.0000243914337284746	0	0	0	0.00159441196568218	0	0	0	0	0.00222248816097653	0	0.00120441988950276	0	0	0.00429330875203617	0.0000279282801765067	0	0	0	0	0	0	0	0
"ASV18087|Treponema_2"	0	0.00107905497501136	0	0	0.000652625333728864	0	0	0	0	0	0.000433104968895189	0.000316074356492365	0.000193087468623286	0	0	0	0.00250451300232562	0.0000643666323377961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV17995|Treponema_2"	0	0	0.0000591978688767204	0	0.00320379709285079	0	0	0	0	0	0.00417355697299	0.0018174275498311	0.0012136926599178	0	0	0	0	0.000922588396841744	0	0	0	0	0	0	0	0	0	0	0.0000329207268896497	0	0.000376113381088335	0	0	0	0	0	0.00249958107579735	0.00212041204394041	0	0	0	0	0	0	0
"ASV18028|Treponema_2"	0.000806268739449218	0.00122103589277601	0.00236791475506882	0	0.00820725798477208	0.00113825409333684	0.000825431764307484	0.000885795634292945	0	0	0.00314985431923774	0.000395092945615456	0.000827517722671227	0.00189120035599066	0	0	0.00206541007334645	0.00216700995537247	0	0	0	0	0.00148698884758364	0	0	0	0	0	0	0	0.000957379515497581	0	0.00132596685082873	0	0	0	0.000363067642294587	0.000287281631759668	0	0	0	0	0	0	0.0011936172886041
"ASV18033|Treponema_2"	0.00221723903348535	0.000766696955929123	0.00150954565635637	0	0.00953228517749431	0	0.00596850660345411	0.00362754402615206	0	0	0.000629970863847547	0.00242982161553505	0.00248255316801368	0.00159454147661957	0.00408435200741556	0	0.00128478264405016	0.00298232063165122	0	0.000171049818259568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
