""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV17408|Mailhella"	0.0000755876943233641	0.00224329850068151	0	0.000115844652321237	0.000276871353703154	0.000379418031112279	0.0000211649170335252	0.000316355583676052	0.000257415847730955	0.00057036192056414	0.0000787463579809434	0.0000395092945615456	0.000386174937246573	0.0000741647198427708	0.000231736284108684	0.000219731927049	0.00011384150010571	0.000278922073463783	0	0.000470387000213812	0.000674308833445718	0.00080491731303966	0.000193955067076127	0.0000302288322602098	0.0000968898362561767	0.000113886568977299	0.00129833173265038	0.00143328618576143	0.000493810903344746	0.000741446880627052	0.000256440941651138	0.000560190464758018	0.00025414364640884	0.00102616726526424	0.000936120270496842	0.0000631368934122965	0.00016756968105904	0.000136800777028414	0.0000857583900291579	0.0000677766983711	0	0.000144309399352211	0.000072262689328246	0.0000434404865334492	0
"ASV17400|Mailhella"	0.00347703393887475	0.00425942753293957	0.00515021459227468	0.00767470821628197	0.00512212004350836	0.00321046026325774	0.00514307483914663	0.00626384055678583	0.00529973804151966	0.00712952400705175	0.00464603512087566	0.0026866320301851	0.0053236973491849	0.00318908295323914	0.00483749493076879	0.010058839327132	0.00172388557302932	0.00308959835221421	0.00340145384720889	0.00628608082103913	0.00421443020903574	0.000756134445582711	0.000743494423791822	0.0033856292131435	0.000896230985369635	0.000645357224204692	0.00332586347952904	0.00122583686940123	0.00444429813010271	0.00778519224658405	0.00388080625032055	0.00306104075385631	0.000662983425414365	0.000167050485043016	0.00142513832224892	0.00125011048956347	0.00170362509076691	0.00157320893582676	0.00128637585043737	0.00103924270835687	0.00144151565074135	0.000946028284642273	0.000419123598103827	0.00149145670431509	0.00235582359592914
"ASV17402|Mailhella"	0.00209125954294641	0.000908677873693776	0.00195352967293177	0.00194039792638072	0.00148323939483833	0.00213057817470741	0	0.0000843614889802805	0.0011053739343741	0.00028518096028207	0.000196865894952358	0.00223227514272733	0.00113094088765068	0.00255868283457559	0.00173802213081513	0.003100661637247	0.00151246564426158	0.000364744249914178	0.0000548621588259498	0.000299337181954244	0.000370869858395145	0	0	0	0	0.000569432844886493	0	0.000113154172560113	0	0	0	0.000060020406938359	0	0	0.0000978036103504164	0.0000252547573649186	0	0	0.0000714653250242982	0.0000225922327903667	0.000171609006040637	0	0	0	0.000251287850232441
"ASV5617|Sulfuricurvum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104412477775982	0.00392974819382727	0	0.0000379621896590995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV5209|Gastranaerophilales"	0	0	0	0	0	0	0.000275143921435828	0	0	0	0.000531537916371368	0	0	0	0	0	0	0	0	0	0.000236008091706001	0	0	0	0	0	0.00115604880304485	0	0	0	0	0	0	0	0	0	0.000223426241412054	0.000136800777028414	0	0	0	0.00269377545457461	0.000216788067984738	0	0.00106797336348788
"ASV5176|Gastranaerophilales"	0.00118420721106604	0	0.0000591978688767204	0.000144805815401547	0	0	0.000402133423636979	0.000611620795107034	0.000257415847730955	0	0	0	0.0000551678481780818	0	0.00133248363362493	0.000732439756830001	0	0	0.000685776985324372	0	0.00057316250842886	0.000658568710668813	0	0.000241830658081678	0	0.000341659706931896	0.0000533560986020702	0	0.000131682907558599	0.00017653497157787	0.00179508659155796	0.00178060540583798	0.0000331491712707182	0	0.0000558877773430951	0.00113646408142134	0.00407752890576998	0.00395354245612115	0.00411640272139958	0.00436030092854077	0.000549148819330038	0.00174774716993233	0.0000144525378656492	0	0.000942329438371655
"ASV5244|Gastranaerophilales"	0.0000755876943233641	0	0.000147994672191801	0	0.000632848808464353	0.000175116014359513	0.0000634947511005757	0	0.0000605684347602247	0.000129627709219123	0	0	0	0.0000741647198427708	0.000115868142054342	0.0000732439756830001	0	0.0000214555441125987	0	0.000042762454564892	0.000472016183412003	0.0000243914337284746	0	0	0	0.0000759243793181991	0.0000177853662006901	0.0000754361150400754	0.000164603634448249	0.0000353069943155739	0	0.000060020406938359	0.0000773480662983425	0	0.0000698597216788688	0.000315684467061483	0.000516673183265374	0.000629283574330702	0.0000571722600194386	0.0000790728147662833	0.0000343218012081274	0.000336721931821826	0	0	0.0000628219625581103
"ASV5214|Gastranaerophilales"	0.0000251958981077881	0	0.0000887968033150807	0	0	0.00052534804307854	0.0000423298340670505	0.0000632711167352104	0.0000151421086900562	0.000259255418438245	0	0	0.0000275839240890409	0.000111247079764156	0	0	0.000292735285986111	0	0	0	0.0000674308833445718	0	0	0.0000906864967806294	0	0	0.0000355707324013801	0.0000565770862800566	0.000164603634448249	0.0000882674857889348	0.0000170960627767425	0.0000800272092511454	0.00111602209944751	0	0.0000419158330073213	0.0000505095147298372	0	0.0000410402331085241	0.000357326625121491	0.0005422135869688	0	0.00025655004329282	0	0.000564726324934839	0
"ASV5240|Gastranaerophilales"	0.000302350777293457	0	0	0.000231689304642474	0	0.0000291860023932522	0.000105824585167626	0	0.000136278978210506	0	0.0000393731789904717	0	0	0.000148329439685542	0	0.000024414658561	0	0	0	0.000042762454564892	0	0.0000975657349138982	0.00171326975917246	0	0	0.000227773137954597	0.000586917084622772	0.0000188590287600189	0.0000658414537792995	0	0	0.0000800272092511454	0	0	0.000447102218744761	0	0	0	0	0	0	0.00038482506493923	0	0.000506805676223574	0.0000628219625581103
"ASV5227|Gastranaerophilales"	0.00012597949053894	0	0.000680775492082285	0.000115844652321237	0	0.0000291860023932522	0.000613782593972232	0.000189813350205631	0.000484547478081798	0	0.0000393731789904717	0	0.0000275839240890409	0.0000370823599213854	0.00107178031400267	0.000024414658561	0.000130104571549383	0.0000858221764503948	0	0.000128287363694676	0.000303438975050573	0.000414654373384068	0.000161629222563439	0	0	0.0000759243793181991	0.000177853662006901	0.000320603488920321	0	0.000370723440313526	0.000119672439437198	0	0.0012817679558011	0	0.000237523053708154	0.0000126273786824593	0.00016756968105904	0.000177841010136938	0	0	0.000205930807248764	0.000785684507584261	0.00215342814198173	0.0000579206487112656	0.000376931775348662
"ASV5204|Gastranaerophilales"	0	0.0000283961835529305	0.000177593606630161	0.000289611630803093	0.00245228913279937	0.000321046026325774	0.0000634947511005757	0	0.0000605684347602247	0	0.0000984329474761792	0	0.000827517722671227	0.0000370823599213854	0	0.000048829317122	0.0000162630714436729	0	0	0	0.0000674308833445718	0.0000975657349138982	0.000420235978664943	0.000423203651642937	0	0	0.0000889268310034504	0.000150872230080151	0.000395048722675797	0.0000529604914733609	0	0	0.0000441988950276243	0.000250575727564523	0.000279438886715475	0.0000378821360473779	0.0000279282801765067	0.0000820804662170481	0	0	0.000308896210873147	0.000865856396113267	0.000101167765059544	0.00123081378511439	0
"ASV5185|Gastranaerophilales"	0.000251958981077881	0.000198773284870513	0.000177593606630161	0	0.000711954909522397	0.0000291860023932522	0.000359803589569929	0.0000210903722450701	0.0000302842173801124	0.000207404334750596	0.000118119536971415	0	0.000248255316801368	0.000444988319056625	0.0000289670355135855	0	0.0000325261428873457	0.0000214555441125987	0	0.000128287363694676	0.000101146325016858	0.0000731743011854237	0.000387910134152255	0.0000302288322602098	0.0000968898362561767	0.00144256320704578	0.000284565859211041	0.000188590287600189	0.000658414537792994	0.000529604914733609	0	0.000940319708700958	0.00106077348066298	0.000560812342644409	0.000698597216788688	0.00214665437601808	0.000377031782382841	0.000342001942571034	0.000871876965296438	0.00100535435917132	0.0025054914881933	0.00506686335503319	0.000563648976760319	0.00212858384013901	0.000471164719185827
"ASV5260|Gastranaerophilales"	0	0.00059631985461154	0.000266390409945242	0.000463378609284949	0	0.0000875580071797566	0	0	0.0000151421086900562	0	0.0000393731789904717	0	0.000662014178136982	0	0	0	0.000829416643627315	0	0	0	0	0	0	0	0.0000726673771921325	0	0	0	0	0	0	0.0000400136046255727	0	0	0.000600793606438272	0	0	0	0	0	0	0.0000320687554116025	0	0.0000144801621778164	0.00179042593290614
"ASV5197|Gastranaerophilales"	0.00090705233188037	0.000425942753293957	0.000118395737753441	0.000347533956963712	0.0000593295757935331	0.000992324081370575	0	0.0000843614889802805	0.0000151421086900562	0	0	0	0.000744765950404104	0.000519153038899396	0	0.001904343367758	0.00161004407292361	0.0000643666323377961	0	0.000128287363694676	0	0.0000487828674569491	0.0000323258445126879	0.000392974819382727	0.000823563608177502	0.000493508465568294	0	0.000150872230080151	0.000131682907558599	0	0	0	0.000928176795580111	0.00102616726526424	0.000656681383781367	0.000606114176758047	0	0	0.000357326625121491	0.00050832523778325	0.000686436024162548	0.000320687554116025	0.00036131344664123	0	0.0000314109812790552
"ASV17889|Ruminobacter"	0.0000251958981077881	0.000425942753293957	0	0	0.00211608820330268	0	0	0.00128651270694928	0	0	0.00328766044570439	0.000335829003773138	0.0000827517722671227	0	0	0	0.000422839857535494	0.000750944043940954	0	0	0	0	0	0.00329494271636287	0	0	0	0	0	0	0	0	0	0	0	0	0.000474780763000614	0.000342001942571034	0	0	0	0	0	0	0
"ASV17374|Bilophila"	0	0	0	0.0000289611630803093	0	0	0	0	0	0	0	0	0	0	0.000144835177567928	0	0	0	0	0	0.0000674308833445718	0.000317088638470169	0.000161629222563439	0.0000604576645204196	0.000363336885960663	0.0000379621896590995	0.000160068295806211	0.0000565770862800566	0.000197524361337898	0.000194188468735657	0.000786418887730156	0	0.0000552486187845304	0.000298304437576813	0.0000838316660146426	0.000113646408142134	0.000349103502206334	0.000355682020273875	0.000100051455034017	0.0000451844655807333	0	0.000368790687233428	0.000144525378656492	0.0000289603243556328	0.0000628219625581103
"ASV17428|Desulfovibrionaceae"	0	0	0	0.0000868834892409279	0	0	0	0	0.000499689586771854	0	0	0	0	0	0.000695208852326053	0.0000732439756830001	0	0	0.0000274310794129749	0.000898011545862733	0.0000337154416722859	0.000414654373384068	0.0000646516890253758	0	0.000654006394729193	0	0.0000533560986020702	0	0	0	0.00013676850221394	0.000060020406938359	0	0.0000835252425215078	0.0000978036103504164	0.0000378821360473779	0.0000279282801765067	0.0000136800777028414	0	0	0.000171609006040637	0.000176378154763814	0.0000289050757312984	0	0.000251287850232441
"ASV17381|Desulfovibrio"	0.000428330267832397	0	0.0000887968033150807	0.000231689304642474	0	0.000408604033505531	0.000296308838469353	0.000168722977960561	0.000545115912842022	0.00217774551488126	0	0	0	0.000185411799606927	0.00104281327848908	0.000708025098269001	0	0	0.0000548621588259498	0.000470387000213812	0.000101146325016858	0.000414654373384068	0.000290932600614191	0.0000302288322602098	0.00058133901753706	0.000227773137954597	0.000160068295806211	0.000207449316360207	0.0000658414537792995	0.000282455954524591	0.000324825192758108	0.000140047616189504	0.000154696132596685	0.000489219277625974	0.000153691387693511	0.0000126273786824593	0.000223426241412054	0.00030096170946251	0.0000714653250242982	0.0000225922327903667	0.0000343218012081274	0.000064137510823205	0.0000144525378656492	0.000072400810889082	0
"ASV5210|Gastranaerophilales"	0.00264556930131775	0	0	0.0000289611630803093	0	0.00367743630154978	0	0.000126542233470421	0	0.00181478792906772	0	0	0	0	0	0.003930760028321	0	0	0	0	0	0.0000243914337284746	0.0000323258445126879	0.000120915329040839	0	0	0	0	0	0	0	0.00480163255506872	0	0	0.0000558877773430951	0.000467213011250994	0	0.0000273601554056827	0.00361614544622949	0.00410049025145155	0	0	0	0.00551694178974804	0.000565397663022993
"ASV5229|Gastranaerophilales"	0	0	0	0.000115844652321237	0	0	0.000148154419234677	0	0	0	0	0	0	0	0	0	0.0000162630714436729	0	0	0	0	0.000902483047953559	0.000452561823177631	0	0	0	0.0000711414648027603	0	0.000427969449565446	0.0000529604914733609	0.00013676850221394	0	0	0.000178982662546088	0.0000558877773430951	0.000164155922871971	0.000460816622912361	0.00106704606082163	0.000485964210165228	0.00030499514266995	0.0017504118616145	0.00117050957252349	0	0	0.00276416635255685
"ASV4467|Rikenellaceae_RC9"	0.000428330267832397	0.000312358019082235	0.00147994672191801	0.0109473196443569	0	0.00405685433266206	0.00471977649847613	0.00803543182537172	0.00791932284489938	0.00329254381416572	0	0.00013828253096541	0	0.0150925204880039	0.0000579340710271711	0	0.0000162630714436729	0.0000429110882251974	0	0.000769724182168056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000136800777028414	0	0	0	0	0	0	0
"ASV4446|Rikenellaceae_RC9"	0.000856660535664794	0	0	0	0	0	0	0	0.00151421086900562	0.0027481074354454	0.0000196865894952358	0	0	0	0.0000579340710271711	0.000024414658561	0	0	0	0	0.00104517869184086	0	0.00139001131404558	0	0.00184090688886736	0.00208792043125047	0.00261444883150144	0.00192362093352192	0.000790097445351593	0.0380785933693465	0.000718034636623186	0.0000800272092511454	0.00251933701657459	0.0000238643550061451	0.000475046107416308	0	0.00100541808635424	0.00138168784798698	0.0000285861300097193	0	0.000171609006040637	0.000176378154763814	0	0.00149145670431509	0.000251287850232441
"ASV4362|Rikenellaceae_RC9"	0.00191488825619189	0.000170377101317583	0.000473582951013764	0.000550262098525877	0.00245228913279937	0.000758836062224557	0.000296308838469353	0.00126542233470421	0.0020744688905377	0.000129627709219123	0.000728403811323726	0.001303806720531	0.000524094557691777	0.000111247079764156	0.0168008805978796	0.010376229888425	0.00949763372310495	0.000257466529351184	0.00702235632972157	0.0026940346375882	0.00620364126770061	0.00678081857651593	0.00846937126232423	0.000695263141984825	0.00205890902044376	0.00242958013818237	0.0000889268310034504	0.000773220179160773	0.000427969449565446	0.00210076616177665	0.00179508659155796	0.0693635836184303	0.000198895027624309	0.0070399847268128	0.000307382775387023	0.0102913136262043	0.00173155337094342	0.00183313041218074	0.000771825510262421	0.00084720872963875	0.0000686436024162548	0.000432928198056633	0.0054630593132154	0.0085722560092673	0.00351802990325418
"ASV4370|Rikenellaceae_RC9"	0.00183930056186853	0.0111313039527488	0.0102116323812343	0.00527093168061629	0.00336200929496687	0.00175116014359513	0.00277260413139181	0.00322682695349573	0.00791932284489938	0.00261847972622628	0.00102370265375226	0.000098773236403864	0.0016826193694315	0.00526569510883673	0.000637274781298882	0.003003003003003	0.00507407829042593	0.0016091658084449	0	0.00179602309172547	0.00677680377612947	0.00475632957705254	0.0128010344270244	0.0146609836462017	0.00903497723088848	0.00857945486295649	0.00373492690214492	0.0137670909948138	0.0060903344745852	0.0265508597253116	0.0197117603815841	0.00512174139207331	0.00364640883977901	0.00757693271445106	0.00699994411222266	0.00179308777290922	0.00667485896218511	0.00566355216897632	0.00505974501172031	0.00727469895849807	0.000480505216913784	0.000657409485937851	0.00748641461440629	0.00108601216333623	0.00766427943208946
"ASV4365|Rikenellaceae_RC9"	0.0000251958981077881	0	0	0	0.0000988826263225551	0.00110906809094358	0	0.000738163028577454	0.0000302842173801124	0	0.0000196865894952358	0	0.000220671392712327	0	0.00188285730838306	0	0.0000325261428873457	0.000858221764503948	0.000329172952955699	0.000299337181954244	0	0	0.0000646516890253758	0	0.0000242224590640442	0	0.000320136591612421	0.0026968411126827	0	0	0	0	0	0.0000119321775030725	0.000349298608394344	0	0.00153605540970787	0.00149112846960971	0	0	0	0.00525927588750281	0.000404671060238178	0.00183898059658268	0.00157054906395276
"ASV4363|Rikenellaceae_RC9"	0.00239361032023987	0	0.0000295989344383602	0.000666106750847114	0.00172055769801246	0.00093395207658407	0.00374619031493397	0.00101233786776337	0.00272557956421011	0.00202219226381831	0.00116150878021891	0.00270638667746587	0.0012136926599178	0.00211369451551897	0.00168008805978796	0.000366219878415	0.00349656036038966	0.00261757638173704	0.0000274310794129749	0.00410519563822963	0.00134861766689144	0.00100004878286746	0.00252141587198966	0.000574347812943986	0.00121112295320221	0.00231569356920507	0.00188524881727315	0.00141442715700141	0.00250197524361338	0.00204780567030329	0.00276956216983229	0.00292099313766681	0.00056353591160221	0.00530981898886728	0.000936120270496842	0.00113646408142134	0.000642350444059655	0.00080712458446764	0.003258818821108	0.00347920384971647	0.00260845689181768	0.000368790687233428	0.000896057347670251	0.00244714740805097	0.000879507475813544
"ASV4366|Rikenellaceae_RC9"	0	0.000283961835529305	0	0.0000579223261606186	0.0321170770295659	0	0.0000211649170335252	0	0	0	0.00649657453342783	0.000335829003773138	0.0102612197611232	0	0	0	0.000926995072289353	0.00431256436663234	0.00170072692360444	0	0.00074173971679029	0.000243914337284746	0.000226280911588815	0.0000604576645204196	0.000169557213448309	0.000227773137954597	0.000231209760608971	0.000113154172560113	0.000362127995786147	0.000282455954524591	0.000581266134409246	0.000180061220815077	0	0.000202847017552233	0	0.0000252547573649186	0.000181533821147294	0.0000957605439198895	0.000257275170087474	0.000158145629532567	0.0000686436024162548	0.0000481031331174037	0.0000433576135969476	0.000101361135244715	0.000157054906395276
"ASV4368|Rikenellaceae_RC9"	0	0	0	0	0	0	0	0	0	0	0.00139774785416174	0	0	0	0	0	0	0	0	0	0.000472016183412003	0	0	0	0	0	0.00579802938142496	0	0.0000329207268896497	0	0.000034192125553485	0.00216073464978093	0	0	0.0000139719443357738	0	0	0	0	0	0	0	0	0	0
"ASV4406|Rikenellaceae_RC9"	0.00314948726347351	0.0000283961835529305	0.00423264762468551	0.00199832025254134	0.000019776525264511	0.00148848612205586	0.00258211987809008	0.00432352631023938	0.00252873215123938	0	0.000118119536971415	0.000118527883684637	0.00115852481173972	0.00292950643378945	0.00112971438502984	0.003247149588613	0.000829416643627315	0.00212409886714727	0	0.00226641009193928	0	0.00026830577101322	0.000808146112817197	0	0	0.000265735327613697	0	0.00233851956624234	0.0197524361337898	0.00734385481763937	0.0345169507462431	0	0	0.00198074146551004	0.00516961940423629	0.000492467768615913	0	0	0	0	0.00549148819330038	0	0.00174875708174355	0	0.00113079532604599
"ASV4507|Rikenellaceae_RC9"	0.0000251958981077881	0.000255565651976374	0	0	0.0000593295757935331	0	0	0	0.000757105434502809	0	0.0000196865894952358	0	0	0.0000370823599213854	0.00052140663924454	0.000292975902732	0	0.0000429110882251974	0	0	0.00212407282535401	0.00102444021659593	0.0000323258445126879	0.000725491974245035	0.0000242224590640442	0.000531470655227394	0.00186746345107246	0.00105610561056106	0.00381880431919937	0.00114747731525615	0.00347050074367873	0.00166056459196127	0.0000220994475138122	0.00183755533547317	0	0.00036619398179132	0.0000837848405295202	0.000342001942571034	0.000171516780058316	0.000316291259065133	0.0000686436024162548	0.000561203219703043	0.0000289050757312984	0	0.000157054906395276
"ASV4491|Rikenellaceae_RC9"	0	0	0	0	0	0	0	0	0	0	0.0000590597684857075	0	0.000165503544534245	0	0	0	0.000162630714436729	0.0000429110882251974	0	0	0.00303438975050573	0.000561002975754915	0.00559237110069501	0.0000302288322602098	0	0	0	0.0000188590287600189	0	0.000017653497157787	0.000170960627767425	0.00304103395154352	0.000331491712707182	0.00094264202274273	0.00472251718549153	0.000441958253886076	0.0000418924202647601	0.0000136800777028414	0.00164370247555886	0.00211237376589928	0	0.0000320687554116025	0.0000289050757312984	0.00472053286996814	0
"ASV4473|Rikenellaceae_RC9"	0	0	0.000325588278821962	0	0	0.00116744009573009	0	0	0	0	0	0	0	0.00556235398820781	0.0000579340710271711	0.0000732439756830001	0	0	0.000137155397064874	0	0.000404585300067431	0	0.000290932600614191	0	0	0	0	0	0	0.0000529604914733609	0	0.0000800272092511454	0.0000994475138121547	0.0000357965325092176	0	0.0000883916507772152	0	0.0000273601554056827	0.0000428791950145789	0.0000790728147662833	0	0	0	0.000072400810889082	0.000157054906395276
"ASV4447|Rikenellaceae_RC9"	0.00183930056186853	0.000056792367105861	0.0000295989344383602	0.00127429117553361	0	0	0.000169319336268202	0.000274174839185912	0.0000757105434502809	0	0	0.0000592639418423184	0.000220671392712327	0.00122371787740572	0.00272290133827704	0	0	0.000214555441125987	0.0000822932382389247	0	0.00313553607552259	0.00119518025269525	0.00620656214643608	0	0	0	0.0000177853662006901	0.000735502121640736	0.0000329207268896497	0	0.000034192125553485	0.00344116999779925	0.0109834254143646	0.0000596608875153627	0.0000558877773430951	0.00978621847890596	0.0000418924202647601	0.000136800777028414	0.00227259733577268	0.00303865531030432	0.000240252608456892	0.0000801718885290062	0.0018210197710718	0.00104257167680278	0
"ASV4383|Rikenellaceae_RC9"	0	0	0.00295989344383602	0.000115844652321237	0.000217541777909621	0.000175116014359513	0.0265408059600406	0	0	0	0	0	0	0.00140912967701265	0.0165401772782573	0	0	0	0.0000274310794129749	0.000128287363694676	0.00273095077545516	0.0244889994633885	0.000905123646355261	0.0204951482724222	0	0	0.00311243908512076	0	0.000625493810903345	0	0	0	0.0000994475138121547	0.00639564714164688	0.0174090426423741	0.00233606505625497	0.0101658939842485	0.0144598421319033	0	0	0	0.00381618189398069	0.00274598219447335	0.0134665508253692	0.00370649579092851
"ASV4687|Rikenellaceae_RC9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107078394068003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV4431|Rikenellaceae_RC9"	0.00113381541485046	0	0.000355187213260323	0.00237481537258536	0	0.0000875580071797566	0.00270910938029123	0.000168722977960561	0.000817673869263034	0.0267033080991393	0.0000393731789904717	0	0	0.000259576519449698	0.000955912171948323	0.000390634536976	0	0	0	0.00273679709215309	0.0019217801753203	0.0011463973852383	0.00135768546953289	0.00420180768416916	0.0037302586958628	0.00330271050034166	0.00428627325436631	0.00148986327204149	0.00115222544113774	0.00621403099954101	0.00282085035816252	0.0013204489526439	0.00139226519337017	0.00147959001038099	0.00106186776951881	0.000214665437601808	0.00178740993129643	0.00186049056758642	0.000114344520038877	0.0000903689311614667	0.000995332235035695	0.00243722541128179	0.00114175049138629	0.000738488271068636	0.000282698831511496
"ASV4464|Rikenellaceae_RC9"	0	0	0.00124315524641113	0.0000289611630803093	0	0	0.00626481544192347	0.00259411578614363	0.000121136869520449	0	0	0	0	0	0	0.002392636538978	0	0	0	0	0	0.000975657349138982	0.00342653951834492	0.00181372993561259	0.0121354519910861	0	0	0.0000565770862800566	0	0.00423683931786887	0	0	0	0	0.00366064941597273	0	0.00532033737362453	0.00593715372303315	0	0	0.000308896210873147	0.0038322162716865	0.00328072609550237	0	0
"ASV4573|Rikenellaceae_RC9"	0.0000755876943233641	0	0.00201272754180849	0.00176663094789887	0	0.0019554621603479	0.00110057568574331	0.00107560898449858	0.00461834315046713	0	0	0	0	0.0045611302703304	0.00188285730838306	0.00146487951366	0	0	0	0.00119734872781698	0	0	0.000549539356715694	0	0	0.000303697517272796	0	0	0	0	0	0	0	0	0.000824344715810652	0.0000252547573649186	0	0	0	0	0	0	0.000245693143716037	0	0
"ASV4392|Rikenellaceae_RC9"	0	0	0	0	0	0	0	0	0.0000151421086900562	0	0	0	0	0	0	0	0	0	0.0159100260595254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV4367|Rikenellaceae_RC9"	0	0.000198773284870513	0	0	0	0	0	0	0	0	0.000255925663438066	0.000118527883684637	0.000441342785424655	0	0	0	0	0.000150188808788191	0.00384035111781649	0	0	0	0	0	0	0	0	0	0	0	0.0000170960627767425	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV4599|Rikenellaceae_RC9"	0.0033762503464436	0	0	0	0	0	0	0.0000421807444901403	0	0	0	0	0.00091026949493835	0	0	0	0.000504155214753858	0.00032183316168898	0	0.000470387000213812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV4761|Rikenellaceae_RC9"	0.000327546675401245	0	0.000591978688767204	0	0	0.000175116014359513	0	0.0000210903722450701	0.0000151421086900562	0	0	0	0	0.0000370823599213854	0.00052140663924454	0.000024414658561	0	0	0	0	0	0.00117078881896678	0.000258606756101503	0	0	0	0.000800341479031053	0	0.000823018172241243	0	0	0	0.000298342541436464	0	0	0	0	0	0	0	0	0.000224481287881217	0	0	0.000157054906395276
"ASV4493|Rikenellaceae_RC9"	0	0	0	0	0.00949273212696529	0	0.0000211649170335252	0	0	0	0.000590597684857075	0.00013828253096541	0.0000275839240890409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV4422|Rikenellaceae_RC9"	0	0	0	0.000144805815401547	0	0.000496162040685287	0	0.000358536328166192	0	0.0000259255418438245	0.000177179305457123	0.0000197546472807728	0	0.0000370823599213854	0.000463472568217369	0.000708025098269001	0.00338271886028395	0	0.00263338362364559	0.00042762454564892	0.000404585300067431	0	0.0000969775335380637	0.0000302288322602098	0.0000968898362561767	0.000303697517272796	0.0000177853662006901	0.0000377180575200377	0.000296286542006847	0.0000353069943155739	0.0000854803138837126	0.0000800272092511454	0.0000110497237569061	0.000107389597527653	0.0000139719443357738	0.0000378821360473779	0.0000279282801765067	0.0000273601554056827	0	0	0.00013728720483251	0.0000160343777058012	0.000072262689328246	0.000101361135244715	0
"ASV4454|Rikenellaceae_RC9"	0	0.0010222626079055	0	0.0000868834892409279	0	0.000204302016752765	0	0.000147632605715491	0	0	0	0	0	0	0.000376571461676612	0.000366219878415	0	0	0	0.000171049818259568	0.000303438975050573	0.0000487828674569491	0.0000646516890253758	0.000211601825821469	0.0000484449181280884	0.0000759243793181991	0.0000889268310034504	0.000509193776520509	0.0000987621806689492	0.0000353069943155739	0.0000170960627767425	0	0.000154696132596685	0.000119321775030725	0.0000558877773430951	0.0000126273786824593	0.0000837848405295202	0.000123120699325572	0	0	0.0000343218012081274	0.0000481031331174037	0	0.000115841297422531	0.0000628219625581103
"ASV4433|Rikenellaceae_RC9"	0.000881856433772582	0.000227169468423444	0.000621577623205565	0.00121636884937299	0	0.000291860023932522	0.00186251269895022	0.000506168933881683	0.00130222134734483	0.00184071347091154	0.000334672021419009	0	0.0000275839240890409	0.000556235398820781	0.0000869011065407566	0.001440464855099	0.0000325261428873457	0	0	0.000342099636519136	0.0028658125421443	0.0000243914337284746	0.000387910134152255	0.00129983978718902	0.00058133901753706	0.000151848758636398	0.00135168783125245	0.000999528524280999	0.00115222544113774	0.000547258411891396	0.000803514950506898	0.000900306104075386	0.000972375690607735	0.00138413259035641	0.000544905829095177	0.000833406993042314	0.00121488018767804	0.00172368979055801	0	0	0.00147583745194948	0.000865856396113267	0.00150306393802752	0.00182450043440487	0.000502575700464882
"ASV4504|Rikenellaceae_RC9"	0.000302350777293457	0	0.00198312860737013	0.000666106750847114	0	0	0.000952421266508635	0.000168722977960561	0	0	0	0	0	0.00341157711276746	0.000115868142054342	0.000512707829781	0	0	0	0.00761171691255078	0.00016857720836143	0.00104883165032441	0.000387910134152255	0.00199510292917385	0.00121112295320221	0.00318882393136436	0.00225874150748764	0.000735502121640736	0.00292994469317883	0.0042015323235533	0.0049065700169251	0.000320108837004582	0.000143646408839779	0.000202847017552233	0.000139719443357738	0.000164155922871971	0.000516673183265374	0.000779764429061957	0.0000571722600194386	0.0000451844655807333	0	0.000721546996761056	0.000260145681581686	0.00182450043440487	0
