""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV17038|Pirellulaceae_p-1088-a5"	0	0.000389886932789491	0	0.000150323194868968	0.000258013297608415	0.00117544079029636	0	0.000302748524100945	0.000275158674835822	0	0	0.000488779326759606	0.000945932490291745	0.00102971984518695	0.000566421217472429	0.000272226690589618	0.0000382599380189004	0	0	0.000487664945496271	0	0	0.000222425425697551	0.000514572970405457	0.0000852616680592739	0	0	0.00169499342757651	0	0	0	0	0.00052156184063915	0.000607383817325213	0.000111481339262489	0.000379674745301525	0.000389954765247231
"ASV383|Bacteria"	0	0	0	0.000701508242721852	0.000317554827825742	0	0	0.0000864995783145557	0.0000183439116557215	0	0	0.000212512750765046	0	0.0000710151617370309	0.000066637790290874	0	0	0.00040659588886379	0	0.00134825014343087	0	0.0000347729327491481	0.000123569680943084	0.000197912680925176	0.0000682093344474191	0	0.0000422970096014212	0.000103775107810806	0.000134346691232919	0	0.0000440912247439953	0	0	0.0000328315576932548	0.000148641785683319	0.000126558248433842	0
"ASV430|Bacteria"	0.0000522670848033451	0.000239930420178148	0	0.0000501077316229894	0.000158777413912871	0.0000500187570338877	0	0.000108124472893195	0.000165095204901493	0	0	0.000170010200612037	0.000398287364333367	0.000142030323474062	0.00066637790290874	0	0.000153039752075602	0.000587305172803253	0.000210892602941952	0.000057372346528973	0.000144375144375144	0.0000695458654982961	0.0000247139361886168	0.000158330144740141	0.0000170523336118548	0.00104900973481034	0.000239683054408053	0.000126836242879875	0.00000959619223092277	0	0.0000551140309299942	0	0.000142244138356132	0.0000820788942331369	0.0000743208928416593	0.000105465207028201	0.0000779909530494463
"ASV7187|Clostridiales_vadinBB60 "	0	0	0	0	0.0000595415302173266	0.0000750281355508316	0	0	0.0000183439116557215	0	0	0	0.0000497859205416708	0.000142030323474062	0	0.000136113345294809	0	0	0	0.000487664945496271	0.000490875490875491	0.000139091730996592	0.00306452808738848	0.000303466110751936	0	0.000153854761105516	0.0000704950160023686	0.0000230611350690681	0	0	0	0.000331515023658118	0.000118536781963443	0.0000492473365398821	0.000545019880838835	0.000126558248433842	0
"ASV7201|Clostridiales_vadinBB60 "	0	0.000329904327744954	0.000250864087412198	0.0000501077316229894	0.0000198471767391089	0.0000750281355508316	0	0.0000648746837359168	0.00012840738159005	0	0	0.0000425025501530092	0.000149357761625012	0.000177537904342577	0.000266551161163496	0.000173235166738848	0	0	0	0.000372920252438325	0	0.00146046317546422	0	0	0	0	0.000267881060809001	0.000115305675345341	0.0000287885766927683	0	0	0	0.00175434437305896	0.000164157788466274	0.000210575863051368	0.000674977324980489	0
"ASV19394|Cerasicoccus"	0	0.000329904327744954	0	0	0	0.00032512192072027	0	0.0000864995783145557	0.000366878233114429	0	0	0	0.000497859205416708	0.000106522742605546	0.000133275580581748	0	0	0	0	0.000458978772231784	0	0	0.0000494278723772335	0.000712485651330633	0	0	0.000860039195228897	0.000507344971519498	0	0	0.0000110228061859988	0	0.000474147127853773	0.0010177782884909	0.000619340773680494	0.000274209538273324	0.0000155981906098893
"ASV15920|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0.0000733756466228859	0	0	0	0	0.0000355075808685154	0	0	0	0	0	0.000143430866322433	0	0	0	0	0	0	0	0	0	0	0	0	0.00296341954908608	0	0.000767982559363813	0	0
"ASV17514|Acinetobacter"	0	0	0	0.000350754121360926	0	0	0	0.0000432497891572779	0	0	0	0.000106256375382523	0	0	0	0	0.00168343727283162	0	0	0	0	0.000452048125738925	0	0	0	0	0	0	0.00148740979579303	0.000282617777887002	0	0	0	0	0.0000123868154736099	0	0
"ASV17837|Rickettsiales"	0	0.000329904327744954	0.000250864087412198	0.000200430926491958	0	0.000125046892584719	0	0.00060549704820189	0.000201783028212936	0	0.000431439230515443	0	0.000149357761625012	0.000248553066079608	0	0.0000123739404813463	0	0.0000451773209848656	0.0000790847261032319	0.000143430866322433	0.0000288750288750289	0.00017386466374574	0.000098855744754467	0	0	0.000139867964641379	0.0000140990032004737	0.000219080783156147	0.0000959619223092277	0.0000491509178933917	0.000209433317533978	0.00034658388836985	0	0.000328315576932548	0.000136254970209709	0.0000421860828112806	0.000155981906098893
"ASV17517|Acinetobacter"	0	0	0	0	0	0	0	0.000324373418679584	0	0	0	0	0	0	0	0	0.00244863603320963	0	0	0	0	0.000104318798247444	0	0	0	0	0	0	0.0000959619223092277	0.00159740483153523	0	0	0	0	0	0	0
"ASV17508|Acinetobacter"	0	0.0000299913025222685	0	0.00816756025454728	0.0000198471767391089	0	0	0.0195921544882469	0	0	0.000126893891328071	0.00327269636178171	0	0	0	0	0.0350461032253128	0	0.000052723150735488	0	0	0.00198205716670144	0	0	0	0	0	0	0.0136745739290649	0.00621759111351405	0	0	0	0	0.000322057202313857	0.0000210930414056403	0
"ASV17509|Acinetobacter"	0	0.0000899739075668056	0	0.0103723004459588	0.0000198471767391089	0	0	0.00265986203317259	0	0.0000424457225323118	0.001776514478593	0.000297517851071064	0	0	0	0.0000247478809626926	0.00834066648812029	0	0	0	0	0.000243410529244036	0	0	0	0	0	0	0.0021495470597267	0.00783957140399597	0	0	0	0	0.0000867077083152692	0.0000843721656225611	0
"ASV17510|Acinetobacter"	0	0	0	0.000450969584606905	0	0	0	0.000302748524100945	0	0	0.0000253787782656143	0.000170010200612037	0	0	0	0	0.00179821708688832	0	0.000052723150735488	0	0	0	0.0000741418085658503	0	0	0	0	0	0.000143942883463842	0.00129021159470153	0	0	0	0	0.00118913428546655	0	0
"ASV17506|Acinetobacter"	0	0	0	0.000300646389737937	0.0000396943534782177	0	0	0.0148563025755249	0	0	0.0000253787782656143	0.00131757905474328	0	0	0	0.0000123739404813463	0.018823889505299	0	0	0	0	0.000104318798247444	0	0	0	0	0	0.0000115305675345341	0.00431828650391525	0.0023838195178295	0.0000110228061859988	0	0	0	0.000260123124945808	0.0000632791242169208	0
"ASV17512|Acinetobacter"	0	0	0	0.000150323194868968	0	0	0	0.000281123629522306	0	0	0	0.0000637538252295138	0	0	0	0	0.000879978574434709	0	0	0	0	0.0000695458654982961	0	0	0	0	0	0	0.000163135267925687	0.0146592612617041	0	0	0	0	0.0000743208928416593	0	0
"ASV17518|Acinetobacter"	0	0	0	0	0	0	0	0.00170836667171248	0	0	0	0.0000637538252295138	0	0	0	0	0.0102919233270842	0	0	0	0	0	0	0	0	0	0	0	0.000479809611546138	0.000442358261040525	0	0	0	0	0	0	0
"ASV17511|Acinetobacter"	0	0	0	0.00125269329057474	0	0	0	0.00151374262050473	0	0	0	0.000170010200612037	0	0	0	0	0.00302253510349313	0	0	0	0	0	0	0	0	0	0	0	0.000690925840626439	0.0286304096729006	0	0	0	0	0.00115197383904572	0.0000210930414056403	0
"ASV16111|Kiritimatiellae_WCHB1-41"	0.000156801254410035	0.0000299913025222685	0.0000836213624707325	0.0000501077316229894	0	0.0000250093785169439	0.000311563810665069	0	0.0000366878233114429	0.0000636685837984677	0	0.0000425025501530092	0	0.000355075808685154	0.000233232266018059	0.0000494957619253851	0	0.000316241246894059	0.000342700479780672	0.000057372346528973	0.0000288750288750289	0	0.000098855744754467	0	0.000289889671401531	0.0000839207787848271	0.0000281980064009475	0.0000922445402762724	0.0000287885766927683	0.0000614386473667396	0.000319661379393966	0.000226032970675989	0.0000474147127853773	0.00037756291347243	0.0000371604464208297	0	0.0000155981906098893
