""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV18065|Treponema_2"	0.0000807276249932727	0.000863457095517024	0.00103655210038189	0	0.00239439028561656	0.00043720992802852	0.00046689881913507	0.000830273032093246	0	0.000434543957551917	0.000961654044957327	0.0000208938384070538	0.00101406463559808	0.000175261797309731	0.000184574210368456	0	0.000136649357748019	0.00272312859884837	0.000664923090562525	0.000515479547590891	0.000358791963060027	0.000738919756156481	0.0000534940532444143	0.000411942406528306	0.000783885552709304	0.00127273625939106	0.000431724810249983	0.000649564894626139	0.000449183448659401	0.000907823907734404	0.0014309311616472	0.00192331946020936	0.000179223822982009	0.00167904659354297
"ASV18070|Treponema_2"	0.0000269092083310909	0	0.000345517366793963	0	0.00111168120403626	0.000941682921907581	0.0000583623523918837	0	0	0.000526026895983899	0.000440758103938775	0.000208938384070538	0.00180768043737049	0.00030670814529203	0.000253789539256627	0	0.000341623394370046	0.0019073896353167	0.000428505991695849	0.00274417053276327	0.00177836016473231	0.000198939934349822	0.0001248194575703	0.000529640236964965	0.000125981606685424	0.0000988533017002768	0.000320311955991923	0.000721738771806821	0.0011657379977113	0.00150877776215014	0.000749078057775046	0.00102471938453777	0.000758254635693114	0.000602266712901283
"ASV398|Bacteria"	0.000296001291642	0.000466733565144337	0.000691034733587925	0	0.00143235847443133	0.000302683796327437	0.00126451763515748	0.0012773431262973	0	0.000823346445887842	0.000480827022478663	0.000396982929734021	0.000484987434416472	0.00030670814529203	0.000992086380730452	0	0.000153730527466521	0.000827735124760077	0.00026596923622501	0.00113708723733285	0.000795582178959191	0.000255779915592628	0.000463615128118257	0.000274628271018871	0.000153977519282185	0.000308916567813365	0.000181045888169348	0.0014537880974966	0.000502657668737901	0.00144484650104208	0.000384142593730793	0.000141884222474461	0.000261942510512167	0.000620517219352837
"ASV395|Bacteria"	0.000861094666594909	0.000163356747800518	0.000127295871976723	0	0.000577219086711134	0.000773525257281227	0.000914343520806179	0.000415136516046623	0	0.00150946848412771	0.000681171615178106	0	0.000903840218685243	0.0000438154493274329	0.000253789539256627	0	0.0000341623394370046	0.000671785028790787	0.000443282060375017	0.00203159586403469	0.0012011730937227	0.00036945987807824	0.000356627021629429	0.000353093491309977	0.0000139979562983804	0.0000988533017002768	0.000236752315298378	0.0013403720047841	0	0.00019179378332417	0.000480178242163491	0.0019548492874259	0.00245398773006135	0
"ASV18001|Treponema_2"	0.000511274958290727	0.00294042146040933	0.00840152755046372	0	0.00590046177526937	0.00090805138898231	0.000583623523918837	0.00156474532971419	0	0.00697557405543866	0.00362623712785992	0.000480558283362236	0.00233675763855209	0.001467817552469	0.00113051703850679	0	0.000888220825362121	0.00437859884836852	0.0027040205682876	0.00289578216440765	0.000951578684637464	0.00586872806331974	0.000534940532444143	0.00274628271018871	0.00260361987149876	0.00355871886120996	0.00311955991922568	0.00450571204685116	0.00280204913211341	0.014243884974875	0.00342847264904733	0.00534430571320469	0.00391535120976081	0.00821272790319931
"ASV18039|Treponema_2"	0.000672730208277272	0.00378054187766913	0.00405528277868703	0	0.00724730631092868	0.00329589022667653	0.00171196233682859	0.0126456969503433	0	0.010474796450462	0.00294506551268181	0.00294603121539458	0.0000440897667651338	0.0000438154493274329	0	0	0.0000170811697185023	0.0000479846449136276	0.0000295521373583344	0.00015161163164438	0.000249594409085237	0.000127889957796314	0	0	0	0.00316330565440886	0.0000696330339112875	0.000206211077659092	0	0.00116354895216663	0.00252573755377996	0.0000788245680413671	0.0000965051354518508	0.00018250506451554
"ASV18048|Treponema_2"	0.000645820999946182	0.000233366782572169	0.00529187124931806	0	0.00337780058149478	0.00440573081321047	0.000661439993774682	0.0000319335781574325	0	0.00395663708718324	0.00554954521777457	0.0000208938384070538	0.00035271813412107	0.000197169521973448	0.000276861315552684	0	0.000375785733807051	0.000635796545105566	0.000738803433958361	0.000560963037084205	0.000670784974416573	0.00241569920281926	0.000160482159733243	0.00256973596453372	0.000209969344475707	0.00203884934756821	0.000403871596685468	0.000556769909679548	0.000459878292675101	0.00107404518661535	0.000979563614013522	0.000819775507630218	0.000537671468946026	0.000401511141934189
"ASV18051|Treponema_2"	0.0000807276249932727	0.000326713495601036	0.0126022913256956	0	0.004318453907987	0.00511199300464115	0.00116724704783767	0.0000319335781574325	0	0.00585490805964688	0.007913611411628	0	0	0	0	0	0	0	0	0	0	0	0.0000534940532444143	0	0	0	0	0	0	0.00155992277103658	0.00216080208973571	0	0	0
"ASV18089|Treponema_2"	0	0	0	0	0	0.0000336315329252707	0	0	0	0	0	0	0.0026674308892906	0.000240984971300881	0.000299933091848741	0	0.0000170811697185023	0.000443857965451056	0.0000886564120750033	0.00133418235847054	0.00126357169599401	0.000497349835874554	0.0000534940532444143	0.000078465220291106	0	0.00123566627125346	0.00016711928138709	0.000319627170371592	0.000641690640942002	0.00343950184761345	0	0.000725186025980578	0.000854759771144964	0.00100377785483547
"ASV18151|Treponema_2"	0.0000807276249932727	0.000256703460829386	0.000672849609019822	0	0.000342055755088079	0.0000672630658505415	0.00116724704783767	0.000223535047102028	0	0.0000686122038239868	0	0.000292513737698753	0.0000661346501477007	0.000153354072646015	0.0000922871051842281	0	0.000153730527466521	0.000527831094049904	0.000103432480754171	0.0000454834894933139	0	0.0000994699671749108	0.0000534940532444143	0	0.0000419938688951413	0.000111209964412811	0.00011141285425806	0.000360869385903411	0	0.000537022593307676	0.0000384142593730793	0.0000945894816496406	0.0000965051354518508	0.0000547515193546621
"ASV18053|Treponema_2"	0.000618911791615091	0.000116683391286084	0.000745590107292235	0	0.000342055755088079	0.00110984058653393	0.0000972705873198062	0.00105380807919527	0	0.000663251303631873	0.00270465200144248	0.000188044545663484	0.00101406463559808	0.000284800420628314	0.000507579078513255	0	0	0.000875719769673704	0.000975220532825037	0.00973346675156918	0.00580307001123175	0.000795759737399287	0	0.0000588489152183295	0	0.00174228944246738	0.000181045888169348	0.000123726646595455	0	0.00057538134997251	0.000643438844499078	0.0000945894816496406	0.00104777004204867	0.00120453342580257
"ASV18007|Treponema_2"	0	0.000770110382488157	0.0189488997999636	0	0.0102830511373354	0.00168157664626354	0.000505807054062992	0.000447070094204056	0	0.00789040343975849	0.00997716071643226	0	0.002799700189586	0.000744862638566359	0.000899799275546224	0.0000530292986875249	0.000563678600710577	0.00331094049904031	0.000812683777354197	0.00116740956366172	0.000795582178959191	0.00149204950762366	0.000463615128118257	0.000608105457256071	0.000503926426741696	0.00615361803084223	0.00302207367174988	0.00141254588196478	0.00218174817920281	0.00690457619967011	0.0020359557467732	0.00301109849918022	0.000854759771144964	0.00414286496450276
"ASV18046|Treponema_2"	0.000565093374952909	0	0.0010911074740862	0	0.00568667692833932	0.00181610277796462	0.00124506351769352	0.00182021395497365	0	0.00141798554569573	0.00184317025283488	0.0000626815152211613	0.000374763017503637	0.000284800420628314	0.000023071776296057	0	0.000153730527466521	0.0015595009596929	0.000325073510941679	0.00030322326328876	0.000218395107949582	0.00055418981711736	0.0001248194575703	0.000490407626819412	0	0.00147044286279162	0.00105842211545157	0.00175279416010228	0	0.00346507435205667	0.00194952366318377	0.00584878294866944	0.000772041083614807	0.00169729709999452
"ASV18050|Treponema_2"	0.000322910499973091	0.000606753634687639	0.000454628114202582	0	0.000876517872413203	0.000739893724355956	0.000194541174639612	0.0012773431262973	0	0.000640380569023877	0.000480827022478663	0.0000208938384070538	0.00156518672016225	0.000854401261884941	0.000922871051842281	0	0.000204974036622028	0.00127159309021113	0.000827459846033364	0.00383577428060281	0.00280793710220891	0.000809969732709988	0.0000891567554073572	0.00241280552395151	0.000195971388177326	0.00150751285092922	0.000181045888169348	0.00305192394935456	0.0014224142540881	0.00184122031991203	0.000614628149969269	0.00140307731113633	0.000882332666988351	0.000967276841932364
"ASV18060|Treponema_2"	0.000215273666648727	0.00177358754754848	0.0011274777232224	0	0.000149649392851035	0	0.00046689881913507	0.0000319335781574325	0	0	0.000240413511239332	0	0.00138882765310172	0.00116110940717697	0.000438363749625084	0	0	0.000563819577735125	0.00150715900527506	0.00544285757603323	0.00382191438911768	0.000426299859321046	0.0000356627021629429	0.000608105457256071	0.000153977519282185	0	0	0.000154658308244319	0.00344373977305541	0.000166221278880947	0.000662645974185618	0.000315298272165469	0.000124078031295237	0.00142353950322121
"ASV18161|Treponema_2"	0.000107636833324364	0.00037338685211547	0.000454628114202582	0	0.000534462117325124	0.000100894598775812	0.0000194541174639612	0.000574804406833786	0	0.000343061019119934	0.000160275674159554	0	0.000198403950443102	0.0000438154493274329	0.000023071776296057	0	0	0.000575815738963532	0.000103432480754171	0.000288062100124322	0.000140396855110446	0.000156309948417717	0.000196144861896186	0.000117697830436659	0	0.0000988533017002768	0.0000696330339112875	0.0000721738771806822	0.0000534742200785002	0.00019179378332417	0.000153657037492317	0.000126119308866187	0.000165437375060316	0.000164254558063986
"ASV18043|Treponema_2"	0.00185673537484527	0.00319712492123871	0.00423713402436807	0	0.00239439028561656	0.00181610277796462	0.0034628329085851	0.00747245728883921	0	0.00128076113804775	0.000540930400288496	0.00286245586176637	0.000771570918389842	0.000197169521973448	0.000299933091848741	0	0.000187892866903526	0.0000599808061420345	0.00121163763169171	0.000712574668728585	0.000358791963060027	0.000952069685817004	0.000927230256236515	0.00198124681235043	0.0000559918251935217	0.000593119810201661	0.000584917484854815	0.00137130366643296	0.0016897853544806	0.00198186909434976	0.000297710510141364	0.00130848782948669	0.000468739229337561	0.00129578595806034
"ASV18077|Treponema_2"	0	0.000933467130288675	0.000345517366793963	0	0.00104754574995724	0	0.0000389082349279225	0	0	0.000251578080687952	0	0.0000626815152211613	0.00200608438781359	0.000153354072646015	0.000115358881480285	0	0.0000341623394370046	0.00158349328214971	0.000620594884525023	0.00253191424846114	0.0018875577187071	0.000611029798360167	0.000178313510814714	0.000451175016673859	0.000237965257072467	0.000444839857651246	0	0.000536148801913639	0.0012299070618055	0.00161106777992303	0.000451367547633682	0.000756715853197125	0.000399806989729096	0.00018250506451554
"ASV18040|Treponema_2"	0	0	0	0	0	0	0	0	0	0	0	0	0.00213835368810899	0.00420628313543355	0.000969014604434395	0	0.000341623394370046	0.00304702495201536	0.0035610325516793	0.00761090390854786	0.00179395981530014	0.003666178790161	0.000570603234607086	0.00127505982973047	0.00300956060415179	0	0.000083559640693545	0.0011135398193591	0.000320845320471001	0.000664885115523789	0.000115242778119238	0.00064636145793921	0.000758254635693114	0.00434362053546986
"ASV18172|Treponema_2"	0.0000538184166621818	0.0000466733565144337	0.000400072740498272	0	0.000149649392851035	0.0000336315329252707	0.000077816469855845	0.0000319335781574325	0	0.000388802488335925	0.0000200344592699443	0	0.000418852784268771	0	0.0000461435525921141	0	0.0000170811697185023	0.000599808061420345	0.000103432480754171	0.000318384426453197	0.000218395107949582	0.0000994699671749108	0.0000534940532444143	0.0000196163050727765	0	0.000135923289837881	0.000027853213564515	0.0000927949849465913	0.0000106948440157	0.000140648774437725	0.000153657037492317	0	0.000358447645964017	0.0000912525322577702
"ASV18054|Treponema_2"	0	0	0.00240043644298963	0	0.00132546605096631	0.000807156790206498	0.000077816469855845	0	0	0.00564907144817492	0	0	0.00302014902341167	0.000963939885203523	0.000276861315552684	0	0.000239136376059033	0.00374280230326296	0.000709251296600027	0.00187998423239031	0.00160676400848621	0.00234464922626576	0.000160482159733243	0.000176546745654988	0.000363946863757891	0.0012850929221036	0.00005570642712903	0.000783602095104549	0.000363624696533801	0.000971755168842461	0.000720267363245237	0.000204943876907555	0.00173709243813331	0.000784771777416823
"ASV18058|Treponema_2"	0.0000538184166621818	0.0000466733565144337	0	0	0	0.0000672630658505415	0	0	0	0.0000228707346079956	0	0	0.000947929985450377	0.000131446347982299	0.000023071776296057	0	0.0000170811697185023	0.00127159309021113	0.00149238293659589	0.0052306012917311	0.0030887308124298	0.000255779915592628	0	0.000294244576091647	0.000293957082265989	0.00168050612890471	0	0.0000412422155318184	0.00898366897318803	0.000728816376631845	0.000192071296865396	0	0	0.00018250506451554
"ASV18115|Treponema_2"	0	0	0	0	0	0	0	0	0	0	0	0	0.0000220448833825669	0	0	0	0	0	0	0	0	0	0.000196144861896186	0	0	0	0.00005570642712903	0.00436136429248979	0.0000427793760628001	0	0	0.00174990541051835	0.000110291583373544	0.0000365010129031081
"ASV18055|Treponema_2"	0.000807276249932727	0.00856456092039859	0.0055464629932715	0	0.0104540790148794	0.00326225869375126	0.00571951053440461	0.00542870828676353	0	0.00125789040343976	0.00368634050566975	0.000104469192035269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV18154|Treponema_2"	0	0	0	0	0	0	0	0	0	0	0	0	0.000374763017503637	0.00135827892915042	0.000369148420736913	0	0.0000854058485925116	0	0	0	0	0.000738919756156481	0.000213976212977657	0.000588489152183295	0	0	0	0.000917639295582959	0	0.0000127862522216113	0	0.000914364989279859	0.000206796718825395	0.000146004051612432
"ASV18002|Treponema_2"	0.000161455249986545	0.00991808825931717	0.0071831242044008	0	0.0134470668719001	0.00316136409497545	0.00227613174328347	0.00926073766565544	0.00000894310397252678	0.00402524929100723	0.00238410065312337	0.000417876768141075	0.00509236806137296	0.000810585812557508	0.00101515815702651	0	0.000290379885214539	0.00571017274472169	0.00153671114263339	0.00847509020892083	0.00380631473854986	0.00265726912310119	0.00110554376705123	0.00219702616815097	0.000853875334201207	0.00460903519177541	0.000974862474758025	0.00136099311255001	0.00466295199084521	0.00607346980526538	0.00350530116779348	0.00206520368268382	0.00376370028262218	0.000912525322577701
"ASV18118|Treponema_2"	0	0	0.000381887615930169	0	0.00416880451513597	0.0000672630658505415	0.0000583623523918837	0	0	0	0	0	0	0	0	0	0.0000341623394370046	0.00101967370441459	0	0.000030322326328876	0.000155996505678273	0	0	0.000078465220291106	0	0	0.000459578023814498	0.000319627170371592	0	0	0.000172864167178857	0.00220708790515828	0	0
"ASV18139|Treponema_2"	0	0	0	0	0.00017102787754404	0	0.0000389082349279225	0	0	0	0	0	0	0	0	0	0	0.000743761996161228	0	0.000348706752782073	0.0000779982528391364	0.0000142099953107015	0.0001248194575703	0.000137314135509435	0	0	0.000376018383120953	0.0019074524683466	0	0.0000255725044432226	0.0000960356484326982	0.00130848782948669	0	0
"ASV18170|Treponema_2"	0	0	0	0	0	0	0.000252903527031496	0	0	0	0	0	0	0	0.000276861315552684	0	0.0000341623394370046	0.0000359884836852207	0	0.000636768852906395	0.000374391613627855	0.0000994699671749108	0.0000534940532444143	0.00270705010004316	0	0	0	0.0000618633232977276	0	0	0	0.000283768444948922	0.00013786447921693	0.000127753545160878
"ASV18041|Treponema_2"	0	0	0	0	0	0	0	0	0	0	0	0	0.00105815440236321	0.0102528151426193	0.00260711072145444	0	0.0000341623394370046	0.00645393474088292	0.00298476587319178	0.00116740956366172	0.000202795457381755	0.00336776888863627	0.0000534940532444143	0.000627721762328848	0	0.0019276393831554	0.000459578023814498	0.00148471975914546	0	0.00170057154547431	0.000797095881991395	0.00152919662000252	0.000523885021024333	0.00253682039676601
"ASV18111|Treponema_2"	0.0000807276249932727	0.0000466733565144337	0.0000545553737043099	0	0.000363434239781084	0.000302683796327437	0.00077816469855845	0.000862206610250679	0	0.000411673222943921	0.000340585807589053	0.000208938384070538	0.000176359067060535	0.000460062217938045	0.000276861315552684	0	0	0.000467850287907869	0.000310297442262512	0.000242578610631008	0.000280793710220891	0.000127889957796314	0.0000178313510814714	0.000176546745654988	0.000209969344475707	0.000407769869513642	0.0000696330339112875	0.000175279416010228	0.0001497278162198	0.000498663836642842	0.000355331899200983	0.000220708790515828	0.000896119114910043	0.000730020258062161
"ASV18185|Treponema_2"	0.0000538184166621818	0.000116683391286084	0.000454628114202582	0	0.0000427569693860099	0	0.000486352936599031	0.00012773431262973	0	0.000228707346079956	0	0.000522345960176344	0	0	0	0	0	0.000119961612284069	0.0000738803433958361	0.000030322326328876	0	0	0.0000356627021629429	0	0.0000279959125967609	0.000197706603400554	0.0000139266067822575	0.000113416092712501	0	0.00019179378332417	0.000182467732022127	0	0.000110291583373544	0.000456262661288851
"ASV18073|Treponema_2"	0.0000538184166621818	0.00037338685211547	0.00132751409347154	0	0.00376261330596887	0.000269052263402166	0.000408536466743186	0.000702538719463516	0	0.000617509834415881	0.00204351484553432	0.0000626815152211613	0.000220448833825669	0.0000438154493274329	0.000346076644440856	0	0.000102487018311014	0.000683781190019194	0.000458058129054184	0.000197095121137694	0.000280793710220891	0.000127889957796314	0.000267470266222072	0.000510023931892189	0	0.000556049822064057	0.000139266067822575	0.00164968862127273	0.0000534742200785002	0.00288969300208416	0.000230485556238476	0.00238050195484929	0.00051009857310264	0.000292008103224864
