""	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Masai_Mara"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"	"Laikipia"
"ASV17517|Acinetobacter"	0.000511274958290727	0	0	0	0	0.0000672630658505415	0	0.000191601468944595	0	0	0	0	0.000771570918389842	0.00396529816413267	0.000023071776296057	0	0	0	0	0	0	0.000682079774913674	0	0	0	0	0	0	0	0	0	0.0000157649136082734	0.000013786447921693	0
"ASV17508|Acinetobacter"	0.00349819708304182	0	0	0.0000203661839881061	0.000021378484693005	0.00612093899239927	0	0.00584384480281016	0.000143089663560429	0.0000457414692159912	0.0000200344592699443	0	0.0000661346501477007	0.00810585812557508	0	0	0	0	0	0	0	0.000809969732709988	0	0.0000196163050727765	0.000377944820056272	0	0	0	0	0.00189236532879848	0.000681853103872157	0.000788245680413671	0	0
"ASV17509|Acinetobacter"	0.0156611592486949	0.0000466733565144337	0	0.000224028023869168	0	0.0055155713997444	0	0.00389589653520677	0.00130569317998891	0	0.0000200344592699443	0	0.000440897667651338	0.00825921219822109	0	0	0	0	0	0.000015161163164438	0	0.0130731956858454	0.00445783777036786	0.000274628271018871	0.00139979562983804	0.0000370699881376038	0	0	0.0000534742200785002	0.000984541421064072	0.000806699446834665	0.00241203178206583	0.0000689322396084649	0
"ASV17510|Acinetobacter"	0.0187826274151014	0.000140020069543301	0	0	0	0.0110647743324141	0	0.00702538719463516	0.00000894310397252678	0.000137224407647974	0.0000400689185398886	0	0.00092588510206781	0.0049292380493362	0.000138430657776342	0	0	0	0	0	0	0.000980489676438407	0.000196144861896186	0.000235395660873318	0.000391942776354652	0	0	0.0000309316616488638	0	0.000038358756664834	0.000182467732022127	0.0000788245680413671	0.0000413593437650789	0
"ASV17516|Acinetobacter"	0.0000807276249932727	0	0	0	0	0.000168157664626354	0	0.00185214753313109	0.0000178862079450536	0	0	0	0	0.000547693116592911	0	0	0	0	0	0	0	0	0.00554555018633762	0	0.0000559918251935217	0.0000123566627125346	0	0	0	0	0.0000288106945298095	0	0	0
"ASV17506|Acinetobacter"	0.0187557182067704	0.000233366782572169	0	0.0000203661839881061	0.0000641354540790149	0.0201452882222372	0.0000194541174639612	0.0173079993613284	0.0000447155198626339	0.0000686122038239868	0	0.00016715070725643	0.00608438781358847	0.0782763002234588	0.0000922871051842281	0	0	0.000263915547024952	0	0.000106128142151066	0	0.0397453568840322	0.00599133396337441	0.00423712189571972	0.0178613922367334	0.0000247133254250692	0.0000417798203467725	0.0000309316616488638	0.000513352512753602	0.011942359574985	0.0122637523048556	0.0037362845251608	0	0.000018250506451554
"ASV17513|Acinetobacter"	0.00489747591625854	0	0	0	0	0.00625546512410036	0	0.00236308478365001	0	0.0000686122038239868	0.0000400689185398886	0	0.000220448833825669	0.0160364544538404	0.000023071776296057	0	0	0	0	0	0	0	0	0	0.00531922339338457	0	0	0	0.000106948440157	0.00304312802874349	0.00174784880147511	0.00119813343422878	0	0
"ASV17511|Acinetobacter"	0.000484365749959636	0	0	0	0.000021378484693005	0.00353131095715343	0.0000194541174639612	0.00175634679865879	0	0	0	0	0.0000220448833825669	0.000963939885203523	0	0	0	0	0	0	0	0	0	0	0.000251963213370848	0	0	0	0.0000427793760628001	0.0000511450088864453	0.000470574677320221	0.0000630596544330937	0	0
"ASV19412|Verrucomicrobiae"	0	0.00119017059111806	0.000800145480996545	0	0.000342055755088079	0.000403578395103249	0.00182868704161236	0.000670605141306083	0	0.000114353673039978	0.000340585807589053	0	0.00160927648692738	0.00247557288699996	0	0	0	0.0010436660268714	0.00333939152149179	0.000015161163164438	0.000280793710220891	0.00203202932943032	0.00518892316470819	0.00286398054062537	0.00358347681238539	0	0.00100271568832254	0.000051552769414773	0.00231008630739121	0	0.000278503380454825	0.00173414049691008	0.000399806989729096	0.0011497819064479
"ASV16174|Kiritimatiellae_WCHB1-41"	0	0.0000233366782572169	0	0	0	0	0.0000389082349279225	0.0000319335781574325	0	0	0	0	0.000308628367355937	0.000394339043946896	0	0	0.000341623394370046	0.000263915547024952	0.000206864961508341	0	0.0000311993011356546	0.0000852599718642093	0.0000178313510814714	0.000039232610145553	0.000419938688951413	0	0.000362091776338695	0.000206211077659092	0.0000748639081099002	0.00038358756664834	0.000163260602335587	0.000472947408248203	0.000124078031295237	0.000237256583870202
"ASV19387|Pedosphaeraceae_ADurb.Bin063-1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0118520482566618	0	0	0	0	0	0	0.0000178313510814714	0	0	0	0	0	0	0	0	0	0	0
"ASV16062|Kiritimatiellae_WCHB1-41"	0.0000538184166621818	0.000256703460829386	0.000254591743953446	0	0.00025654181631606	0.0000336315329252707	0.0000583623523918837	0.000415136516046623	0	0.000434543957551917	0.000100172296349722	0.000376089091326968	0.0000881795335302676	0.000153354072646015	0.00062293795999354	0	0	0.000599808061420345	0.000650147021883358	0.000439673731768701	0.000421190565331337	0.000355249882767539	0.0000178313510814714	0.000078465220291106	0.000447934601548174	0.000753756425464611	0.000292458742427408	0	0.0000962535961413003	0.000332442557761894	0.00052819606637984	0	0.0000413593437650789	0
"ASV16107|Kiritimatiellae_WCHB1-41"	0	0	0.000490998363338789	0	0	0	0	0	0	0	0	0	0.0000881795335302676	0	0.0000461435525921141	0	0.0000854058485925116	0	0	0	0	0.00152046949824507	0.000534940532444143	0.0000980815253638825	0.000447934601548174	0	0.00011141285425806	0.000391801047552275	0.000181812348266901	0.00101011392550729	0.000182467732022127	0.000362593012990289	0.000234369614668781	0.0000730020258062161
"ASV15864|Kiritimatiellae_WCHB1-41"	0.00158764329153436	0.000420060208629904	0.00107292234951809	0	0.000192406362237045	0.000941682921907581	0.0000972705873198062	0.00134121028261217	0	0.000160095142255969	0.0000601033778098329	0.000564133636990451	0.000132269300295401	0.0000657231739911493	0	0	0.0000683246788740093	0.00267514395393474	0.0280302022843802	0.00133418235847054	0.00134156994883315	0.00893808705043127	0.000713254043258858	0	0.000489928470443315	0.000951463028865164	0.000125339461040318	0.00167030972903864	0.0010908740896014	0.000882251403291181	0.000268899815611555	0.00345251608021188	0.00037223409388571	0.000219006077418648
"ASV16144|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0	0	0	0	0.000440897667651338	0.000284800420628314	0	0	0.000802814976769609	0	0.000177312824150007	0	0	0.000383669873388942	0.000588434585688558	0.000529640236964965	0	0	0.00005570642712903	0.000453664370850002	0	0.000473091332199619	0.0000384142593730793	0.000141884222474461	0.000703108844006342	0
"ASV16175|Kiritimatiellae_WCHB1-41"	0.0000269092083310909	0.000163356747800518	0.0000181851245681033	0	0.000021378484693005	0	0.0000389082349279225	0.0000319335781574325	0	0	0	0.0000417876768141075	0.00028658348397337	0.000219077246637164	0	0	0.0000170811697185023	0.000695777351247601	0.000561490609808354	0.000015161163164438	0.0000623986022713091	0.000142099953107015	0.0000891567554073572	0.0000196163050727765	0	0.000704329774614472	0.00005570642712903	0.000103105538829546	0	0.000153435026659336	0.000172864167178857	0.0000315298272165469	0.0000413593437650789	0.000328509116127973
"ASV16016|Kiritimatiellae_WCHB1-41"	0	0	0.0000545553737043099	0	0.0000641354540790149	0.0000672630658505415	0	0	0.0000357724158901071	0.0000228707346079956	0.0000200344592699443	0	0.000661346501477007	0.0000876308986548657	0	0	0	0.00197936660268714	0.000162536755470839	0.0000454834894933139	0.000155996505678273	0.000838389723331391	0.0003744583727109	0.00113774569422104	0	0.00145808620007908	0.00005570642712903	0.0000206211077659092	0	0.000242938792210615	0.00175745236631838	0	0	0.000127753545160878
"ASV16058|Kiritimatiellae_WCHB1-41"	0	0.0000700100347716506	0	0	0	0	0.0000389082349279225	0.0000319335781574325	0	0	0.000120206755619666	0	0.000617256734711873	0.0000657231739911493	0	0	0.000683246788740093	0	0.0000886564120750033	0	0.0000311993011356546	0.000170519943728419	0.000356627021629429	0.000117697830436659	0	0.00253311585606959	0.000236752315298378	0.00062894378686023	0	0.0000767175133296679	0.000441763982790412	0.000157649136082734	0.000179223822982009	0.000839523296771485
"ASV16200|Kiritimatiellae_WCHB1-41"	0	0.0000233366782572169	0.0000181851245681033	0	0.0000641354540790149	0	0	0.0000638671563148651	0	0	0	0	0.000507032317799039	0.0000876308986548657	0	0	0.0000170811697185023	0.0000359884836852207	0.000502386335091685	0.000030322326328876	0	0	0	0.000156930440582212	0.000251963213370848	0	0.00005570642712903	0.0000618633232977276	0.000427793760628001	0	0	0.000772480766805398	0.000261942510512167	0.000511014180643513
"ASV16153|Kiritimatiellae_WCHB1-41"	0	0.0000233366782572169	0	0	0	0	0.0000583623523918837	0	0	0	0.0000400689185398886	0	0.000198403950443102	0.0000657231739911493	0	0	0	0.00106765834932821	0.000295521373583344	0.000030322326328876	0.0000623986022713091	0.0000284199906214031	0	0.000882733728274942	0.0000279959125967609	0	0.0000139266067822575	0.000525838248030684	0.000320845320471001	0.0000255725044432226	0.000134449907805778	0.000409887753815109	0.0000413593437650789	0.000146004051612432
"ASV15934|Kiritimatiellae_WCHB1-41"	0	0.000163356747800518	0.0000363702491362066	0	0	0	0	0	0	0.0000457414692159912	0	0.0000417876768141075	0.000110224416912835	0	0.00419906328588238	0	0	0.00135556621880998	0.00115253335697504	0.00532156827071773	0.00547547734930738	0.0000284199906214031	0.0000178313510814714	0.000156930440582212	0.00106384467867691	0.000580763147489126	0.000654550518766103	0	0.000577521576847802	0.00131698397882597	0.0000384142593730793	0	0	0
"ASV16141|Kiritimatiellae_WCHB1-41"	0	0.0000466733565144337	0.0000363702491362066	0	0.000021378484693005	0	0.0000194541174639612	0	0	0	0	0.000188044545663484	0.00028658348397337	0.000438154493274329	0	0	0.000495353921836567	0.000419865642994242	0.000413729923016682	0	0	0.000241569920281926	0.0000713254043258858	0	0.0000279959125967609	0	0.000027853213564515	0.000536148801913639	0	0	0.000182467732022127	0.0000157649136082734	0.000427379885572482	0.000638767725804391
"ASV15893|Kiritimatiellae_WCHB1-41"	0	0.0000233366782572169	0.0000181851245681033	0	0.00017102787754404	0	0	0.0000319335781574325	0	0	0	0	0.0000440897667651338	0.000854401261884941	0.000299933091848741	0	0.00114443837113966	0.0134596928982726	0.000694475227920859	0.000030322326328876	0	0.00382248873857872	0.000570603234607086	0.00247165443916984	0.00156777110541861	0.000185349940688019	0.000194972494951605	0.000711428217923867	0.0015614472262922	0.00212251786878748	0.000240089121081746	0.00138731239752806	0.000344661198042324	0.000693519245159053
"ASV16182|Kiritimatiellae_WCHB1-41"	0	0	0	0	0.000021378484693005	0	0.0000194541174639612	0.0000638671563148651	0	0	0	0	0.000396807900886204	0.000569600841256627	0	0	0.0000170811697185023	0.000731765834932821	0.000295521373583344	0.000030322326328876	0	0.0000852599718642093	0.0000356627021629429	0	0.000181973431878946	0.000172993277975484	0	0.000226832185425001	0.000524047356769302	0.0000895037655512793	0.0000768285187461586	0	0	0.000328509116127973
"ASV16185|Kiritimatiellae_WCHB1-41"	0	0	0.0000181851245681033	0	0	0	0.000116724704783767	0.0000638671563148651	0	0.0000457414692159912	0	0	0.0000661346501477007	0.000394339043946896	0	0	0	0	0.000206864961508341	0.000015161163164438	0.0000467989517034818	0.000483139840563853	0.000196144861896186	0	0	0	0.000194972494951605	0.000226832185425001	0.0001497278162198	0.000102290017772891	0.00053779963122311	0.000204943876907555	0.0000413593437650789	0.000803022283868377
"ASV16167|Kiritimatiellae_WCHB1-41"	0	0.0000233366782572169	0	0	0	0	0	0	0	0	0	0.000271619899291699	0	0	0	0	0.0000683246788740093	0.0000119961612284069	0	0	0	0.0018188793997698	0	0.0000196163050727765	0.0000419938688951413	0	0.0000417798203467725	0.00143316698973069	0	0.0000895037655512793	0	0	0	0
"ASV15937|Kiritimatiellae_WCHB1-41"	0.000484365749959636	0.000770110382488157	0.000527368612474995	0	0.000235163331623055	0.000100894598775812	0.000330719996887341	0.000798339453935814	0	0.000388802488335925	0.000120206755619666	0.000961116566724473	0.000661346501477007	0.000240984971300881	0.00182267032738851	0	0	0.000599808061420345	0.00124118976905005	0.0031535219382031	0.0037751154374142	0.000426299859321046	0.000106988106488829	0.000313860881164424	0.000671901902322261	0.00155693950177936	0.000988789081540283	0	0.000278065944408201	0.000792747637739902	0.000845113706207744	0.0000630596544330937	0.000289515406355553	0
"ASV16071|Kiritimatiellae_WCHB1-41"	0	0	0.0000727404982724132	0	0.0000641354540790149	0	0	0.000319335781574325	0	0	0.0000200344592699443	0.000125363030442323	0.000308628367355937	0.0000657231739911493	0	0	0.000614922109866084	0.000215930902111324	0.000398953854337515	0	0	0.0000852599718642093	0.000196144861896186	0.00072580328769273	0.000251963213370848	0.000926749703440095	0.000153192674604833	0.000835154864519322	0.000213896880314001	0.000255725044432226	0.000777888752304856	0.000252238617732375	0.0000965051354518508	0
"ASV15872|Kiritimatiellae_WCHB1-41"	0.000215273666648727	0.000770110382488157	0.000618294235315512	0	0.000833760903027193	0.000605367592654873	0.00147851292726105	0.000574804406833786	0	0.000320190284511939	0.000100172296349722	0.000438770606548129	0.000507032317799039	0.00273846558296455	0.00925178229471887	0	0.00140065591691719	0.00115163147792706	0.00561490609808354	0.000288062100124322	0.000639585673280918	0.00377985875264661	0.000945061607317986	0.00145160657538546	0.00439535827769146	0.00268139580862001	0.0014762203189193	0.000309316616488638	0.00227800177534411	0.00148320525770691	0.0029290872771973	0.000851305334846765	0.00147514992762115	0.00171554760644608
"ASV15907|Kiritimatiellae_WCHB1-41"	0.0000538184166621818	0.0000933467130288675	0.000290961993089653	0	0.000277920301009064	0.0000336315329252707	0.00031126587942338	0.000159667890787163	0	0.000114353673039978	0.0000801378370797772	0.000459664444955183	0.000374763017503637	0.00442536038207072	0.00454513993032324	0	0.00572219185569828	0.000779750479846449	0.00115253335697504	0	0.0000311993011356546	0.00144941952169156	0.000320964319466486	0.000961198948566048	0.00138579767353966	0.00077846975088968	0.00033423856277418	0.000433043263084093	0.0016363111344021	0.000268511296653838	0.00055700676090965	0.000236473704124101	0.000151650927138623	0.00463562863869472
"ASV16168|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000461435525921141	0	0.000102487018311014	0.00314299424184261	0.000428505991695849	0	0	0	0	0.0000196163050727765	0	0	0	0	0	0	0	0	0	0
"ASV15919|Kiritimatiellae_WCHB1-41"	0.000107636833324364	0.000560080278173205	0.000418257865066376	0	0.000106892423465025	0.0000672630658505415	0.00147851292726105	0.0000638671563148651	0	0.0000457414692159912	0.0000400689185398886	0.000125363030442323	0.000308628367355937	0.00175261797309731	0.00825969591398842	0	0.000478272752118065	0.000767754318618042	0.000989996601504204	0.0000606446526577519	0.0000935979034069637	0.00107995964361332	0.0003744583727109	0	0.000181973431878946	0.00374406880189798	0.00208899101733863	0.0000412422155318184	0.000374319540549501	0.000690457619967011	0.000931545789797173	0.0000945894816496406	0.0000827186875301578	0.00209880824192871
"ASV16114|Kiritimatiellae_WCHB1-41"	0	0.000186693426057735	0.000145480996544826	0	0.000106892423465025	0	0.0000583623523918837	0	0	0	0	0	0.000220448833825669	0.000197169521973448	0	0	0	0.0000719769673704415	0.000724027365279194	0	0	0.0000852599718642093	0.000285301617303543	0	0.0000419938688951413	0.000444839857651246	0.000292458742427408	0.000113416092712501	0.000951841117397303	0.000127862522216113	0.000288106945298095	0	0	0.00105852937419013
"ASV16069|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00405674134959565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ASV16134|Kiritimatiellae_WCHB1-41"	0.0000538184166621818	0	0	0	0.0000427569693860099	0	0.0000194541174639612	0	0	0	0	0	0.0000661346501477007	0.00365859001884064	0	0	0.000204974036622028	0.000107965451055662	0.000842235914712532	0	0	0.0000568399812428062	0.0000534940532444143	0.000039232610145553	0	0	0	0.0000309316616488638	0	0.0000895037655512793	0.000240089121081746	0.000141884222474461	0.000124078031295237	0.000565765699998175
"ASV15999|Kiritimatiellae_WCHB1-41"	0.0000269092083310909	0.000140020069543301	0.0000727404982724132	0	0.00021378484693005	0.0000336315329252707	0.0000194541174639612	0.0000638671563148651	0	0.000137224407647974	0.0000200344592699443	0.0000417876768141075	0.000484987434416472	0.000416246768610612	0.00023071776296057	0	0.0000683246788740093	0.00280710172744722	0.00125596583772921	0.000121289305315504	0.0001715961562461	0.00169098944197348	0.000213976212977657	0.000137314135509435	0.000279959125967609	0	0.000515284450943528	0.0000309316616488638	0.000770028769130402	0.000588167602194121	0.000326521204671174	0.000268003531340648	0.000441166333494175	0.000018250506451554
"ASV15849|Kiritimatiellae_WCHB1-41"	0.0000538184166621818	0.000606753634687639	0.00016366612111293	0	0.00021378484693005	0.0000336315329252707	0	0.00025546862525946	0	0.000228707346079956	0.000160275674159554	0	0.00222653322163926	0.0000219077246637164	0	0	0	0.0214491362763916	0.00814161384222114	0.00015161163164438	0.000280793710220891	0.00063944978898157	0.00108771241596976	0	0.000461932557846554	0.0233170225385528	0.00011141285425806	0.0000103105538829546	0.000385014384565201	0.00424503573757496	0.0104774892440074	0.000220708790515828	0	0.000584016206449729
"ASV15995|Kiritimatiellae_WCHB1-41"	0.0000269092083310909	0.000140020069543301	0.000200036370249136	0	0.000470326663246109	0.000201789197551624	0.000700348228702605	0.000159667890787163	0	0.0000686122038239868	0	0.000229832222477591	0.000220448833825669	0.0017307102484336	0.000115358881480285	0	0.00121276305001367	0.00305902111324376	0.000221641030187508	0	0	0.000767339746777884	0.000303132968385015	0.00190278159205932	0.0000559918251935217	0.000222419928825623	0.0000417798203467725	0.0000927949849465913	0.000203202036298301	0.000038358756664834	0.000240089121081746	0.000252238617732375	0.000675535948162956	0.000292008103224864
"ASV15954|Kiritimatiellae_WCHB1-41"	0	0.000140020069543301	0.0000545553737043099	0	0.000406191209167094	0	0.000564169406454876	0.0000958007344722976	0	0.0000457414692159912	0.0000400689185398886	0.0000417876768141075	0.000176359067060535	0.000657231739911493	0.0000922871051842281	0	0.0000854058485925116	0	0.000384177785658348	0	0.0000467989517034818	0.000284199906214031	0.0000534940532444143	0	0.000853875334201207	0.000222419928825623	0.00632267947914491	0.000866086526168186	0.00203202036298301	0.0000639312611080566	0.0000192071296865396	0.000630596544330937	0.000813400427379886	0.00246381837095979
"ASV15881|Kiritimatiellae_WCHB1-41"	0.0000269092083310909	0.00044339688688712	0.0000545553737043099	0	0.00021378484693005	0.000706262191430685	0.0000972705873198062	0.000223535047102028	0	0.000182965876863965	0.0000601033778098329	0	0	0.00092012443587609	0.0112590268324758	0	0.000153730527466521	0	0.000251193167545843	0.0000758058158221899	0.000124797204542618	0.000923649695195601	0.0002496389151406	0	0.0103304917482048	0.00329922894424674	0.00083559640693545	0.000360869385903411	0.00499449215533191	0.00260839545320871	0.00294829440688384	0.0000788245680413671	0.000013786447921693	0.000310258609676419
"ASV16113|Kiritimatiellae_WCHB1-41"	0	0	0	0	0	0	0	0	0	0	0	0	0.0000220448833825669	0.000175261797309731	0	0	0.000427029242962558	0.000227927063339731	0.0000738803433958361	0	0	0.00018472993903912	0.00117686917137712	0.00129467613480325	0	0.00077846975088968	0.000027853213564515	0.0000206211077659092	0	0.0000511450088864453	0.000144053472649047	0.000851305334846765	0.0000827186875301578	0.000675268738707499
"ASV16110|Kiritimatiellae_WCHB1-41"	0	0.000186693426057735	0.0000909256228405165	0	0.0000427569693860099	0	0	0	0	0	0	0	0.000330673250738504	0.000197169521973448	0	0	0.00105903252254714	0	0.00140372652452089	0	0	0.0000568399812428062	0	0.000215779355800541	0.00033595095116113	0	0.000194972494951605	0.000680496556275003	0.000727249393067602	0	0.000115242778119238	0.0000945894816496406	0.0000551457916867719	0
"ASV15981|Kiritimatiellae_WCHB1-41"	0.0000538184166621818	0	0.0000909256228405165	0	0.000406191209167094	0	0.000291811761959419	0.000223535047102028	0	0	0.0000801378370797772	0	0.000154314183677968	0.000284800420628314	0.0000461435525921141	0	0.000051243509155507	0.0000119961612284069	0.000325073510941679	0	0	0.000909439699884899	0.0003744583727109	0.000510023931892189	0.0000279959125967609	0.00170521945432977	0.000417798203467725	0.0015672041902091	0.000267371100392501	0.0000255725044432226	0.0010179778733866	0.000819775507630218	0.00272971668849521	0.000930775829029256
"ASV15888|Kiritimatiellae_WCHB1-41"	0.000107636833324364	0.0000700100347716506	0.000618294235315512	0	0.000192406362237045	0.00124436671823502	0.00145905880979709	0.00239501836180744	0	0	0.000761309452257884	0.00131631181964439	0.000154314183677968	0.00168689479910616	0	0	0.00107611369226565	0.00287907869481766	0.00159581541735006	0.000030322326328876	0.000202795457381755	0.00109416963892402	0.0001248194575703	0.00278551532033426	0.00293957082265989	0	0.00470719309240304	0.00126819812760341	0.00498379731131621	0.0000255725044432226	0.00215119852489244	0.000472947408248203	0.000675535948162956	0.00246381837095979
"ASV16008|Kiritimatiellae_WCHB1-41"	0	0.000350050173858253	0.0000727404982724132	0	0.000384812724474089	0.000134526131701083	0.000175087057175651	0.00038320293788919	0	0	0	0.0000626815152211613	0.000264538600590803	0.000175261797309731	0.000207645986664513	0	0.0000854058485925116	0.00105566218809981	0.000975220532825037	0.000030322326328876	0.0000311993011356546	0.00156309948417717	0.0000713254043258858	0.000215779355800541	0.0000839877377902826	0.00172993277975484	0.000292458742427408	0.000412422155318184	0.000320845320471001	0.000268511296653838	0.000384142593730793	0.000157649136082734	0.000248156062590474	0.000930775829029256
"ASV15909|Kiritimatiellae_WCHB1-41"	0	0.0000233366782572169	0	0	0	0.0000336315329252707	0.000116724704783767	0	0	0	0.0000200344592699443	0.0000417876768141075	0	0.000240984971300881	0.00325312045774404	0	0.000324542224651544	0.0000119961612284069	0.000295521373583344	0	0	0.00210307930598383	0.000178313510814714	0.00262858487975205	0.0065090496787469	0.00045719652036378	0	0.000659875448509094	0.00668427750981252	0.0000255725044432226	0.000278503380454825	0.000299533358557195	0.000772041083614807	0.0011497819064479
"ASV16179|Kiritimatiellae_WCHB1-41"	0	0.0000233366782572169	0	0	0	0	0	0	0	0	0	0	0.000198403950443102	0	0.000922871051842281	0	0.0000170811697185023	0	0	0.00112192607416841	0.000717583926120055	0.0000142099953107015	0	0.000568872847110518	0	0	0.0000417798203467725	0	0	0.000217366287767392	0.000211278426551936	0	0	0.000529264687095067
"ASV16033|Kiritimatiellae_WCHB1-41"	0	0.000513406921658771	0	0	0.0000641354540790149	0.0000336315329252707	0.000505807054062992	0.000159667890787163	0	0	0	0.000125363030442323	0.000308628367355937	0.000219077246637164	0.000646009736289597	0	0.000478272752118065	0.00112763915547025	0.0000295521373583344	0.000015161163164438	0.0000311993011356546	0.000198939934349822	0.000927230256236515	0.000235395660873318	0	0	0	0.000587701571328412	0	0.000204580035545781	0.00205516287645974	0.0000472947408248203	0	0.0000547515193546621
"ASV16037|Kiritimatiellae_WCHB1-41"	0	0.0000466733565144337	0.0000545553737043099	0	0.00017102787754404	0.000100894598775812	0.0000583623523918837	0.0000638671563148651	0	0	0.0000400689185398886	0.000229832222477591	0	0.000394339043946896	0.000023071776296057	0	0	0.000275911708253359	0.0000443282060375017	0	0	0.000682079774913674	0.000142650808651772	0	0.00228166687663601	0	0.00027853213564515	0.0000412422155318184	0.00205341005101441	0.000127862522216113	0.000412953288260602	0	0.000220583166747088	0.000237256583870202
"ASV16157|Kiritimatiellae_WCHB1-41"	0	0	0	0	0.00021378484693005	0.0000672630658505415	0	0	0	0	0	0	0	0.000262892695964597	0	0	0	0	0.00079790770867503	0	0.0000155996505678273	0.00132152956389524	0	0.000156930440582212	0	0	0.0000696330339112875	0	0	0	0.0000672249539028888	0.0000788245680413671	0.00013786447921693	0.00193455368386473
"ASV15933|Kiritimatiellae_WCHB1-41"	0.0000807276249932727	0.000770110382488157	0.000272776868521549	0	0.00136822302035232	0.000706262191430685	0.00105052234305391	0.0028420884560115	0	0	0.0000601033778098329	0.00083575353628215	0.00277765530620343	0.000262892695964597	0.000323004868144798	0	0.000854058485925116	0.00109165067178503	0.0000147760686791672	0.0000454834894933139	0.000218395107949582	0.000127889957796314	0.000570603234607086	0.000588489152183295	0.0014277915424348	0	0.00257642225471764	0	0.000106948440157	0.00164942653658786	0.00214159496004917	0.000283768444948922	0.00132349900048253	0.0000547515193546621
"ASV16201|Kiritimatiellae_WCHB1-41"	0	0	0.000200036370249136	0	0.000021378484693005	0	0.000505807054062992	0.000287402203416893	0	0	0	0	0	0.0000219077246637164	0	0	0	0.0000119961612284069	0	0	0	0	0	0	0.000685899858620641	0	0.000292458742427408	0	0.000427793760628001	0	0.000124846342962508	0.000173414049691008	0.000772041083614807	0.0000912525322577702
"ASV16242|Kiritimatiellae_WCHB1-41"	0.0000538184166621818	0.0000466733565144337	0.000563738861611202	0	0.000106892423465025	0.000269052263402166	0.00221776939089158	0.00105380807919527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000027853213564515	0	0.0000106948440157	0.0000127862522216113	0.0000192071296865396	0	0	0
"ASV16099|Kiritimatiellae_WCHB1-41"	0.0000538184166621818	0.0000700100347716506	0.0000727404982724132	0	0.0000641354540790149	0.0000672630658505415	0.000077816469855845	0.000191601468944595	0	0.000114353673039978	0.000200344592699443	0.000292513737698753	0.0000440897667651338	0	0.000715225065177768	0	0	0.000863723608445297	0.000664923090562525	0.000212256284302132	0.000187195806813927	0.0000426299859321046	0.0000534940532444143	0	0.000279959125967609	0.000395413206801107	0.000292458742427408	0.0000103105538829546	0.000245981412361101	0.000281297548875449	0.000681853103872157	0	0.0000413593437650789	0.0000365010129031081
"ASV15926|Kiritimatiellae_WCHB1-41"	0.000134546041655454	0.000210030104314952	0.000272776868521549	0	0.000448948178553104	0.000302683796327437	0.000291811761959419	0.000862206610250679	0	0.000503156161375903	0.000701206074448051	0.000543239798583398	0.000374763017503637	0.000262892695964597	0.0023071776296057	0	0.000204974036622028	0.00181142034548944	0.000724027365279194	0.000606446526577519	0.000951578684637464	0.000483139840563853	0.0000356627021629429	0.000921966338420495	0.000699897814919022	0.00297795571372084	0.00022282570851612	0.000360869385903411	0.000502657668737901	0.00144484650104208	0.00154617393976644	0.000772480766805398	0.00147514992762115	0.000839523296771485
"ASV16122|Kiritimatiellae_WCHB1-41"	0	0.0000700100347716506	0	0	0.00021378484693005	0	0.0000583623523918837	0.0000638671563148651	0	0	0	0	0	0.000153354072646015	0.00304547447107953	0	0	0.0000119961612284069	0.000605818815845856	0.000106128142151066	0.000140396855110446	0.000426299859321046	0.000427952425955315	0.000137314135509435	0.0000559918251935217	0.000247133254250692	0.0000974862474758025	0	0.0000962535961413003	0.000127862522216113	0.000268899815611555	0.0000157649136082734	0	0.000219006077418648
"ASV15854|Kiritimatiellae_WCHB1-41"	0	0.0013768640171758	0.000345517366793963	0	0.000876517872413203	0.000168157664626354	0.00229558586074743	0.00300175634679866	0	0.0000914829384319824	0.000761309452257884	0.00156703788052903	0.00112428905251091	0.00061341629058406	0.0000922871051842281	0	0.000187892866903526	0.00115163147792706	0.00106387694490004	0	0	0.00352407883705398	0.00213976212977657	0.00735611440229118	0.0118562689847282	0.000469553183076315	0.00247893600724184	0.000824844310636367	0.012619915938526	0.000997327673285683	0.00128687768899816	0.00230167738680792	0.00526642310608672	0.00521964484514445
