region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV18043.Treponema_2	0.001839117	0.003153267	0.004218951	0	0.002362869	0.00178962	0.003436492	0.007436362	0	0.00124276	0.000538374	0.002859051	0.000761631	0.000196515	0.000299305	0	0.000186817	5.97529E-05	0.001210439	0.000703624	0.000355657	0.000951137	0.000926322	0.001968312	5.5894E-05	0.000591614	0.000583163	0.001367188	0.001680476	0.001972587	0.000296764	0.00129649	0.000468429	0.001294841
ASV15893.Kiritimatiellae_WCHB1.41	0	2.30165E-05	1.81071E-05	0	0.000168776	0	0	3.17793E-05	0	0	0	0	4.35218E-05	0.000851566	0.000299305	0	0.001137888	0.013408542	0.000693788	2.99415E-05	0	0.003818744	0.000570044	0.002455518	0.001565033	0.000184879	0.000194388	0.000709293	0.001552845	0.002112577	0.000239326	0.001374592	0.000344433	0.000693013
ASV5851.Phascolarctobacterium	0	0.000115083	0	0	0.000611814	0.000132564	0.000540572	0.000730924	0	0	1.99398E-05	0.00041738	6.52827E-05	0.002467357	0	0	0.002853212	0	7.38073E-05	0	0	0.000411686	0.000302836	0.006742931	0.003619138	0	0.004012719	0.003567023	0.002488806	1.27264E-05	0.000899866	0.002280573	0.001694612	0.001659585
ASV2004.Bacteroidales	0.002265579	0.001150827	0.003132526	0	0.003839662	0.004308345	0.003475105	0.005593161	0	0.003306629	5.98193E-05	0.003526858	0.000152326	6.5505E-05	0.000575586	0	0.001154872	0.000334616	0.000265706	8.98244E-05	0.000324731	0.000255529	8.90694E-05	0.003605324	0.000223576	0.000246506	0.000166618	0.000760691	0.000457345	0.003334309	0.000153169	0.000718537	0.001005745	0.001805482
ASV18046.Treponema_2	0.000559731	0	0.001086425	0	0.005611814	0.00178962	0.001235593	0.001811421	0	0.001375913	0.00183446	6.2607E-05	0.000369935	0.000283855	2.30234E-05	0	0.000152851	0.001553574	0.000324752	0.000299415	0.000216487	0.000553647	0.000124697	0.000487206	0	0.001466709	0.001055248	0.001747533	0	0.003448846	0.001943328	0.005795155	0.000771531	0.001696059
ASV8214.Erysipelotrichaceae	0.001386001	0.000391281	0.000271606	0	0.000611814	0.000828528	0.000328204	0.0009216	0	0.002418943	0.001076748	0.00164865	0.000152326	0.000240185	0.000483492	0	0	0.000812639	0.001151393	0.000419181	0.001206142	0.000255529	5.34416E-05	0.000487206	0.000922251	0.007160993	0.001235751	0	0.000989141	0.000890846	0.005025847	1.56204E-05	5.51093E-05	0.000711251
ASV16867.Victivallales_vadinBE97	0	0.000138099	0	0	2.1097E-05	0	5.79184E-05	0	0	0	0	4.1738E-05	0	0	0	0	0.000356652	0.00167308	0	0	3.09267E-05	0	0.000463161	0.000194882	0.013805824	0	6.94242E-05	1.02796E-05	0.010231757	0.000979931	0.000143596	1.56204E-05	0.000330656	0.000255321
ASV11485.Ruminococcaceae	2.66539E-05	0.000529381	3.62142E-05	0	0.000232068	0.000198847	1.93061E-05	0.000222455	0	0.000133153	0.000378856	0.004799866	0.000195848	0.000371195	0.000414422	0	0.001664374	2.39011E-05	0.000516651	0.000164678	0.000201024	0.000908549	0.000445347	0.000643112	0.001620927	0.010328592	0.00088863	0.001027961	0.002861063	0.001336269	0.000162742	0.000156204	0.001791053	7.29488E-05
ASV9220.Lachnospiraceae	0.012847167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4496.Rikenellaceae_RC9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007689044	0	0	0	0	0	0	1.78139E-05	0	0	0	0	0	0	0	0	0	0	0
ASV4276.Rikenellaceae	0.000133269	0	0.000579427	0	0.000189873	0.000497117	0.000888082	0.001906759	0	0.000199729	0.003250184	0.0117075	0.001806154	0.002554697	0	0	0.000288718	2.39011E-05	4.42844E-05	0	0	0.001433804	0.001033205	0.000448229	0.006329998	0	4.16545E-05	0.00078125	0.000542432	0	2.87191E-05	0.001796342	0.002741689	0.001203655
ASV15895.Kiritimatiellae_WCHB1.41	0	0.000115083	0	0	2.1097E-05	0	0	0	0	0.000155345	0	0	0.001653828	0.00052404	0	0	0.000152851	0.000191209	0.000472367	0.000284444	0.000572144	0.002115215	0.000427533	0.000272835	0.000936225	0	0.00174949	0.003268914	0.000372257	0.000776309	0.005609803	0.008747403	1.37773E-05	0.001659585
ASV15896.Kiritimatiellae_WCHB1.41	5.33077E-05	0.000138099	3.62142E-05	0	0.000316456	0	0.000193061	0.000190676	0	0	3.98796E-05	8.34759E-05	0.003438221	0.000895236	0.002739789	0	0.001019004	0.003405913	0.002214218	0.00082339	0.00184014	0.001164078	0.000570044	0.001227759	0.000419205	0.002267853	0.000846975	0.000575658	0.00156348	0.001005383	0.002824047	0.000374889	0.001419065	0.001404264
ASV18048.Treponema_2	0.000639693	0.000230165	0.005269162	0	0.003333333	0.004341486	0.000656409	3.17793E-05	0	0.00383924	0.00552332	2.0869E-05	0.000348174	0.000196515	0.000276281	0	0.000373635	0.00063338	0.000738073	0.000553917	0.000664924	0.002413333	0.000160325	0.002552959	0.000209603	0.002033673	0.00040266	0.000555099	0.000457345	0.001069015	0.00097645	0.000812259	0.000537316	0.000401218
ASV18049.Treponema_2	0	0	0	0	0	0	0.000366817	0	0	0	0	0	0.00023937	0.00065505	0.001933969	0	0.000152851	0.00249767	0.010820146	0.001407249	0.000819558	0.001377019	7.12555E-05	0.000954924	0	0.001676239	0.000277697	0.00207648	0	0.003003423	0.000287191	0.00131211	0.000647535	0.001769008
ASV5201.Gastranaerophilales	0.0003465	0.001427026	0.000235392	0	0.000274262	0.000165706	0.000617796	9.5338E-05	0	0.000466035	0.000259217	0.000354773	0.000152326	0.00048037	0.001565594	0	5.09502E-05	0.001290662	0.004280822	0.000449122	0.000726778	0.000425882	0	0.003118118	8.3841E-05	0.002958069	0.001929993	0	0.001297582	0.001259911	0.002335822	0.000249926	0.004877175	0.000674776
ASV5794.Fibrobacter	0	0	0.000181071	0	0	0	0	0	0	6.65764E-05	0	0	0	0	0	0	0.000832187	0	7.38073E-05	0.00020959	0.000386584	8.51765E-05	0.000480975	0	0	0	0.000472085	0.011903783	0	2.54527E-05	0.008175378	0.000718537	0	0
ASV18050.Treponema_2	0.000319846	0.00059843	0.000452677	0	0.000864979	0.000729105	0.000193061	0.001271173	0	0.00062138	0.000478555	2.0869E-05	0.001545023	0.000851566	0.000920938	0	0.000203801	0.001266761	0.000826641	0.003787595	0.002783405	0.000809176	8.90694E-05	0.002397053	0.000195629	0.001503685	0.000180503	0.003042763	0.001414578	0.001832597	0.000612675	0.001390212	0.000881749	0.000966571
ASV15897.Kiritimatiellae_WCHB1.41	0	0.000115083	5.43213E-05	0	0	9.94233E-05	0	0	0	2.21921E-05	7.97591E-05	6.2607E-05	0.000783392	8.73401E-05	0	0	0.000475535	0.0010397	0	4.49122E-05	6.18534E-05	0.00777945	0.000730369	0.001500594	0.002501258	0.000147903	0.000236042	0.002467105	0.003552398	0.000827214	0.00044036	0.004686109	0.00180483	0.000729488
ASV5891.Bacillales	0	0	0	0.005230487	0	0	0	0	0.005291599	4.43843E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2869.Bacteroidia	2.66539E-05	0.0031993	0.000470784	0	0.001434599	0.000132564	0.000637103	0	0	0.000488227	0.002352894	2.0869E-05	0.009901206	0.007161885	0	0	0	0.000693133	0.000236183	0	0	0	0.00023158	0	0.000461126	0	2.77697E-05	0.001726974	0.000170175	0.00013999	0.000229753	0.0069042	0.002149264	0.000930097
ASV5735.Methanomethylophilaceae	0	4.60331E-05	1.81071E-05	0	0.000527426	9.94233E-05	0.000193061	0	0	0	7.97591E-05	2.0869E-05	0.000848675	0.002925892	0.002923977	0	5.09502E-05	0.002222806	0.003557511	0.000164678	0.000510291	0.001320235	0.000160325	3.89765E-05	6.98675E-05	0.004165948	0.002874162	6.16776E-05	6.38155E-05	0.00101811	0.00361861	0.000343648	0.002645248	0.000638302
ASV2870.Bacteroidia	0.0003465	0	0.000814819	0	0	9.94233E-05	0	0	0	6.65764E-05	0	0	0.005679593	0	0	0	0	0	0.008591167	2.99415E-05	3.09267E-05	0.000922745	0.014536127	0	1.39735E-05	0	0.002860277	0.001798931	0	0	0	0.000124963	0	0
ASV5736.Methanomethylophilaceae	0	2.30165E-05	7.24283E-05	0	0.000189873	0	0.000115837	0	0	0	0	2.0869E-05	0.004286896	0.004498013	0.000299305	0	0.000628386	0.005055092	0.000383798	0	4.63901E-05	0.001888078	0.001781388	1.94882E-05	0.000321391	0.00149136	0.00470696	0.001151316	0.000989141	0.000216348	0.000325483	0.0008435	0.001611948	0.001969617
ASV2573.Bacteroidales_p.251.o5	0.000666347	0.000529381	0.00030782	0	0	6.62822E-05	0.00034751	0.000317793	0	0.000221921	0.001515423	0.000980842	0.000152326	0.000196515	9.20938E-05	0	0.000373635	0.000693133	0.000693788	0.003563034	0.00225765	0.000141961	3.56278E-05	0.000526182	6.98675E-05	0.001170902	0.000138848	0.00025699	0.001084864	0.000776309	0.000775416	0.006857339	0.007246876	0.000601827
ASV2574.Bacteroidales_p.251.o5	0.000852924	0.002370705	0.002716063	0	0.001624473	0.002121031	0.003571635	0.002192773	0	0.000776725	0.001096688	0.013502233	0.000261131	0.00026202	0.001335359	0	0.001256772	0.001159206	0.001505668	0.000224561	0.000201024	0.000241333	0.001371669	0.0019878	0	0.000110928	0.000152733	5.1398E-05	0	0.00055996	0.000268045	0.00042175	0.000358211	0.00045593
ASV2575.Bacteroidales_p.251.o5	0.00082627	0.006191452	0.003150633	0	0.002383966	0.000397693	0.0031469	0.010391839	0	0.000377266	0.010607964	0.003339038	0.000848675	0.000414865	0.000345352	0	0	0.000167308	0.000221422	5.98829E-05	4.63901E-05	0.00039749	0.000142511	0.00077953	0.000307417	0.000184879	8.3309E-05	0	0.000350985	0.001323543	9.57304E-06	1.56204E-05	0	7.29488E-05
ASV4500.Rikenellaceae_RC9	5.33077E-05	0.000989712	0.000144857	0	0	9.94233E-05	0	0	0	0.000643572	3.98796E-05	0	0.001001001	8.73401E-05	0	0	0.023606936	0	0.000531412	0.000149707	0.000262877	0.000610431	0.00325994	0.001851383	0.001299536	0	0.000111079	9.25164E-05	0.000340349	5.09055E-05	0.000622248	0.000577953	4.1332E-05	5.47116E-05
ASV4278.Rikenellaceae	0	9.20662E-05	0.003983559	0	0.001033755	0.000331411	0.008591231	0.001906759	0	0.00892124	0	0.000125214	0.000369935	0.000109175	0	0	0	3.58517E-05	0	0	0	0.000468471	0.000213767	0	4.19205E-05	0	5.55394E-05	0.000133635	5.31796E-05	0	0.000670113	0.000968462	0.00954769	0.000601827
ASV8215.Erysipelotrichaceae	0.000932886	0.000414298	0.000543213	0	0.000506329	0.000795387	0.000173755	0.000413131	0	0.000510419	0.000358916	0.00020869	0.003003003	0.002205336	0.005318414	0	0.001783258	0.000131456	0.000250945	0.00020959	0.001020582	0.000411686	0.000391905	0.00210473	0.000922251	0.005521729	0.000777551	0.001202714	0.00185065	0.000661771	0.000938158	0.000281167	0.000799085	0.000200609
ASV19412.Verrucomicrobiae	0	0.001173844	0.000796712	0	0.000337553	0.000397693	0.001814777	0.000667366	0	0.000110961	0.000338976	0	0.001588545	0.002467357	0	0	0	0.0010397	0.003336089	1.49707E-05	0.00027834	0.002030039	0.005183839	0.002845283	0.003577218	0	0.000999708	5.1398E-05	0.002297359	0	0.000277618	0.00171824	0.000399543	0.001148943
ASV18051.Treponema_2	7.99616E-05	0.000322232	0.01254821	0	0.004261603	0.005037449	0.001158368	3.17793E-05	0	0.005681188	0.007876214	0	0	0	0	0	0	0	0	0	0	0	5.34416E-05	0	0	0	0	0	0	0.001552617	0.002153935	0	0	0
ASV7557.Anaerovorax	0.000133269	0.000414298	0.001013997	0	0.000421941	0.001889044	0.000386123	0.000444911	0	0.000510419	0.000857411	0	0.000435218	0.00034936	0.000184188	0	0.000645369	0	0.000132853	0	0	0	0.000142511	0.000272835	0.000349338	0.000714867	0.000708127	0.000215872	9.57233E-05	0.000330886	0.000469079	0.000390509	0.00020666	0.000401218
ASV2694.Bacteroidales_RF16.	7.99616E-05	0.000828596	0.00086914	0	0.001033755	0.000198847	0.001061838	0.000858042	0	0.000155345	0.00091723	0.000396511	0.002915959	0.002904057	0.003775844	0	0.000577436	0.001649179	0.001387577	0.002440229	0.004020473	0.000582039	0	0.000623624	0.001285563	0.000123253	0.000152733	6.16776E-05	0.000957233	0.00171806	0.000488225	0.001499555	0.000950636	0.001294841
ASV8216.Erysipelotrichaceae	0.00082627	4.60331E-05	0.000760498	2.03521E-05	0.000780591	0.000364552	0.001119756	0.003845298	0	0.002041677	0.000279157	0.000542594	0.000652827	0.00034936	0.000253258	0	0.000186817	0.001434069	0.000929972	0.001676722	0.002226724	0.000255529	8.90694E-05	0.000487206	0.000223576	0.00104765	0.000541509	0.000298109	0.001861286	0.001972587	0.005313038	9.37222E-05	0.000330656	0.000656539
ASV18053.Treponema_2	0.000613039	0.000115083	0.00074239	0	0.000337553	0.001093657	9.65307E-05	0.001048718	0	0.000643572	0.002691871	0.000187821	0.001001001	0.000283855	0.000506516	0	0	0.000872392	0.000974256	0.00961121	0.00575237	0.00079498	0	5.84647E-05	0	0.001737866	0.000180503	0.000123355	0	0.000572687	0.000641394	9.37222E-05	0.001047077	0.001203655
ASV3491.Prevotellaceae	0.000239885	0.000115083	0.00030782	0	0.000232068	0.000364552	0.000289592	0.000286014	0	0.000576996	0.000279157	0.000375642	0.000152326	0.000109175	9.20938E-05	0	0.000118884	0.000119506	8.85687E-05	0.009760917	0.015494286	0	0	0.000194882	0	0.000308132	0.000583163	0.000102796	0	0.001030836	0.000488225	0	0	3.64744E-05
ASV8882.Lachnospiraceae_AC2044.	0	0.014178194	0	0	0	0	0	0	0	2.21921E-05	0.012183207	2.0869E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV18054.Treponema_2	0	0	0.002390135	0	0.001308017	0.000795387	7.72245E-05	0	0	0.005481458	0	0	0.002981242	0.000960741	0.000276281	0	0.000237768	0.003728579	0.00070855	0.001856371	0.001592726	0.002342353	0.000160325	0.000175394	0.000363311	0.00128183	5.55394E-05	0.00078125	0.000361621	0.000967204	0.000717978	0.000203065	0.001735944	0.000784199
ASV2576.Bacteroidales_p.251.o5	0.001386001	0.002623887	0.002571206	0	0.002911392	0.002916418	0.00339788	0.002224553	0	0.00062138	0.000518434	0.008556284	0.000282892	0.000283855	0.001519547	0	0.000917104	0.000740935	0.001549953	0.000314385	0.000201024	0.000227137	0.00270771	0.001130318	0	0.000332783	0.000263812	2.05592E-05	0	0.000687224	6.70113E-05	0.000702916	0.000261769	0.00045593
ASV16705.Victivallaceae	0	4.60331E-05	0	0	4.21941E-05	6.62822E-05	9.65307E-05	0.000190676	0	0	9.96989E-05	0.000146083	0.00023937	6.5505E-05	0.006239352	0	0.004602503	0.001386266	0.001180916	0.000239532	0.00018556	0.000780784	0	0.002455518	0.003116092	0.003598984	8.3309E-05	0.000544819	0.000446709	0.002990697	0.001091327	0.000124963	0.000261769	0.000547116
ASV5205.Gastranaerophilales	0.000266539	0.000115083	0.000778605	0	0.000147679	0.00029827	0.00059849	0	0	0.00031069	0.000159518	0	0.000326413	0.001506616	0	0	0.000203801	4.78023E-05	0.000900449	0	3.09267E-05	0.000865961	0.003081801	0.001032877	0.001760662	0	0.006720262	7.19572E-05	0.001393306	0.00101811	3.82922E-05	0.004061294	0.001763498	0.003610964
ASV15901.Kiritimatiellae_WCHB1.41	0	0	0	0	2.1097E-05	0	9.65307E-05	0	0	0	0	0	0	0.001593956	0.001243266	0	0.000237768	0.000549726	0.000147615	2.99415E-05	0	0.001873882	0.005112584	0.008945102	0.001900397	0.000184879	0.000180503	1.02796E-05	0.005275417	0	0.000698832	0.001405833	0.00123996	0.000164135
ASV17214.Betaproteobacteriales	0.000213231	0.000322232	0.000253499	0	0.000464135	0.000331411	0.000752939	0.000635586	0	0.000732341	0.000737772	0.001335615	0.001566784	0.000938906	0.001266289	0	0.000560452	0.002342312	0.003026098	0.001991107	0.002520528	0.001334431	0.000124697	0.000837994	0.001020066	0.000382084	0.000569278	1.02796E-05	0.002276087	0.00055996	0.001139192	0.000124963	0.000936858	0.000382981
ASV18055.Treponema_2	0.000799616	0.008447073	0.005522661	0	0.010316456	0.003214688	0.005676004	0.005402485	0	0.001220568	0.00366892	0.000104345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2577.Bacteroidales_p.251.o5	0.000959539	0.000782563	0.000235392	0	0.000506329	6.62822E-05	0.000270286	0.00047669	0	0.000288498	0.00183446	0.001523436	0.000174087	0.000152845	0.000138141	0	0.000220784	0.000489973	0.000989017	0.005194844	0.002891648	0.000113569	3.56278E-05	0.000682088	0.000223576	0.000542313	9.71939E-05	0.000143914	0.00242499	0.000763582	0.001704002	0.003139693	0.002466142	0.000291795
ASV4510.Rikenellaceae_RC9	0.000186577	0.002186572	0.000887247	0	0.000464135	0	0.001158368	0.000508469	0	0.000443843	0.005004885	0.000104345	0.001675589	0.000851566	0	0	0.000237768	0.00021511	0.001121871	0	4.63901E-05	7.09804E-05	0.001051019	0.001695477	2.7947E-05	0.001540661	0.004345955	0.000400905	1.06359E-05	0.00315614	0.000583956	0.000452991	0.001322624	0.001604873
ASV2871.Bacteroidia	0	0	0.000344035	0	0.000696203	0.00029827	1.93061E-05	0	0	0	0.001256206	0	0.000108804	0.001200926	0	0	0.000169834	0.000191209	0.000280468	0	1.54634E-05	0.001902274	1.78139E-05	9.74412E-05	0.000335364	0.013496191	0.003762791	0.000555099	0.000223354	0.000292707	0.000603102	0.000281167	5.51093E-05	0.000200609
ASV4511.Rikenellaceae_RC9	0.000373154	0	0.000416463	0	0.000527426	0.000165706	0.00084947	0	0	0.000954262	0	0	0.00195848	0.000786061	0	0	0.00219086	0.00229451	0.000472367	0.000224561	0.000402047	0.000894353	0.004043751	0.000876971	0.000698675	0.001035324	0.002041071	0.001737253	0.000404165	0.001590796	0.001838024	0.000718537	0.000234215	0.001276604
ASV3290.Muribaculaceae	0.001279386	0.001473059	0.00043457	0	0.000337553	0.001126798	0.000521266	0.001461849	0	0.000821109	0.001216327	0.005154639	0.000783392	0.000327525	0.001243266	0	0.000730287	0.000573627	0.00081188	0.001766546	0.003881303	0.000582039	0.000409719	0.001266736	0.000824437	6.16264E-05	0.000111079	2.05592E-05	0.00323332	0.000496328	0.000201034	0.000593574	0.001253737	0.00045593
ASV15904.Kiritimatiellae_WCHB1.41	0	0.000529381	3.62142E-05	0	0	0	0	0	0	0	0	0	0.002089046	0.001004411	0	0	0.001256772	0.000394369	0.001210439	0.000224561	0.000494828	0.001078902	0.000409719	0.000214371	0.00055894	1.23253E-05	0.001971647	0.002682977	0.000138267	0.001056289	0.004403599	0.004764211	2.75547E-05	0.002297886
ASV4512.Rikenellaceae_RC9	0	0	1.81071E-05	0	0	0	0.008842211	0.008199066	0	0.000687956	0	0	0.000522261	0	0	0	0	0	0	0	0	0	3.56278E-05	1.94882E-05	0.009585825	0	0	4.11184E-05	0.003828932	0	0	0.000999703	0.000606203	0.00012766
ASV3493.Prevotellaceae	5.33077E-05	2.30165E-05	0.000289713	0	0.001139241	0.000497117	0.001061838	6.35586E-05	0	0.002019485	0.001655002	0.000438249	0	0	0	0	0	0.00021511	5.90458E-05	0.007605132	0.012726345	0	0	0	0.000223576	0.000566963	0.000291582	0	0.00086151	0.00027998	0.000574383	0	0	0
ASV2797.Bacteroidales_UCG.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00906777	1.69834E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5207.Gastranaerophilales	0	0.000207149	0.000181071	0	0.000611814	6.62822E-05	0.000193061	6.35586E-05	0	0.000355074	1.99398E-05	0.000834759	0.001414458	0.00074239	0	0	0.011820451	0.000310715	0.000723311	0	0.000123707	0.000880157	0.000570044	0.001968312	0.001928344	0	0.00174949	0.000534539	0.001808107	0.000407244	0.000478652	0.001062185	0.000716421	0.000346507
ASV18058.Treponema_2	5.33077E-05	4.60331E-05	0	0	0	6.62822E-05	0	0	0	2.21921E-05	0	0	0.000935718	0.00013101	2.30234E-05	0	1.69834E-05	0.001266761	0.001490907	0.005164903	0.003061745	0.000255529	0	0.000292324	0.000293444	0.001676239	0	4.11184E-05	0.008934174	0.000725403	0.000191461	0	0	0.000182372
ASV4513.Rikenellaceae_RC9	0	0.001726241	0.000814819	0	0.000801688	0.002054749	0.004363187	0.000190676	0	0.000443843	0	0	0.00145798	0.005589764	0	0	0.00159644	0.000513875	0.001166155	1.49707E-05	4.63901E-05	0.002782431	0.000819439	1.94882E-05	0.004695098	0.000184879	0.001166326	0.000205592	0.000925325	0	0.000258472	0.000406129	0.000110219	0.00116718
ASV11495.Ruminococcaceae	2.66539E-05	2.30165E-05	0.000181071	0	6.32911E-05	0	0.000212368	6.35586E-05	0	0.001087415	0	0	0.000195848	0	0	0	6.79336E-05	0	2.95229E-05	0	0	0	0.000160325	9.74412E-05	0.000447152	0.001035324	5.55394E-05	6.16776E-05	6.38155E-05	0	0.000258472	6.24815E-05	0	0.00045593
ASV15907.Kiritimatiellae_WCHB1.41	5.33077E-05	9.20662E-05	0.000289713	0	0.000274262	3.31411E-05	0.000308898	0.000158897	0	0.000110961	7.97591E-05	0.000459118	0.000369935	0.004410673	0.004535617	0	0.005689441	0.000776787	0.001151393	0	3.09267E-05	0.001448	0.00032065	0.000954924	0.001383377	0.000776493	0.000333236	0.000431743	0.001627296	0.000267254	0.000555236	0.000234305	0.000151551	0.004632247
ASV17403.Mailhella	0.00165254	0.003659631	0.001720173	0	0.000675105	0.001822761	0.001988532	0.003495726	0	0.003240052	0.001136568	0.001794733	0.001001001	0.000109175	0.00080582	0	0.000305701	0.000227061	0.000546174	0.000838361	0.001237069	0.000440078	0.000124697	0.001929336	0.000349338	0.000493012	0.00040266	8.22368E-05	0.001010413	0.000470876	0.000708405	0.000484231	0.001419065	0.001787245
ASV2018.Bacteroidales	0.001226078	0.000230165	0.001539102	0	0.001223629	0.004208922	0.001718246	0.009216004	0	0.004926655	0.001555303	0.00062607	0.00047874	0.000109175	0.003844914	0	6.79336E-05	0.001123354	0.00020666	0.002754615	0.001762823	9.93725E-05	0	7.7953E-05	0	0.000258831	6.94242E-05	0	0	0.001081741	0.000823282	0	0	0.000109423
ASV15909.Kiritimatiellae_WCHB1.41	0	2.30165E-05	0	0	0	3.31411E-05	0.000115837	0	0	0	1.99398E-05	4.1738E-05	0	0.000240185	0.003246305	0	0.000322685	1.19506E-05	0.000295229	0	0	0.002101019	0.000178139	0.002611424	0.00649768	0.000456036	0	0.000657895	0.006647451	2.54527E-05	0.000277618	0.000296787	0.000771531	0.001148943
ASV3494.Prevotellaceae	0.000293193	0.000874629	0.000181071	0	0.000886076	0.000497117	0.000830164	0.002192773	0	0.00124276	0.000458615	0.000521725	0.000522261	0.000720555	0.000828844	0	0.000220784	0.000406319	0.000221422	0.004730751	0.007236852	0.000411686	0.000160325	0.000136418	0.000628808	0.000320458	0.000166618	0.000123355	0.000787058	0.000814488	0.000698832	0.001562036	0.001157296	0.000875385
ASV15911.Kiritimatiellae_WCHB1.41	0	0.000253182	5.43213E-05	0	0.000253165	3.31411E-05	0.000965307	0.000254235	0	0.000155345	0	2.0869E-05	2.17609E-05	0.000240185	0	0	0.000305701	0.004529267	5.90458E-05	0	0	0.000440078	3.56278E-05	0.000272835	0.000307417	0.008331895	0.000527624	0.00104852	0.00057434	0.00185805	0.00053609	0.000577953	0.001350178	0.000930097
ASV4516.Rikenellaceae_RC9	0	0	0	0	6.32911E-05	0	0	0	0	0	0	0	0.00561431	0.001113586	0	0	0	0.006357705	0.001239962	0	0	0.001944862	0.001211344	0	0.001299536	4.93012E-05	0.006178753	3.08388E-05	0.000106359	0	0	0.000921601	0.000316879	0.001094232
ASV4517.Rikenellaceae_RC9	0.000159923	0	0	0	0	0	7.72245E-05	0.000158897	0	0	0.000219338	0	2.17609E-05	0.000240185	0	0	0.024608957	0	0.00070855	0	0	0	3.56278E-05	0.001539571	0	0	0	0.000236431	0	0.000152716	0.001656136	0	2.75547E-05	0
ASV4279.Rikenellaceae	0	0.000782563	7.24283E-05	0	0.000105485	0.000132564	0.000231674	0.000127117	0	0	0	0	0.00073987	0.000196515	0	2.65139E-05	0	0.001159206	0.000413321	0	0	0.001589961	0.000427533	0	0.000363311	0.015727069	0.0004582	0.000277549	5.31796E-05	0.000458149	0.000258472	4.68611E-05	0.000151551	0.00012766
ASV9244.Lachnospiraceae	0	0	0.000615641	0	6.32911E-05	9.94233E-05	0.00050196	0	0	0	0	0	0.000130565	0	0	0	0.003617466	1.19506E-05	0	0	0	0	0	0.000136418	0.000111788	0	0.000527624	0.00104852	1.06359E-05	0.000903572	0.000373349	0.000312407	1.37773E-05	3.64744E-05
ASV16706.Victivallaceae	0	4.60331E-05	0	0	0	0	7.72245E-05	0.000127117	0	0	1.99398E-05	6.2607E-05	0	0	0	0	0.002479577	0.000597529	8.85687E-05	0	0	0.000496863	0.000338464	0.004638201	0.007112515	0.001158577	8.3309E-05	8.22368E-05	0.006328373	0.000394517	4.78652E-05	0.000296787	0	0.000182372
ASV15913.Kiritimatiellae_WCHB1.41	0.000133269	0.001634175	0.001032104	0	0.000654008	0.00029827	0.002355349	0.004830457	0	6.65764E-05	0	0	0.000391696	8.73401E-05	0	0	0	0	0.000118092	0	0.000154634	5.67843E-05	0.003295568	0	0.00593874	0	0.001041363	0.001449424	0.00456281	3.81791E-05	9.57304E-05	0.000109343	1.37773E-05	0
ASV2872.Bacteroidia	0	0	0	0	0.000464135	0.000695963	0	0	0	0.000266306	0.000578254	0	0.007224616	0.00069872	6.90703E-05	0	0.006691462	0.000525825	0.000974256	0.000329356	0.000510291	0.002030039	0.000605672	0.001032877	0.002878542	0.000554638	2.77697E-05	0.000205592	0.000425437	0.00087812	0	0.000609194	0.001143518	0.000419455
ASV9248.Lachnospiraceae	0.000613039	0.017193362	0	0	0	0	0	0.008230845	0	2.21921E-05	0.000977049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2474.Bacteroidales_F082	0	2.30165E-05	0.001376138	0	0.000189873	0.000497117	0.00144796	0.000413131	0	0.000110961	0	0	0.000174087	6.5505E-05	0	0	0.019717736	2.39011E-05	0.00020666	0	0	0.000113569	0.000570044	0.000194882	0	0	8.3309E-05	1.02796E-05	0.000148903	3.81791E-05	6.70113E-05	0.000687296	0.003292782	5.47116E-05
ASV19325.Mycoplasmataceae	0	9.20662E-05	5.43213E-05	0	0.000105485	3.31411E-05	0.000115837	0	0	0	0	0	0.000935718	0.001048081	0.001151172	0	0.011293966	0.001183107	0.001033302	4.49122E-05	6.18534E-05	0.000312314	0.000427533	0.002513983	0.000167682	0.002600636	0.000263812	0.000277549	0.00023399	0.000534508	0.001388091	0.001124666	4.1332E-05	0.000310032
