region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV11280.Paeniclostridium	0.000879217	0.000378274	0.000177904	0.000192996	2.46719E-05	0	4.12677E-05	0.000116356	0	0.000166412	4.74901E-05	6.8055E-05	0	0	1.56583E-05	0	0	0	0.000267308	0	0.000182854	0.000398133	0.000395188	7.21345E-05	0.000155615	0	0.000178146	2.9071E-05	0	3.23965E-05	5.23679E-05	1.59031E-05	0	0.000633347	3.8466E-05
ASV1943.Bacteroidales	0.001373777	0.000157614	0	0	0.000148031	0	0	0	6.11359E-05	0.000232976	0	0	0	0	0	0	0.007069742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV5915.Christensenellaceae_R.7.	0	6.30457E-05	0	0	2.46719E-05	0	8.25355E-05	0	0	0	0	0	0	0.000239732	1.56583E-05	0	0.017756244	0.006071439	0	0	0	0	0	0	0	8.04521E-05	8.09756E-05	0	0	0	0	0	4.55145E-05	4.13052E-05	0.000134631
ASV8830.Dorea	0.001071546	0.000630457	0.000711617	0.000614078	0.001801046	0.000704358	0.001423737	0.001667766	6.11359E-05	3.32823E-05	0.000522392	0.00027222	0	0.000186458	9.39496E-05	0.000152184	0.001310222	0.000425568	0.000116947	0.002937371	0.00067917	0.000604064	0.001074912	0.000270504	0.000363102	0.000502826	0.000356293	0.00084306	0.000929011	0.00111768	0.000610959	0.000477092	0.000606861	0.000247831	0.000980882
ASV11283.Romboutsia	0.000631938	6.30457E-05	0.001008124	0.000315812	0.000123359	0	0	0.000232711	0	0	4.74901E-05	0	0	7.99105E-05	3.13165E-05	0	0.003261908	0.001319261	0.000852045	0.000139875	0.000261219	0.000356947	0.000410996	0.000468874	0.000397683	2.0113E-05	0.000129561	1.45355E-05	8.00871E-05	6.47931E-05	0.000279295	3.18061E-05	7.58576E-05	0.0007848	0.000173097
ASV5624.Methanobrevibacter	0.002747555	0.002080509	0.000177904	0.00389501	0.002269812	0.001391537	0.004064873	0.001279913	0.000855903	0.000832058	0.001044783	0.000306247	0	0.000159821	0.000939496	9.13103E-05	0	0	0.000167068	5.24531E-05	0.000496317	0.000411862	0.001549138	0.002416504	0.00062246	0.000482713	0.000372488	0.000363388	0.000336366	0.00074512	0.001693229	0.000381673	0.000849605	0.00165221	0.001057814
ASV15836.Kiritimatiellae_WCHB1.41	0	0	0	0	0	0	0	0	0	3.32823E-05	0	6.8055E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.72906E-05	0	1.61951E-05	0	0	1.61983E-05	0	0	0	0.033994217	0.000423126
ASV9148.Lachnospiraceae	0	6.30457E-05	0	0	9.86875E-05	0	0	0.000271497	0	9.98469E-05	9.49803E-05	0	0	0	3.13165E-05	9.13103E-05	0.001078204	0.0036457	0	8.74218E-05	1.3061E-05	1.37287E-05	0.000142268	7.21345E-05	0.000103743	0	0.000161951	5.81421E-05	0	0	0	0	0	2.75368E-05	0.000115398
ASV4388.Rikenellaceae_RC9	0.005275305	0.003120764	0.006938267	0.003403748	0.002393171	0	0.001609442	0.002094403	0.000917039	0.007754776	0.000807332	3.40275E-05	0.007224959	0.011800117	0.000704622	0	0	0.004468465	0.000116947	0.002937371	0.001867719	0.001441516	0.002054979	0.003931328	0.000414974	0.003459442	0.002121561	0.00210765	0.001713865	0.001878999	0.000192016	0.000381673	0.00119855	0.001555831	0.004962111
ASV9149.Lachnospiraceae	0.001593582	0.001355483	0.00539643	0.002473858	0.003799467	0	0.00026824	0.002714967	0.000611359	0.000232976	0.001282234	0.000714577	0	0.000799105	0.001237004	0.000365241	0.000177426	4.25568E-05	0.000968992	0	0.000888146	0.000878638	0.000948452	3.60672E-05	0.000639751	4.02261E-05	9.71707E-05	0.000755847	0.00062468	0.000275371	0.000122192	0.000699734	0.000455145	0.000123916	0.000326961
ASV4124.Alistipes	0.005412683	0.001166346	0.000652316	0.001947505	0.00066614	0.011132299	0.002476065	0.000504208	0.000550223	0.000399388	0	0	0.000328407	0.003675883	0	0.002008827	0	0	0.00061815	1.74844E-05	0.001162426	0.001194399	0.0014701	0.001821395	0.000501426	0.001649269	0.00139278	0.001162841	0.001409534	0.000809913	0.000314207	0.000556607	0.001153035	0.0007848	0.000403893
ASV11275.Clostridioides	0.001840862	0.000914163	0.00332088	0.001701874	0.000222047	8.58974E-05	0.000103169	7.75705E-05	6.11359E-05	0.000266258	0.00014247	0.00027222	0	7.99105E-05	3.13165E-05	9.13103E-05	0.000545926	0.000439754	0.00108594	0	0.000496317	0.000631521	0.000584879	0.000234437	0.00062246	0	0.000356293	0.000101749	8.00871E-05	0	0.000122192	0	3.0343E-05	0.001321768	5.7699E-05
ASV19338.Akkermansia	0	0.000189137	0	0	0	0	0	0	0	0.001797244	9.49803E-05	0	0.001970443	0	0	0.010105007	0	0	0.000167068	0	0.000104488	6.86436E-05	0.001232987	5.41008E-05	0	0.000362035	0	0.006947977	3.20349E-05	0	0	0	0	0.000289137	0.000538524
ASV17999.Treponema_2	0	0	5.93014E-05	0	0.001159578	1.71795E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000664405	0.000104488	8.23723E-05	0	0	0	0	0	0	0	9.71896E-05	1.7456E-05	0	0.002017811	0	0
ASV13479.Ruminococcaceae_UCG.010	0	0.00022066	0.009725434	0.000105271	0.000345406	0.005703585	0.000309508	0.000193926	0	0.000199694	0.001757135	0.00081666	0.000985222	0.001704757	0.001972943	0.000365241	0	2.83712E-05	0	0	0.002912596	0.003830313	0.00281374	0.000793479	8.64528E-05	0	0.001781463	0.013997703	0.000768836	0	0.002408923	0.003101096	0	0.001363073	0.003192676
ASV16686.Victivallaceae	0.001428728	0.000283706	0.00041511	0.000649168	7.40156E-05	0	0	0.000271497	0.001589534	0.000266258	0.001424704	0.000102082	0	0.000799105	0.001064763	0.000243494	0.000532278	0.001361818	0.000701684	0.001433717	0.003004023	0.002855574	0.000173883	0.000631177	0.00760785	0.001186669	0.000987902	0	0.000128139	0.000680327	0.000226928	0.001765239	0.000212401	0.002037725	0.000980882
ASV9150.Lachnospiraceae	0.000137378	0.000567412	5.93014E-05	0.000438627	0.000444094	1.71795E-05	0.000433311	0.000387852	0.000489087	0.000399388	0.000237451	0.000646522	0	0.0005061	0.000187899	0.000456552	0.000286611	0.001305076	0.000167068	0.00687135	0.000457134	0.000343218	0.000442611	5.41008E-05	0.00031123	0.0004626	0.000307707	0.001700656	0.000208227	0.000890905	0.000104736	7.95153E-05	0.000227573	0.000647116	0.000250029
ASV9151.Lachnospiraceae	0	3.15229E-05	0	0	0	0	2.06339E-05	0.000310282	0	0	0	0	0	2.66368E-05	0	0	0.001146445	0.001092292	0	0.011714516	0	0	0.000158075	0	0	0	0.000129561	0	1.60174E-05	0	0	1.59031E-05	0	0	0
ASV16862.Victivallales_vadinBE97	0.000274755	0	0	0.000140361	9.86875E-05	0	0.000103169	0.000387852	0.001589534	0.000931904	0.000617372	0.002109705	0	0.003356241	0.000861205	0.003348044	0.003275556	0.000879507	0.001637263	0	0	5.49149E-05	0.002592435	0.003498521	0.006622288	6.03391E-05	0.004162146	0.005581639	4.80523E-05	0.002705111	0	0.000699734	0.001790239	0.000550737	0.002461823
ASV7153.Clostridiales_vadinBB60.	0.000192329	0.000346752	0.00041511	0.001017615	0.000222047	0	0.000103169	0	0.001711805	0.000133129	9.49803E-05	0	0	0.000399553	0.00054804	0.000852229	0.000764296	0.000468125	0.000384256	0.014966605	0.000444073	0.000274574	0.003904459	0.000162303	8.64528E-05	0.002735373	0.001068878	0.000450601	0.001505638	3.23965E-05	6.98239E-05	3.18061E-05	0.000439974	0.000536968	0.000230796
NA..1	0.000934169	0.001922895	0.00041511	0.000701804	0.000123359	0.001528973	0.000701552	7.75705E-05	0	3.32823E-05	0	3.40275E-05	0	5.32737E-05	0	0	0.000395796	5.67424E-05	3.34135E-05	0	0	1.37287E-05	3.16151E-05	0	0	4.02261E-05	0	0.000145355	0	0	3.49119E-05	3.18061E-05	4.55145E-05	5.50737E-05	0.000115398
ASV9152.Lachnospiraceae	0.001016595	0.000567412	0.001423234	0.000561443	0.000616797	0	0.000165071	0.000581779	0.000122272	6.65646E-05	0.000617372	0.000646522	0.000985222	0.000772468	0.000469748	0.000213057	1.36482E-05	0.00012767	0.000267308	0.001276358	0.000287341	0.000247117	0.000537456	0.000685277	0.000207487	0.000140791	4.85854E-05	0.000828524	0.002867119	0.000421155	0.000226928	9.54183E-05	0.00019723	0.000137684	7.6932E-05
ASV16687.Victivallaceae	0.00024728	0.000346752	0.00041511	0.000157906	0	0	6.19016E-05	0	0.000733631	0.000232976	0.000854823	0.00122499	0	7.99105E-05	0.000563698	0.001095724	0	0.000113485	0.000451083	0	0.004375424	0.004091159	0.000758761	0	0.006432091	0.001548704	0.001668097	0.001090164	4.80523E-05	0.002786102	1.7456E-05	0.000397576	0.001350265	0.000977557	0.00019233
ASV13480.Ruminococcaceae_UCG.010	0	0	0.001779043	0.000280721	0	0	0.001052328	0.00546872	0.001772941	0.001963656	0.004938975	0.000918742	0.001642036	0.005034362	0.00444695	0.001704459	0	0.000297898	0	0.001783404	0.000261219	0.000480505	0.00153333	0.009413547	0	0.005591424	0.002040585	0.002020437	0.00099308	0.001133879	0	0.00478682	0.000834433	0.002505852	5.7699E-05
ASV13231.Ruminococcaceae_UCG.005	0.00074184	0.000819595	0.000474411	0.000789529	0.000468765	0.000274872	0.000330142	0.000193926	0.000122272	0.000366105	0.000522392	0.00027222	0.000328407	0.000346279	0.000595014	0.000273931	0.000696056	0.001532045	0.000100241	0.000542015	0.000744475	0.000288303	0.000426803	0.000180336	8.64528E-05	0.000140791	0.000194341	0.00013082	0.000128139	0.000615534	0.000366575	1.59031E-05	0.00050066	0.000426821	0.000615456
ASV6411.Clostridia	0	0.000693503	0	0.000543898	0.000197375	0	0.000206339	0.000504208	0.000122272	0.001065034	4.74901E-05	6.8055E-05	0	0.000346279	0.000297507	0.000273931	2.72963E-05	0.002127841	0	0.000262265	0.001998328	0.002883031	0.00025292	0.001623025	0.001089306	0.00132746	0.00069639	0	0.000272296	0.001814206	0.001064814	0.000683831	0.000576518	0.001445684	0.000365427
ASV9154.Lachnospiraceae	0.002198044	0.000252183	0.003380181	0.002772124	0.002442515	0.004105894	0.0025586	0.002753752	0.00030568	0.000366105	4.74901E-05	0.000306247	0.001313629	0.000479463	6.26331E-05	0.000213057	0.000504982	0.000496496	0.000183774	0.000367171	0.000313463	0.00042559	0.000806184	0.000631177	0.000726204	0.000402261	0.000599219	0.000334317	0.000240261	0.000907103	0.00017456	0.000190837	0.000348945	0.000330442	0.000288495
ASV11437.Ruminococcaceae	0.00326959	0.000346752	0.000770919	0.000122816	0.000419422	0	0.00202212	0.00228833	0.000672495	0.000299541	9.49803E-05	0	0	0.000639284	0.000125266	0.000304368	0	0.001659716	0	0.000769311	9.14268E-05	9.6101E-05	0.000379381	0.000162303	0.000345811	0.000140791	0.000210537	0.000101749	0.000224244	0.000340164	3.49119E-05	0.000111321	0.000121372	0.000165221	0.000365427
ASV5846.Phascolarctobacterium	0.00351687	0.005358888	0.003439483	0.002877395	0.004120201	0.006665636	0.003280786	0.005856572	0.002934523	0.003894029	0.003514271	0.002960392	0.003284072	0.002876778	0.00181636	0.001460965	0	0	0.00051791	0.000437109	0.002795047	0.001633718	0.001312025	0	0.006449382	0.001769947	0	0.004694972	0.000768836	0.001830404	0	0.002353652	1.51715E-05	0.003290651	0.006327653
ASV13481.Ruminococcaceae_UCG.010	5.49511E-05	0	0.000711617	8.77255E-05	0	0	0.000392044	7.75705E-05	0.000244544	0.000931904	0.001234744	0.000204165	0	0.000319642	0.001706752	0.001004413	0	0	0.001002406	0	0.001384463	0.00107084	9.48452E-05	0.000919714	0.003492695	0.000402261	0.000712585	0	0.000576627	0.000307767	0.000872798	0.001447178	0.001016491	0.001018863	0.001788668
ASV2456.Bacteroidales_F082	0	0.003372947	0.000118603	0.001596603	0.00370078	0	0.003982337	0.002521041	0.005013144	0.006356919	0.002944389	0.000850687	0.002298851	0.0015183	0.004008518	0.002891493	0	0.001617159	0.010842689	0.001276358	0.001684865	0.001057111	0.000458418	0.00084758	0.001971125	0.000864861	0.004615609	0.002848961	0.002066248	0.000242974	0.002286732	0.003164708	0	8.26105E-05	0.003038812
ASV4125.Alistipes	0	0.000504366	0	0	0.000986875	0	0	0	0.003117931	0.00086534	0.002089566	0.003402749	0	0.000772468	0.001659777	0	0	0.001659716	0	1.74844E-05	0.000261219	8.23723E-05	9.48452E-05	0.000991849	0.001746347	0.001830286	0.00139278	0	0.000977063	0.002559326	5.23679E-05	0	0.001775067	0.003331956	0.001250144
ASV13482.Ruminococcaceae_UCG.010	0.000769315	0.000283706	5.93014E-05	0.000824619	2.46719E-05	0	8.25355E-05	0.000193926	0.000122272	0.001830527	0.000474901	3.40275E-05	0.000656814	0.000905652	0.000469748	0.000121747	0	0	0	0	0.001737109	0.002018122	0.002134016	0.001604992	0.001486989	0.000522939	0.005490145	0.000610492	0.000480523	0.000664129	0.00225182	0.00322832	0.000667547	0.000853642	0.000480825
ASV3870.Prevotellaceae_UCG.003	0	0	0.000237206	3.50902E-05	2.46719E-05	1.71795E-05	0	0	0	0	0	0	0	0	1.56583E-05	0	0	0	0	0	1.3061E-05	0	0	0	0	0	0	0	0.000160174	0	0	0.002671713	0.004566626	0	0
ASV13483.Ruminococcaceae_UCG.010	0.000879217	0.000598935	0	0.000280721	0.000222047	0	0.000536481	0	0.00372929	0.002629302	0.000902313	0.00013611	0.000985222	0.000905652	0.000986471	0.000304368	0	2.83712E-05	0.000601443	0	0.00108406	0.000617792	0.004394493	0.006401933	0.000224777	0.003861703	0.000712585	0.002093115	0.000752819	0.000566939	0.000418943	6.36122E-05	0.002260556	0.002285557	0.001365542
ASV2559.Bacteroidales_p.251.o5	0	0.000535889	0	0.000333357	0	0	0.000928524	0	0.000122272	0.027224922	0	0.000646522	0	0	9.39496E-05	0	0	0	0.002790029	0	0	5.49149E-05	0	0	0	0	0	0	0	0	0	3.18061E-05	0	0	0
ASV9155.Lachnospiraceae	0.000467084	0.00066198	0.000533713	0.000473717	0.000616797	1.71795E-05	0.00037141	0.000193926	0.000672495	0.001098316	0.000284941	0.00040833	0	0.000133184	0.000203558	0.000243494	0	0	0.000116947	0	0.000848963	0.000906096	0	0	0.000242068	4.02261E-05	0.000502049	4.36066E-05	0.000128139	0.000485948	0.000226928	0.001208632	0.000561346	0.0007848	0.000173097
ASV13232.Ruminococcaceae_UCG.005	0.000164853	0.001071778	0.000237206	0.000508808	0.000740156	3.43589E-05	0.000949158	0.000620564	0.000122272	3.32823E-05	4.74901E-05	0.000442357	0.000656814	0.001385115	0.000125266	0.001217471	2.72963E-05	0.000113485	6.68271E-05	0	2.61219E-05	0	0.000980067	0.001406622	0.000207487	0.000864861	0.00069639	0.000334317	0.000528575	0.000809913	0.000401487	0.000604316	0.001350265	0.00060581	0.000423126
ASV13233.Ruminococcaceae_UCG.005	0	0.000157614	0	0.000736894	0.003922826	1.71795E-05	0.001155497	0.002986464	0.000366815	6.65646E-05	4.74901E-05	0.000884715	0	0.001917852	0.000219216	0.001826206	0.000504982	0.001432746	0.00118618	0.000367171	0.000783658	0.00053542	1.58075E-05	0.000324605	0.002593585	0.001005652	0.001133658	0.001758798	0.000832906	0.001409249	0.000593503	0	0.00210884	0.000234063	0.000365427
ASV13484.Ruminococcaceae_UCG.010	0.000549511	0	0.000237206	0.000842164	0	0	0.000185705	0.000465423	0.003056795	0.001431139	0.001187254	0.001939567	0.003940887	0.002264131	0.000782914	0.000213057	0.002593149	0.000553239	0.001871157	0	0.001057938	0.000933553	0.001074912	0.000955782	0.000829947	0.00020113	0.001344195	0.001046557	0.00049654	0.000712724	0.000576047	0.000445286	0.001107521	0.000647116	0.001250144
ASV13486.Ruminococcaceae_UCG.010	0	0	0	0	0	0	0	0	0	0	0	3.40275E-05	0	0	0	0	0	0	0	0	0.000117549	0.000192202	0	0.000144269	0	0.000502826	0.000647805	0.006540983	0	0	8.72798E-05	0	0.000182058	8.26105E-05	3.8466E-05
ASV11438.Ruminococcaceae	0.001346302	0.001229392	0.001541837	0.001157976	0.002072437	0	0.002888742	0.000892061	0.000183408	0.000499235	4.74901E-05	0.000306247	0.000328407	0.000772468	0.000172241	0.000213057	0.000395796	0.000212784	0.000100241	0	0.001136304	0.002814388	0.000379381	0.000342639	0.000484136	0.001669382	0.00063161	0.000305246	0.000800871	0.000874706	0.001501213	0.000508898	0.000667547	0.001239157	0.000134631
ASV13487.Ruminococcaceae_UCG.010	0	0.00044132	0.00041511	0.000105271	0.000148031	0	0.000103169	0.000581779	0.000855903	0.000532517	0.001187254	0.000204165	0.001970443	0.000479463	0.001127396	0.000791356	0	0	1.67068E-05	1.74844E-05	0.000639987	0.001084569	0.000711339	0.000973815	0.001504279	0.001468252	0.000906927	0.002674535	0.001233342	0.000307767	0.001466301	0.000667928	6.06861E-05	0.000881179	0.000153864
ASV11439.Ruminococcaceae	0.000192329	0.001197869	0.001304631	0.000175451	0.000345406	0.000790256	0.000949158	0	0.00030568	0.000266258	0	3.40275E-05	0.000328407	0.000293005	3.13165E-05	0.000334804	0.000341204	0.000482311	0.000116947	0.000751827	0.000770597	0.000686436	6.32301E-05	0	0.000501426	0.000422374	0.000340097	5.81421E-05	0	9.71896E-05	0.00026184	0.00057251	0.000333773	0.000275368	0.000519291
ASV11440.Ruminococcaceae	0.000961644	0.000157614	0	0.001245701	0.000567453	0	0.002207824	0.00162898	0.000122272	0.000798775	0.000284941	0.000612495	0.004269294	0.000346279	0.000422773	0.00112616	0.001323871	0.000851136	0.00056803	0	0.000561622	0.000343218	0.000410996	0.002831278	0.006570416	0.003942155	0.000421073	0.00071224	0.000528575	0.000534543	0.000122192	0.000492995	0.000318602	0.000468126	0.001153979
ASV3410.Alloprevotella	0	0	0	0	9.86875E-05	0.005772303	0.013081875	0.015126246	0	0.016574586	0.006268699	0.001871512	0	0.000133184	0.004572216	0	0	0	0	0	0.004114205	0.003390994	0.019791024	0.017979514	0.000259359	0	0	0.003415847	0.003571886	0.001895197	0.006301604	0	0.011317949	0.000578273	0.000807786
ASV1857.Bacteroides	2.74755E-05	0	0.000118603	0	0	0.001202563	0.000185705	7.75705E-05	0	0	0	0	0	0	0	0	0.001132797	0.001049735	0	0.001591076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2658.Bacteroidales_p.2534.18B5	0	0	0	0	0	0	0	0.003490672	6.11359E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027549974	0	0	0	1.51715E-05	0.001335536	0
ASV4394.Rikenellaceae_RC9	0.02585449	0.001292438	0.00290577	0.004070461	0.000814172	0	0.002641136	0.001978048	0.002262028	0.002329761	0.008358266	0.007009664	0.002298851	0.000372916	0.009676813	0.011352914	0	0	0.000701684	0	3.91829E-05	0	0.001059104	0.00129842	0.000708913	0.003298538	0.000372488	0.003139672	0.001986161	0.000971896	0.003403914	0.00151079	0.002275727	0.001211621	0.001077047
ASV15006.Ruminococcaceae_UCG.013	0.000714364	0.00066198	0.000593014	0.001070251	0.001282937	0	0.001877682	0.001241128	0.000978174	0.00043267	0.001044783	0.001020825	0.001313629	0.000399553	0.000641989	0.000517425	0.000423093	0.001007178	8.35338E-05	1.74844E-05	0.000261219	0.000480505	0.000711339	0.000793479	0.000414974	0.000281582	0.000518244	0.000639563	0.000432471	0.001133879	0.003229354	0.001542596	0.000758576	0.00034421	0.003327307
ASV11442.Ruminococcaceae	0.000412133	0.000788072	0.000177904	0.000736894	0.000197375	0	0.000474579	0.000387852	0.000611359	0.000532517	0.000617372	0.00013611	0	0.000266368	0.000595014	0.000334804	0	0.000482311	0.004794841	0	7.83658E-05	9.6101E-05	3.16151E-05	0.001677126	0.000207487	0.000362035	0.000664	0.000654098	0.000288314	0.000194379	0.000279295	0.00020674	0.000121372	0.000302905	0.000980882
ASV4261.Rikenellaceae	0	0.00274249	0.003202277	8.77255E-05	0.006858778	0	0	0.001939262	0	0.00911935	0	0.004593712	0	0.000159821	0	0	0	0	0.025243919	0	0.01605193	0.01760022	0.00115395	0.001154151	0.000778076	0.008789396	0.00142517	0.000261639	0.000320349	4.85948E-05	0.011625674	0.002194622	3.0343E-05	2.75368E-05	0.000250029
ASV5625.Methanobrevibacter	0.002307946	0.000630457	0.000177904	0.000473717	0.000838843	0.000188974	0.003095081	0.000155141	0.000489087	0.002596019	4.74901E-05	0.000306247	0	0.000266368	0.000281849	9.13103E-05	0	0	0.000133654	0.000314718	0.00013061	0.00010983	0.002039171	7.21345E-05	0.00029394	0.000362035	0.000275317	0.001308197	0.000464505	0.000826112	0.000628415	0.000349867	0.000227573	0.000702189	0.000211563
ASV13488.Ruminococcaceae_UCG.010	0.000219804	0.00066198	0.000533713	0.000333357	0.000542781	0	0.000536481	0.000387852	0.000672495	0.000266258	0.000332431	0.000918742	0.001642036	0.001571573	0.000422773	0.000395678	0	0	0.000467789	1.74844E-05	0.002925657	0.004091159	0.000648109	0.003985429	0.002956687	0.002272773	0.001198439	0.002907104	0.000784854	0.002008585	0.000593503	0.000842862	0.003747364	0.00304282	0.003404239
ASV13234.Ruminococcaceae_UCG.005	0.000274755	0.001355483	0.000533713	0.000824619	7.40156E-05	0	0.000247606	0.000542993	0.005502231	0.001464421	0.001329724	0.001122907	0.002627258	0.003409515	0.001581486	0.000486988	0.000204722	0.000269526	0	0	0.000156732	0.000315761	0.000569071	0.00403953	0.000743494	0.000321809	0.000161951	0.000537814	0.002434649	0.00046975	0.000122192	0.000588413	0.004794198	0.000936252	0.001346309
ASV1951.Bacteroidales	0	0.000126091	0	1.75451E-05	0	0	0	0	0	0	0.001709645	0.000238192	0	0	0.001503194	9.13103E-05	0	0	0	1.74844E-05	0.000326524	0.000384404	0.000221305	0.000829546	0.000345811	0	8.09756E-05	1.45355E-05	0.009113916	1.61983E-05	5.23679E-05	0	1.51715E-05	4.13052E-05	0.000442359
ASV13489.Ruminococcaceae_UCG.010	0	0.000157614	0	0.000157906	0	0	0.000412677	0.000775705	0.000611359	0.003461359	0.000522392	0.000578467	0.000656814	0.000639284	0.000234874	0.001065287	0	7.0928E-05	0.001169473	0	0.000483256	0.000604064	0.000853606	0.000288538	0.000726204	0.003600233	8.09756E-05	4.36066E-05	0.000576627	0.000259172	5.23679E-05	0.000333964	0.000136544	0.000275368	0.000173097
ASV11385.Flavonifractor	8.24266E-05	0.000315229	0	0.00200014	0	0	0.000453945	0.001357484	0.002139757	3.32823E-05	4.74901E-05	0.001429155	0.000656814	7.99105E-05	4.69748E-05	6.08735E-05	0.003043538	0.000950435	0	0.001293842	6.53048E-05	6.86436E-05	0	0.00019837	0	0.000301696	0	2.9071E-05	0.000224244	0.000226776	0	0.000795153	3.0343E-05	0.002134104	0
ASV9156.Lachnospiraceae	0	0.000157614	0	0.000333357	0.000320734	0.001855383	0.000515847	7.75705E-05	0	0	4.74901E-05	3.40275E-05	0	7.99105E-05	0	0	0.000177426	1.41856E-05	0	0.000104906	2.61219E-05	6.86436E-05	0	0	0.000172906	0.000181017	0.000194341	0.000101749	8.00871E-05	0.000275371	1.7456E-05	6.36122E-05	0.000106201	4.13052E-05	0.000115398
ASV13490.Ruminococcaceae_UCG.010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003903371	0.001617159	0	0.005525055	0	0	0	0	0	0	0	0	0	0	0	0.000302158	0	0	0
ASV16688.Victivallaceae	0.000384658	0.000378274	0.000237206	0.000298267	4.93437E-05	0.000360769	0	0	0.000366815	0.001331292	0.000997293	0.000374302	0	0.000825742	0.000297507	0.000273931	0.001282926	0.000737651	0.002589548	0.001346295	0.003069328	0.002649643	0.000616494	0.002127967	0.003821216	0.001086104	0.001489951	7.26776E-05	0.000736802	0.001798008	0.000226928	0.000795153	0.001547494	0.002478315	0.000557757
ASV5917.Christensenellaceae_R.7.	0.000549511	0.000725026	0.001186029	0.000491263	0.00066614	0.000532564	0.000433311	0.000581779	0.000366815	0.000133129	0	3.40275E-05	0	7.99105E-05	0.000172241	0.000152184	0.000627815	0.000978807	0.000233895	0.00027975	0.000195915	0.000315761	0.000300343	0.000414773	0.000829947	0.000764295	0.000323902	0.000276175	0.000272296	0.000210577	0.000436399	0.000747444	0.000561346	0.000385516	0.000307728
ASV4126.Alistipes	0.001538631	0.000535889	0.000118603	0.000807074	0.001406296	0	0.000722186	0.000775705	0.00030568	0.002695866	0.001377214	0.001122907	0.003284072	0.000293005	0.001064763	0.000273931	0.000559574	0.004865662	1.67068E-05	0	0.000692231	0.000604064	0.000679724	0.000685277	0.000345811	0.001005652	0.000744975	0.000726776	0.00112122	0.000502146	0.000628415	0.000890571	0.000348945	0.000413052	0.000730854
ASV9158.Lachnospiraceae	0.000164853	0.000851117	0.004625511	0.001280792	0.001282937	0.00456974	0.001671344	0.000930846	0.000611359	0.000399388	0.000664862	0.00108888	0.001642036	0.000612647	0.000328824	0.000639172	0.004026204	0.001219962	0	0.001223905	0.000222036	0.000356947	0.000221305	0.000378706	0.000276649	0.000824634	0.00063161	0.001104699	0.000144157	0.000566939	0.000384031	0.000397576	0.00019723	0.0002616	0.000307728
ASV9159.Lachnospiraceae	0	0	0.000118603	7.01804E-05	4.93437E-05	0	0	0	6.11359E-05	3.32823E-05	0	0	0	0	0	9.13103E-05	0.001965334	0.001829943	1.67068E-05	0.003391964	0	0	0	0	0	0	0	0	0	6.47931E-05	3.49119E-05	0.000111321	0	1.37684E-05	0
ASV7155.Clostridiales_vadinBB60.	0	0	0.000296507	0.000175451	0.000148031	0	0.000165071	0.000310282	0	0.001198163	0.000332431	0.001054852	0	0.000532737	0.000704622	0.000456552	0	0.000496496	8.35338E-05	0.001153967	9.14268E-05	9.6101E-05	0.000901029	0.001352521	0.000432264	0.000341922	0.000761171	0.000363388	0.000272296	0.000307767	0.000226928	0.00093828	0.000151715	0.000963789	0.000250029
ASV12983.Ruminococcaceae_NK4A214	0.0012364	0.001355483	0.001067426	0.000771984	0.001628343	0.000171795	0.001444371	0.001473839	0.001222718	0.000599081	0.000569882	0.00040833	0.001642036	0.000426189	0.000516723	6.08735E-05	0	0.001177405	0.000634857	0	0.000378768	0.000453048	0.000774569	0.000955782	0.000778076	0.000804521	0.000469658	0.000377923	0.00155369	0.001198672	0.00099499	0.000906474	0.001395779	0.00086741	0.001211678
ASV13491.Ruminococcaceae_UCG.010	0.000686889	0.000157614	5.93014E-05	8.77255E-05	0	0	4.12677E-05	3.87852E-05	0.00030568	0.000931904	0.000237451	0.00013611	0	0.000879016	0.000532381	0.000578299	0	0	0.000768511	0	0.000104488	0.000205931	0.001264602	0.001388588	0.000466845	0.001086104	0.000744975	0.003066994	0.000720784	0.000226776	0.000244384	0.000174934	0.00050066	0.002023957	0.001230911
ASV18495.Mollicutes	2.74755E-05	0.00022066	0	1.75451E-05	2.46719E-05	0	4.12677E-05	7.75705E-05	0	9.98469E-05	0	0.00013611	0	7.99105E-05	1.56583E-05	0.001552275	0	0.001574602	0.000116947	0	2.61219E-05	4.11862E-05	0	1.80336E-05	3.45811E-05	0	0	0	0.000416453	0.000129586	0.000139648	0	9.10291E-05	0	1.9233E-05
