region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV5200.Gastranaerophilales	6.82874E-05	0.000563963	0.000719817	0	4.35474E-05	0.000600399	0.000687078	0	0.000362183	0.004156474	0.000357791	0.000707787	0.000366507	0	0.000102709	0.000214715	2.06143E-05	0.000188343	0.000368259	0.00035524	0.000571265	0.000366513	4.47594E-05	1.33186E-05
ASV13001.Ruminococcaceae_NK4A214	2.27625E-05	0.000164489	7.44639E-05	0	0.000195963	0.00050803	0.000759402	7.7052E-05	0.000132801	0.000298312	0.000127782	0.000189894	5.63857E-05	4.15878E-05	7.70317E-05	8.94646E-05	0.000247372	0	6.40451E-05	0	0	4.58141E-05	0	2.66372E-05
ASV4488.Rikenellaceae_RC9	0	0.000587461	2.48213E-05	0	0	6.92769E-05	0	0	1.20728E-05	0	0.000178895	0.000207157	0	0.000270321	0.000513545	5.36788E-05	0.000103072	0.000393809	0	0.000319716	9.52109E-05	7.63569E-05	0.000238717	0.000772478
ASV368.Bacteria	0.002594919	0.002702322	0.005634432	0	0.001676574	0.001304714	0.000349566	0.00019263	0.001291787	0.001034147	0.000485573	0.000258947	0.000479278	0.000914932	0.000718963	0.001270398	0.000907029	0.000941716	0.003794671	0.001420959	0.001015583	0.000595584	0.002640806	0.000705885
ASV4489.Rikenellaceae_RC9	0.00093326	0.000281981	0.000843924	0	0.000631437	0.000519576	0.001241562	0.001078728	0.001134841	0.000377861	0.000357791	0.0017781	0.00228362	0.002640827	0.001720375	0.004526911	0.00430839	0.000188343	0.001088766	0.00285968	0.001951823	0.004993739	0.002521447	0.004182039
ASV2001.Bacteroidales	0.004711827	0.001621393	7.44639E-05	0	0.000979816	0.001512545	0.00222999	0.001849248	0.000820949	0.006861166	0.006695801	0.000880418	0.001550606	0.002328918	0.002927205	0.002021901	0.001010101	0.002945004	8.00564E-05	0.001580817	0.000587134	0.001588223	0.000910108	0.00085239
ASV9212.Lachnospiraceae	0.000432487	7.04953E-05	0.001762311	0	0.000304832	0.000161646	0.000458052	0.000500838	0.000422547	0.000357974	0.000178895	0.001415575	0.000338314	0.000249527	0.000128386	0.000250501	0.0001443	8.56106E-05	0.000384271	0.000195382	0.000809293	0.000702483	0.000462514	0.000625974
ASV2794.Bacteroidales_UCG.001	6.82874E-05	0.000845944	0.00521247	0	0.005247458	0.0001501	1.2054E-05	0.009496658	0.000156946	0.004713323	5.1113E-05	0.001260207	0.000902171	0.00085255	0.000333804	0.000250501	0.000535972	0.001609479	0.005972204	0.001296625	0.005363547	0	0.001387542	2.66372E-05
ASV2471.Bacteroidales_F082	0.000409724	0	0.000372319	0	0.005334553	0	0	0	0	0.001988744	0	0	0	0.010729658	0.005238156	0.000751503	0	0.001917677	0	0.002841918	0.000888635	0.001786751	0.003207758	0.007871289
ASV7172.Clostridiales_vadinBB60.	0	2.34984E-05	9.92851E-05	0	0	0.001189253	0.000108486	5.7789E-05	0.000664003	9.94372E-05	0	8.63155E-05	0	4.15878E-05	0	1.78929E-05	0	0	0	3.5524E-05	1.58685E-05	0.000167985	2.98396E-05	0
ASV9216.Lachnospiraceae	0.001502322	0.001503901	0.004120334	0	0.001894311	0.000854415	0.002157666	0.003871863	0.001400442	0.00093471	0.001047816	0.003141885	0.001409642	0.000665405	0.000333804	0.001180933	0.000907029	0.000667762	0.002593826	0.000888099	0.003903647	0.002214349	0.00229765	0.001837966
ASV4495.Rikenellaceae_RC9	0.000910498	0.003501269	0.004790508	0	0.003135411	0.000692769	0.001916586	0.000134841	0.000748512	0.001153471	0.000178895	0.001847152	0.005046518	0.002183361	0.002952882	0.003793301	0.000742115	0.000205465	0.003602536	0.002095915	0.001666191	0.00200055	0.000880269	0.000506107
ASV9220.Lachnospiraceae	0.001456797	0.000822446	0.00096803	0	0.001393516	0.001304714	0.001482642	0.002253771	0.001231423	0.002943341	0.004855734	0.001450101	0.000902171	0.000914932	0.000359481	0.000894646	0.001030715	0.001917677	0.000576406	0.000905861	0.00157098	0.001023182	0.00153674	0.000745841
ASV4496.Rikenellaceae_RC9	0.002253483	0.002514334	0.00153892	0	0.001741895	0.001558729	0.003809065	0.002966502	0.002004081	0.000616511	0.001150042	0.001933468	0.000845785	0.000727787	0.00269611	0.001646149	0.001999588	0.000838984	0.000656462	0.000515098	0.000380844	0.001007911	0.000880269	0.000612655
ASV13003.Ruminococcaceae_NK4A214	0.002003096	0.001832879	0.001464456	0	0.001828989	0.000738953	0.003543877	0.002253771	0.000543275	0.00155122	0.001482277	0.00100126	0.001719763	0.001642719	0.002619078	0.002343974	0.005029891	0.000513663	0.000720507	0.002326821	0.000920372	0.001756208	0.002103693	0.001251948
ASV5202.Gastranaerophilales	0.000637349	0.000775449	0.001092137	0	0.000174189	0.000946784	0.002929122	0.000558627	0.002161027	0.003460414	0.000587799	0.000880418	0.000563857	0.000415878	0.000770317	0.001270398	0.000371058	8.56106E-05	0.00100871	0.001687389	0.000888635	0.003283345	0.000283476	0.00075916
ASV4499.Rikenellaceae_RC9	0.000546299	0.000775449	9.92851E-05	0	0.000348379	0.000461846	0.001241562	0.001887774	0.000736439	0.000159099	0.000255565	0.000414315	0.00228362	0.001538749	0.001309539	0.002236616	0.002700474	0.000171221	0.002946074	0.004884547	0.002396141	0.003802572	0.003938829	0.0026504
ASV372.Bacteria	0.00213967	0.00136291	0.005485504	0	0.001045137	0.002782621	0.000265188	0.000423786	0.001171059	0.001352346	0.001047816	0.000397051	0.001325063	0.003638935	0.001463603	0.001950329	0.00267986	0.000770495	0.002225567	0.001740675	0.001015583	0.001130082	0.003312197	0.001065488
ASV5961.Christensenellaceae_R.7.	0	0	0	0.007324286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV15898.Kiritimatiellae_WCHB1.41	0.004051716	0.000822446	0.000620532	0	0.000609663	0.001189253	0.00048216	0.001675881	0.002825029	0.001213134	0.003756804	0.004039567	0.001578799	0.000748581	0.000718963	0.00103779	0.001154401	0.001369769	0.000816575	0.001847247	0.001951823	0.000305427	0.002163372	0.003196463
ASV4501.Rikenellaceae_RC9	0.000569061	0.000516966	0.006850675	0	0.008078037	0.0003002	0.001181292	0.002176719	0.000905458	0.000755723	0.000127782	0.001225681	0.000648435	6.23817E-05	7.70317E-05	0.002666046	0.005978149	0.00089035	0.003474446	0.000230906	0.001031451	0.002596133	0.000208877	0.000146505
ASV7557.Anaerovorax	0.002048621	0.002044365	0.001265886	0	0.001524158	0.000554215	0.002133558	0.001078728	0.000808876	0.001093809	0.000792251	0.000552419	0.000873978	0.000914932	0.000513545	0.001359863	0.001958359	0.000513663	0.000704496	0.001332149	0.000698213	0.00189365	0.001089146	0.000426195
ASV15681.Saccharofermentans	0.002162433	0.004112229	0.000273034	0	0.002112047	0.002505513	0.004411765	0.0019263	0.001895426	0	0.000255565	0.001639995	0.002001692	0.001039696	0.000590576	0.001986115	0.00267986	5.13663E-05	0.00062444	5.3286E-05	0.001094925	0.002275434	0	0.001771373
ASV2007.Bacteroidales	0.001502322	0.002020867	0.000223392	0	0.001545932	0.000877507	0.001410318	0.000905361	0.000531202	0.000318199	0.000562243	0.000293473	0.001240485	0.000998108	0.000821672	0.00134197	0.001978973	1.71221E-05	0.003010119	0.002486679	0.001666191	0.004734125	0.003222678	0.003809118
ASV18052.Treponema_2	0.002367295	0.002490836	0.003326052	0	0.003113637	0.001581822	0.000879942	0.00115578	0.001666043	0.002784241	0.002964553	0.002485887	0.000817592	0.001767482	0.001283862	0.00073361	0.000865801	0.00145538	0.000848597	0.000959147	0.000809293	0.000595584	0.002223051	0.001544957
ASV5797.Fibrobacter	0.001889283	0.001597895	0.002333201	0	0.001959632	0.007481901	0	0.000173367	6.03639E-05	0.001054034	0.000460017	0.000155368	0.000648435	0.002807178	0.001694698	0.000948325	0.001752216	0	0.004050852	0.00035524	0.001063188	0.00145078	0.001238344	0.001505001
ASV9229.Lachnospiraceae	0.002435582	0.001574396	0.004740866	0	0.004093453	0.000981422	0.001036644	0.004160808	0.001678116	0.000954597	0.000638912	0.002140625	0.001014942	0.000873344	0.000487868	0.001520899	0.001793445	0.000188343	0.001072755	0.00062167	0.001523374	0.000962096	0.001372622	0.001851285
ASV18328.Anaeroplasma	0.000227625	9.39938E-05	0.000297855	0	0	0.000346384	1.2054E-05	0.000423786	0.000241455	0.000357974	0.000153339	0.000155368	0.000169157	0.000499054	0.00028245	0.000143143	6.18429E-05	0.000154099	0.000176124	0.000142096	0.000238027	3.05427E-05	0.000238717	0.00027969
ASV5798.Fibrobacter	0.000523536	0.000328978	0.001886418	0	0.001545932	0.001905114	0	0.000616416	0.001158986	0.000338086	0.004855734	0.001536417	0.00059205	0.004096401	0.001540634	0.000393644	4.12286E-05	0.001198548	0.003250288	0.001154529	0.003173696	0.003726215	0.001283103	0.001225311
ASV8882.Lachnospiraceae_AC2044.	0.00138851	0.001245418	0.001141779	0	0.000849174	0.00065813	0.000759402	0.000365997	0.000688148	0.000676173	0.000562243	0.000966734	0.000281928	0.000706993	0.000102709	0.000143143	8.24572E-05	0.000462297	0.000176124	0.000337478	0.000507791	0.000320699	0.00077583	0.000799116
ASV2796.Bacteroidales_UCG.001	9.10498E-05	0.000728452	0.004666402	0	0.0020685	0.000484938	6.027E-05	0.002542716	0.000507057	0.002426267	0.000485573	0.00072505	0.000789399	0.000499054	0.000385159	0.001610364	0.006596578	0.000136977	0.002273601	0.002522202	0.003744962	0.001130082	0.00231257	0.000466151
ASV13006.Ruminococcaceae_NK4A214	0.001866521	0.001268916	0.001290707	0	0.003113637	0.001697283	0.002254098	0.001290621	0.001545315	0.001312571	0.002351197	0.00150189	0.000930364	0.00143478	0.001591989	0.001681935	0.001814059	0.000256832	0.00100871	0.000870337	0.000761687	0.002046364	0.001298023	0.00189124
ASV18056.Treponema_2	0.003027406	0.006744055	0.003425338	0	0.005312779	0.000992968	0.001277724	0.000789783	0.001533242	0.003360977	0.000792251	0.001726311	0.000761207	0.000727787	0.000487868	0.000662038	0.000742115	0.001746456	0.001344947	0.000319716	0.000190422	0.000229071	0.000939948	0.00094562
ASV18057.Treponema_2	6.82874E-05	2.34984E-05	7.44639E-05	0	6.53211E-05	2.30923E-05	0	1.9263E-05	0.000253528	0.000497186	0.000332234	0.00072505	5.63857E-05	0	0	0	0	0.000273954	0.000192135	1.7762E-05	0.000158685	1.52714E-05	0.000104439	0
ASV2014.Bacteroidales	0	0	0	0.003309637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2015.Bacteroidales	0.00250387	0.001527399	0.003425338	0	0.001393516	0.000577307	0.001289778	0.002157456	0.002595647	0.000795497	0.00043446	0.000604209	0.000225543	0.000935726	0.000205418	0.000196822	0.001814059	0.001284159	0.001569105	0.001065719	0.00125361	0.00589475	0.00155166	0.000306328
ASV2797.Bacteroidales_UCG.001	0.002299008	0.005592631	0.000446783	0	0.000544342	0.001073791	0.002013018	7.7052E-05	0.002233463	0.001889307	0.000843364	0.001450101	0.000422893	0.00058223	0.001360894	0.001324077	4.12286E-05	0.000479419	0.000144101	0.001651865	0.002126377	0.001252253	0.000328236	0.000159823
ASV2578.Bacteroidales_p.251.o5	0.002094145	0.001339412	0	0	0.000783853	0.004745465	0.000530376	0.003005028	4.82911E-05	0.00326154	0.001124486	0.002244204	0.001409642	0.002204155	0.001052767	0.00042943	0.000597815	0.000719129	0.000112079	0.001296625	0.002269193	0.000320699	0.00231257	0.001438408
ASV15906.Kiritimatiellae_WCHB1.41	0.000910498	0.000234984	0.00057089	0	0.000958042	0.000923692	0.000687078	0.003255447	0.001678116	0.000596623	0.001124486	0.000794103	0.000958557	0.001933834	0.001027089	0.001252505	0.00148423	0.000599274	0.000224158	0.000923623	0.001269479	0.001023182	0.0015069	0.007804696
ASV11495.Ruminococcaceae	0.000796686	0.000164489	0.001042494	0	0.000674984	0.000392569	0.000506268	0.001521777	0.000398402	0.000218762	0.000536686	0.000241683	0.000225543	0.001455574	0.001129798	0.000357859	0.001360544	0.000291076	4.80338E-05	0.000461812	4.76054E-05	4.58141E-05	0.000402835	0.000546062
ASV13007.Ruminococcaceae_NK4A214	0.00250387	0.001926873	0.000744639	0	0.002155595	0.000681223	0.001964802	0.001772196	0.001291787	0.001531333	0.001686729	0.001208417	0.001155906	0.001206047	0.001694698	0.001002004	0.000948258	0.000154099	0.002033432	0.001296625	0.001126662	0.001634037	0.001491981	0.002543851
ASV9237.Lachnospiraceae	6.82874E-05	2.34984E-05	0.00019857	0	0.000718532	0.000138554	4.8216E-05	0.000134841	0.000169019	0.000198874	0.000230008	0.00027621	0	0.000124763	0	1.78929E-05	2.06143E-05	0.000136977	0.000144101	0.000248668	0.000142816	6.10855E-05	0.000268557	0.000239735
ASV4515.Rikenellaceae_RC9	0.003687517	0.006438575	0.0011666	0	0.000370153	8.0823E-05	0.001952748	7.7052E-05	0.000205237	0	0.000536686	0.000207157	0.000648435	0.001829864	0.001874438	0.00060836	0.00756545	0	0.000544383	0.001580817	0.000444317	0.003237531	0.002670645	0.000332965
ASV13673.Ruminococcaceae_UCG.010	0.001138123	0.000681455	0.000521247	0	0.000979816	0.000854415	0.002748312	0.00475796	0.000470838	0.000338086	0.000868921	0.001691784	0.000789399	0.000332703	0.000154063	0.002218723	0.001834673	0.000136977	0.001697195	0.001314387	0.002253324	0.000580312	0.002014174	0.002863498
ASV9241.Lachnospiraceae	0.000341437	0.000469969	0.000670175	0	0.000544342	0.0003002	0.000650916	0.000308208	0.000156946	0.000377861	0.000306678	0.000690524	0.000112771	8.31756E-05	5.13545E-05	0.000214715	0.000474129	0.000445175	0.000240169	3.5524E-05	3.1737E-05	0.000259613	0.000372995	0.000332965
ASV15910.Kiritimatiellae_WCHB1.41	0.001798234	0.000869443	0.001439635	0	0.000435474	0.000877507	0.001277724	0.003929652	0.003597687	0.001690432	0.000741138	0.002037047	0.000479278	0.001476368	0.00074464	0.001306184	0.001834673	0.000376687	0.000816575	0.000603908	0.001348821	0.00033597	0.000984707	0.002210887
ASV15912.Kiritimatiellae_WCHB1.41	0.000113812	0.000281981	0.000273034	0	2.17737E-05	0.002263044	9.6432E-05	0.00019263	0.000410474	0.001491558	0.013672724	0.002019784	0.003270369	0.001081283	0.001771729	0.001073576	0.000103072	0.004503116	0	0.001261101	0.000587134	0.001359152	0.000910108	0
ASV3291.Muribaculaceae	0	0	0	0.003564225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV13008.Ruminococcaceae_NK4A214	0.000159337	0.00091644	0.003301231	0	0.000130642	0.002517059	0.00126567	0.002350086	0.000929604	0.000397749	0	0.002140625	0.001240485	4.15878E-05	0	0.002272402	0.002020202	0.000119855	0.001777251	0.000319716	0.001618585	0.002947375	0.00079075	0.002610444
ASV9244.Lachnospiraceae	0.000273149	0.000681455	0.000496426	0	0.000587889	0.000427207	0.00012054	0.000404523	0.000181092	0.000377861	2.55565E-05	0.003349043	0.000930364	0.00047826	7.70317E-05	0.001377756	0.000907029	0.000342442	0.001248879	0.000834813	0.003713225	0.001160624	0.001133905	0.001678143
ASV5965.Christensenellaceae_R.7.	0.00093326	0.000681455	0.000496426	0	0.000217737	0.000738953	0.001169238	0.001329147	0.000277674	0.000457411	0.000255565	0.000586946	0.002001692	0.002266536	0.001386571	0.001127255	0.001999588	0.000496541	0.001056744	0.002024867	0.001285347	0.003390245	0.002506527	0.003875711
ASV3496.Prevotellaceae	0.000956023	0.000657957	0.010077442	0	0.001807216	0.000473392	0.001554966	0.001714407	0.00152117	0.000656285	5.1113E-05	0.002520414	0.000253736	0.000228733	0.000179741	0.001538792	0.001669759	0.000154099	0.001873319	0.000674956	0.001285347	0.001007911	0.001357702	0.000625974
ASV2472.Bacteroidales_F082	0.000113812	0.000540464	0.000173749	0	0.000195963	0.009190731	0.001675506	0.000751257	0.000205237	0.004375236	2.55565E-05	0.000621472	0.001043135	0.000166351	0.000179741	0.000357859	0.000845187	1.71221E-05	0.000160113	0.000639432	0.001079057	0.003588772	0.000313316	1.33186E-05
ASV2473.Bacteroidales_F082	0.000136575	0.001644891	0.005932288	0	0.000805626	5.77307E-05	8.4378E-05	0.000558627	0.000700221	3.97749E-05	7.66695E-05	0.00022442	0.000648435	0.000977314	0.000898703	0.002272402	0.003071532	0.000702007	0.002433713	0.001385435	0.001158399	0.002825204	0.001327863	0.003822437
ASV9248.Lachnospiraceae	0.000341437	0.00030548	0.000794281	0	0.000696758	9.23692E-05	0.00012054	0.000558627	0.000338038	0.000477298	0.000383347	0.000431578	0.000310121	0.000519848	7.70317E-05	3.57859E-05	0.000123686	0.000530786	0.000176124	0.000195382	0.000174553	0.00044287	0.000477434	0.000226416
ASV2020.Bacteroidales	4.55249E-05	0.002396842	9.92851E-05	0	0.000217737	0.001085338	0.00054243	0.001271358	0.001641897	0.001451783	0.00043446	0.000845892	0.001973499	0.000499054	0.000308127	0.000536788	0.003483818	0.000993083	0.000816575	0.000692718	0.006236313	0.003191717	0.001089146	0.000239735
ASV9249.Lachnospiraceae	0.000113812	2.34984E-05	0.000670175	0	0	0.000138554	0.000156702	7.7052E-05	7.24366E-05	0.000159099	2.55565E-05	8.63155E-05	0.000140964	6.23817E-05	0	0.000107358	2.06143E-05	0.000342442	0.000224158	1.7762E-05	0.000349107	3.05427E-05	0.000119358	7.99116E-05
ASV2475.Bacteroidales_F082	0.002822544	0.001550898	0.000347498	0	0.000783853	0.000404115	7.2324E-05	0.000520101	0.000796803	0.000139212	0.000102226	0.000914945	0.002170849	0.001018902	0.001129798	0.002737618	0.001710987	0.001575235	0.006596644	0.00071048	0.002205719	0.000397056	0.000999627	0.001331859
ASV13267.Ruminococcaceae_UCG.005	0.003755804	0.002373343	0.000868745	0	0.001154005	0.000842869	0.00253134	0.0019263	0.000772658	0.000437524	0.000357791	0.000863155	0.000620242	0.000644611	0.000359481	0.000554681	0.000700886	0.000171221	0.001729217	0.000763766	0.001063188	0.001740936	0.001715778	0.00255717
ASV9254.Lachnospiraceae	0.000591824	0.001174922	0.001985703	0	0.001524158	0.000981422	0.004062199	0.002639031	0.000688148	0.000556848	0.000408904	0.000811366	0.000958557	0.000436672	0.000359481	0.001145147	0.001814059	0.000308198	0.001232868	0.001314387	0.00125361	0.000824654	0.001790377	0.001238629
ASV9255.Lachnospiraceae	0.000546299	0.000681455	0.001762311	0	0.001197553	0.000981422	0.003218419	0.00231156	0.002583574	0.000676173	0.000204452	0.001225681	0.000422893	0.000311909	0.000205418	0.001520899	0.000700886	0.000547908	0.001921353	0.001225577	0.002142245	0.00077884	0.001223424	0.000479469
ASV2023.Bacteroidales	0.003050168	0.002937306	0.000943209	0	0.002830579	0.000196284	0.001193346	0.002215245	0.002293827	0.001173359	0.000460017	0.001657258	0.000817592	0.000727787	0.000564899	0.001664042	0.002185116	8.56106E-05	0.000608428	0.001349911	0.000872767	0.000412327	0.000954868	0.001012213
ASV4141.Alistipes	0	0	0	0.00305505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV18061.Treponema_2	0.001889283	0.002044365	0.001613384	0	0.002525747	0.000565761	0.001181292	0.004931327	0.002076517	0.000616511	0.000102226	0.000379788	0.000845785	0.00010397	5.13545E-05	0.000518895	0.001319316	0.000410931	0.000640451	0.000905861	0.001444032	0.00111481	0.001342783	0.002037745
ASV2798.Bacteroidales_UCG.001	6.82874E-05	9.39938E-05	0.002482129	0	0.0004137	0.000288654	0.003604147	0.002292297	0.001714334	0.00147167	0.001431164	0.001605469	0.003439526	0.000395084	0.000179741	0.001288291	0.000845187	0.000410931	0.000608428	0.000550622	0.002380272	0	0.000969787	0.001678143
ASV7728.Mogibacterium	0.001434034	0.001644891	0.002035346	0	0.000936268	0.001928206	0.002555448	0.000809046	0.001231423	0.001093809	0.000357791	0.000914945	0.001437835	0.001060489	0.001129798	0.001610364	0.001793445	0.000428053	0.000656462	0.000888099	0.000967977	0.001496594	0.000447594	0.000772478
ASV13709.Ruminococcaceae_UCG.010	0.000455249	0.001010433	0.000893566	0	0.000479021	0.00242469	0.00078351	0.000173367	0.000688148	0.001849532	0.001431164	0.002606729	0.003185791	0.001476368	0.003209655	0.001556685	0.000391672	0.000188343	0.00163315	0.000888099	0.001063188	0.000733026	0.000507273	0.00161155
ASV13010.Ruminococcaceae_NK4A214	0.001593372	0.001033932	0.001340349	0	0.001785442	0.000519576	0.001904532	0.001887774	0.001134841	0.000815385	0.000562243	0.00227873	0.000902171	0.000727787	0.000795994	0.001127255	0.001257473	0.000119855	0.001713206	0.000497336	0.000761687	0.001756208	0.000581872	0.001931196
ASV11220.Lactobacillus	0.002253483	4.69969E-05	0	0	0.00555229	1.15461E-05	0.000313404	0.000751257	0.000144873	0	0	0	0.005215675	0	0	0.001198826	8.24572E-05	0.000941716	0	0.000426288	0.000142816	0	0.00074599	0.000306328
ASV2025.Bacteroidales	2.27625E-05	0.000963436	0.000322677	0	0.000740305	0.000288654	0.000108486	0.000134841	0.000507057	0.00077561	0.000127782	0.000345262	0.000648435	0.010480131	0.01486712	0.001270398	4.12286E-05	0.000273954	0.00088062	0.000568384	0.000301501	0.000320699	0.000253637	0
ASV15925.Kiritimatiellae_WCHB1.41	6.82874E-05	0.000446471	0.000173749	0	8.70947E-05	0.000565761	0.000204918	0	4.82911E-05	9.94372E-05	0.000230008	5.17893E-05	0.000338314	0.000249527	0.000179741	0.000751503	0.0002886	1.71221E-05	0	0.000692718	0.001396426	3.05427E-05	0.000208877	0
ASV5852.Phascolarctobacterium	0.003505417	0.001644891	0.002432486	0	0.001154005	0.000404115	0.001422372	0.00514322	0.001026186	0.000119325	0.000230008	0.000120842	0.001014942	0.000415878	0.000231095	0.000840968	0.002618017	0.000154099	0.000864609	0.000763766	0.000745819	0.002504505	0.001253264	0.000426195
ASV13013.Ruminococcaceae_NK4A214	0.000386962	0.000657957	0.000421962	0	0.0012411	0.000635038	0.00036162	0.00019263	0.000519129	0.000636398	0.000536686	0.000345262	0.000310121	0.000270321	0.000693285	8.94646E-05	0.000206143	0.000479419	0.00012809	0.000195382	3.1737E-05	0.00044287	0.000253637	0.00018646
ASV18567.Mollicutes_NED5E9	0.000478011	0.000164489	0.001340349	0	0.000304832	0.003613943	0.001012536	0.000693468	0.0023059	0.004295686	0.000127782	0.001381049	0.000338314	0.001642719	0.000667608	0.000590467	0.000721501	0.000308198	0.001040733	0.000515098	0.001317084	0.001160624	0.000537113	0.000306328
ASV2030.Bacteroidales	0.000250387	0.000939938	0.000670175	0	0.000544342	0.000115461	0.00024108	0.000327471	3.62183E-05	9.94372E-05	0.000306678	1.72631E-05	0.001747956	0.00058223	0.000231095	0.000286287	0.001030715	0.00056503	0.000464327	0.000746004	0.000491923	0.000458141	0.000611712	0.000452832
ASV15931.Kiritimatiellae_WCHB1.41	0	0.000117492	0.003201946	0	0	1.15461E-05	0.00036162	9.6315E-05	4.82911E-05	0.002983116	0.00102226	0.000466104	0.003411334	0.000228733	0.000641931	0.001735614	0.000639043	0	0.002353657	0.000692718	0.000158685	0.00901011	0.00073107	2.66372E-05
ASV18067.Treponema_2	0.000227625	0.000493467	2.48213E-05	0	0.000805626	0.00479165	9.6432E-05	0	0.001726407	3.97749E-05	0.001558946	0.001363785	5.63857E-05	0.000457466	0.000359481	0.001860865	0.000103072	0	0.000144101	0.002095915	0.000761687	0.001420238	0.002939202	0.001451727
ASV381.Bacteria	0.001729946	0.000399474	0.001613384	0	0.0008274	0.001027607	0.000168756	0	0.000965822	0.00155122	0.000383347	0.000466104	0.000930364	0.001663513	0.000898703	0.00134197	0.000721501	0.00299637	0.00264186	0.000905861	0.001602717	0.001740936	0.001283103	0.000599337
ASV2799.Bacteroidales_UCG.001	0	0	7.44639E-05	0	0.001045137	0.000946784	0	0.000115578	0.000181092	5.96623E-05	0.003756804	0.000638735	0.002311813	0.001788276	0.001694698	0.00073361	0	0.004862681	0	0.003019538	0.002650036	0.000167985	0.003565834	7.99116E-05
ASV18069.Treponema_2	0.001525084	0.001104427	0.001911239	0	0.002808805	0.000704315	0.000687078	0.002542716	0.000893385	0.004335461	0.001431164	0.002019784	0.000676628	0.001164459	0.000821672	0.000536788	0.000371058	0.001284159	0.000656462	0.000408526	0.000539528	0.000549769	0.00074599	0.000466151
ASV12904.Papillibacter	0.000386962	4.69969E-05	7.44639E-05	0	4.35474E-05	0.0003002	0.003206365	0.001020939	0.002112736	0.000636398	0.000204452	0.00050063	0.001606992	0.000790169	0.000924381	0.001234612	0.004617605	0.000256832	0.002930063	0.001136767	0.000634739	0.000213799	0.000895188	0.000932302
ASV9266.Lachnospiraceae	0.001320222	0.001691888	0.001613384	0	0.0012411	0.000738953	0.000229026	0.000924624	0.000579493	0.001034147	0.003117892	0.001812626	0.000930364	0.001684307	0.000898703	0.001073576	0.000762729	0.000856106	0.003714615	0.000408526	0.000967977	0.001068996	0.001074226	0.000133186
ASV5800.Fibrobacter	0.001183647	0.000775449	9.92851E-05	0	0	0.000219377	0.000470106	0.001136517	0.000494984	0.000795497	0.004497943	0.001398312	0.002424584	0.000207939	5.13545E-05	0.00030418	0.003236446	0.00145538	0.000400282	0.001012433	0.001713796	0.000488684	0.001268184	0.003542746
ASV15682.Saccharofermentans	0.002777019	0.001503901	0.00193606	0	8.70947E-05	0.001824291	0.002217936	0.000905361	0.000857167	0.001750094	0.003117892	0.002848413	0.000366507	0.000353496	0.000410836	0.000393644	0.000247372	0.001369769	0.000688485	0.000426288	0.00072995	0.00044287	0.000462514	0.000412876
ASV4058.Prevotellaceae_UCG.004	0.002390057	0.00197387	0.001911239	0	0.002982995	0.002020575	0.002929122	0.00096315	0.000193164	0	2.55565E-05	0.000397051	0.002932055	0.001247635	0.001283862	0.000679931	0.001607916	0	0.000144101	0.001047957	0.00093624	9.16282E-05	0.001417382	2.66372E-05
ASV2876.Bacteroidia	0.000682874	0.000634458	0.002755163	0	0.000783853	0.001281622	0.000397782	0.000693468	0	0.002585367	0.000894477	0.000535156	0.000479278	0.000207939	0.000256772	5.36788E-05	0	0.002328608	0.000656462	0.002628774	0.000253896	0.000458141	0.003550914	0.003116551
ASV15546.Ruminococcus_1	0	0.000375975	0.000595711	0	0.001828989	4.61846E-05	0.000590646	0	0.00330794	1.98874E-05	2.55565E-05	0.002606729	0.000789399	0	0	0.001431434	0.000968872	0.000428053	0.001104778	0.002468917	0.001761402	6.10855E-05	0.004953376	0.000319646
ASV7954.Erysipelotrichaceae_UCG.004	0.000478011	0.000399474	0.000347498	0	4.35474E-05	0.000173192	0.00018081	7.7052E-05	8.45094E-05	3.97749E-05	7.66695E-05	0.00022442	0.000140964	0.000311909	0.000256772	5.36788E-05	2.06143E-05	0.000547908	0.000336237	0.00017762	0.000238027	6.10855E-05	5.96792E-05	0.000293009
ASV4537.Rikenellaceae_RC9	0.00129746	7.04953E-05	0	0	0	4.61846E-05	0.003121986	0.000654942	0.000277674	0	2.55565E-05	0.000828629	0.004031576	0.000228733	0.000410836	0.000805182	0.002370645	3.42442E-05	0.002946074	0.001882771	0.000412581	0.000641398	0.001656098	0.002903454
ASV2877.Bacteroidia	0.004666302	0.00211486	0.001712669	0	0.001589479	0	0.000277242	0.000269682	0.000386329	0.000139212	0.000843364	0.000448841	0.000902171	2.07939E-05	0	0.00030418	2.06143E-05	0.002379974	0	0.003854352	0.000444317	0.001374424	0.004863857	0.000173142
