region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV507.Bacteria	0.000341437	0.000258483	0.000173749	0	0.000261284	6.92769E-05	0.000132594	0.000443049	0.00021731	7.95497E-05	0.000102226	0.000155368	0.0003947	0.000415878	0.000256772	0.000214715	0.000412286	0	0.000496349	0.000319716	0.000396712	0.000213799	0.000298396	0.00113208
ASV4705.Rikenellaceae_RC9	0	0	0	0	4.35474E-05	0.000115461	0.000216972	0	2.41455E-05	7.95497E-05	0.000230008	3.45262E-05	0.000648435	0.000457466	0.000847349	0.000322073	0.000371058	0.000136977	0.000560395	0.000781528	0.00072995	0.000687212	0.000581872	0.000146505
ASV8885.Lachnospiraceae_AC2044.	0.000523536	4.69969E-05	0.000248213	0	0.000326605	0.000219377	1.2054E-05	0	1.20728E-05	7.95497E-05	2.55565E-05	0.000362525	8.45785E-05	4.15878E-05	2.56772E-05	5.36788E-05	2.06143E-05	0.000171221	0	0.000124334	6.34739E-05	6.10855E-05	0.000179038	9.32302E-05
ASV5812.Fibrobacter	0.001069835	0.000140991	0.000273034	0	0.000544342	8.0823E-05	2.4108E-05	0.000269682	0.000301819	0.000656285	5.1113E-05	0.00027621	0.000281928	0.000166351	0.000205418	7.15717E-05	0	0.001112937	0.000800564	0.000124334	0.000349107	3.05427E-05	0.000208877	0.000106549
ASV4707.Rikenellaceae_RC9	0.000637349	0.000422972	4.96426E-05	0	2.17737E-05	0.000265561	9.6432E-05	0	8.45094E-05	0.000815385	0	8.63155E-05	0.0003947	0.000519848	0.001258185	0.00030418	0.000123686	0	0.000144101	0.000728242	0.000603002	0.00044287	0.000208877	0.000133186
ASV5073.Flexilinea	0.000250387	0.000164489	0.000173749	0	0.000326605	0.000242469	0.001000482	0.000866835	0.000422547	1.98874E-05	7.66695E-05	6.90524E-05	0.000253736	0.000332703	0.000154063	0.000196822	0.000474129	0	0.000336237	0.000195382	0.000174553	0.000290156	0.000119358	0.000226416
ASV9635.Lachnospiraceae	0.000204862	0.000375975	9.92851E-05	0	0.000587889	0.00035793	0.000229026	0.000674205	0.000120728	0.000139212	0.000281121	0.000379788	5.63857E-05	0.000270321	0.000102709	0.000125251	0.0001443	8.56106E-05	0.000832586	0.00026643	0.000158685	0.000137442	0.000298396	0.00066593
ASV11797.Ruminococcaceae	9.10498E-05	0.000211486	4.96426E-05	0	8.70947E-05	0.000219377	0.001229508	5.7789E-05	0.000627784	0.000139212	0.000178895	0.000172631	0.000140964	0.000291115	0.000179741	0.000214715	0.000515358	3.42442E-05	9.60676E-05	0.000319716	9.52109E-05	0.000488684	0.000328236	0.000106549
ASV4710.Rikenellaceae_RC9	0.000159337	0.000375975	4.96426E-05	0	0.000217737	0.000161646	0.00030135	0.000250419	0	3.97749E-05	0	1.72631E-05	0.00019735	0	7.70317E-05	0.000769396	0.000185529	6.84885E-05	0.000464327	0.000497336	0.000476054	0.000916282	0.000552033	0.000599337
ASV5300.Gastranaerophilales	0	0.000281981	7.44639E-05	0	0	0	0.001832208	0.001386936	0.000120728	9.94372E-05	0	0.000138105	0.00019735	4.15878E-05	7.70317E-05	0.00042943	0.000680272	0	0.000112079	3.5524E-05	7.93424E-05	9.16282E-05	0	0
ASV203.Eggerthellaceae	0.000500774	0.00061096	0.000446783	0	0.000479021	5.77307E-05	0.00090405	0.001117254	0.000193164	0.000198874	5.1113E-05	0.000120842	0.000112771	0.000145557	0.000179741	0.000357859	0.000206143	0	0.000176124	3.5524E-05	4.76054E-05	0.000213799	8.95188E-05	0.000506107
ASV2497.Bacteroidales_F082	0	7.04953E-05	0	0	0	1.15461E-05	0.000216972	7.7052E-05	2.41455E-05	9.94372E-05	0.000102226	6.90524E-05	0.000366507	0.000311909	0.000205418	0.001431434	0.002040816	3.42442E-05	0.000176124	0.000426288	4.76054E-05	0.000259613	0.000253637	0.000652611
ASV11802.Ruminococcaceae	0.000682874	2.34984E-05	0.000670175	0	0.000609663	0.000311746	0.000409836	0.000250419	0.00035011	0.000338086	0.000868921	0.000189894	0.000338314	0.000249527	0.000308127	0.000339966	0.000535972	0.000222587	0.000192135	0	3.1737E-05	0.000152714	0.000179038	1.33186E-05
ASV18148.Treponema_2	0.004939452	0.001080929	0.001216243	0	8.70947E-05	0.000138554	0	0	0	0	0	0.00027621	0	0	0	0.000143143	0.000350443	1.71221E-05	1.60113E-05	0	0	1.52714E-05	1.49198E-05	0.000106549
ASV13058.Ruminococcaceae_NK4A214	0.000478011	0.000375975	0.000397141	0	0.000609663	0.000219377	4.8216E-05	9.6315E-05	0.000193164	0.000357974	0.000306678	0.000517893	0.000281928	0.000228733	0.000102709	0.000447323	0.0002886	0.001369769	6.40451E-05	8.88099E-05	0.000333238	0.000183256	7.4599E-05	5.32744E-05
ASV2811.Bacteroidales_UCG.001	0.000136575	0.000798947	0	0	6.53211E-05	0.000496484	7.2324E-05	9.6315E-05	7.24366E-05	0	7.66695E-05	0.00027621	0	0	0	5.36788E-05	0.000164914	0.001917677	0.000144101	0.00044405	0.000349107	0.000473413	0.000492354	0.000159823
ASV18149.Treponema_2	2.27625E-05	0.00105743	0.000173749	0	0.001698347	0.000877507	0	0	3.62183E-05	0.000198874	0	1.72631E-05	0	0	0	3.57859E-05	0	0.000410931	0.00012809	0.000106572	0	0.000717754	0.000343156	0.000639293
ASV9643.Lachnospiraceae	0.000364199	0.000328978	0.000446783	0	0.000370153	0.000404115	6.027E-05	0.000154104	6.03639E-05	0.000139212	0.000255565	0.000638735	0.000169157	0.000187145	0.000102709	0.000125251	8.24572E-05	0.000376687	0	0.000515098	0.00020629	4.58141E-05	0.001208504	0.000386239
ASV4715.Rikenellaceae_RC9	0.000136575	0.000140991	4.96426E-05	0	8.70947E-05	0.000138554	0	0	1.20728E-05	0.000159099	7.66695E-05	8.63155E-05	0.000225543	0.00095652	0.001617666	1.78929E-05	0.000185529	0	0.000320225	0.001047957	0.000126948	0.001023182	0.000358075	0.000332965
ASV18150.Treponema_2	0.000295912	0.00075195	0.000843924	0	0.001676574	0.000461846	9.6432E-05	0	0.00056742	0.000755723	0.000204452	1.72631E-05	0	0.000124763	0.000102709	0	4.12286E-05	0.000154099	0.000320225	3.5524E-05	6.34739E-05	0.000122171	0.000134278	0.000213098
ASV6075.Christensenellaceae_R.7.	0	2.34984E-05	0.000546068	0	4.35474E-05	0	0.00030135	0.000558627	0.000531202	0.000178987	0	0.000172631	0.000507471	0	2.56772E-05	0.000232608	0.000474129	0	0.000368259	0.000248668	0.00104732	7.63569E-05	0.000253637	0.000745841
ASV5747.Methanomethylophilaceae	0	7.04953E-05	0.000943209	0	8.70947E-05	0.0003002	0.000819672	0	0.001364224	7.95497E-05	0.000204452	0.000155368	5.63857E-05	0	0.000128386	0.000447323	0.000123686	0	0.00075253	1.7762E-05	0.000126948	0.000152714	0	0
ASV2150.Bacteroidales	0.000136575	0	4.96426E-05	0	8.70947E-05	1.15461E-05	0.001494696	0.000173367	0.001026186	0.000397749	0	3.45262E-05	5.63857E-05	0.000187145	0.000154063	5.36788E-05	0.000103072	0	0.000336237	0	6.34739E-05	0.000290156	0	0.00066593
ASV2151.Bacteroidales	2.27625E-05	0.000281981	0.000397141	0	0.000892721	0.000138554	7.2324E-05	0.000866835	7.24366E-05	0.000139212	0.000255565	0.000258947	0	0.000249527	0.000308127	3.57859E-05	0	0.000342442	0.000208147	0	0.001840744	0	0	0.000399558
ASV9646.Lachnospiraceae	0.000546299	0.000117492	0.000918388	0	0.000936268	0.000334838	0.000144648	1.9263E-05	0.000193164	0.000377861	0.000357791	0.000517893	2.81928E-05	0.000270321	5.13545E-05	0.000125251	0.000123686	0.000393809	0.000240169	0.000195382	0.00020629	0.0001069	0.000402835	0.000253053
ASV9647.Lachnospiraceae	0.000250387	0.000563963	0.000124106	0	0.000130642	0.000115461	0.000397782	0.000423786	0.000144873	0.000397749	0.000255565	0.000207157	0.0003947	0.000706993	0.000154063	0.00042943	0.000103072	8.56106E-05	0.000416293	0.000106572	0.00031737	0.000122171	0.000208877	0.000625974
ASV9648.Lachnospiraceae	0.000227625	0.000117492	0.001712669	0	0.000348379	0.000138554	0.000289296	0.00057789	0.000169019	9.94372E-05	0.000332234	0.000138105	0.000112771	0.000311909	0.000410836	0.000339966	0.000907029	0	0.000144101	7.1048E-05	0.000634739	9.16282E-05	0.000119358	3.99558E-05
ASV9649.Lachnospiraceae	0.000204862	0.000281981	0.000670175	0	8.70947E-05	0.00035793	2.4108E-05	0.000154104	0.000494984	0.000298312	5.1113E-05	0.000258947	0.000281928	0.000665405	0.000128386	0.000214715	0	0.002277241	1.60113E-05	1.7762E-05	0.000111079	1.52714E-05	0	3.99558E-05
ASV17143.Alphaproteobacteria	0.000250387	0.000258483	4.96426E-05	0	4.35474E-05	0.000207831	0.000192864	0	0.000120728	9.94372E-05	0.000332234	1.72631E-05	0.000281928	0.000291115	0.00028245	0.000125251	6.18429E-05	0.000359564	0.002721916	0.000230906	0.00020629	0.000137442	0.000134278	0
ASV5813.Fibrobacter	0.000250387	0.00030548	4.96426E-05	0	0.003941037	0.000127008	4.8216E-05	0.000154104	6.03639E-05	0.000377861	7.66695E-05	0.000103579	2.81928E-05	0.00037429	0.000205418	5.36788E-05	4.12286E-05	0.000119855	0.000240169	1.7762E-05	0.00020629	0.000122171	0.000119358	0.000346283
ASV6597.Clostridiales	6.82874E-05	0.000399474	0	0	0.000108868	0.000196284	0.000277242	0.001194306	0.000494984	9.94372E-05	0	0.000707787	0.000169157	4.15878E-05	0.000128386	0.000483109	0.000803958	0	0	0.000284192	0.000158685	4.58141E-05	0.000447594	0.000253053
ASV14152.Ruminococcaceae_UCG.010	2.27625E-05	2.34984E-05	7.44639E-05	0	0	0.000265561	0.000470106	0.000558627	0.000277674	0.000517073	0.000204452	0.000638735	0.000281928	0.000540642	0.000539222	0.000554681	0.000453515	0.000171221	0.000368259	0.000159858	0.000126948	9.16282E-05	8.95188E-05	0.000119867
ASV6078.Christensenellaceae_R.7.	0.000227625	0.000281981	0.00019857	0	0.000283058	9.23692E-05	0.000373674	0.000423786	0.000253528	0.000119325	0.000204452	0.000397051	5.63857E-05	0.000187145	0.000102709	0.000214715	0.000515358	8.56106E-05	0.000400282	0.000195382	0.000285633	0.000122171	0.000343156	0.000905664
ASV5750.Methanomethylophilaceae	9.10498E-05	7.04953E-05	4.96426E-05	0	2.17737E-05	0.000611946	0.000192864	3.8526E-05	0.000277674	0.000477298	0.000102226	0.000189894	0.00019735	0.000291115	0.00028245	0.001413541	0.000474129	0	0.000304214	0.000124334	0.000222159	0.000274885	0.000238717	0.00027969
ASV6079.Christensenellaceae_R.7.	0.000227625	0.000634458	0.000546068	0	0.000500795	0.000230923	0.000229026	9.6315E-05	0.000156946	9.94372E-05	0.000178895	0.000155368	0.000225543	0.00010397	0.000641931	0.00030418	0.000309215	0.000102733	0.000512361	0.000390764	0.000238027	0.000412327	0.000238717	0.000293009
ASV4718.Rikenellaceae_RC9	0.000159337	0	4.96426E-05	0	2.17737E-05	5.77307E-05	4.8216E-05	7.7052E-05	2.41455E-05	0	5.1113E-05	0	0.000366507	0.00085255	0.000693285	0.000125251	0.000453515	0.000359564	0.000112079	0.000657194	0.00052366	0.00044287	0.000626632	0.000865709
ASV510.Bacteria	9.10498E-05	4.69969E-05	0.000471604	0	6.53211E-05	6.92769E-05	0.000108486	0.000500838	8.45094E-05	0.000119325	0.000408904	0.00072505	5.63857E-05	0.00058223	0.000231095	3.57859E-05	6.18429E-05	0.000119855	0.000288203	0.000124334	4.76054E-05	4.58141E-05	0.000343156	0.000119867
ASV2454.Bacteroidales_COB_P4.1	2.27625E-05	0.000258483	4.96426E-05	0	0.000108868	0.000127008	0.00030135	0.000597153	0.000313892	0.000298312	0.000230008	1.72631E-05	0.000676628	0.00047826	0.000128386	0.000626253	0.000371058	0	0.000480338	0.000124334	0.000174553	0.000839925	0.000119358	0.000226416
ASV5814.Fibrobacter	0.000523536	7.04953E-05	0.00096803	0	0.000152416	0.000785138	1.2054E-05	0.000905361	4.82911E-05	0	2.55565E-05	1.72631E-05	0.000112771	0.001206047	0.000616254	5.36788E-05	4.12286E-05	0.000856106	0	8.88099E-05	0.00020629	1.52714E-05	0.000238717	0
ASV16120.Kiritimatiellae_WCHB1.41	0.000204862	0.000211486	0.001042494	0	0.000239511	0.000254015	0.000192864	3.8526E-05	6.03639E-05	0.000338086	0.000894477	0.00022442	0.000140964	0.000124763	0.000102709	0.000393644	6.18429E-05	0.001421136	0.00012809	0.000337478	0.000174553	0.000183256	0.000179038	0
ASV16121.Kiritimatiellae_WCHB1.41	0.000113812	0	7.44639E-05	0	0.000152416	0.001073791	0.000144648	0	0.000543275	0.000397749	0.000127782	0.001035786	0.000253736	0.000207939	0.00046219	0.000178929	6.18429E-05	0.000513663	3.20225E-05	0.000248668	0.00020629	7.63569E-05	7.4599E-05	0
ASV9657.Lachnospiraceae	0.000386962	0.00061096	0.000322677	0	0.000239511	0.000254015	0.000265188	0.000327471	4.82911E-05	0	2.55565E-05	0.000241683	0.000140964	0.000166351	2.56772E-05	1.78929E-05	0	0.000171221	0.000336237	0.000159858	0.000253896	0.001023182	0.000552033	0.000612655
ASV5305.Gastranaerophilales	0	0.000422972	0.000372319	0	0	0	0.003121986	0.000250419	0	0	0	0	0.000112771	4.15878E-05	0	0	0.000350443	0	3.20225E-05	0	1.58685E-05	0.000412327	0	6.6593E-05
ASV4720.Rikenellaceae_RC9	0	0.000187988	2.48213E-05	0	0	0.000415661	0	0	1.20728E-05	0	0	8.63155E-05	0.000704821	0.000914932	0.000718963	0.000465216	0.000412286	5.13663E-05	0	0.000373002	0.00031737	0.00145078	0.000387915	9.32302E-05
ASV14162.Ruminococcaceae_UCG.010	0.000204862	0.000117492	2.48213E-05	0	0.000108868	0.001085338	9.6432E-05	0	0.000229383	0.000159099	0.00043446	0.000552419	0.000366507	0.000291115	0.000718963	0.000447323	0.000103072	0.000171221	0.000288203	0.000248668	0.000285633	0.000183256	0.000164118	0
ASV6081.Christensenellaceae_R.7.	0	0.000469969	0.000372319	0	0.000174189	0.000323292	0.000277242	3.8526E-05	0.000156946	5.96623E-05	0.000383347	0.000155368	0.000366507	8.31756E-05	0.000154063	0.000339966	0.0004329	0.000428053	0.000336237	0.000337478	0.00020629	0.000351242	0.000537113	0.000412876
ASV4229.Rikenellaceae_dgA.11	0	0	0	0.004053816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV13411.Ruminococcaceae_UCG.007	4.55249E-05	0	0	3.91673E-05	2.17737E-05	0.000277107	0.000132594	5.7789E-05	3.62183E-05	3.97749E-05	0	0	0.000366507	0.000228733	0.000102709	0.000375752	0.000453515	0.000154099	0.000176124	0.000479574	0.000507791	0.001007911	0.000507273	0.000319646
ASV19300.Mycoplasma	9.10498E-05	0	0.000148928	0	0.000479021	0.000311746	2.4108E-05	0.000154104	0.000144873	0.000178987	0.000817808	0.000103579	0.000422893	0.00037429	0.000770317	7.15717E-05	0.000618429	0	0.000160113	0.000959147	0.000476054	7.63569E-05	0.000552033	3.99558E-05
ASV14167.Ruminococcaceae_UCG.010	0.000569061	0.000422972	0.000248213	0	0.000304832	0.0003002	0.000433944	0.000231156	0.000241455	0	0.000178895	0.000448841	0.000338314	0.000124763	0.00028245	0.00030418	0.000309215	6.84885E-05	0.000224158	0.000142096	7.93424E-05	0.000305427	0.000268557	0.000346283
ASV14170.Ruminococcaceae_UCG.010	0.000159337	0.000281981	4.96426E-05	0	0.000283058	0.000230923	0.00042189	0.000346734	0.000193164	3.97749E-05	0.000127782	0.000569683	0.0003947	0.000311909	0.000590576	0.000322073	0.000535972	0.000342442	0.000304214	0.000195382	7.93424E-05	0.000274885	0.000358075	7.99116E-05
ASV16987.Absconditabacteriales_.SR1.	9.10498E-05	0.000140991	0.000322677	0	0	9.23692E-05	0.000397782	0.000365997	0.000301819	7.95497E-05	2.55565E-05	6.90524E-05	0.000281928	2.07939E-05	0	0.000339966	0.000639043	1.71221E-05	0.000352248	0.00062167	0.000761687	0.000641398	0.000432674	6.6593E-05
ASV7572.Anaerovorax	0.000136575	9.39938E-05	0.000322677	0	0.000217737	0.000196284	0.000445998	0.000597153	0.000374256	0.000178987	0.000306678	0.000293473	0.000169157	0.000249527	0.000102709	0.000375752	0.000412286	0.000171221	0.000336237	0.000159858	7.93424E-05	0.000366513	0.000447594	0.000159823
ASV6084.Christensenellaceae_R.7.	0.000500774	0.000234984	0.000421962	0	0.000217737	0.000346384	0.000433944	0.000308208	0.000374256	0.000318199	7.66695E-05	0.000448841	0.000140964	0.000145557	0.000205418	0.000143143	0.000103072	8.56106E-05	0.000304214	8.88099E-05	7.93424E-05	0.000320699	0.000149198	0.000599337
ASV7663.Clostridiales_XII_AD3011	0.000159337	0.000211486	0.000446783	0	0.000195963	0.000138554	0.00048216	0.000462312	0.000362183	0.000198874	0.000127782	6.90524E-05	8.45785E-05	0.000249527	7.70317E-05	0.000339966	0.000350443	3.42442E-05	0.000304214	0.000142096	0.000111079	0.000167985	0.000119358	5.32744E-05
ASV2156.Bacteroidales	4.55249E-05	0.000446471	0.000719817	0	6.53211E-05	0.001327807	0.00012054	0	0.000108655	0	7.66695E-05	0.000120842	0.000112771	0	7.70317E-05	0.00030418	0.000659658	0	0.000672473	0.000284192	0.000285633	0.000274885	0.000193957	0
ASV2724.Bacteroidales_RF16.	0.0001821	0.000140991	0.000372319	0	0.000195963	0.000230923	8.4378E-05	0.000231156	0.000325965	0.000417636	0.000153339	0.000155368	0.000338314	0.00095652	0.000436513	0.000411537	0.000329829	0.000188343	0.000112079	0.000124334	0.00020629	0.000244342	0.000283476	0.000426195
ASV16125.Kiritimatiellae_WCHB1.41	0	4.69969E-05	0.000248213	0	0	5.77307E-05	0.000433944	0.000173367	0.000603639	5.96623E-05	2.55565E-05	0.000310736	0.000225543	0.000207939	0.000102709	0.00060836	0.000494743	3.42442E-05	0.000768541	8.88099E-05	0.000444317	0.000427598	0.000104439	0.000332965
ASV9670.Lachnospiraceae	0.000227625	0.000140991	0.000744639	0	0.0004137	0.000115461	0.000168756	0.000134841	0.000181092	0.00069606	0.000306678	0.000103579	0.00019735	0.000228733	0.00028245	0.000143143	6.18429E-05	0.000410931	0.000288203	0.000230906	0.000539528	0.000320699	0.000402835	0.000226416
ASV18702.Mollicutes_RF39	2.27625E-05	7.04953E-05	0.000148928	0	8.70947E-05	2.30923E-05	0.00030135	0.000115578	0.002112736	7.95497E-05	0	0.000138105	0.000140964	2.07939E-05	0	0.000375752	0.000309215	0	0.000192135	3.5524E-05	0.000603002	0.000259613	0.000179038	0
ASV2499.Bacteroidales_F082	4.55249E-05	0.001386408	0.000273034	0	0.000566116	0.000219377	8.4378E-05	0.000250419	6.03639E-05	0.000357974	2.55565E-05	0.000172631	0.000422893	0.000499054	0.000693285	0.000232608	6.18429E-05	0.00023971	6.40451E-05	0.000159858	0.00052366	0.000244342	0.000253637	9.32302E-05
ASV16130.Kiritimatiellae_WCHB1.41	0.000386962	0.00075195	0.000297855	0	0.000261284	0.000692769	0.00030135	0.00019263	0.000193164	0.000397749	0.00043446	0.000155368	8.45785E-05	0.00037429	0.000539222	8.94646E-05	6.18429E-05	0.000154099	0.000352248	1.7762E-05	0.000380844	0.000213799	0	0
ASV15696.Saccharofermentans	0.000773923	4.69969E-05	0.000223392	0	6.53211E-05	0	0.001542912	0.000327471	0.000712294	5.96623E-05	7.66695E-05	0.00022442	0.000140964	0.000124763	7.70317E-05	5.36788E-05	0.0004329	0	0.000400282	1.7762E-05	0	0.000290156	0	0
ASV18447.Izimaplasmatales	0	0	4.96426E-05	0	0.000239511	0.001004515	0.000566538	0.000866835	0.000289747	0.000159099	0	0.000155368	0	0	0	0.000536788	0.000267986	0	0.00012809	8.88099E-05	0.000301501	0.000229071	0.000179038	0.000173142
ASV11823.Ruminococcaceae	0.000705636	0.000211486	7.44639E-05	0	0.000174189	0.000173192	0.000192864	0.000173367	0.000120728	0.000119325	0.000178895	0.000138105	0.000112771	0.000145557	0.000359481	0.000232608	4.12286E-05	3.42442E-05	9.60676E-05	0.00026643	0.000111079	0.000183256	0.000104439	0.000133186
ASV13325.Ruminococcaceae_UCG.005	0.000136575	7.04953E-05	0.000372319	0	0	0.000138554	0.000397782	0.000115578	0.000120728	9.94372E-05	0	0.000448841	8.45785E-05	4.15878E-05	5.13545E-05	0.000876754	0.000886415	8.56106E-05	0.000224158	0.000159858	0.000333238	0.000656669	0.000179038	0.000426195
ASV6087.Christensenellaceae_R.7.	0.0001821	0.000117492	0.000148928	0	0.000108868	8.0823E-05	0.00012054	0.000327471	0.00021731	0.000139212	0.000102226	0.00022442	0.000648435	0.000207939	0	0.000178929	0.000226757	0.001284159	0.000240169	0.000106572	0.000349107	7.63569E-05	0.000447594	0.000293009
ASV4081.Prevotellaceae_UCG.004	0.000341437	0.000493467	0.000645353	0	0.000544342	6.92769E-05	3.6162E-05	0.000809046	0.000181092	0.000119325	7.66695E-05	0.00022442	0.000169157	0.000291115	0.000179741	0.000161036	0	0.001095815	0.000192135	0.00017762	0.000491923	1.52714E-05	0.000253637	6.6593E-05
ASV2618.Bacteroidales_p.251.o5	0	0.003007801	0.000148928	0	8.70947E-05	0	0.00024108	9.6315E-05	0.000338038	0	0.000178895	0.000448841	0.000310121	0	0	0.000161036	0.000103072	0.000582152	0	0	0.000364975	0.000290156	0	0.000319646
ASV9675.Lachnospiraceae	0.000318674	0.000281981	0.000372319	0	0	0.000254015	0.001651398	0	3.62183E-05	0.000437524	0.000536686	0.00027621	5.63857E-05	0.000727787	0.000102709	8.94646E-05	2.06143E-05	0	0	8.88099E-05	9.52109E-05	0	0.000238717	0.000159823
ASV18157.Treponema_2	0.000796686	0.001550898	0.000521247	0	0.001023363	0	0.00024108	0.000173367	0.000277674	0.000795497	0	5.17893E-05	0.000140964	0.000311909	0.000333804	0.000107358	0.000164914	0.000154099	0	7.1048E-05	9.52109E-05	1.52714E-05	7.4599E-05	0.000106549
ASV2159.Bacteroidales	0.000773923	2.34984E-05	0.00057089	0	8.70947E-05	0	0	0	0.00121935	0.000238649	0.000332234	8.63155E-05	8.45785E-05	0	0	0.000107358	0.000226757	0.001027327	0	0.000301954	0.000666476	3.05427E-05	0.000164118	1.33186E-05
ASV9677.Lachnospiraceae	0.000455249	0.000469969	0.000595711	0	0.000609663	0.000173192	0.000397782	0.00096315	0.000229383	5.96623E-05	0.000102226	0.000155368	0.000253736	0.000499054	2.56772E-05	8.94646E-05	0.000267986	0.000171221	8.00564E-05	0.000106572	0.000301501	6.10855E-05	0.000238717	0.000106549
ASV16136.Kiritimatiellae_WCHB1.41	0.000136575	4.69969E-05	0.000124106	0	2.17737E-05	0.000346384	0.000554484	7.7052E-05	0.000120728	0.000357974	0.00196785	0.000103579	0.000112771	0	7.70317E-05	0.000178929	0.0001443	0.000102733	0.000448316	0.000568384	0.000285633	0.000213799	0.000149198	0
ASV3848.Prevotellaceae_UCG.001	0.000364199	0.000422972	0.000694996	0	0.000326605	0	0.000265188	0.000731994	0.000120728	7.95497E-05	0.000127782	0.000189894	0	2.07939E-05	0	0	0	0.000308198	0	0.000124334	0.000222159	0.000213799	0.000119358	0.001531638
ASV2502.Bacteroidales_F082	0.000113812	7.04953E-05	7.44639E-05	0	0	6.92769E-05	0.000373674	0.000558627	0.000132801	0.000159099	0.000281121	5.17893E-05	0.000112771	0.000457466	0.001078444	8.94646E-05	0.000845187	0	0.000208147	0.000390764	9.52109E-05	0.00033597	0.000402835	0.000399558
ASV11831.Ruminococcaceae	0.0001821	0.000234984	0.000124106	0	0.000195963	0.000334838	0.000747348	0.000115578	7.24366E-05	9.94372E-05	0.000153339	3.45262E-05	0.000140964	0.000187145	0.000256772	0.000161036	0.000474129	1.71221E-05	0.000304214	0.000106572	0	0.00033597	0.000223797	0.000719204
ASV8013.Erysipelotrichaceae_UCG.004	0	0	4.96426E-05	0	0	0	0	0	0	0.000159099	0	0	0.0003947	0	2.56772E-05	0.000501002	0.000164914	0.000222587	0	0.003552398	0	0	0.000999627	0
ASV15698.Saccharofermentans	0.000386962	0.000258483	0.000595711	0	0.000261284	0.000438753	0.000349566	0.000731994	0.000181092	0.000178987	0.000102226	0.000155368	0.000338314	0.000291115	0.000128386	0.000196822	0.000164914	0.000308198	0.000240169	0.00017762	0.00020629	0.0001069	0.000134278	0.000133186
ASV2162.Bacteroidales	0.000364199	0	7.44639E-05	0	0.000174189	0.000161646	0.000277242	0.000269682	0.000398402	0.000477298	0	0.000310736	0.000338314	0.000187145	0.000590576	0.000447323	0.000164914	0.000273954	0	0.000515098	0.000333238	9.16282E-05	0.000253637	0.000293009
ASV14194.Ruminococcaceae_UCG.010	6.82874E-05	0.000140991	0.000347498	0	0.000261284	0	0.000289296	0.000346734	0.000169019	0.000715948	0.000894477	0.000345262	5.63857E-05	8.31756E-05	0.000128386	0.000357859	0.000185529	0	0.000192135	0.00053286	0.000364975	0.000412327	0.000253637	0.000133186
ASV6610.Clostridiales	0.000113812	4.69969E-05	0.000397141	0	0.000326605	0.00035793	0.000614754	0.000173367	0.000386329	0.000159099	0.000178895	0.00027621	0.000169157	0.000145557	0.000154063	8.94646E-05	0.000329829	3.42442E-05	0.000480338	8.88099E-05	0.000238027	0.000229071	0.000193957	0.000319646
ASV14196.Ruminococcaceae_UCG.010	0.000113812	7.04953E-05	4.96426E-05	0	4.35474E-05	0.000727407	0.00012054	0	0.00021731	0.000457411	0.000383347	0.000189894	0.000310121	0.000353496	0.001540634	0.000196822	0.000164914	0.000188343	0.000240169	7.1048E-05	0.000158685	0.000366513	7.4599E-05	0.000146505
ASV2929.Bacteroidia	0	0	0	0	0	0.000681223	0	0	0.002378337	0.00085516	0	0.000655998	0	0	0	0	0	0	0	0	0	0	0	0
ASV18160.Treponema_2	0.000660111	0.000822446	0.00153892	0	6.53211E-05	0.000346384	6.027E-05	0	0.000531202	0.00077561	7.66695E-05	0.000621472	2.81928E-05	0.000228733	0.000256772	0	6.18429E-05	0.000154099	6.40451E-05	0	0	0.000183256	0	0
ASV16139.Kiritimatiellae_WCHB1.41	6.82874E-05	0	7.44639E-05	0	0	3.46384E-05	8.4378E-05	0.000423786	0.000205237	5.96623E-05	7.66695E-05	0.000172631	0.000112771	0	0	0.000626253	0.001298701	0	0.000336237	0.000124334	7.93424E-05	0.000534498	0.000358075	0.00094562
ASV4082.Prevotellaceae_UCG.004	4.55249E-05	0	0.000148928	0	2.17737E-05	0.000277107	3.6162E-05	0.00096315	0.000265601	9.94372E-05	0.000102226	8.63155E-05	2.81928E-05	0.00010397	0.000102709	0.000107358	0.000123686	0.001027327	0.000144101	0.000213144	0.000856898	9.16282E-05	0.000328236	0.000372921
ASV14206.Ruminococcaceae_UCG.010	0.000364199	0.000117492	0	0	4.35474E-05	0.000496484	0.000192864	3.8526E-05	0.00035011	0.000576736	0.00043446	0.000517893	0.000845785	0.000228733	0.000487868	0.000143143	2.06143E-05	0	0.000688485	0.000230906	0.000126948	0.000122171	5.96792E-05	0
ASV18716.Mollicutes_RF39	9.10498E-05	0.000164489	0.000397141	0	0.000348379	0	7.2324E-05	5.7789E-05	0.000156946	1.98874E-05	0	0.000120842	0.000140964	0	0.000128386	0.000357859	0.000535972	0	0.000176124	0.000195382	0.000190422	0.000366513	8.95188E-05	0.000119867
