region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV13620.Ruminococcaceae_UCG.010	0	0	0.001581201	5.88512E-05	2.53981E-05	5.88253E-05	0.000190556	0.000969049	0.001872659	0.000663616	0	0.000162925	0.002199195	0	0.002018902	0	0.000199119	0.000147754	0.001039162	0.000190507	0.000376711	0.00056951	7.43108E-05	0.000722485	0.00017266	0	0.000184812	8.85204E-05	4.96664E-05	0.00217911	0.000290989	0	0.000410238	0.001347081	0.000193029	0.000947058	0.000571195	0.000839894	0.000756177	0	0.000872187	0.000422062	0.000275304	0.000243021	0.000437282	0	0.000556951
ASV15011.Ruminococcaceae_UCG.013	0	0	0	5.88512E-05	0.000380972	0.000235301	0.000152445	0.001967463	0	0.001189931	0	0	0	0.000117055	1.10929E-05	0.000660874	0.000641607	0.000607434	6.11272E-05	0.000163292	0.000376711	0.000179845	0	0.000662278	0.000973175	0	8.40054E-05	0.000295068	0.00018211	0.000146358	0.000463427	0	4.5582E-05	3.77686E-05	0.000758328	0.000201832	0.000203998	0.000412829	0.000101793	0.003089367	0.000387639	0.000149764	0.001295547	0.000210618	0.000340109	0	3.55501E-05
ASV9213.Lachnospiraceae	0	0.004640642	0.002967792	0.000205979	0.000228583	0.001205918	5.71668E-05	0.001057145	0.003112663	0.00180778	0.00422137	0.000615496	0.000969137	3.90183E-05	0.002695567	0.000416106	0	0.000574599	8.15029E-05	2.72153E-05	0.000627851	2.99742E-05	0.001312824	0	0	0.000896002	8.40054E-05	0.000678656	0.000960217	0.000227668	0.001541164	0.000191433	9.11639E-05	0.000314739	0.000165453	0.000108679	0.000142799	4.27065E-05	7.27093E-05	0.000266809	0.000193819	0.000435676	0.00011336	1.62014E-05	0.000194348	0.000481139	0.000580651
ASV13622.Ruminococcaceae_UCG.010	0	2.33198E-05	0	0	0	0	0	0	0	0	0.000271097	5.43085E-05	0	3.90183E-05	0	0	0	0	0.000366763	0.000381015	0.001716127	0.000239794	0	0	0	0	0.000554435	0	0	0.000130096	0.004720489	0	4.5582E-05	0.001284133	0	0.00027946	0.000367197	0.000270474	1.45419E-05	0	0.000484548	4.08447E-05	0	3.24028E-05	1.61956E-05	0	0.001836754
ASV13623.Ruminococcaceae_UCG.010	0	6.99594E-05	4.86523E-05	5.88512E-05	0.000177787	0	0.000323945	0.000205556	0	0.000160183	0.000193641	0	0.000149098	1.95091E-05	8.8743E-05	0.000171338	0	0.000246257	0.000937284	0.000952536	0	0.00077933	0.001585296	0.001906559	0	0.000169931	0	0.000354082	0.000148999	4.8786E-05	0.001789044	0	6.8373E-05	1.25895E-05	0.001420141	0	0	0.000227768	0.001904983	0	0	0.001402334	0	0	0.000566848	0.000151215	9.48002E-05
ASV11480.Ruminococcaceae	0	0.000209878	0.000170283	0.001883239	7.61943E-05	5.88253E-05	0.000838447	0.000528572	0.000177143	0.000572082	0.00042601	0.000651702	0.000149098	0.000331656	7.76501E-05	0.000489536	0.000730105	1.64171E-05	0	0	8.37135E-05	0	2.47703E-05	0	0	0	0.00015121	0	0	0	0	0	0.000364656	0.000327328	0	0.000822854	0.000346797	0.000355887	0	0	0.000183052	0	9.7166E-05	0.000858675	0.000178152	0.000467392	0
ASV15176.Ruminococcaceae_UCG.014	0	0	0	0	0	0	0	0.006078581	0	0.007070938	0	0.000506879	0	0	0	0	0	0	0	2.72153E-05	0	0	0	0	0	0.000247173	0	0.006019386	0.005496416	0.002309206	0	0	4.5582E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV13626.Ruminococcaceae_UCG.010	0	0	0.000218935	0	7.61943E-05	0.000235301	1.90556E-05	8.80954E-05	0	0	3.87282E-05	0	3.72745E-05	0.000136564	4.43715E-05	2.44768E-05	0.000110622	0	0.001731937	0.000244938	0	0.000719381	0	0	0	0.000262621	0	0	0	0.000374026	0.00315777	0	0.001344668	8.81268E-05	0	0.000108679	0.000163199	0	0	0	0.000484548	0	0	0	0.000129565	0	0
ASV18581.Mollicutes_RF39	0	0	0	0.001883239	0	0	0	2.93651E-05	0	0.0002746	0	0.004561912	0	0.000156073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000159537	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV11483.Ruminococcaceae	7.69073E-05	0.000513036	0.000608154	0.000323682	0.001422294	0.000411777	0.001238614	0.000293651	0.000835105	0.000251716	0.001432942	9.05141E-05	0.000149098	0.000409692	0.000754315	0.000342675	0.000597358	0.000886525	0.000264884	0.000190507	4.18568E-05	0.000239794	9.9081E-05	0.000722485	0.003468898	0.000216276	0.000487231	0.000177041	0.000132444	0.00016262	0.000118551	0.000909308	9.11639E-05	0.000352507	0.000661813	0.00114889	0.000530396	0.000128119	0.00015996	0.00087064	0.000506084	0.000490136	0.000356275	0.000307827	0.000275326	0.000439899	0.000533251
ASV8762.Cellulosilyticum	0	0.001352549	0.000291914	0.000117702	5.07962E-05	0.000117651	0	0	0.000404899	0.001395881	0	0.001212889	0.000559117	0	0.001919066	7.34304E-05	0.000132746	0.000147754	2.03757E-05	0.000136077	0	0	0	4.01381E-05	0	0.000896002	0.000134409	0.000250808	0.000380776	0.000227668	0.000916077	0	0	0.000705014	0.000261968	3.10511E-05	0.000530396	0.00015659	0	1.40426E-05	0.000215355	0.000245068	0	4.86042E-05	3.23913E-05	0	0.000628051
ASV17662.Rhodospirillales	0	0	0.000389219	0	0	0	0.000114334	0.001292066	0.000151837	0.001372998	0	7.24113E-05	0.000596392	5.85274E-05	0.001852509	0	0	0	0	0.001524058	0	0	0	0	0	0	0.007644489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004534413	0.003531909	0	0	0
ASV13628.Ruminococcaceae_UCG.010	0	0	0	0	0.000507962	0.000323539	0.000114334	5.87303E-05	0	6.86499E-05	0	0	0	0	0	0	0	0	0.000244509	0	0.00012557	0	0	0	0	0	0.000924059	5.90136E-05	3.31109E-05	0	0.002457241	0	0.000182328	0.000100716	0.000399846	3.10511E-05	8.15993E-05	8.54129E-05	0.000421714	0	0.000107677	0.000122534	0	0.000437438	0.000356304	0	0.000248851
ASV9219.Lachnospiraceae	0.01871411	0.001935544	0.00145957	0.004384416	0.000787342	0.000588253	0.001829338	0.002114289	0.001062861	0.002379863	0.001432942	0.002624909	0.001751901	7.80366E-05	0.001619559	0.000881165	0.002101816	0.001264119	0	0	0	0	0	0	9.41782E-05	0	5.04032E-05	0	4.96664E-05	0	1.07774E-05	0.00028715	9.11639E-05	3.77686E-05	2.75756E-05	1.55255E-05	4.07997E-05	1.42355E-05	1.45419E-05	5.61703E-05	3.23032E-05	6.80744E-05	0	8.10071E-05	0	5.49874E-05	0
ASV13629.Ruminococcaceae_UCG.010	0	0	0	0.000706215	0	0	0	0	0	0	0	0	0	0.000136564	1.10929E-05	0	0	0.000197006	0	0.000108861	0.000460424	8.99227E-05	0	0.000321105	0	0	0.000117608	0	0	9.75721E-05	8.6219E-05	1.59528E-05	0.000774893	3.77686E-05	0.00024818	0.000232883	0.000265198	0	7.27093E-05	0.000112341	0.000958329	0.000217838	4.8583E-05	0.000178216	0.000566848	0.00026119	1.185E-05
ASV15012.Ruminococcaceae_UCG.013	0	0.000163239	0.000754111	0.000323682	0.000457166	0.000382364	0.001105225	0.000323016	0.000582043	0.000617849	0.000619651	0	0.000484568	3.90183E-05	0.000521365	0.002056052	0.000243368	0.000771605	0.000163006	0.000598737	0.000167427	0.000629459	4.95405E-05	0.000240828	0.00298231	7.72415E-05	0.00015121	0.000118027	0.000264888	0.000780577	0.000646642	1.59528E-05	6.8373E-05	0.000742783	0.000634238	0.000217358	0.000285598	0.001850613	0.001032472	0.000814469	0.000484548	0.000190608	8.09717E-05	0.00045364	0.00063163	0.000384911	0.000319951
ASV5956.Christensenellaceae_R.7.	0	0	0.000656806	0	0	0	0	0.000293651	0.000657961	6.86499E-05	0	0	0.000670941	0.000585274	0.001242401	0.000562967	2.21244E-05	0	0.000122254	0.00081646	0.000837135	0.001288892	0.002229323	0.000120414	0	0.001436693	0.000806452	0.000457355	0.000496664	0.001187127	0.000495759	0	0	0.001019753	0.001337415	0	0	0.000569419	0.000494423	0.000758299	0	0.001021117	0	0.000810071	0.000242935	0.00078357	0
ASV15177.Ruminococcaceae_UCG.014	0	0.00123595	0.000267588	0.000117702	0.000609555	0.000264714	0.000362056	0.000763493	0.000911023	0.000732265	0.00085202	0.001049964	0.000372745	0.00068282	0.000177486	2.44768E-05	0	0.001510376	4.07515E-05	8.1646E-05	0	0.000329716	0.000346784	0	0	0.001065933	5.04032E-05	0.000413095	0.000115888	8.13101E-05	0.000355653	0.000127622	0.00022791	0.000100716	0.000275756	0.000916007	0.000571195	0.000270474	0.000174502	0.000140426	0.000344568	0.000803278	0.000178138	0.001215106	0.00025913	0.000192456	0.00015405
ASV5957.Christensenellaceae_R.7.	0	9.32792E-05	0.000121631	0.000323682	5.07962E-05	0.000176476	0.000533557	0.000176191	0.000151837	0.000480549	0.000116185	0.001937002	0.00033547	0.000663311	0.000221857	0.000318199	2.21244E-05	0.000147754	0.000122254	8.1646E-05	0	0	4.95405E-05	2.0069E-05	0	0.000772415	0.000336022	0.000221301	0.000165555	0.000211406	5.38869E-05	0.000159528	0.000159537	0.000176254	0	9.31532E-05	4.07997E-05	0.000142355	0.000218128	0	8.61419E-05	0.000285913	0	9.72085E-05	0.000583043	0.000137468	0
ASV13630.Ruminococcaceae_UCG.010	0	0	7.29785E-05	0.000117702	0.000101592	2.94126E-05	0	0	0	0	0.000193641	3.62056E-05	0.000149098	0	8.8743E-05	0	0.00055311	0.000311925	0.001793064	0.000190507	0	0.000449613	0.000891729	0.000160552	0	0	0.000453629	0.000177041	0.000231777	0.001138341	0.001347171	0	4.5582E-05	0.000302149	0	0.000108679	0.000142799	0.000298945	0.000567132	0.000308937	0.000463013	0.000163379	0	0.001020689	0.00025913	0.001910811	0.00020145
ASV13631.Ruminococcaceae_UCG.010	0	0	4.86523E-05	0	0.000228583	2.94126E-05	7.62224E-05	0	0	0	0	0	0.000260921	0.000136564	8.8743E-05	0	0	1.64171E-05	0.000529769	0.001387982	0	0.002098196	0.000817418	0	0	0.000926899	0.000201613	0.000280315	0.000413887	0.000455336	0.001142401	0	0.000433029	0	9.65144E-05	3.10511E-05	4.07997E-05	0.000484006	0.000843428	0.002176599	0	8.16893E-05	0	0.000145813	4.85869E-05	0	0.000782102
ASV11484.Ruminococcaceae	0	0	0.001264961	0.000205979	0.000228583	0.000382364	0.0001715	0.000293651	0.003365725	0.000411899	0	0	0.001714627	0.000195091	0.001375516	9.79072E-05	6.63731E-05	0.001165616	0.000733526	0	8.37135E-05	8.99227E-05	4.95405E-05	6.02071E-05	0.000251142	0	0.000201613	0.000324575	0.00018211	0.000113834	0.000129328	0.000335008	0.00068373	0	0.000344694	0.000558919	0.000448796	0.001822142	0.000581674	0.001614896	0.000139981	0.000326757	0.000275304	0.001701149	0.000647826	0.000384911	0.000509551
ASV7948.Erysipelotrichaceae_UCG.004	0	6.99594E-05	0.000243262	0.000147128	0.001320702	0.000235301	0	0	0	0	0.002517331	0	3.72745E-05	0.000526747	2.21857E-05	2.44768E-05	0	0.00022984	0.000876156	0.001524058	0.000837135	0.001738505	0.000173392	0.000481657	0.000988871	0.000370759	0.000252016	0.000191794	9.93328E-05	0.000845625	0.000646642	0.000111669	4.5582E-05	0.000339918	0.000634238	0.002235678	0.001060792	1.42355E-05	0.000567132	0.001432343	0.000344568	0.000476521	0.000566802	3.24028E-05	0.000194348	0.000481139	1.185E-05
ASV2006.Bacteroidales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00984543	0	0	1.6262E-05	3.23321E-05	0	9.11639E-05	0	0	1.55255E-05	0	0	0	0	0.001012168	0.005377881	6.47773E-05	0	0.000825978	0	9.48002E-05
ASV8815.Coprococcus_3	0.007229286	0.001818945	0.000681133	0.000147128	0.000838138	0.000235301	0.004192233	0.001732542	0.001644903	0.00194508	0.000348554	0.000144823	0.000596392	0.000741348	0.000277322	0.002007098	0.0009071	0.000853691	0	2.72153E-05	4.18568E-05	0	0	6.02071E-05	0.000109875	0	6.72043E-05	4.42602E-05	3.31109E-05	3.2524E-05	0	0.000127622	4.5582E-05	0	5.51511E-05	0	2.03998E-05	4.27065E-05	0	8.42555E-05	0.000139981	2.72298E-05	0.000129555	8.10071E-05	8.09782E-05	0	1.185E-05
ASV13634.Ruminococcaceae_UCG.010	0	0	0	8.82768E-05	0	0	0	0	0	0	0	5.43085E-05	0	5.85274E-05	0	0	0	0	0	0.000299369	0.000251141	0	0.000544946	0	0	0	0.000285618	0	0	0.000390288	8.6219E-05	0	0.000501402	0.000100716	0.000344694	0.000527868	0.000469196	1.42355E-05	0.000261753	0	9.69097E-05	0.000190608	0	0.00011341	0.000388695	1.37468E-05	0
ASV13635.Ruminococcaceae_UCG.010	0	0	0	0.000147128	0.000253981	0.000176476	0.000114334	0	0	0	7.74563E-05	0	0	0	0	0	0.000154871	1.64171E-05	0.000753902	0	0.000292997	0	0.000619256	0.001404833	0	0.000463449	0.000134409	0	3.31109E-05	9.75721E-05	0	1.59528E-05	0.000113955	1.25895E-05	0.001902713	0.000403664	0.000224398	0.000569419	0.000290837	0	0.000699903	0.000231453	0	0.000437438	0.000453478	0.000206203	0.002061905
ASV11486.Ruminococcaceae	0	0	2.43262E-05	2.94256E-05	5.07962E-05	0	0	0.000205556	0	0.000251716	0	0	0	0.000780366	0	0.000881165	0	0.000426845	0.000264884	0	0.000209284	0.000239794	0.000173392	6.02071E-05	0	0.000494346	5.04032E-05	0.000118027	0.000231777	4.8786E-05	0.000150883	0	0.000205119	0.000440634	0.00024818	0.000388138	0.000326397	0.000128119	0.000145419	4.21277E-05	0.000516852	0.000626285	0.00157085	0.000259223	0.000210543	2.74937E-05	0.002535906
ASV15178.Ruminococcaceae_UCG.014	0	0.000536356	0	0.001736111	0	0	0.000133389	5.87303E-05	0	0	7.74563E-05	0	0	0.001404659	0.000354972	2.44768E-05	0	0	0	0	0	0	0	0	0	0	3.36022E-05	0.000324575	0.000380776	0.000585432	0	0	0.001299086	0	0	0	0	8.54129E-05	2.90837E-05	0	0	0.000462906	8.09717E-05	0	0	4.12405E-05	0
ASV5958.Christensenellaceae_R.7.	0	0.000233198	7.29785E-05	5.88512E-05	0	0	0	0.000323016	2.53062E-05	0.000457666	0.000193641	0.000506879	0	0.000370674	0.000454808	0	0	0	2.03757E-05	0.000136077	0	8.99227E-05	0.000222932	0	0	0.000587036	8.40054E-05	0.000354082	0.00069533	0	0	0.0011486	0.00022791	0.000453224	0	0	0	2.8471E-05	0	0	1.07677E-05	0.000108919	0	1.62014E-05	0.00025913	0	0
ASV17663.Rhodospirillales	0	0	0.001313613	0.000264831	0.000304777	0.000411777	0.001448226	0.000469842	0.00020245	0.000892449	0	0	0.000633666	3.90183E-05	0.000510272	0.002202913	0	0	0.005175435	8.1646E-05	0	0	0.000297243	0	1.56964E-05	0	0.000487231	1.47534E-05	1.65555E-05	0	0	0	0.000638148	0	0.002936797	0	0	0.000128119	0.00023267	0.000716171	0.000312264	1.36149E-05	0.004048583	0	6.47826E-05	0	0
ASV16702.Victivallaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	3.90183E-05	0	0	0	0	0.000305636	0	0	0	0.000322013	0	0.000408106	0	0.000134409	0	0	6.50481E-05	0	0	0.000113955	0	0.000703177	0	2.03998E-05	0	8.72512E-05	2.80852E-05	0.001819748	0	0	0.000162014	0.000437282	0.000109975	0
ASV13636.Ruminococcaceae_UCG.010	0	4.66396E-05	0.000340566	0	0.000126991	0	0	2.93651E-05	0.000101225	2.28833E-05	0.000271097	0	3.72745E-05	0	0.000110929	0	0.000508861	0.000443262	0.002017197	0.000653168	0.001213846	0.000119897	0.001089891	0.000140483	0	0.000169931	0.000235215	0.002021215	0.002946873	0.001105817	0.001390281	0	0	0.000352507	0	0.000186306	0.000489596	0	0.000319921	0.000112341	0.000215355	0	0	0.000210618	0.000161956	0	0
ASV5959.Christensenellaceae_R.7.	0	0.000396437	0.000413545	0.000294256	0.000584157	0.000264714	0.000343001	0.000792858	0.00053143	0.000938215	0.000658379	0.000868936	0.000596392	0.000487729	0.000798687	0.000220291	2.21244E-05	0.00045968	0.000163006	0.000217723	4.18568E-05	0.000239794	0.000470635	0.000361243	0	0.000679726	0.000571237	0.000649149	0.000728441	0.000699267	0.000107774	0	0.000478611	0.000201433	1.37878E-05	0.000108679	0.000183599	0.000398594	0.001061556	0	0.000172284	0.000571825	1.61943E-05	0.00011341	0.000534456	0	0.000367351
ASV16703.Victivallaceae	0	0	7.29785E-05	0	0	0	3.81112E-05	0	0	0	0	0	0.000149098	0.000175582	3.32786E-05	0	0	0.000180588	0.00042789	0.001823427	0.000209284	5.99484E-05	0.000495405	0.000561933	0.001271406	0	0.00015121	0.000118027	8.27773E-05	0	0	0	0.000478611	0	0.001585595	0.00128862	0.000754794	0.001096132	0.000116335	0.000308937	0.001033703	0.001102806	0.001165992	0.000955884	0.001878695	0.000536127	1.185E-05
ASV5891.Bacillales	0	2.33198E-05	0.000121631	0	0.000101592	5.88253E-05	3.81112E-05	0.000587303	0.000177143	0.001327231	0	3.62056E-05	0.001043686	3.90183E-05	0.002029995	0.000171338	2.21244E-05	1.64171E-05	4.07515E-05	5.44307E-05	0	0	0	0.000120414	0	0	0	0	0.000148999	0	0	0	2.2791E-05	0	0	0.000186306	0.000326397	0.000256239	0.000145419	0.000702129	0	0	0	9.72085E-05	6.47826E-05	0	0.000343651
ASV11487.Ruminococcaceae	0	2.33198E-05	7.29785E-05	0.000617938	0.000101592	0.000176476	1.90556E-05	0.000557937	5.06124E-05	0.000228833	0	0.000217234	0	0.000117055	2.21857E-05	0.000636397	8.84975E-05	0.000295508	0.000101879	0.000190507	0	0.000269768	2.47703E-05	0.000160552	9.41782E-05	0	0.000184812	1.47534E-05	1.65555E-05	0	0.000150883	0	2.2791E-05	0.000251791	0.000261968	0.000760751	0.000836393	4.27065E-05	0.001846816	0.000575746	0.000290729	0.000721589	0.000404858	0.000372633	0.00025913	5.49874E-05	0.001943404
ASV13004.Ruminococcaceae_NK4A214	0	0	0.000389219	0.001383004	2.53981E-05	0	3.81112E-05	0	0.000227756	0	0	5.43085E-05	0.00033547	7.80366E-05	0.000199672	0	0.000486736	8.20856E-05	2.03757E-05	0.000299369	0.000209284	0.000329716	0	0.000321105	9.41782E-05	0.000262621	0.000352823	2.95068E-05	0.000215221	0.000455336	0	0.000494536	0	0.000705014	0.000579087	0.000372613	0.000407997	0.000355887	0.000174502	0	0.0003338	0.001633787	0	0.000793869	0.001554782	0.000412405	1.185E-05
ASV9224.Lachnospiraceae	0.004768253	0.001026072	0	0	0.000482564	0.000382364	0.00142917	0.000323016	0.000126531	0.000343249	0.001200573	5.43085E-05	3.72745E-05	0.00046822	0.000354972	0.004136581	0.009402863	0.000180588	6.11272E-05	0.000299369	8.37135E-05	0.000179845	0.000148622	0.000220759	0	0.000262621	5.04032E-05	0.00082619	0.000645663	0	0.000786748	0.000558347	0.000159537	0.000528761	0.000703177	0	0	0.000612126	0.000101793	1.40426E-05	2.15355E-05	6.80744E-05	9.7166E-05	0.000194417	0	0.000701089	1.185E-05
ASV13639.Ruminococcaceae_UCG.010	0	4.66396E-05	9.73047E-05	0.00073564	0.000152389	0.000264714	1.90556E-05	5.87303E-05	2.53062E-05	0	0.00042601	5.43085E-05	0.000521843	0	7.76501E-05	4.89536E-05	0	0.000197006	0.001222544	0.000163292	0	0	0.001164202	0	0	0	0.000201613	2.95068E-05	0	8.13101E-05	0.004138511	0	0.000113955	0.000717604	0.003088462	1.55255E-05	0.000122399	2.8471E-05	0	0	0.000183052	0.00117088	0	0.000356431	0.000275326	0	0
ASV13640.Ruminococcaceae_UCG.010	0	2.33198E-05	0.000121631	0.000147128	0.000101592	2.94126E-05	0.000133389	0	5.06124E-05	2.28833E-05	3.87282E-05	0.00012672	7.4549E-05	0.000156073	7.76501E-05	2.44768E-05	0	9.85028E-05	0.000876156	5.44307E-05	0.000627851	0.000449613	7.43108E-05	0.00020069	0	0.000154483	0	0.000383588	0.00051322	0.000276454	0.000646642	0	0	0.000100716	0.000165453	0	0	0.000583655	2.90837E-05	0.000308937	0.000129213	0.000258683	0	0.000324028	4.85869E-05	0	0.000355501
NA..4	0	0	0.000924394	0	0.000507962	0.000176476	0	8.80954E-05	0.000278368	0.000228833	0	0	0.000372745	0.000799875	0.001164751	0.000562967	0	0	0.000224133	0.000353799	0.000251141	0.000449613	0.000594486	0.000381312	0.000376713	0.000308966	0.000520833	0.000590136	0.000380776	0.000504122	0.000851412	0	0.000205119	0.001422618	0.000193029	0.00027946	0.000428397	0.000370123	7.27093E-05	0.000407235	0.000161516	0.000626285	0.000566802	0.000259223	8.09782E-05	0	0.000628051
ASV8500.Turicibacter	0	6.99594E-05	2.43262E-05	0.000353107	7.61943E-05	0	0	0.000264286	0	0.00020595	0	0.001176684	0	0.000156073	6.65572E-05	0.000171338	0	0	0.000101879	0.000163292	0	0	0	0.000180621	0	0.000123586	0.000134409	0.001150765	0.00036422	0.000308978	0.001939927	0	4.5582E-05	0.000138485	0.00024818	0	0.000101999	1.42355E-05	2.90837E-05	9.8298E-05	0.000215355	2.72298E-05	0	0	0.000161956	0	0.00017775
ASV18583.Mollicutes_RF39	0	0.001748986	0	0.000588512	0	0	1.90556E-05	2.93651E-05	0	2.28833E-05	0.001432942	0.000814627	0	0.001307113	0	0	0	0	0	5.44307E-05	0	0	0	0	0	0	0.000168011	0	0	0.000146358	0.000172438	0	0.000205119	0	0.000110302	0	0	0	0	0	0	0.000122534	0	0	0.000129565	0	0
ASV13642.Ruminococcaceae_UCG.010	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000136564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013870478	0	0	0	0	0	0	0	0	0	0	0.000544596	0	0	0	0	0
ASV13256.Ruminococcaceae_UCG.005	0	0.000326477	7.29785E-05	0	0	2.94126E-05	0.000114334	0.000146826	0.000151837	0.000732265	0.000116185	0.000289645	3.72745E-05	7.80366E-05	0.000221857	0.000269245	2.21244E-05	4.92514E-05	0.000122254	8.1646E-05	0.000167427	0.000119897	0.000421094	8.02761E-05	0.000329624	0.000865105	0.000168011	0.000206548	0.000413887	0.000455336	0.000150883	0.001084789	0.000250701	8.81268E-05	4.13633E-05	0.000263934	0.000244798	7.11774E-05	0.000276295	0.000224681	0.000527619	0.000680744	3.23887E-05	0.000324028	0.000761195	0.00030243	0.000639901
ASV9225.Lachnospiraceae	0	0	0.000973047	0	0.000203185	0.000205888	0.001276725	0.005491279	0.000835105	0.005102975	0	0	0.000447294	0	0.000643386	0.001395178	0.001084095	0.000525348	0.000163006	0	0.000418568	0.000239794	0.000148622	0.000501726	0	0.001344003	0.000823253	4.42602E-05	0.000148999	0.000552908	2.15547E-05	0	0.001025594	0.000478403	6.89389E-05	0	0.000183599	4.27065E-05	7.27093E-05	0	0.000118445	0.000599055	0	0.000469841	0.000307717	2.74937E-05	0
ASV4139.Alistipes	0	2.33198E-05	0	0.000441384	0	0	0	0	0	0	0	0.000506879	0	0.000721839	0	0	0	0	0	0	0.000460424	0	0	0	0	0	0.000184812	0	0	0	0	0	0	0.000465813	0.001020296	0.00128862	0.000897593	0.000612126	0.001105181	0	0.000721439	0.000108919	0	0	0	0	0
ASV13644.Ruminococcaceae_UCG.010	0	0	0.000145957	0	0.000888934	0.000352952	0	0.000146826	0	4.57666E-05	0	0	0.000521843	0	9.98358E-05	4.89536E-05	0.001084095	0.000443262	0.001446677	0.001251905	0	0.000869252	0.007604469	0	0	0.001637521	0.00203293	0.002567091	0.001804546	0.000390288	0.001789044	0	0	0.001561103	0.000758328	0.002173576	0.003325173	0.000170826	0.001192432	0	0	0.000626285	0	0.000826272	9.71739E-05	0.000233696	0
ASV15179.Ruminococcaceae_UCG.014	0	9.32792E-05	2.43262E-05	0.003737053	0	0	0	8.80954E-05	7.59186E-05	0	0.000154913	0.00153874	0	0	0.000454808	0	0	0	0	0	8.37135E-05	0	0	2.0069E-05	0	0.000633381	0.000772849	0	9.93328E-05	1.6262E-05	2.15547E-05	0	0	1.25895E-05	0	0	0	0	0.001061556	0	3.23032E-05	0	0	0.000243021	0.000129565	0	0
ASV2009.Bacteroidales	0	0.000186558	2.43262E-05	0.000500235	7.61943E-05	8.82379E-05	0.001162392	0.000176191	2.53062E-05	2.28833E-05	0.000116185	0	3.72745E-05	5.85274E-05	1.10929E-05	0	0	0.000279091	0	2.72153E-05	0	0.000149871	0	0.001424902	0.001004568	0	0.000100806	0	0	0.00048786	0	0	0.000250701	0.000239201	0.00074454	0.000465766	0.000367197	0	0.000276295	0.001867663	0.001098309	0	0.000356275	0.001247509	0.000145761	0	0
ASV5204.Gastranaerophilales	0	0	0	0.000264831	0	0	0	8.80954E-05	0	0	0	0	0	0.000195091	0	0.000146861	0	0	2.03757E-05	0	0	0	0	0	0	0	0.000840054	0	1.65555E-05	0	0	0	0.00093443	0.000566529	4.13633E-05	0	0	0.000227768	0.000247212	0	6.46064E-05	4.08447E-05	0	0	0.001052717	0	0
ASV11489.Ruminococcaceae	0	0	0	0.000264831	0	8.82379E-05	0	2.93651E-05	5.06124E-05	4.57666E-05	0	0.000742216	3.72745E-05	0.000117055	8.8743E-05	0.000269245	0	1.64171E-05	0.000122254	0.000190507	0.000418568	0.000179845	0.000173392	0.000100345	4.70891E-05	0.000293518	8.40054E-05	0.000236054	0.000215221	0.00032524	0.000193993	0.000478583	0.000273492	0.000188843	8.27267E-05	1.55255E-05	8.15993E-05	8.54129E-05	7.27093E-05	0	4.3071E-05	0.000680744	0	6.48057E-05	0.000129565	0.000123722	0
ASV13645.Ruminococcaceae_UCG.010	0	0	0.000656806	0.000500235	0.000330176	0.000176476	5.71668E-05	0.000205556	0.000480818	0.000114416	0	0	0.000633666	1.95091E-05	0.000587922	0.000391629	0	0.00034476	0.000876156	0.001170259	0.000837135	0.001019124	0.000767878	0.000582002	6.27855E-05	0.000169931	0.000840054	0.000973724	0.001506548	0.00048786	0	4.78583E-05	0.000319074	0.000251791	0.000716964	0.000900481	0.001060792	0.000313181	0.000567132	0.001628939	0	0.000272298	0.000712551	0.000599452	0.000340109	0.001374684	0.00015405
ASV9227.Lachnospiraceae	5.12715E-05	0.001049391	0.000170283	0.001971516	0.000888934	0.000735316	0.000705057	0.00114524	0.000227756	0.002425629	0.000193641	0.000506879	0.000111823	0.000195091	4.43715E-05	0.001639946	0.000132746	0.000689519	0.000163006	5.44307E-05	0.000334854	8.99227E-05	0.000396324	0.000220759	0.000141267	0	0.00031922	0.000427849	0.000281443	0.000439074	0.000463427	0	6.8373E-05	0.000125895	0.000179241	0.000155255	8.15993E-05	0.000355887	0.00023267	0.000477448	0.000172284	0.000285913	9.7166E-05	0.000178216	3.23913E-05	0.00026119	0.001872304
