region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV4388.Rikenellaceae_RC9	0	0.000373117	0	0	0.000177787	0	0.004077899	0.002848417	0	0.001533181	0.000929476	0.004380883	0	3.90183E-05	0	0	0	0	0	0	0.005399523	0.000449613	0	0.00750582	0.000376713	0.007646913	0.006821237	0	0	0	0	0	0.00093443	0.00249273	0	0.004921596	0.003059976	0	0.002646618	0.003328091	0.001938193	0.000680744	0.002963563	0.001231308	0.002979998	0	0.001161303
ASV9149.Lachnospiraceae	0	0.000839513	0.003746229	0.001235876	0.003936708	0.00167652	0	0.001292066	0.005061241	0.001418764	0.00042601	0.008816075	0.002758312	0.000643802	0.000299507	0.007538857	0	4.92514E-05	0.000407515	0.000163292	0.000460424	0	0.000866959	0.001384764	0	0.000648829	0.000688844	0.000811437	0.000943662	3.2524E-05	0.005798226	0.003748903	0.000273492	0.00166182	0.000785903	0.003322465	0.003508772	0.004313351	0.000596216	0.000688086	0.000258426	0.000599055	0.002267206	0.001393322	0.000550652	0.001952051	0.000971702
ASV4124.Alistipes	0	0.004337484	0.002262333	0.00529661	0.003276357	0.001735345	0	0.004346039	0.00273307	0.003729977	0.004724836	7.24113E-05	0.003839272	0.00458465	0.002773217	0.00115041	0.001460209	0.004596795	0	0	0	0	0.000842189	0	0.000282535	0	0	0.001416326	0.001655547	0	0	0	0.001071176	0	0.001682109	0.00215805	0.001795186	0	0	0	0	0	0	0	0	0	0
ASV11275.Clostridioides	0	0.000373117	7.29785E-05	0.000882768	0.000279379	0.000235301	7.62224E-05	0.000675398	7.59186E-05	0.000938215	0.00042601	0.00532223	0.000260921	0.00044871	0.000499179	0.000342675	0	6.56685E-05	0.000509393	0.000136077	4.18568E-05	2.99742E-05	4.95405E-05	0.000301036	0	0.000648829	0.000588038	4.42602E-05	0.000148999	0.000292716	0.001163956	0	0.000136746	0.000239201	0.000261968	0.000201832	0.000224398	0.0004413	0.000116335	0.000196596	0.000387639	0.000408447	0	4.86042E-05	0.000194348	0	0.000450301
ASV17999.Treponema_2	0	0	0	0	0	0	1.90556E-05	0	2.53062E-05	0	0	0	0	0.003823793	0	0	2.21244E-05	1.64171E-05	0	2.72153E-05	0	0	4.95405E-05	0	0	0	0	0	0	0	0.000635865	0	0	2.51791E-05	0	0	0	0.001779435	0	0	0	0.001388719	0.001214575	0.001198905	0	0	0
ASV4389.Rikenellaceae_RC9	0	0	0	0	0	0	0	8.80954E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56964E-05	0	0.000722446	0	0	0	0	0	0	0	0	0.013755628	0.01126071	0	0	0	0.002347367	0	0	0	1.61956E-05	0	0
ASV13479.Ruminococcaceae_UCG.010	0	0	4.86523E-05	0.002795433	0	0	1.90556E-05	0	0	0	0	0.000217234	0	0.001190058	5.54643E-05	0	0	0	0	0.000136077	4.18568E-05	0	4.95405E-05	0	0	4.63449E-05	0	1.47534E-05	0	0	7.54416E-05	0	0.001663742	0	0	0	0	0	7.27093E-05	0	0	0	0	0	0	1.37468E-05	0
ASV16686.Victivallaceae	0	0	0.000437871	5.88512E-05	0.000584157	0.000294126	7.62224E-05	8.80954E-05	0	4.57666E-05	0	0	0.000223647	0.000760857	0.00023295	2.44768E-05	0.000265493	0.000558182	0.002852602	0.000979752	0	0.000419639	0.002848579	0.000923176	0.000596462	0	0.000739247	0.000604889	0.000562886	0	0.002284803	0	0.000615357	0.001598872	0	0.00114889	0.001325989	0.000982248	0.000450798	0.000294894	0	0.001361489	0.001149798	4.86042E-05	0.001117499	0	0.001019102
ASV9150.Lachnospiraceae	0.018739746	0.001655706	0.001946093	0.003531073	0.003174764	0.002470661	0.002610618	0.001321431	0.001391841	0.001556064	0.002594787	0.000669804	0.002087371	0	0.001342237	0.002325297	0.003208036	0.002380483	0.001304047	0.001170259	0.002050982	0.001768479	0.000866959	0.002428354	0.015272567	0.003429525	0.001293683	0.002316283	0.001672102	0.00226042	0.001961482	0	0.000546984	0.001347081	0.001819987	0.002623816	0.00244798	0.001266958	0.001425102	0.002162557	0.002465812	0.00250514	0.001716599	0.001976573	0.001311847	0.001855823	0.00466891
ASV9151.Lachnospiraceae	0.005665505	0.001562427	0.000608154	0.001412429	0.000304777	0.000147063	0.001715004	0.000528572	0.000860411	0.000892449	0.001549127	0.002643012	0.001341882	0.000117055	0.001231309	0.001321748	0.00106197	0.000886525	0.001650434	0.001360766	0.004353104	0.001588634	0.00195685	0.002247732	0.006074495	0.001390348	0.004469086	0.002035969	0.002135656	0.001626201	0.001250175	0.004099864	0	0.00248014	0.00161317	0.002903276	0.001999184	0.002007203	0.003650007	0.005167668	0.005028535	0.003226729	0.005862348	0.008667758	0.00353065	0.007052128	0.003566858
ASV16862.Victivallales_vadinBE97	0	0	0.001702832	0	0.000634953	0.000852966	0	0.000352382	0	6.86499E-05	0	0	0.002348293	0	0.001264587	0.000146861	0	0.00394011	0.003097111	0.013199434	8.37135E-05	0.000179845	0.000247703	0	0	0.000617932	0.000588038	0.000531122	0.000595997	0.002959686	0.000420318	0	0.002507008	0	2.75756E-05	0.001133364	0.001060792	0	0.001977693	0	1.07677E-05	0.003322033	0.003319838	0	0.001036521	1.37468E-05	0.00013035
ASV7153.Clostridiales_vadinBB60.	2.56358E-05	0	0.001289287	0.001088748	0.000457166	0	9.5278E-05	0	5.06124E-05	0	0.000580923	0	0.000894588	0	0.000432622	0	0.000331866	1.64171E-05	0.00152818	0.001251905	0.003557825	0.002577783	0.005176983	0.003833186	0.009967195	0.001112278	0.000588038	0.000427849	0.000215221	0.000926935	0.003297876	0	0.000592566	0.008334278	0.003653761	0.000683124	0.000775194	0.0026478	0.000523507	0.000772342	0.001948961	0.001157266	0.004615385	0.001053092	0.000825978	0.001635874	0.004834811
NA..1	0.003307014	0.009561121	0.005546366	0.000353107	0.001676276	0.001088267	0.000914669	0.002613496	0.006478389	0.004256293	0.004337555	9.05141E-05	0.003615625	0.000117055	0.002174202	0.005556235	0.000508861	0.001182033	0.000224133	8.1646E-05	0	8.99227E-05	7.43108E-05	0	0.0008633	0	0	0.000413095	8.27773E-05	0.000227668	1.07774E-05	1.59528E-05	0.000205119	0	0	1.55255E-05	0	0	0	0	1.07677E-05	0	8.09717E-05	0.00011341	4.85869E-05	5.49874E-05	0
ASV9152.Lachnospiraceae	0.016176169	0.003101534	0.003332685	0.00047081	0.003225561	0.002647137	0.000438279	0.007282551	0.003239194	0.005446224	0.00654506	5.43085E-05	0.002422842	0.000175582	0.006078892	0.004356872	0.001659329	9.85028E-05	0.000183382	8.1646E-05	0.001339417	2.99742E-05	0.000173392	0.000240828	0	0.002023729	0.000218414	0.000649149	0.000529775	0.005187582	0.00020477	0.017595916	0.000205119	0	0.00012409	0	0	0.002121087	0.000654384	0.000505533	0.000247658	0.000571825	0.001619433	0.000291625	6.47826E-05	0.000714836	0.014054131
ASV16687.Victivallaceae	0	2.33198E-05	0	0	0	0	0	0	0	0	0	0	0	0.000156073	0	0	0	0	0.001100289	0.001850642	8.37135E-05	0.000359691	0.003814619	0	0.000926086	0	0.001276882	0.000250808	6.62219E-05	0	5.38869E-05	0	0.001344668	0.002115043	0.000634238	0.001769912	0.001856385	0.000384358	0.000508965	0	0.002121245	0.002028618	0	0.004196167	0.001409021	0	0.001161303
ASV13480.Ruminococcaceae_UCG.010	0	0.000909473	0.001702832	0	0.001904859	0.000382364	0.000266778	8.80954E-05	2.53062E-05	0	0.006854886	0	0.002012822	0	0.000321693	2.44768E-05	0	0.002150644	0.00362688	0.001197474	0.002553263	0.002098196	0.000520175	0.000862969	0.003123578	0.000169931	0.000134409	0.000383588	0.000248332	0.001187127	0.008708116	0	0.003327484	0	0.000523936	0.000481292	0.000652795	0.000199297	0.000959763	0.006487671	0.003876386	0.002328146	0.001878543	0.000437438	6.47826E-05	0.006227318	0.002050055
ASV4392.Rikenellaceae_RC9	0.035326087	0.011450026	0.008538484	0	0.006628908	0.004706021	0.001676893	0.016503201	0.010274319	0.010389016	0.01626583	0.000742216	0.008573133	0	0.006921951	2.44768E-05	0.008827629	0.020636328	0	0	0	0	0	0	4.70891E-05	1.54483E-05	0	0	0	0	0	0	0	0	0	0	0	1.42355E-05	0	0	0	0	0	1.62014E-05	0	0	0
ASV13231.Ruminococcaceae_UCG.005	0.00017945	0.001375869	0.001240634	0.001618409	0.001168313	0.001294156	0.001181447	0.000176191	0.000708574	0.00020595	0.002013865	0.000362056	0.000596392	0.002692263	0.001031637	0.000514013	0.001172592	0.000476097	0.000978035	0.000952536	0.00259512	0.001768479	0.001387134	0.000963314	0.000533677	0.002950627	0.00109207	0.001770408	0.001705213	0.001333485	0.001077737	0.000893356	0.000159537	0.000944216	0.000923781	0.001024686	0.000897593	0.000939542	0.000930679	0.000688086	0.001744374	0.002954431	0.001149798	0.001652544	0.002234999	0.000384911	0.001113902
ASV6411.Clostridia	0	0.000303158	0	8.82768E-05	7.61943E-05	0.000882379	0.00078128	0	0	9.15332E-05	0.000890748	7.24113E-05	0	0.000136564	1.10929E-05	2.44768E-05	0	0	0.000468642	0.000381015	0	0.000809304	0	0.003632496	0	0	0.00109207	0.000575382	0.000132444	0.00056917	0.000732861	0	0.002051189	0.003424356	0.000661813	4.65766E-05	0.000183599	0.000199297	0.003024707	0.001263832	0.002939593	0.011327588	0.002736842	0.004277174	0.001489999	0.000439899	0
ASV9154.Lachnospiraceae	0.001615053	0.001842265	0.000340566	0.000529661	0.001066721	0.000323539	0.000285834	0.000234921	0.000556737	0.0002746	0.001355486	0.004797248	0.000559117	0.007101331	0.000354972	0.000342675	0.000309741	0.001050696	0.000468642	0.00040823	0.000669708	0.000179845	0.000544946	0.000662278	0.000376713	0.000509794	0.001310484	0.001549107	0.000943662	0.001089555	0.000463427	0.000446678	0.001299086	0.000453224	0.000689389	0.000186306	0.000265198	0.001309664	0.000421714	0.000252766	0.000559922	0.001116421	0.000615385	0.000372633	0.000599239	0.000453646	0.000556951
ASV11437.Ruminococcaceae	0.000640894	0.000303158	0	0.002354049	0.002311229	0.001970646	1.90556E-05	0.000880954	0	0.000983982	0.000116185	0.000850833	3.72745E-05	0.001736314	2.21857E-05	0.001419655	0.001592956	0.001017862	0.000244509	0.00040823	0.00012557	0.000119897	7.43108E-05	0.000321105	0.009355036	0.002332695	0.000168011	4.42602E-05	3.31109E-05	0.000178882	1.07774E-05	3.19056E-05	6.8373E-05	0.000667246	0.000165453	0	0	0.001423548	0.000130877	0.0014183	0.000786045	0.001293414	0	8.10071E-05	0.000129565	2.74937E-05	0.000912452
ASV5846.Phascolarctobacterium	0.006742207	0.003847768	0.004840907	0.007886064	0.003149366	0.002970676	0.00489729	0.004962706	0.002884907	0.00389016	0.002439875	0.003765387	0.003503802	0.000156073	0.004182012	0.007857055	0.000243368	0.003053586	0	0	0	0	0	0	0	0	0	0	0	0	0.000290989	0	0.000387447	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV2456.Bacteroidales_F082	0	2.33198E-05	0	0	0	0	0	0	0	0	0	0	3.72745E-05	0	0	0	0.000110622	1.64171E-05	0.001141041	0.001251905	0	0.000659433	0.00294766	0.000662278	0.002495723	0	0.004653898	0.000427849	0.000446998	0	0.000571201	0	0.002005607	0.001472977	0.000165453	0.001071262	0.000795594	0.002064145	0.000945221	0.000631916	0.002379671	0.004207001	0.002526316	0.010142086	0.000518261	0.010846255	0.002559606
ASV4125.Alistipes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001935694	0.004272806	0	0	0	0.002869872	0	0	0	2.95068E-05	8.27773E-05	0.000861887	0	0	0.002620963	0	0	0	0	0	0.001512353	0	0	0	0	0	0.001587173	0	0
ASV4041.Prevotellaceae_UCG.004	0	0	0	0	0	0	0	2.93651E-05	2.53062E-05	0	0	0	3.72745E-05	1.95091E-05	0	0	0	0	0	0	0.000167427	0	0	0	0	0	0.00047043	0	0	0	0	0.061769163	0	0	0	0	2.03998E-05	0	0.021638286	0	1.07677E-05	0	0	0	0	0	0
ASV13483.Ruminococcaceae_UCG.010	0	0	0.000291914	0.001118173	0	0.000117651	0	0	0	0	0.000154913	0.000162925	3.72745E-05	0.000175582	2.21857E-05	0	0	0.000164171	4.07515E-05	2.72153E-05	0.000292997	0	7.43108E-05	0	0	0	0.00047043	0.000295068	0.000446998	3.2524E-05	3.23321E-05	0	0.000364656	0.000805731	0.000344694	0.000155255	2.03998E-05	0	0.000436256	0	2.15355E-05	0	0	0	3.23913E-05	0.000219949	2.37001E-05
ASV13232.Ruminococcaceae_UCG.005	5.12715E-05	2.33198E-05	0	0.000588512	0	0	0.000114334	0	0	2.28833E-05	0	0.001484432	0	0.002146006	0	0	0	0	0	0	0.000251141	8.99227E-05	0.000123851	6.02071E-05	0.00177369	0	0	0	0	0.000211406	1.07774E-05	0	0.000957221	0	1.37878E-05	0	6.11995E-05	0	2.90837E-05	0.000154468	0.000398406	0	0	1.62014E-05	0	1.37468E-05	2.37001E-05
ASV13233.Ruminococcaceae_UCG.005	0.004768253	0.000862833	0	0	0	0	0.00363962	0.001615082	0	0.001258581	0.000929476	0.001448226	0	0	0	0.000758781	0.000663731	0	0	0	0.002636976	0.00020982	0.000495405	0.000321105	0.035646455	0	0.000386425	0	0	0.002374254	6.46642E-05	0.000382867	0.002301889	0	0.000110302	0.000434715	0.000571195	0.000355887	0.000421714	0.003889794	0.007300528	0	0	0.001312315	0	1.37468E-05	0
ASV13484.Ruminococcaceae_UCG.010	0	0	0	0.001912665	0	2.94126E-05	0	2.93651E-05	0	0	0	0	0	3.90183E-05	0.000110929	0	0	0	0.002913729	0.003782931	0	0.001438763	0.001040351	0.000321105	0	0	0.000537634	0.000914711	0.000612552	0.000731791	0.005668898	0	0.000433029	0.000969395	0.000579087	0.000822854	0.000673195	0.001281194	0.004158972	0.000308937	0.0010014	0.000980272	0	0.000761467	0.000437282	0	0.001208703
ASV11438.Ruminococcaceae	0	0.002168742	0.001070351	0.000765066	0.001041323	0.001735345	0.006040627	0.004023022	0.003188582	0.003844394	0.001123117	0.002769732	0.000857313	0.001014476	0.002429338	0.000734304	0	0.001214867	0.000203757	0.000625953	0.00012557	8.99227E-05	9.9081E-05	0.000220759	0	0.00027807	0.000218414	0.000177041	0.00036422	0.000178882	0.00020477	0	0.000774893	0.000151075	0.000261968	0.000450241	0.000448796	0.000355887	1.45419E-05	5.61703E-05	0.000301497	0.000462906	0	4.86042E-05	0.000323913	0	0.000675451
ASV13487.Ruminococcaceae_UCG.010	0	0.000186558	0.000267588	0	0.000761943	0.000764728	0	0.000205556	0	0	0.00147167	0.000108617	0.000111823	7.80366E-05	1.10929E-05	0	0	0.000131337	0.000163006	0.00040823	8.37135E-05	0.000329716	0	2.0069E-05	0	0	0.000218414	0	0	0.000504122	0	0	0.001321877	0	1.37878E-05	0	2.03998E-05	0.000839894	0.000479881	1.40426E-05	0	0.0006399	0	0	0.002348368	1.37468E-05	1.185E-05
ASV11439.Ruminococcaceae	0.00133306	0.000629635	0.000413545	0.000823917	0.00040637	0.000382364	0.000800335	0.00120397	0.000835105	0.001121281	0.000580923	0.000724113	0.000447294	0.00115104	0.000876337	0.000636397	0.000132746	0.00119845	0.000468642	0.000517091	0.000544138	0.000479588	0.000544946	0.000501726	0.001506851	0.000679726	0.000588038	0.000929464	0.001390659	0.00048786	0.000334099	0.000398819	6.8373E-05	0.000604298	0.000468784	0.000512343	0.000632395	0.000569419	0.000523507	0.000645959	0.000323032	0.000571825	0.000226721	0.000631855	0.000955543	0.000357418	0.000331801
ASV11440.Ruminococcaceae	0	0	0	0	0	0	0.000152445	0.000352382	0	0.000228833	0	0.000144823	0	0.001248586	2.21857E-05	0	0.000243368	0.00022984	0.000346387	0.000326584	0.000334854	0.000599484	0.000371554	0.000220759	0.001852172	0.000169931	0.001024866	4.42602E-05	0.000165555	0.000211406	1.07774E-05	1.59528E-05	0.000911639	0.000478403	0.000151666	0.000403664	0.000346797	0.0008826	0.001265142	0.000238724	0.000527619	0.002273687	0.000615385	0.001020689	0.000809782	0.000137468	0.000237001
ASV1857.Bacteroides	0.00417863	0.002262021	0.001946093	0.00194209	0.00175247	0.001411806	0.006898129	0.002936513	0.002505314	0.003340961	0.001975137	0.004018827	0.001714627	0	0.002251853	0.006951414	0.000331866	0.001838718	0.002078324	0.002857609	0.004687958	0.001019124	0.001857769	0.001746006	0.005729175	0.003676698	0.005947581	0.002153996	0.002251544	0.008748963	0.001347171	0	0	0.001586282	0.001171961	0.002421984	0.001529988	0.002476974	0.000959763	0.000758299	0.002347367	0.000490136	0.003384615	0.000324028	0.00126326	0.004852634	0.00433711
ASV4394.Rikenellaceae_RC9	0	0	0	0.000205979	0	0	0	0	0	0	7.74563E-05	0	0	0	0	0.007587811	0	0	0	0	0	0	0.000123851	0	0	0	0	2.95068E-05	4.96664E-05	0	0	0	0.002210725	0	0.001778623	0	0	0	0	0	0	0	0	0	0	0	0
ASV15006.Ruminococcaceae_UCG.013	0	0.000886153	0.000389219	0.001971516	0.000431768	0.000352952	5.71668E-05	0.000675398	0.000835105	0.000503432	0.000735835	0.001068067	0.000559117	0.001092512	0.000532458	0.001664423	8.84975E-05	0.000147754	0.000122254	0.00040823	0.000418568	0.000989149	0.000594486	0.000301036	0.000235446	0.000803312	0.000453629	0.000575382	0.00051322	0.000211406	0.000700529	0.000239292	0.000569775	0.000100716	0.000110302	0.000450241	0.000469196	0.000797187	0.000203586	0.000407235	9.69097E-05	0.000435676	0.004663968	0.000210618	0.000242935	0.000109975	0.000414751
ASV11442.Ruminococcaceae	0	0.000909473	2.43262E-05	0	0.000228583	0.000205888	0.001067114	0.000528572	0.000177143	0.000457666	0.000735835	0.001339609	7.4549E-05	0.000936439	0.000122022	0	0.000331866	0.000558182	0.000122254	2.72153E-05	8.37135E-05	0.000269768	0.000173392	0.000100345	7.84818E-05	0.000108138	0.000100806	0.000295068	0.000148999	0.000292716	0.000549646	7.97639E-05	0.000501402	0.000251791	0.000275756	0.000217358	0.000183599	0.000526713	0.000916137	0.000407235	0.000387639	0.000313142	0.000437247	0.000469841	0.000809782	0.000164962	0.0001659
ASV5625.Methanobrevibacter	7.69073E-05	0.000373117	7.29785E-05	0.001235876	0.000126991	2.94126E-05	0.000285834	0.000146826	0.001012248	0.000183066	7.74563E-05	0.001810282	0.000298196	0.000780366	0.000399343	0.000416106	4.42488E-05	9.85028E-05	0.000101879	0	0	0	0.000222932	4.01381E-05	0.000141267	0	0.000823253	0.000427849	0	4.8786E-05	0.001325617	1.59528E-05	0.00045582	1.25895E-05	0.00012409	0.000341562	0.000183599	0.000427065	0.000174502	0.000126383	0.000678368	0.000163379	0.000323887	1.62014E-05	0.000534456	2.74937E-05	0.000237001
ASV13488.Ruminococcaceae_UCG.010	0	0	0	0	0	0	0	0	0	0	0	1.81028E-05	0	0.000195091	0	0	0	0	0	0	0	0	0	0	0	0	0.000168011	0	0	0	0.003297876	0	0.002507008	0	0.001158173	0.000807328	0.001162791	0.000213532	0.000101793	0	0.000409174	0	0	0.000162014	0.000437282	0	0.00015405
ASV13234.Ruminococcaceae_UCG.005	5.12715E-05	0	2.43262E-05	0.000235405	5.07962E-05	0.000117651	0.000133389	0.000323016	0	0.000366133	0	0.001448226	0.000149098	0.000897421	6.65572E-05	9.79072E-05	0	1.64171E-05	0.000183382	0.00127912	0.000753422	0.000659433	0.000222932	0.000361243	6.27855E-05	0.000308966	0.000504032	0.000191794	0.000115888	0.000308978	0.000474204	0.004387014	0.001868861	0.001246365	0.00111681	0.001273094	0.001081191	0.000811423	0.000974305	0.000308937	0.0006676	0.000204223	0.00037247	0.000194417	0.000906956	0.000343671	0.001030952
ASV13489.Ruminococcaceae_UCG.010	0.000435808	0	0	0	0.000279379	0.000441189	0	0	0	0	7.74563E-05	0	0	0.000156073	0	0	0	0	0.00071315	0.000136077	0	0.000149871	0.009090684	6.02071E-05	0	0	3.36022E-05	2.95068E-05	0	0	0	0	0.000615357	0	2.75756E-05	0	8.15993E-05	1.42355E-05	2.90837E-05	4.21277E-05	0.000559922	0.000857738	3.23887E-05	3.24028E-05	4.85869E-05	1.37468E-05	0.000853202
ASV11385.Flavonifractor	0	2.33198E-05	0	0	0	0	0	0.000146826	0	0	0	1.81028E-05	0	0.000156073	2.21857E-05	0	0	3.28343E-05	0.002485839	0	0.007241221	0.00617469	0.001659607	0.002468492	0.000470891	0.008156708	0.000907258	0.000486862	0.000645663	6.50481E-05	0.000290989	0	0.000250701	0.000490992	0.004949812	0.002406459	0.001999184	0.002106852	0.002675702	0.001390215	0.000613761	0.000231453	0.000178138	0.000324028	0.001959673	0.000123722	0.000853202
ASV9156.Lachnospiraceae	7.69073E-05	0.000256518	0.000583828	0.000882768	0	0.000264714	0.000495446	5.87303E-05	0.000506124	0.000160183	7.74563E-05	0.000235337	0.000372745	0.000643802	0.000576829	0	0.000486736	8.20856E-05	2.03757E-05	2.72153E-05	4.18568E-05	5.99484E-05	0	0.000361243	0	3.08966E-05	0.000134409	1.47534E-05	3.31109E-05	0.000780577	0.000258657	6.38111E-05	0.000113955	0.000138485	0.000165453	0.000155255	8.15993E-05	9.96484E-05	2.90837E-05	0.000505533	0.000150748	0.000231453	0.000615385	9.72085E-05	0.000226739	1.37468E-05	0.0001422
ASV13490.Ruminococcaceae_UCG.010	0.001897047	0.000513036	0.001021699	0.000676789	0.001142915	0.00111768	0.002420062	0.000234921	0.000253062	9.15332E-05	0.000813292	7.24113E-05	0.001155509	0	0.000255136	4.89536E-05	0.004690369	0.000722354	0.002750723	0.001442412	0.004729815	0.001438763	0.001089891	0.000883038	0.005839049	0.002023729	0.000924059	0.005030908	0.004867308	0.005285154	0.000528091	0.005439898	2.2791E-05	0.001976558	0.001723472	0.003229312	0.003365973	0.002106852	0.003213751	0.001404258	0.002132012	0.00309058	0.004663968	0.004163764	0.002234999	0.005498735	0.001860454
ASV16688.Victivallaceae	0	0	0	0.000117702	2.53981E-05	0	3.81112E-05	2.93651E-05	0	0	3.87282E-05	5.43085E-05	0	0.000351165	0	2.44768E-05	0	0	0.001222544	0.001823427	0.001255703	0.000929201	0.00294766	0.000120414	0.00544664	0.000308966	0.000672043	0.000457355	0.000380776	0.000764315	0.001595051	0	0.002620963	0.000981984	0.000882418	0.002235678	0.002427581	0.00116731	0.002006777	0.000126383	0.001604393	0.001402334	0.002234818	0.000842474	0.000923152	0.00130595	0.000462151
ASV5917.Christensenellaceae_R.7.	0.000281993	0.000116599	0.000608154	0.000617938	0.000228583	0.000500015	0.000762224	0.000616668	0.000328981	0.000251716	0.000271097	0.001321506	0.000633666	0.001112022	0.000443715	0.000269245	0.000154871	0.000574599	0.000407515	0.000217723	0.000795279	0.000149871	0.000272473	0.000180621	0.00017266	0.002301798	0.00031922	0.000309821	0.000645663	0.000422812	0.00024788	0.001084789	0.000296283	0.000717604	0.00049636	0.000698649	0.000244798	0.000398594	0.000465339	0.000266809	0.001227522	0.00178355	0.00048583	0.000275424	0.00152239	0.001250962	0.000983552
ASV4126.Alistipes	0	0.00123595	4.86523E-05	0.000588512	0.000279379	0.000264714	0	0	0	0	0.000658379	0.002299059	0	0	7.76501E-05	0	0	0.000180588	0.001793064	0	0	0.001378814	0.003244904	0	0	0.00100414	0	0.006771809	0.006754631	0.00217911	0.000689752	0	0.000820475	0.000214022	0	0.000248409	0.000326397	0.000427065	0.002922914	0.003665113	0	0.001347874	0.000906883	0	0.000664021	0	0
ASV9158.Lachnospiraceae	0	0.011240147	0.003575946	0.000794492	0.004597059	0.003205977	0.001181447	0.003964292	0.002353477	0.00617849	0.005770497	0.001013758	0.001714627	0.001775333	0.001297866	0.001101456	0.002212438	0.003464014	0.000387139	0.000544307	0.000418568	0.00020982	0.000668797	0.000180621	0.000204053	0.003460421	0.000369624	0.000914711	0.001208549	0.001577415	0.002198584	6.38111E-05	0.000592566	0.000969395	0.001061659	0.00086943	0.000571195	0.000427065	0.000421714	0.002359153	0.000516852	0.000449291	0.000744939	0.000583251	0.00063163	0.000632355	0.001066502
ASV9159.Lachnospiraceae	0.024917966	0.002891656	0.00355162	0.001383004	0.001269906	0.000970617	0.004630512	0.001380161	0.003846543	0.00208238	0.002013865	0.003530051	0.002646489	0	0.002351688	0.002888263	0.006482444	0.005926583	0.000652023	0.000789245	0.000920849	0.000329716	0.000866959	0.000883038	0.001930653	0.004140147	0.001461694	0.002242516	0.002201877	0.00258566	0.000334099	0.000175481	0	0.001321902	0.000468784	0.001769912	0.00248878	0.000640597	0.001206974	0.004297029	0.001055239	0.001102806	0.00242915	0.001312315	0.001943477	4.12405E-05	0.0001896
ASV7155.Clostridiales_vadinBB60.	0	4.66396E-05	9.73047E-05	0.002648305	0.00040637	0.000764728	0.000266778	8.80954E-05	0	4.57666E-05	0.000193641	1.81028E-05	3.72745E-05	0	5.54643E-05	0	0.000774353	0.000443262	0.000346387	0.001605704	0.001004562	0.003357113	0.001882539	0.000943245	0	0.000339863	8.40054E-05	2.95068E-05	4.96664E-05	0.001544891	0.004860595	1.59528E-05	0.00022791	0.001019753	0.001268476	0.001117839	0.001958384	0.002192264	0.003082874	0.00811661	0.000861419	0.000953042	0.002105263	0.002251997	0.000421087	0.002584406	0.002156705
ASV12983.Ruminococcaceae_NK4A214	0	0.000116599	0	0.000235405	0.000253981	0.000852966	0	0	0	0	7.74563E-05	0.001846488	0	0.001346131	1.10929E-05	0.00237425	4.42488E-05	0	0.00014263	0.000136077	0.000334854	0	4.95405E-05	0	0	0.000448001	0.000184812	0.000132781	3.31109E-05	0	0.000840635	1.59528E-05	0.000524193	0.000151075	4.13633E-05	0	0	0.00028471	0.000174502	0	0	4.08447E-05	0	1.62014E-05	8.09782E-05	6.87342E-05	0
ASV13491.Ruminococcaceae_UCG.010	0	6.99594E-05	0.000291914	0.000500235	0.000279379	0.000588253	0.000343001	8.80954E-05	2.53062E-05	2.28833E-05	0.001006932	0	0.000298196	3.90183E-05	6.65572E-05	0	0	0	0.000224133	0.00168735	0.000251141	0.000389665	0.000891729	0.000521795	1.56964E-05	0	5.04032E-05	0	3.31109E-05	0.00016262	0	0	0.002803291	0	0.003060887	0.000527868	0.000897593	0.001907555	0.000261753	0	0.000376871	0.00058544	0	0.000842474	0.000566848	6.87342E-05	0.002370005
ASV18495.Mollicutes	0	4.66396E-05	0.000389219	0	0.001422294	0.001088267	0.000400168	8.80954E-05	0.000101225	9.15332E-05	0.000580923	0	0.000410019	0.000117055	0.000976173	0.000146861	0.008163897	0.003841608	0.000163006	0.002857609	0.001883554	0.001678556	0.000495405	0.001605523	0	0.000957795	0.000218414	0.000206548	9.93328E-05	0.005203844	0.003168547	0.002137672	0	0.001082701	0.000606662	0.000481292	0.000979192	0.001893319	0.001134265	0.004240858	0.0006676	0.001878855	0.00134413	0.002381608	0.00011337	0.000316177	0.000355501
