region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV2010.Bacteroidales	0.002561087	2.99913E-05	0.000612967	0.004209049	0.000952532	0.000950261	0.003978049	0	0.001999486	0.001379427	0.00020301	0.003059989	0.000945791	7.10126E-05	0.0005997	0.003093255	0.0016448	0.001807093	0.006141923	2.86664E-05	0.000635196	0.000243394	0.000370663	0	0	0.000195791	0.000366543	0	7.67651E-05	0.000331756	0.001587232	0.000798614	0.000450354	0.002068015	0.001300277	0.000232004	0.001138206
ASV5204.Gastranaerophilales	0	0	0	0	0	0.000100028	0	0	3.66878E-05	0	0	0	9.9557E-05	0	0	0	0	0	0	0	0	0	7.41326E-05	0.000290146	1.70488E-05	0.000279701	0	0.001118362	0	0	0	0	0.000308137	0	3.71508E-05	0.00016873	0.001262941
ASV2011.Bacteroidales	0	5.99826E-05	0.000139311	0	0	0.000700193	0	0.000216198	0.000623693	0.000381995	0.001421067	0	0.000398228	0.001136202	0.002132267	0	0	0	0	0.000257998	0	0	0.001630918	0.000224203	0	0	0	0	0	0	0	0	0.000402949	0	0.000284823	2.10913E-05	0.000171511
ASV11489.Ruminococcaceae	0	0.00044987	0.000167173	0.000400862	0.000515955	0.000200055	9.58566E-05	8.6479E-05	0.000311846	0	5.07524E-05	0.000212499	0.00064712	0.000142025	6.66333E-05	0.000296953	3.82512E-05	4.51773E-05	0	0.000716661	2.88725E-05	0.000104312	0.000815459	0.000263769	0.000358026	1.3985E-05	0.000507521	0.000345885	0.000700482	0	0.000429875	0.000241091	0.000118514	0.0006401	0.000272439	0.000316369	0.000265062
ASV4503.Rikenellaceae_RC9	0	0	0.000306484	0.002806033	0.001111288	0.000475131	0	4.32395E-05	0.000935539	0.000127332	0	0.005822478	0.000796456	0.000532595	0.001365984	0.003155121	0.000803274	0.002620285	0.001159848	0	0.000259853	0.000834492	9.88435E-05	0.001806816	0.002233399	0.000293686	0.000662597	0	9.59564E-06	6.14364E-05	0.002193466	0	0	0.000951943	0.001486031	0.000485099	0
ASV13646.Ruminococcaceae_UCG.010	0.00036587	0.000179948	0.000334346	0.000200431	0.0001786	0.000200055	0.001102351	4.32395E-05	0.000550317	0.000169776	2.53762E-05	0	0.000248892	0.000745633	0.000166583	0.000222714	0	0.001716738	0.000237242	0.00080266	0.000259853	0.000730181	0.000939014	0.000567103	0.001790129	0.000433536	0.000338347	0.00023059	0	0.005185231	0.000969975	0.000783546	0.000284434	0.000328256	0.000532495	0.001898214	0.000140327
ASV13648.Ruminococcaceae_UCG.010	0	8.99739E-05	8.35864E-05	5.01077E-05	0.0001786	0.000300083	2.39641E-05	2.16198E-05	0.000605349	4.24439E-05	0	6.37498E-05	0.000348449	0.000461582	0.0003998	0.000160849	0	4.51773E-05	0	0.000143332	0.000173235	0.000521558	0.000444796	0.000290146	0.0007331	1.3985E-05	0.000197369	0.000484239	0.000124743	1.22873E-05	0.000209426	1.50682E-05	0.000284434	0.000344669	0.000371508	0.000421825	0.000405389
ASV4506.Rikenellaceae_RC9	0	0.00092973	0	0.001252693	0.000912843	0.000950261	0	0.000821551	0.000311846	0.000297107	0.000152257	0.000212499	0.000846234	3.55063E-05	3.33167E-05	0.001361032	0	4.51773E-05	0.002477857	0.000659328	0.000202108	0.000173853	0.000420085	0.007055813	0.000136391	0.000349626	0.000916358	0	0	0.000307182	0	0	4.74057E-05	3.28256E-05	3.71508E-05	0.000232004	0
ASV13005.Ruminococcaceae_NK4A214	0.000627205	0	0.000222897	0.000100215	7.93777E-05	0.000425117	0.000790817	6.48593E-05	0.000256815	0.000933766	0.000177633	0.000169999	9.9557E-05	0.00039057	0.000633017	0.000148476	0	4.51773E-05	0.000395403	0.000200665	0.000664068	3.47705E-05	0.000494218	0.000158261	0.001398005	0.000237746	0.000225565	0.000196002	0.000777247	0.001548197	0.001554164	0.000572591	0.00033184	0.000311843	0.000123836	0.000189821	0.000109143
ASV13649.Ruminococcaceae_UCG.010	0	5.99826E-05	0	0.000150323	0.000218289	0.000200055	0	0.000129719	0.000275159	0	0	0.000531248	0.000348449	0.000319557	0.000166583	0.000185595	0	0	0	0.000544662	0	0	0.000395374	0.000197827	0.000545563	0	0.000845869	0.000564946	0	0	0	0	9.48114E-05	0.000771402	6.1918E-05	0.000274186	0.000779593
ASV13650.Ruminococcaceae_UCG.010	0.000287469	0.000479861	0.000417932	0.000701508	0.001349421	0.000325089	7.18924E-05	0.000129719	0.000825476	8.48878E-05	0.000152257	0.000743747	0.000497785	0.000639114	0.000633017	0.001150691	0	4.51773E-05	0.000131801	5.73329E-05	0.00046196	6.9541E-05	0.000617772	0.000725364	0.000306879	0.000181805	0.000845869	0.00024212	0	0.00027032	0.000220449	0.000768477	0.000474057	0.000344669	0.000235288	6.32738E-05	1.55919E-05
ASV4508.Rikenellaceae_RC9	0	0.003958852	0	0.00641379	0.005516749	0.002100578	0	0.003070005	0.000788788	2.1222E-05	5.07524E-05	0.001869993	0.002240032	0.001810822	0.000966184	0.002412739	0.002792334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000253095	0
ASV4509.Rikenellaceae_RC9	0	0.001019704	0.000250759	0.000651401	0	0.000950261	0	0.00084317	0.002127894	0.001570425	0.000431395	6.37498E-05	0.001045348	0.000781139	0.001166084	2.4746E-05	0	0.004111136	0.000474483	0	0.00046196	0.000417246	0.000321241	0.000237392	0.00161964	2.79701E-05	0.001705835	0	0	0.0006758	0.000110224	0	0	0.00116531	0.000507727	0.000780377	0
ASV11492.Ruminococcaceae	0	0.000419878	0.000195035	0.000100215	0.000257977	7.50206E-05	0	0.000281057	7.33756E-05	0	0	0.0001275	0	0.000106519	0.000133267	0.000210341	7.65023E-05	0.000180709	0.000369043	5.73329E-05	2.88725E-05	0.000139082	0.000197687	9.23191E-05	6.81954E-05	0.000153835	0.000197369	0.000115295	9.59564E-06	0	0	0	0.00016592	0.000147715	4.95344E-05	0.000295278	0.000171511
ASV16704.Victivallaceae	0	0	0	0	0	0.000150041	0	0	0	0	0	0	0.000348449	0.000142025	0	0	0	0	0	0.000630662	0	0	0.001136701	0.00017145	0	0	2.81956E-05	3.45885E-05	0	0	0	0	0.001208846	0	0.000829701	0.001033472	0
ASV9233.Lachnospiraceae	0.000261335	2.99913E-05	0.000278621	5.01077E-05	0.0003572	7.50206E-05	0.000551175	4.32395E-05	0.000256815	0.00010611	0.000558276	0.000531248	0.000149335	0.000248544	0.000333167	0.000371191	0	0	0.000105441	0.000114666	2.88725E-05	6.9541E-05	0.000420085	0	1.70488E-05	8.39102E-05	0	0	0.000191913	3.68618E-05	6.61347E-05	0	0.000142217	0.00011489	0.000272439	0.000189821	3.11837E-05
ASV13656.Ruminococcaceae_UCG.010	0	0.000179948	0.000612967	0.000250539	0.000277822	0.000225062	0	8.6479E-05	0.000256815	4.24439E-05	5.07524E-05	0	9.9557E-05	0.000142025	0.0005997	0.000272206	0	0.000361419	0.000237242	0.00040133	0.000144363	0.000521558	0.000370663	0.000949567	0.000716051	0.000671282	0.000733086	0.000311297	0.001141881	6.14364E-05	0.000396808	0	0.00033184	0.000295431	0.000507727	0.000105456	0
ASV13657.Ruminococcaceae_UCG.010	0	0.000299913	0.000250759	0	5.95333E-05	0.000250069	0	0.000151338	0.000293503	4.24439E-05	0.000253762	0	0.000149335	0.000355063	0.000366483	6.18651E-05	0	0	0.000237242	0.000372664	0.000144363	0.000104312	0.000345952	0.000356088	0.000426221	0.000251731	0.000634401	5.76475E-05	0	0	7.71571E-05	0	0.000237029	0.000147715	0.000235288	0.000189821	0.000280654
ASV13258.Ruminococcaceae_UCG.005	0.00125441	0	0.001643866	0.001703663	0.00085331	0.000650179	0	0	0.000807132	0.000488105	0.002283858	0.000594998	0.000448006	0.001420253	0.0003998	0.000259833	0	0.000225887	0	0.000200665	0.000692941	0.001912378	0.002149847	3.95653E-05	0	0.000559401	0	0	0.000777247	6.14364E-05	0.001796658	0.001310932	0.000853303	0.003364627	0.00110214	0.000822559	0.001403268
ASV17120.Alphaproteobacteria	0	0	0	0	0	2.50069E-05	0	0	0	0	0	0	4.97785E-05	0.000177532	3.33167E-05	0	0	0	0	0.000315331	0	0	0.000469507	0	0.001994715	0	0.000986847	0	0	0	0	0	0.00016592	0	0.000433426	8.4365E-05	0
ASV13658.Ruminococcaceae_UCG.010	0	0	0	0.000100215	0	0.000150041	0	0	0.000807132	0	0	0	9.9557E-05	0.000213038	0.000266533	2.4746E-05	0	0.000542128	0	0.000372664	0	0.000521558	0.000766037	0.000923191	0.000664905	0.001370534	0.000310152	0.000265179	0.000537356	0	0	0	0.000379246	0.000689338	0.000235288	0.000885833	0
ASV13659.Ruminococcaceae_UCG.010	0	8.99739E-05	0.00039007	0	0	0.000150041	0.000455319	0	0.00033019	4.24439E-05	5.07524E-05	0	0.000199114	0.000497088	0.0003998	0.000136103	0	0.000271064	0.000738085	8.59993E-05	0.000721813	0.000243394	0	0.000725364	0.000835393	6.99252E-05	0.000521619	2.3059E-05	0.002091849	0.000110585	0.000275561	0.000195886	0.000948114	0.000722164	0.001634634	0.00050619	0.000935512
ASV15014.Ruminococcaceae_UCG.013	0.000287469	0.000329904	0.000278621	5.01077E-05	0.000297666	0.000125034	0.000119821	0.000410775	0.000201783	0.000381995	0.000279138	0.000382499	9.9557E-05	0.000213038	0.000133267	0.00028458	7.65023E-05	0.000135532	0.000105441	0.000143332	0.00011549	0.000278164	4.94218E-05	0.000145073	0.00015344	0.000601357	0.000183272	1.15295E-05	0.000786842	0.000933833	0.000187382	0.000632864	7.11086E-05	6.56513E-05	0.000123836	0.000590555	0.000296245
ASV11494.Ruminococcaceae	0.000496537	0.000359896	0.000696553	5.01077E-05	0.0001786	0.000600165	0.000335498	6.48593E-05	0.000385222	0.000403217	0.000228386	6.37498E-05	0.000398228	0.000745633	0.0001999	0.000235087	0	0	0	8.59993E-05	5.77451E-05	3.47705E-05	0.000741326	0.000145073	0	2.79701E-05	4.22934E-05	0.00024212	0	6.14364E-05	0.000341696	0.000226023	0.000308137	0.000213367	8.66852E-05	0.000126548	0.000686042
ASV13660.Ruminococcaceae_UCG.010	0	0.000119965	0.000278621	0	0.000119067	0.000325089	7.18924E-05	4.32395E-05	0.000220127	0.000148554	0.000101505	0	0.000448006	0.000106519	0	7.42381E-05	0	0.000271064	0	0.000515996	0	6.9541E-05	0.000617772	0.000276957	0.000306879	0.000195791	1.40978E-05	0.000138354	0.000239891	0	1.10224E-05	0	0.000189623	0.000262605	7.43016E-05	0.000232004	0.000187102
ASV7916.Defluviitaleaceae_UCG.011	0.000836273	0	0.000668691	0.000551185	0.000456422	0.000425117	7.18924E-05	0	0.000165095	0.000339551	0.001091177	0.000594998	0.000746677	0.000248544	0.000333167	0.000445429	0	4.51773E-05	0.000158161	0.000229331	0.000288725	0.000139082	0.000123554	0	1.70488E-05	5.59401E-05	0	0	0.000614121	0.000331756	0.000154314	0.000783546	2.37029E-05	4.92384E-05	0.000284823	0	0
ASV13664.Ruminococcaceae_UCG.010	0	0.00023993	0.000139311	0.000150323	1.98444E-05	7.50206E-05	0	0	0.000220127	0	0	0.00010625	9.9557E-05	7.10126E-05	3.33167E-05	7.42381E-05	0	0.000271064	0	0.000143332	0	0	0.000716616	0.000659422	0	0	0.000267858	0.000172943	0	0	0	0	0.000545166	0.000754989	0.000210521	0.001075654	0.00042098
ASV7917.Defluviitaleaceae_UCG.011	0	0.001529556	0	0.000250539	0.000992221	0.000275076	2.39641E-05	0.000562114	0.000275159	0	0	0.001678744	0.000199114	0.000319557	6.66333E-05	0.000618651	0	0	2.63602E-05	0.000229331	0.000144363	6.9541E-05	7.41326E-05	3.95653E-05	0.000187537	0.000265716	0.000535717	0.000207531	0.000412613	3.68618E-05	0.000110224	3.01364E-05	4.74057E-05	0.000279018	0.000458193	0.000105456	0.000343021
ASV18417.Izimaplasmatales	0	0.000809765	0.000139311	0.000200431	1.98444E-05	0.000450124	0	0.000259437	0.000403566	0	0	6.37498E-05	0.000448006	0.000461582	0.000266533	0.000210341	0	0	0	0	8.66176E-05	0	7.41326E-05	0	0	0.000363611	0.000239663	0	0	0	0	0	0	0	0.000210521	8.4365E-05	0
ASV13666.Ruminococcaceae_UCG.010	0	0.000269922	2.78621E-05	0.000200431	0.000535799	0.000300083	0	0	0.000311846	0	0	4.24998E-05	0.000398228	7.10126E-05	0	0.00065577	0	0.000632482	0.000105441	2.86664E-05	0	0.000973574	0.000172976	0.000342899	0.000255733	0	0.000112782	0	1.91913E-05	0.000319469	0.000749526	0.001024636	7.11086E-05	0.000361082	0.00079255	0.000126548	7.79593E-05
ASV6512.Clostridiales	0.000156801	0.000149957	0.000167173	5.01077E-05	0.0001786	5.00138E-05	0.000143785	0	0	0.000169776	0	8.49997E-05	9.9557E-05	3.55063E-05	3.33167E-05	8.66112E-05	0	9.03546E-05	0.000632644	0.000659328	0.000952793	0.000173853	0.001235544	9.23191E-05	0.001074077	0.000405566	0.000296054	0.000207531	0.000844416	0.001044419	0.000914863	0.001356137	0.000711086	0.000344669	0.00013622	0.000464008	0.000592491
ASV7174.Clostridiales_vadinBB60.	0	0.000179948	0.000222897	0.000100215	0.0001786	0.000150041	0	0.000108099	0.000311846	0	0	0	9.9557E-05	0.000213038	0	0.00012373	3.82512E-05	0.000406596	0	8.59993E-05	0	0	0.000444796	9.23191E-05	0.000136391	0	0.000239663	0.000126825	0.000335847	0	3.30673E-05	0	7.11086E-05	0.000164128	8.66852E-05	0.000379643	7.79593E-05
ASV17278.Burkholderiaceae	0	0	0	0.000200431	0	0	0	0.005685995	0	0	0	0.000212499	0	0	0	0	0.032934246	0	0	0	0	0	0	0	0	0	0	0	0.000479782	0.000331756	0	0	0	0	0	0	0
ASV4514.Rikenellaceae_RC9	0	0.001559548	0.000250759	0.001853986	0.000754088	0.003801045	0	0.001297185	0.005099607	0.001846311	0.000786662	0.00267749	0.004081836	0.00173981	0.003098451	0.001361032	0.00065027	9.03546E-05	7.90806E-05	0	0	3.47705E-05	0	0.000461595	0.000477368	1.3985E-05	0.002438921	0	0	0	0.001653366	0	0	9.84769E-05	1.23836E-05	0.000295278	0
ASV5209.Gastranaerophilales	0	0	0	0	0	0.000650179	0	0	0.000311846	0	0	0	0.000796456	0.00039057	0	0	0	0	0	0.000773994	0	0	0	0.00059348	0	0	0	0	0	0	0	0	0.003863566	0.001395089	0.001201209	0.000147639	0
ASV9238.Lachnospiraceae	0.001437345	0	0.000752278	0.000250539	3.96888E-05	0	0	0	0	0.001612869	0.000126881	0.000212499	0	0.000355063	0.000433117	0.000433056	0	0.000948724	0.001212569	0.000745327	0.000692941	0.003094576	0	0	0	0.001985875	0	0	0.000690886	0.008011304	0	0.002139682	0.000758492	0.003545168	0.001820388	0.000569464	0
ASV2017.Bacteroidales	0	0.000479861	0	0	0	0.000475131	0	0.000302677	0.000220127	0.000297107	0.00020301	0	0.000348449	0.00134924	0.000333167	0	0	0	0	0	0	0	0.00027182	0.000619857	0	0	0	0.00047271	0.000249487	0	0.000639302	0	0.000260731	0.000426733	0.000606796	0.001160019	0
ASV13670.Ruminococcaceae_UCG.010	0	0.000179948	0	0.000100215	0.0003572	0.000125034	0	6.48593E-05	0.000183439	0	0	6.37498E-05	4.97785E-05	7.10126E-05	0.0003998	0.000185595	0	4.51773E-05	0	0.000171999	2.88725E-05	0	4.94218E-05	0.00017145	6.81954E-05	0	0.00045113	0.000426592	0.000403017	0	7.71571E-05	0	0.00033184	0.000147715	0.000346741	0.00033746	0.00159037
ASV13671.Ruminococcaceae_UCG.010	0	0	0	0.000100215	3.96888E-05	0.000125034	0	2.16198E-05	3.66878E-05	0	0	6.37498E-05	9.9557E-05	7.10126E-05	0	8.66112E-05	0	0.000361419	0	0.000200665	0	0	0.000345952	0.000857248	0	2.79701E-05	0.000465228	0.000818595	9.59564E-06	0	3.30673E-05	0	0.001066629	0.00011489	0.000198138	0.000232004	0.000389797
ASV13672.Ruminococcaceae_UCG.010	0.000209068	0.000149957	5.57243E-05	0.000100215	0	0.000125034	0.000527211	4.32395E-05	7.33756E-05	0	5.07524E-05	0	9.9557E-05	0.000213038	9.995E-05	8.66112E-05	0	0.000271064	0.001133488	0.000343997	0	0.00132128	2.47109E-05	0.000197827	0.00015344	0.001146773	0.000239663	5.76475E-05	3.83826E-05	0.000294895	0	0	0.000474057	0.000196954	0.000111452	0.000189821	0.000561307
ASV8219.Erysipelotrichaceae	0.000784006	0.000479861	0.000640829	0.000751616	0.000654866	0.00080022	0.001006494	0.00086479	0.00033019	0.000424439	0.000862791	0.002507491	0.000497785	0.000852152	0.000466433	0.000680516	0.000841525	0.000180709	0.000316322	0.000286664	5.77451E-05	0.000312935	0.00027182	0.000131884	1.70488E-05	0.000195791	0.000140978	5.76475E-05	0.000201508	0.00013516	0.000385785	6.02727E-05	0.000189623	0.00011489	0.000260055	4.21825E-05	9.35512E-05
ASV5964.Christensenellaceae_R.7.	0	0.000569835	0.000501518	0.000501077	0.000535799	0.000150041	4.79283E-05	0.000475635	0.000366878	0.000254664	0.000456772	0.000679997	0.000298671	0.000142025	0.0001999	0.000445429	7.65023E-05	0	7.90806E-05	0.000143332	0	0.000104312	0.000247109	0.000276957	8.52442E-05	0.00011188	0.000408837	0.000334356	0.000556547	6.14364E-05	9.9202E-05	0	0	0.000804228	0.000297206	0.00016873	0.000343021
ASV11496.Ruminococcaceae	0.000418137	0	0.000250759	0	3.96888E-05	0.000525144	7.18924E-05	0	0.00033019	0.000233442	5.07524E-05	2.12499E-05	0.000796456	0.000248544	0.0001999	3.71191E-05	0	4.51773E-05	0.000237242	0.000257998	5.77451E-05	0.000278164	0.000148265	6.59422E-05	0.00015344	0.000587372	1.40978E-05	0	0.000239891	0.000245746	0.000231471	0.000271227	0.000237029	0.000279018	0.000222905	6.32738E-05	4.67756E-05
ASV13676.Ruminococcaceae_UCG.010	0	0	5.57243E-05	0	0	0.000250069	0	0	0.000128407	0	7.61286E-05	0	4.97785E-05	0.000177532	0.0001999	0	0	0.000903546	0.000131801	0.000315331	0	0	2.47109E-05	0.0019387	0.001636689	0.000125865	0.000267858	0.000161413	0.000163126	0	0	0.000482182	0.000308137	0	0.00017337	8.4365E-05	0.000296245
ASV18585.Mollicutes_RF39	0	0.000269922	0	5.01077E-05	0.000277822	0.001025282	0	0.000172958	7.33756E-05	0	0	6.37498E-05	0.000696899	0.000106519	0.000233217	0.00040831	0	0	0	0.000143332	0	0	0.000197687	3.95653E-05	1.70488E-05	0.00016782	1.40978E-05	8.07065E-05	0	0	0	0	0.000118514	0.000246192	0.000396275	0.000189821	6.23675E-05
ASV11497.Ruminococcaceae	0	0.000359896	0.000585105	0.000601293	0.000277822	0.000100028	0	0.000454015	9.17196E-05	0	0	0.00010625	0.000398228	0.000106519	3.33167E-05	0.000296953	0	0.000225887	0	5.73329E-05	0	0	4.94218E-05	0.000118696	0.000187537	0	8.45869E-05	0.000149884	0	0	0	0	0	0.000361082	0.000185754	4.21825E-05	4.67756E-05
ASV11498.Ruminococcaceae	0.00036587	0.001469574	0.000306484	0.000300646	0.00067471	0.000500138	0.001174243	0.000194578	0.00033019	0.000615437	0.000329891	0.001062496	0.000348449	0.000106519	0.000266533	0.000272206	3.82512E-05	4.51773E-05	0.000237242	5.73329E-05	0.00011549	0.000139082	7.41326E-05	0.000263769	0.000170488	0.00016782	5.63912E-05	0.00024212	1.91913E-05	9.82982E-05	0.000132269	9.04091E-05	9.48114E-05	0.000213367	7.43016E-05	4.21825E-05	0.000810777
ASV11499.Ruminococcaceae	0.000182935	0.000419878	0.000808002	0.000350754	0.000515955	0.000275076	0.000335498	8.6479E-05	0.000366878	0.000275885	0.000279138	0.000446248	0.000398228	0.000355063	0.00049975	0.000581532	0	0.000271064	0.000131801	0.000257998	8.66176E-05	0.000139082	0.000518929	0.000145073	0.000102293	0.000209776	0.00012688	6.9177E-05	5.75738E-05	0	0.000121247	0.000195886	2.37029E-05	0.000328256	0.000272439	0.000105456	7.79593E-05
ASV11500.Ruminococcaceae	5.22671E-05	0.00023993	0.000278621	0	0.000138911	0.000250069	0	2.16198E-05	0.000220127	0.000466883	2.53762E-05	2.12499E-05	0.000348449	0.00039057	0.000433117	0.000197968	0	0.000225887	0	0.000286664	0.00011549	0.000312935	0.000345952	0.000395653	0.000136391	0.000223761	0.000211467	0.000276708	9.59564E-05	0	0.000143292	0.000467114	0.000379246	0.000180541	0.000470577	0.00016873	0.000140327
ASV18587.Mollicutes_RF39	0	0	0	0	0	0.000350096	0	0	0.000293503	0	0	0	0.00099557	0	3.33167E-05	0	0	0.000135532	0	0.002121316	0	0	0.00224869	0	0	0	0	9.2236E-05	0	0	0	0	4.74057E-05	0	0.000148603	0.000316369	7.79593E-05
ASV13260.Ruminococcaceae_UCG.005	0	0.000509852	0	5.01077E-05	0.0003572	0.000450124	0	2.16198E-05	0.000293503	0	0	0.000318749	0.000248892	0.000355063	0.0003998	0.000222714	0	9.03546E-05	0	0.000143332	0	0.000243394	0.000197687	0.000804495	0.000562612	0.000601357	0.000380641	0.000772477	0.000105552	0	0.000275561	0	0.00016592	0.000722164	0.00013622	2.10913E-05	0.000467756
ASV18330.Anaeroplasma	0.00088854	0.000509852	0.000752278	0.000150323	0	0.000650179	0.002036953	6.48593E-05	0.000440254	0.000127332	5.07524E-05	0	0.000846234	0.000319557	0.00129935	0.000346445	0.000114753	0.000858369	0.005351118	8.59993E-05	0.001934459	0.000173853	0.000172976	0.000131884	0	0.00188798	0.000239663	0	0.000911586	0.004312834	0.000121247	0	0.000782194	0.002002363	0.000507727	0.000548373	0.000296245
ASV13677.Ruminococcaceae_UCG.010	0	0.000149957	0	0.000100215	1.98444E-05	7.50206E-05	0	0	0.000366878	0	0	0	0.000298671	0.000248544	0.000133267	7.42381E-05	0	0.000180709	0	8.59993E-05	0.00011549	0	0	0.001661743	0.000358026	0.000573386	0.000803575	0	0	0	0.000220449	0	0.00066368	0.000147715	0.000235288	0.000232004	3.11837E-05
ASV13678.Ruminococcaceae_UCG.010	0.00044427	0.000149957	0.000417932	0.00045097	3.96888E-05	0.000250069	0.000527211	2.16198E-05	0.000238471	0.000360773	0.000329891	4.24998E-05	0.000149335	0.000213038	0.0001999	0.000346445	7.65023E-05	0.000271064	0.001107128	0.000257998	0.001097156	0.001008345	0.000172976	0.000105507	3.40977E-05	0.00013985	0.000239663	0.000103766	0.000508569	0.002690914	0.000771571	0.000452046	0.000474057	0.000295431	0.000272439	0.000464008	0.000296245
ASV13680.Ruminococcaceae_UCG.010	0	0.000179948	0	0.000150323	1.98444E-05	0.000425117	0	4.32395E-05	0.000293503	0	0	0	0.000199114	7.10126E-05	0.000233217	0.00012373	0	0.000451773	0	0.000458663	0	3.47705E-05	0.000518929	0.00017145	0.000306879	0.000545416	0.000169174	0.000345885	0.001093903	0	0.000440898	0	0.000758492	0.001001182	2.47672E-05	0.000232004	0.000202694
ASV15016.Ruminococcaceae_UCG.013	0	0.000119965	0.001058761	0.000100215	9.92221E-05	0.000150041	0	0.000216198	0.000403566	4.24439E-05	5.07524E-05	0.000276249	4.97785E-05	0.000213038	0.000366483	0.00028458	0	0	0	5.73329E-05	0	0	0.000148265	6.59422E-05	0.000102293	0.000181805	0.000140978	1.15295E-05	0.000115148	0	0.000308628	0	9.48114E-05	0.000131303	0.000111452	4.21825E-05	7.79593E-05
ASV7176.Clostridiales_vadinBB60.	7.84006E-05	0	0.000417932	0	0	2.50069E-05	7.18924E-05	0	0.000220127	0.000254664	0.000126881	0	0.000149335	0.000106519	0	0	0	4.51773E-05	0.000131801	5.73329E-05	0.000202108	6.9541E-05	9.88435E-05	0.000316522	0.001892422	0.000125865	0.000253761	6.9177E-05	0.000191913	0.004767463	0.000628279	0.000406841	0.000213326	1.64128E-05	0.000594413	0.00016873	4.67756E-05
ASV13682.Ruminococcaceae_UCG.010	0	0	0	5.01077E-05	3.96888E-05	0.000100028	0	0	0.000110063	0	0	0	0.000149335	3.55063E-05	0	2.4746E-05	0	0	0	0.000286664	0	0	0.000691905	0.00025058	0.000102293	0	0.000197369	0.000726359	0	0	0	0	0.000426651	0	0.000383891	0.000105456	0.000124735
ASV11501.Ruminococcaceae	0	0.003149087	0	0	0	0	0	0.001837679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31884E-05	0	0	9.86847E-05	3.45885E-05	0	0	0	0	0	0	0	0	0
ASV19345.Akkermansia	0	0.001769487	0	0	0	0.000200055	0	0.000929649	3.66878E-05	0	0	0	0.000199114	0	0	0	0	0	0	0.000601995	0	0	0	0	0	0	0.000169174	0	0	0	0	0	0	0	0.000160987	4.21825E-05	0
ASV13262.Ruminococcaceae_UCG.005	0	0.000659809	0.000724416	0.000551185	0.001389109	0.000300083	0.000167749	0.00084317	0.000348534	8.48878E-05	7.61286E-05	0.001317495	0.000746677	0.000497088	0.0003998	0.001039334	7.65023E-05	0.000225887	0.000105441	0.000143332	0.00011549	3.47705E-05	0.000321241	3.95653E-05	0.000460319	0.000517446	0.000310152	9.2236E-05	0.000546951	3.68618E-05	0.000253516	6.02727E-05	0.000237029	0.000180541	0.000260055	6.32738E-05	0.000311837
ASV13686.Ruminococcaceae_UCG.010	0	0	0	5.01077E-05	0	0.000175048	0	0	5.50317E-05	0	0	0	0.000248892	7.10126E-05	6.66333E-05	1.2373E-05	0	0	0	0.001175324	0	0	4.94218E-05	0.000619857	0.000272782	0.000573386	0.000352445	0.001118362	0.000959564	0	0	0	0.000142217	9.84769E-05	0.000123836	0.000253095	9.35512E-05
ASV13263.Ruminococcaceae_UCG.005	0	0.001049696	0.000306484	0.000701508	0.000555644	7.50206E-05	0.000263606	0.001297185	0.000110063	0.000190998	0.000101505	0.000254999	4.97785E-05	0	0.000166583	0.000433056	0	0	0	8.59993E-05	0	0	0.000148265	2.63769E-05	0.000306879	0	5.63912E-05	0.000115295	0.000393421	8.60109E-05	0	7.53409E-05	2.37029E-05	8.20641E-05	0.000198138	0.000105456	7.79593E-05
ASV3175.Barnesiellaceae	2.61335E-05	0.000209939	5.57243E-05	0.000300646	0.000377044	0.000175048	0.000383426	0.000302677	0.000165095	0.00010611	0.000126881	0.000212499	4.97785E-05	0.000213038	9.995E-05	0.00024746	3.82512E-05	0.000542128	0	0	0.00011549	3.47705E-05	0	0.000105507	0.000204586	0.000363611	0.000338347	0.00024212	0.000230295	9.82982E-05	6.61347E-05	1.50682E-05	0	0	0.000235288	0.000147639	0.000233878
ASV13689.Ruminococcaceae_UCG.010	0.000156801	0.00044987	0.000334346	5.01077E-05	0	0.000375103	0.000263606	4.32395E-05	0.000256815	6.36659E-05	7.61286E-05	0	0.000248892	0.000248544	0.0001999	0.000185595	0.000153005	0.000587305	0.001133488	0.000257998	0.00034647	0.000869263	0.000617772	0.000764929	0.000477368	1.3985E-05	0.00045113	0.000288238	0	0.000921546	0.001256558	0.0003315	0.000213326	0.00041032	0.000383891	0.00016873	0.004521642
ASV13692.Ruminococcaceae_UCG.010	0	0	0.000250759	0	0	7.50206E-05	0	0	0.000238471	0	0	0	9.9557E-05	7.10126E-05	0.0001999	0	0	0.000768014	0	0.000229331	0	0.000278164	0.000123554	9.23191E-05	0	0	0.000676695	0	0	0	0	0	0	6.56513E-05	0.000557262	0.000232004	0
