region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV9163.Lachnospiraceae	0	0.002369313	0	0	3.96888E-05	5.00138E-05	0	0.001686341	1.83439E-05	0	0	0.00010625	0.000199114	0	0	3.71191E-05	3.82512E-05	9.03546E-05	5.27204E-05	0.000200665	8.66176E-05	0	2.47109E-05	9.23191E-05	0	5.59401E-05	0.001536661	0.000161413	0	0	0	0	0.00016592	8.20641E-05	0.000321973	0.000210913	0.000576899
ASV2460.Bacteroidales_F082	0	0	0	0.004158942	0.006112081	0.003250894	0	0	0.005925083	0	0	0	0.002140475	0.003444113	0.002265534	0.004107843	0.001797804	0	0	0.00169132	0.000490833	0	0	0.001200148	5.11465E-05	0	0.000183272	0	0.00134339	0	0	0	0.001754012	4.92384E-05	8.66852E-05	0.000379643	0
ASV13503.Ruminococcaceae_UCG.010	0	0.000209939	0.000167173	0.000250539	0.000158755	0.000625172	0	0.000129719	0.000733756	0	0	0	0.000497785	0.000497088	0.00069965	0.000383564	7.65023E-05	0.00067766	0.002319696	0.000659328	0.00011549	0.00135605	0.002273401	0.001068263	0.000613758	0.001272638	0.001057336	0.000196002	0.000700482	7.37237E-05	0.000705436	0.0003315	0.000805897	0.000393908	0.002427184	0.001856031	0.000841961
ASV13504.Ruminococcaceae_UCG.010	0	0.000299913	8.35864E-05	0	3.96888E-05	0.000275076	0	2.16198E-05	0.000201783	0.000148554	0.000152257	4.24998E-05	0.000547563	0.000284051	9.995E-05	0.000197968	0	0.000406596	0.000105441	0.000487329	0.00011549	0.000452017	0.000593061	0.000501161	0.000323928	4.19551E-05	0.000789477	0.000622593	0.00134339	0	0.001300648	0.000226023	0.000450354	0.000886292	0.000854468	0.000717103	0.00049894
ASV13505.Ruminococcaceae_UCG.010	2.61335E-05	0.000269922	0.000612967	5.01077E-05	0.000218289	0.000750206	0	2.16198E-05	0.00126573	0.000318329	0.00020301	0.0001275	0.001144905	0.00134924	0.0007996	0.000272206	0	0.001716738	0.000105441	0.000917326	0.000808431	0.001216968	0.001334388	0.000725364	0.000699003	0.001258653	0.001141923	0.001003067	0.000230295	3.68618E-05	0.003152418	0.001265727	0.001967337	0.001214548	0.000829701	0.00067492	0.001262941
ASV6457.Clostridium_sensu_stricto_1	0.000209068	0.000599826	0.00247973	0.004259157	0.001964598	0.001000275	9.58566E-05	0.001794439	0.000293503	4.24439E-05	0.00274063	0.001487494	0.000597342	0.000213038	0.001532567	0.001224929	0.001147535	0.00135532	0.000843526	5.73329E-05	5.77451E-05	0.000139082	0.000197687	0.000224203	0.001142273	0.001314593	0.000747184	0.000426592	0.00059493	0.002248572	0.000507032	4.52046E-05	0	0.000229779	0.003071131	0.000253095	0.00024947
ASV19340.Akkermansia	2.61335E-05	0.012926251	0	0.000200431	0.015855691	0.000525144	0	0.00521036	1.83439E-05	2.1222E-05	0	0.030047387	0.00064712	0.000213038	0.000233217	0.000420683	0	0.001490852	0	0.000773994	0.000144363	0.000104312	0.004645646	0.001318844	0.00088654	0.003342424	0.001536661	0.000334356	9.59564E-06	0.000565215	0	0.004761546	0.00033184	0.004825368	0	0.000316369	0.000155919
ASV4127.Alistipes	0.009904613	0	0.000334346	0.000250539	0.007084458	0.000900248	0.009801337	0	0.001926111	0.005284268	0.00220773	0.012898702	0.001045348	0.000497088	0.000266533	0.000494921	0.000153005	0.000361419	0.000738085	0	0.002021077	0	0	0.00218928	0.001244566	0.000559401	0.001254705	5.76475E-05	0.001007542	0.000872397	0	0.000693136	0	0.00041032	0.000421042	0.000801468	0.002120494
ASV13506.Ruminococcaceae_UCG.010	2.61335E-05	0.000209939	0.000473656	0	5.95333E-05	0.000500138	2.39641E-05	4.32395E-05	0.000348534	4.24439E-05	2.53762E-05	2.12499E-05	0.000448006	0.000355063	0.000333167	0.000358818	0	0.001219788	2.63602E-05	0.000458663	0.000173235	0.000486787	0.000593061	0.000395653	0.000545563	8.39102E-05	0.000662597	0.001337422	0.001592876	0	8.81795E-05	1.50682E-05	0.001137737	0.000754989	0.000780166	0.000147639	0.000701634
ASV13507.Ruminococcaceae_UCG.010	0	0.000119965	2.78621E-05	0.000300646	7.93777E-05	0.00040011	0	4.32395E-05	0.000403566	0.000381995	2.53762E-05	0	4.97785E-05	0.000639114	0.000166583	0.00012373	0	0.000271064	0	0.000487329	0	0	0.001705051	0.001556235	0.000323928	0.000489476	0.00057801	0.000991537	0	0	0	0	7.11086E-05	0.000722164	0.000854468	0.000611647	0.000452164
ASV16690.Victivallaceae	0	0	0	0.000100215	0	0.000250069	0	0	3.66878E-05	0	0	0	0.000298671	0.000177532	0.000166583	0.000210341	0	0.000722837	0	0.00040133	0	0	0.000716616	0.000342899	0	0	0	0.00069177	0	0	0	0	7.11086E-05	0.00052521	0.000520111	0.00050619	0
ASV1860.Bacteroides	0	0.000359896	0	0	9.92221E-05	0.000950261	0	0.000216198	0.000293503	0	0	0.000148749	0.000398228	0.000177532	0.000133267	0	0	0	0	0.001347323	0	0	0.000395374	0.000118696	0	0	0.000408837	0	0	0	0	1.50682E-05	0	0	0	0	0
ASV13509.Ruminococcaceae_UCG.010	0	0.00023993	0.000947313	0.00045097	9.92221E-05	0.000500138	2.39641E-05	0.000151338	0.00033019	0	0	4.24998E-05	0.000597342	0.000887658	0.000566383	0.000358818	3.82512E-05	0.002484753	0	0.000372664	0	0.000208623	0.000321241	0	0.000170488	1.3985E-05	0.001889107	0.000392003	0.000777247	1.22873E-05	0.000176359	0.018880434	0.003270995	0.000131303	0.00030959	0.00033746	0.000436572
ASV2660.Bacteroidales_p.2534.18B5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006888226	0	0	0	0	0	0.002293315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000759285	0
ASV15170.Ruminococcaceae_UCG.014	0.000130668	0.000809765	2.78621E-05	0.00045097	0.001150976	0.00040011	0	0.001470143	0.000201783	0	0.00020301	0.002294991	0.000448006	0.000106519	0.001266034	0.000383564	0.000191256	9.03546E-05	0	0.00088866	0	0.000139082	0.000345952	0.00017145	5.11465E-05	2.79701E-05	0.000112782	0	0.000201508	0	0.000132269	0.000482182	0.000426651	0.000328256	0.000359124	0.000105456	0.000233878
ASV13510.Ruminococcaceae_UCG.010	2.61335E-05	0.000269922	0.000501518	5.01077E-05	0	0.000425117	0.000311534	6.48593E-05	0.000458598	2.1222E-05	0.000152257	2.12499E-05	0.000348449	0.000426076	0.000133267	0.000148476	0	0.000632482	0	0.000745327	8.66176E-05	0	0.000247109	0.001239713	1.70488E-05	6.99252E-05	0.000310152	0.000484239	0.000940373	9.82982E-05	0.000319651	0.000527386	0.001469577	0.000279018	0.000544878	0.00050619	0.000311837
ASV9164.Lachnospiraceae	0.001568013	0.000569835	0.001086623	0.000701508	0.001170821	0.000575158	0.001821275	0.000281057	0.000898852	0.000381995	0.000786662	0.001104996	0.000846234	0.000852152	0.000566383	0.00094035	3.82512E-05	0.000271064	0.000369043	5.73329E-05	0.000981666	0.001043115	0.000395374	7.91306E-05	0.000903589	0.000587372	0.000267858	0.000103766	0.000738864	0.000528353	0.001741546	0.000587659	0.001469577	0.001001182	0.001151674	4.21825E-05	0.000857553
ASV13421.Ruminococcaceae_UCG.009	0	0.000719791	0.000557243	0.000150323	0.000396888	0.000825227	0	0.000324296	0.000495286	0	0	0.000191249	0.000448006	0.000355063	0.000166583	0.000136103	0	0.000135532	0	0.000372664	2.88725E-05	0	0.000296531	0.00025058	0.000238684	0	0.00045113	0.000541887	0.000191913	0	0	0	0.000213326	0.000377495	0.000346741	0.000379643	0.000140327
ASV13511.Ruminococcaceae_UCG.010	0	5.99826E-05	0.000585105	0	3.96888E-05	0.000575158	4.79283E-05	8.6479E-05	0.000788788	0.000763991	0.00020301	0	0.000597342	7.10126E-05	0.00089955	0.00065577	0	0.001039078	0.000817166	0.00040133	0.000808431	0.002433936	9.88435E-05	0.000369276	0.003051743	0.002978813	0.000296054	0.000518828	0.003934212	0.001695644	0.008740796	0.002862955	0.001019223	0.00041032	0.000284823	0.001708392	0.000701634
ASV3873.Prevotellaceae_UCG.003	0	0.0048286	0.007717812	0.010071654	0.006370059	0.000375103	0	0.004540148	0.000385222	0	0	0.000913747	0.00099557	0.003160062	0.003031817	0.000816619	0.000765023	0.000225887	0	0.002952643	0	0	0.001927449	0.001239713	0	0	0.006005667	0	0	0	0	0	0.00016592	0.000393908	0.00065633	0.002298948	0
ASV3412.Alloprevotella	0	0.004768617	0.001030899	0.002755925	0.002103508	0.000375103	0	0.000518874	0.000917196	0.000318329	7.61286E-05	0.001189996	0.000896013	0.000142025	0.001865734	0.003897502	0	0	0	5.73329E-05	2.88725E-05	0	0	0	0	0	0	2.3059E-05	7.67651E-05	0	0	0.000391773	0	4.92384E-05	0.00189469	0	0
ASV13512.Ruminococcaceae_UCG.010	0	5.99826E-05	0.000250759	0	3.96888E-05	0.000225062	0	0	0.00033019	0	0	0	0.000298671	0.000177532	9.995E-05	4.94921E-05	0	0	2.63602E-05	0.00040133	0	0	2.47109E-05	0.000540726	0.000340977	0.00016782	0.000648499	0.00023059	9.59564E-06	0	1.10224E-05	0.000105477	2.37029E-05	3.28256E-05	1.23836E-05	0.001012381	0.000405389
ASV13513.Ruminococcaceae_UCG.010	0.000679472	0	0.000139311	0.000100215	0.000218289	0.000425117	0.001365957	8.6479E-05	0.001118979	0.000785213	0.000609029	8.49997E-05	0.000298671	3.55063E-05	0.000566383	0.000222714	7.65023E-05	0.000948724	0.004692113	0.000659328	0.000259853	3.47705E-05	0.000543639	0.001529859	0.0007331	0.002936858	0.001762226	0.000403533	0.000172722	0.004484856	0.001587232	0.003134182	0.002441395	0.001099659	0.001201209	0.00067492	0.003367843
ASV7158.Clostridiales_vadinBB60.	0	0.000539843	0.000501518	0.000601293	0.000714399	0.000475131	0.000119821	0.000302677	0.000550317	2.1222E-05	7.61286E-05	0.00010625	0.000398228	0.000106519	0.000566383	0.000569159	0	0.000903546	0.000131801	0.000257998	0.000635196	0.000591099	0.001359099	0.000276957	0.000477368	0.001664219	0.000916358	0.000795536	0.000105552	0	0.002138354	9.04091E-05	0.001919932	0.000984769	0.001003071	0.000759285	0.001777473
ASV11445.Ruminococcaceae	0.000156801	0.001139669	0.000919451	0.000601293	0.000773932	0.000650179	0.000239641	0.001016128	0.001100635	0.000572993	0.001497196	0.000531248	0.000746677	0.000994177	0.00149925	0.00131154	3.82512E-05	0.001400497	0.001001687	0.000544662	0.00023098	0.000208623	0.001556786	0.000910002	0.001278663	0.001160758	0.001015042	0.000818595	0.00112269	0.0006758	0.000418853	0.000346568	0.000687383	0.00052521	0.000681098	0.000801468	0.000810777
ASV16691.Victivallaceae	0	0	0	0	0	0.000350096	0	0	0	0	0	0	0.000298671	7.10126E-05	0	0	0	0	0	0.000573329	0	0	0.001136701	0.001081452	0	0	1.40978E-05	0.000910831	0	0	0	0	0.001919932	0	0.000804934	0	0
ASV6458.Clostridium_sensu_stricto_1	0.000182935	0.000599826	5.57243E-05	0	5.95333E-05	0	0.005176256	0.000237817	3.66878E-05	6.36659E-05	0	0	0	0	0	3.71191E-05	0	0	0	5.73329E-05	0	0	0	1.31884E-05	0.000375075	0.000335641	0.00012688	0.000103766	9.59564E-06	0	0.000110224	3.01364E-05	0	4.92384E-05	0	0	0
ASV15007.Ruminococcaceae_UCG.013	0	8.99739E-05	0.000111449	0.000100215	0.000654866	0.000275076	0	0	0.000440254	0.00010611	0.000431395	0.000361249	9.9557E-05	0.000710126	0.0001999	0.000173222	0	0.000632482	0	0.000315331	0	0	0.000395374	0.000263769	0.000170488	2.79701E-05	0.00012688	0.000126825	0.000355039	0	0.000286583	0	0.000142217	0.000246192	8.66852E-05	0.000421825	0.000233878
ASV5922.Christensenellaceae_R.7.	2.61335E-05	0.0006898	0.00039007	0.00045097	0.002202731	0.002525695	0	0.000302677	0.001430825	0	0	0.000424998	0.001841804	0.000994177	0.001066134	0.000457802	0.000267758	9.03546E-05	0	0	0	0.000799722	0.000197687	0.000197827	1.70488E-05	0.000125865	7.04891E-05	0.000553416	0.000508569	0	0	0.000256159	0	0	3.71508E-05	0.000253095	4.67756E-05
ASV4416.Rikenellaceae_RC9	0.00376323	0.000839756	0.001588142	0	0.000257977	0.000650179	0	0.000540494	0.001430825	0	2.53762E-05	0.001657494	0.000746677	0.000284051	0	0.00053204	0.00034426	0	0.001291649	0.005618622	0.000808431	0.000973574	0	0.000619857	0.018242264	0.008880498	0.00012688	0.00721747	0.003464026	0.00054064	0.002424937	0	0.003697646	0.000541623	0.000606796	0.001012381	0.000592491
ASV7159.Clostridiales_vadinBB60.	0	2.99913E-05	0	0.000150323	7.93777E-05	0.000100028	0	0	0.000165095	0	0	0	0.000149335	0.000213038	9.995E-05	0	0	0	0	0.000257998	0	0.000452017	0.001210833	3.95653E-05	3.40977E-05	0	0	0.000380474	0	0	0	0	7.11086E-05	0.000919118	0.000755399	0.000632738	6.23675E-05
ASV1964.Bacteroidales	0.000130668	0.000539843	0.001225934	0.000501077	0.00067471	0.001075296	0.008051954	0.000454015	0.001229042	0.000785213	0.001953968	0.000191249	0.001095127	0.001207215	0.000832917	3.71191E-05	0.000114753	0.002032979	0.000922606	0.001834652	0.010480728	3.47705E-05	0.003879609	0.001727685	0.001909471	9.78953E-05	0.000225565	0.00185625	0.001065116	0.025164342	0.000727481	0.000135614	0.00298656	0.001099659	0.000408659	0.00016873	3.11837E-05
ASV11446.Ruminococcaceae	0.001933882	0.001199652	0.001922488	0.001152478	0.000337355	0.000425117	0.0025402	0.000345916	0.000238471	0.000275885	0.000304514	0.000658748	0.000398228	0.000603607	0.000866234	0.001274421	3.82512E-05	0.000316241	0.000342682	0.000487329	0	0.000104312	7.41326E-05	0.000211015	0.000699003	8.39102E-05	0.000549815	0.002870846	0.000230295	0.000294895	0.000385785	0.000361636	0.00016592	0.000262605	0.000148603	0.000126548	0.001107023
ASV11386.Flavonifractor	7.84006E-05	0.000209939	0.000612967	0.000400862	0.000932688	0.002875791	2.39641E-05	2.16198E-05	0.001357449	0.00010611	0	0.000403748	0.001692469	0.001562278	0.001032817	0.000730008	0	9.03546E-05	0	0.000200665	0.001299264	0.000591099	0.000741326	6.59422E-05	0.000323928	4.19551E-05	0.000310152	0.000553416	0.000182317	0	0	1.50682E-05	0.00182512	0.000443146	0.000767783	0.000464008	0.001605962
ASV12988.Ruminococcaceae_NK4A214	0.000418137	0.001439583	0.003371319	0.000751616	0.000773932	0.000925254	0.001749383	0.001037748	0.001229042	0.000891322	0.001243434	0.001062496	0.001194684	0.001313734	0.001032817	0.000804246	0.000153005	0.000496951	0.000263602	0.000515996	0.000144363	0.00066064	0.000494218	0.000738552	0.001022931	0.000377596	0.000479326	0.000311297	0.000489378	0.000712662	0.000881795	0.000738341	0.000687383	0.000279018	0.000866852	0.000485099	0.000779593
ASV8895.Lachnospiraceae_FCS020.	0.001280544	0.000479861	0.001003037	0.000400862	0.000416733	0.000700193	0.000790817	6.48593E-05	0.000256815	0.001039876	0.000964296	0.000424998	0.000497785	0.000603607	0.000466433	0.00106408	0	0.000903546	0.000685365	0.000229331	0.001703479	0.000173853	7.41326E-05	0.000857248	0.00132981	0.000881057	0.002622193	0.001003067	0.000949968	0.000958408	0.002667431	0.000919159	0.000639977	0.001066833	0.000668714	0.000421825	0.00049894
ASV3875.Prevotellaceae_UCG.003	0	0	0	0	0	0	0	0	0.002843306	0.002801299	0.005202121	0	0	0.002272404	0.000333167	0	0	0	0	0.000257998	0	0.000243394	0.000148265	0.000461595	0	0	1.40978E-05	0	0	0	0	0.000843818	0	0.000705751	0	8.4365E-05	0
ASV4419.Rikenellaceae_RC9	2.61335E-05	0	0	0	0	0.000150041	0	0	0.00084382	0	2.53762E-05	0	0.000199114	0.000461582	0.000233217	0	0	0.003840072	0	2.86664E-05	2.88725E-05	0	0	0.001147394	0.000306879	0	0.00122651	0.018608619	0	0	0	0	0	0.000279018	0.000260055	0.000738194	0.000857553
ASV11447.Ruminococcaceae	0.00036587	0.000419878	0.000640829	0.00045097	0.00152802	0.00120033	0.000503247	6.48593E-05	0.000550317	0.001145986	0.002309234	0.002018742	0.001194684	0.000213038	0.000233217	0.000210341	7.65023E-05	0.000496951	0.000210881	0.000544662	0.000144363	0.000347705	0.000889592	0.000870437	0.00059671	0.000643312	0.000352445	0.000103766	0.000297465	0.000319469	0.000363741	0.000226023	7.11086E-05	0.000984769	0.000272439	0.000274186	0.000452164
ASV13240.Ruminococcaceae_UCG.005	0.010740886	0.000899739	0.004318631	0.001152478	0.001785998	0.004151142	0.002923626	0.000259437	0.001705984	0.000551771	0.000786662	0.002507491	0.00428095	0.001597784	0.002798601	0.002734438	7.65023E-05	0.002123334	0.003637706	0.002293315	0.010971561	0.004902643	0.000790748	0.000316522	0.00028983	0.002559262	0.001212412	5.76475E-05	0.003780682	0.001879953	0.000727481	0.000180818	0.002512503	0.007763262	0.002229047	0.002277856	0.004521642
ASV11448.Ruminococcaceae	0.00162028	0.001049696	0.000808002	0.000400862	0.001746309	0.001525419	0.000814781	0.000756691	0.001449169	0.000594215	0.001167305	0.001423745	0.00099557	0.001100696	0.001332667	0.00065577	0	0.000858369	0.000237242	0.000343997	0.001068284	0.000243394	0.001062568	0.000685799	0.000375075	0.000909027	0.000606206	0.000634123	0.001535302	0.000626651	0.001741546	0.001386273	0.000616274	0.000492384	0.000520111	0.000717103	0.001153798
ASV5926.Christensenellaceae_R.7.	0.000705606	0.001349609	0.001003037	5.01077E-05	0.000337355	0.000825227	0.00057514	0.000194578	0.000660381	0.000827656	0.000253762	0.000403748	0.001493355	0.000745633	0.0005997	0.000952723	0.000114753	0.00067766	0.000210881	0.001003325	0.000635196	0.001216968	0.000494218	0.000408842	0.000664905	0.000503461	0.000394739	0.001014596	0.000537356	0.000995269	0.001862793	0.001431477	0.00132736	0.001460741	0.001188825	0.000864742	0.00099788
ASV13518.Ruminococcaceae_UCG.010	0.000601071	0.000119965	0.000139311	0.000100215	0	0.00040011	0.002444343	0	0.000587005	0.001018654	0.000482148	4.24998E-05	0.001144905	0.000568101	0.00029985	0.000321699	0	0.001129433	0.001581611	0.000429997	0.001587989	0.000591099	0.001037857	0.000646233	0.000971784	0.000881057	0.000155076	0.000956949	0.000297465	0.001769368	0.000738504	0.001702705	0.000450354	0.000705751	0.00048296	0.000400734	0.000436572
ASV13519.Ruminococcaceae_UCG.010	0	0.000359896	0.000306484	0	9.92221E-05	0.000275076	0	0.000151338	0.000256815	0	7.61286E-05	0.0001275	9.9557E-05	0.000603607	0.0003998	9.89842E-05	0	0.000903546	0.001159848	0.000716661	0.000144363	0.000834492	0.002199269	0.002017831	0.001210468	9.78953E-05	0.001790422	0.000864713	0.00134339	2.45746E-05	0.001477007	0	0.000308137	0.002264968	0.000755399	0.001624027	0.000374205
ASV9166.Lachnospiraceae	0.00044427	0.000179948	0.000891588	5.01077E-05	0.000396888	0.000475131	9.58566E-05	0.000129719	0.000568661	0.000254664	0.000126881	0.000169999	0.00099557	0.000248544	0.0007996	0.00040831	3.82512E-05	0.000451773	0.000105441	0.000315331	0.000375343	0.000104312	0.000321241	0.000896814	0.000102293	0.000265716	0.000859966	0.000426592	0.000978755	0.000491491	0.000275561	0.000436977	0.000284434	0.000459559	0.000445809	0.000442916	0.000358613
ASV13521.Ruminococcaceae_UCG.010	0	5.99826E-05	5.57243E-05	0.000100215	1.98444E-05	0.000200055	0	0	0.000678725	0	0	0	0.000398228	0.000248544	3.33167E-05	0.000235087	0	0.000722837	5.27204E-05	0.000315331	0	0.000347705	0.000395374	0.001345221	0.000323928	0	0.000761282	0.000760947	1.91913E-05	0	0	0	0.000260731	0.000426733	0.00127551	2.10913E-05	0.001309717
ASV13522.Ruminococcaceae_UCG.010	5.22671E-05	0.000389887	0.000696553	5.01077E-05	7.93777E-05	0.001025282	0.001725419	4.32395E-05	0.001137323	0.00118843	0.000355267	0	0.000846234	0.001384746	0.000932867	0.0007795	0	0.001581206	0.000659005	0.000687994	0.001616862	0.002642559	0.002298112	0.002136527	0.000988833	0.000713237	0	0.00024212	5.75738E-05	0.003145543	0.00090384	0.000135614	0.001706606	1.64128E-05	0.000433426	0.000885833	0.000358613
ASV1966.Bacteroidales	0	0.001259635	5.57243E-05	0	0.000198444	0.000475131	0	0.000216198	0.000770444	0	0	4.24998E-05	0.00064712	0.000355063	0.000266533	0	0	0.000406596	7.90806E-05	0.000229331	5.77451E-05	6.9541E-05	0.000494218	0.000764929	0.003648453	2.79701E-05	0.005018821	0.000196002	0	0	3.30673E-05	0	0.00016592	3.28256E-05	0.000668714	0.000400734	0
ASV15519.Ruminococcus_1	0	0.000539843	0	0.000501077	0.000337355	5.00138E-05	0	8.6479E-05	7.33756E-05	0	0	0	0.000248892	0.000284051	0.00029985	0.000222714	3.82512E-05	0	0	0.000372664	0	0	0	9.23191E-05	0	0	0	4.6118E-05	0.0035216	0	1.10224E-05	0	0.000189623	0.002560399	2.47672E-05	0.000400734	0.000218286
ASV18016.Treponema_2	0	0	0.001727453	0.000551185	0	0.001100303	0	0	0	0	0	0	0.000945791	0.000319557	0	0.000358818	3.82512E-05	0	0	5.73329E-05	0	0	0	0.001107829	0	2.79701E-05	1.40978E-05	0.001129891	0	0	0	0	0.001516983	0.004694065	0.017101744	0.000379643	0
ASV11387.Flavonifractor	0.004312034	0.000509852	0.001866763	0.000851831	0.001408954	0.00312586	0.003474802	0.000389156	0.001761016	0.001803867	0.001725582	0.001338745	0.002190253	0.002520949	0.003231717	0.001398151	0	0.001264965	0.000817166	0.001031992	0.00274289	0.002225313	0.002322823	0.000659422	0.00117637	0.001692189	0.00135339	0.00093389	0.003607961	0.000909258	0.001554164	0.002802682	0.006186447	0.003528755	0.003516941	0.003121507	0.0019178
ASV17511.Acinetobacter	0	0	0	0.001252693	0	0	0	0.001513383	0	0	0	0.000169999	0	0	0	0	0.003021841	0	0	0	0	0	0	0	0	0	0	0	0.000690886	0.028629354	0	0	0	0	0.001151674	2.10913E-05	0
ASV4422.Rikenellaceae_RC9	0.000156801	5.99826E-05	0	0.000350754	1.98444E-05	2.50069E-05	0.000119821	6.48593E-05	0	0.000127332	0.000101505	0	0	0	0.000133267	4.94921E-05	0	0.000903546	0.000500844	0.000200665	0.000808431	0.00069541	0.000642483	0.000342899	6.81954E-05	0.000321656	0.000211467	0.000299767	3.83826E-05	6.14364E-05	1.10224E-05	0.000226023	0.000142217	6.56513E-05	3.71508E-05	0.000105456	0.000109143
ASV5185.Gastranaerophilales	0	2.99913E-05	0	0	0	0.000150041	0	4.32395E-05	0.000146751	0	0	0.000191249	4.97785E-05	0.000568101	0.000133267	0	0	0	0	0.000515996	0	0	0.000617772	0.000448407	0	0.000923012	9.86847E-05	0.00023059	0	0	0	0	0.001256252	0.001427915	0.001708936	0.000442916	0.00049894
ASV13241.Ruminococcaceae_UCG.005	0.000966941	0.000359896	0.000696553	0.000250539	0.000198444	0.000850234	0.000311534	0.000108099	0.000440254	4.24439E-05	0	0.000212499	0.00064712	0.000426076	0.000966184	0.000222714	3.82512E-05	0.000135532	0.000131801	0.000114666	5.77451E-05	6.9541E-05	0.000296531	0.000791306	0.000170488	2.79701E-05	0.000155076	3.45885E-05	0.001189859	0.000651226	0.000143292	0.000693136	0.000308137	0.001017595	0.000681098	0.001624027	0.000296245
ASV17401.Mailhella	0	0	0	5.01077E-05	0.000257977	0.000150041	0	0	5.50317E-05	0	0	0	0.000199114	3.55063E-05	0.000233217	0.000309326	7.65023E-05	0.000361419	7.90806E-05	8.59993E-05	0.00046196	0	0.000444796	0.000118696	0.000238684	4.19551E-05	0.000155076	9.2236E-05	0.000134339	0	0.000110224	0	9.48114E-05	0.00011489	3.71508E-05	0.000232004	0.000265062
ASV7935.Erysipelatoclostridium	0.003083758	0.000839756	0.001337383	0.000551185	0.000436577	0.001050289	0.000670996	0.000735072	0.000715413	0.002567857	0.001573325	0.001381245	0.000597342	0.000710126	0.0009995	0.001026961	0.000535516	0.002032979	0.002662379	0.001261323	0.005052692	0.006710709	0.000691905	0.000395653	0.001022931	0.002405426	0.001015042	0.000288238	0.00180398	0.000688087	0.001311671	0.000587659	0.000900709	0.002675289	0.001188825	0.000590555	0.000623675
ASV13523.Ruminococcaceae_UCG.010	0.000966941	0.000659809	0.000473656	0.000100215	0.000476266	0.001425392	4.79283E-05	0.000540494	0.001302418	0.000318329	0.000507524	2.12499E-05	0.000896013	0.000568101	0.001332667	0.000148476	0	0.00185227	0.000369043	0.000773994	0.000952793	0.000382476	0.001309677	0.000369276	0.001517347	0.001300608	0.000930456	0.000622593	0.002581227	0	0.001146334	0.000195886	0.004811681	0.003939076	0.001845156	0.002235674	0.001184982
ASV1968.Bacteroidales	2.61335E-05	0.001019704	8.35864E-05	0.001052262	0.000654866	0.000600165	0.000431355	0.000605353	0.000990571	0.000827656	0.000558276	0.001168746	0.000896013	0.000710126	0.00049975	0.001014588	7.65023E-05	0.00117461	0.00419127	0.004672629	0.015937635	6.9541E-05	0.001581496	0.000448407	0.001585543	0.001496399	0.004793256	0.003320497	0.001237838	0.000516066	0.018594859	0.001687637	0.000687383	0.001345851	0.000371508	0.001518571	0.00067045
ASV15856.Kiritimatiellae_WCHB1.41	0	0.001709504	0.00130952	0	0	0.000575158	0	0.000237817	0.001027259	0	0	2.12499E-05	0.000796456	0.001633291	0.001832417	0.000197968	0	0.006957307	0	0.000315331	0	0.002121001	0.00027182	0.002044208	0.000494417	0	0.000394739	0.001591072	0.005335176	0	8.81795E-05	0	0.005522767	0.004152442	0.001845156	0.003226963	0.00024947
ASV4423.Rikenellaceae_RC9	0.00125441	0.002849174	0.000947313	0.00045097	3.96888E-05	0.00120033	0.000647032	0.003307822	0.000183439	0.000403217	0.000888167	2.12499E-05	0.001294241	0.000639114	0.00049975	0.0007795	7.65023E-05	0.000361419	0.000289962	0.003841303	0.000404215	0.001216968	0	0.002901456	0.002114057	0.002223621	0.000747184	0.000968478	0.001314603	6.14364E-05	0.000429875	0.004987569	7.11086E-05	0.000180541	0.001325045	0.000970198	0.000904328
ASV18572.Mollicutes_RF39	0.000574938	0.000539843	0.000445794	0.001202586	0.000833466	0.001000275	7.18924E-05	0.000216198	0.000807132	0.000233442	0.000101505	0.001933743	0.000796456	0.000497088	0.0003998	0.000420683	3.82512E-05	0.000361419	0.001054407	0.000573329	0	0.000173853	0.000420085	0.000224203	3.40977E-05	4.19551E-05	0.000366543	0.000276708	0.000498973	0.000196596	0.000330673	0.000376705	0.000142217	0.000246192	0.000569645	0.000442916	0.000982288
ASV3876.Prevotellaceae_UCG.003	0	0	0	0	0	0	0	0	0.015115383	0	0	0	0	0.002307911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021724	0
ASV13524.Ruminococcaceae_UCG.010	0	8.99739E-05	0.000417932	0.000651401	0.000277822	0.000725199	0	2.16198E-05	0.000531973	0	0	0	0.000398228	0.00039057	0.0003998	0.000136103	7.65023E-05	0.000180709	0.000500844	0.000515996	0	0.000591099	0.000617772	0.001028698	0.000340977	0.001314593	0.000634401	0.001740955	0.000719673	2.45746E-05	0.000319651	0.001265727	0.000237029	1.64128E-05	8.66852E-05	0.000400734	0.001855432
