region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV13512.Ruminococcaceae_UCG.010	0	0.000138223	2.75824E-05	6.82477E-05	0	0	0	0	0	0	8.83704E-05	0	0	5.98498E-05	0.000151465	0.000208986	0.000219898	0	0.000513771	0.000108147	0.000109525	0.000354186	5.09269E-05	2.23259E-05	0.00029121	0.000296793	0.000384111	0.000771945	0.000338051	0.000232407	0.000428596	0.00038766	0.000215004	0.000715849	0.000359009	0.001451951	0.000337046	0.000521245	0.000242891	0.000236467
ASV13513.Ruminococcaceae_UCG.010	4.01284E-05	0	0.000137912	0.000170619	0.000321187	0.000438945	7.58323E-05	6.55008E-05	0	0	0.000294568	0.000107315	0	0.000748122	0.000333222	0.000603739	0.00015707	2.75642E-05	0.001809369	0.000679778	5.47623E-05	0.000383702	5.09269E-05	0.002321895	0.000829948	0.000803087	0.001152332	0.00051463	0.000146979	0.000859905	0.000471456	0.001679858	0.000960353	0.001004942	0.000777853	0.000820668	0.001139537	0.000718959	0.001046299	0.000996537
ASV7158.Clostridiales_vadinBB60.	0.00076244	0.000552893	0.000468901	0.000818973	0.000583976	0.000493814	0.000960542	0.000458505	0	0	0.000706964	0.000772665	0.000639676	0.000927672	0.000696737	0.000998491	0.001225144	0.000826925	0.000446758	0.000834273	0.001410128	0.000826434	0.001188294	0.000178607	0.001397807	0.000715795	0.000896258	0.000698427	0.00152858	0.001650088	0.000985771	0.001615248	0.000372674	0.001046241	0.000638238	0.001436169	0.000962989	0.00149184	0.001401293	0.001722827
ASV11445.Ruminococcaceae	0.001163724	0.001105787	0.001434285	0.001603822	0.001167951	0.001316836	0.000808877	0.00085151	0	0	0.000441852	0.001073146	0.000986167	0.000837897	0.000787616	0.000789504	0.000408381	0.000826925	0.00084884	0.000911521	0.000520242	0.00085595	0.001222245	0.001763747	0.001004674	0.000663419	0.000448129	0.000808705	0.000911269	0.00102259	0.001307218	0.001970602	0.000888685	0.000660784	0.000817743	0.000804886	0.000641993	0.001294126	0.000784724	0.000962757
ASV16691.Victivallaceae	0.00024077	0.001197936	0	0.000204743	5.83976E-05	5.48682E-05	0.000404439	0	0	0	0.001148816	0.000279018	0.000293185	0.001915193	0.001423768	0.001973761	0.001445041	0.001653849	0.003216655	0.002610966	0.004408362	0.00190375	0.001290147	0.002053984	0.001106597	0.001396672	0.002112608	0.002738568	0.000881873	0.000813424	0.001907252	9.69149E-05	0.005518447	0.003317686	0.005225577	0.003740353	0.003739608	0.002282695	0.004241247	0.003361203
ASV6458.Clostridium_sensu_stricto_1	0.000120385	9.21489E-05	0.000193077	3.41239E-05	5.83976E-05	0.000301775	0.00010111	0.000196502	0.001312466	6.80041E-05	0.000353482	0.00015024	0.000186572	0.0001197	9.08788E-05	9.28829E-05	0	0	0.000178703	0.000123596	0.000383336	0.000354186	8.48781E-05	8.93037E-05	0.000218407	0.000279334	0.000128037	9.18983E-05	0.000367447	0	0.000107149	3.2305E-05	0.000200671	0.000123897	0.000259284	6.31283E-05	0.000160498	0.000107844	0.000149471	0.000270247
ASV15007.Ruminococcaceae_UCG.013	0.000441413	0.000967564	0.000827472	0.000272991	0.000817566	0.000438945	0.000227497	0.000360254	0	0	0.000353482	0.00036487	0.000186572	0.000149624	9.08788E-05	0.000232207	0.00015707	0.000303206	0.000111689	6.1798E-05	6.84528E-05	0.000162335	0.000254634	0.000290237	0.00059698	0.000384085	0.000448129	0.000257315	0.000176375	0.000488054	0.000557175	0.000419964	0.000215004	0.000468055	0.000299174	0.00029986	0.000401245	0.000341506	0.000186839	0.000135124
ASV5922.Christensenellaceae_R.7.	0.000481541	0.000276447	0.000137912	0.000375363	0.000262789	8.23023E-05	0.0007836	0.000425755	0	0	0.000147284	0.000257555	0.000639676	0.000299249	0.000151465	0.000185766	0.000534037	0.000220513	0.000156365	0.000139046	0.000164287	0.000177093	0.000390439	0.000178607	5.8242E-05	1.74584E-05	9.60277E-05	0.000110278	0.000220468	0.000278888	2.14298E-05	6.46099E-05	2.86673E-05	0	5.98349E-05	0.00037877	0.000192598	0.000161766	9.34195E-05	8.44523E-05
ASV4416.Rikenellaceae_RC9	0.000120385	0.000138223	0.000524066	0.00044361	5.83976E-05	0.001015061	0.000252774	0.00085151	0	0	0.000265111	0.00036487	0.000719635	0.000299249	0.000424101	0.00032509	0.002293218	0.001295515	2.23379E-05	0.000293541	6.84528E-05	0.000664099	0.002546343	0.000446518	0.00147061	0.001937883	0.000320092	0.000404352	0.000308656	0.000139444	0	0.000743014	5.73345E-05	0.000123897	0.000239339	9.46925E-05	4.81495E-05	0.000107844	0	0
ASV7159.Clostridiales_vadinBB60.	0.000200642	0.000184298	0	0	0.000350385	0.000164605	0	3.27504E-05	0	0	2.94568E-05	0.000128777	0.000106613	0.000299249	6.05859E-05	0.000139324	0.000376967	0.000110257	4.46758E-05	6.1798E-05	0.000383336	1.47578E-05	5.09269E-05	0.000245585	0.000116484	0.00010475	0.000480138	3.67593E-05	0.000102885	0.000604258	0.000278587	6.46099E-05	0.000444343	0.000302859	0.000239339	0.000205167	0.000304947	0.000161766	0.000728672	6.75619E-05
ASV1964.Bacteroidales	0.001284109	0.000138223	2.75824E-05	6.82477E-05	0.000905162	0.000411511	0.000556103	0.000163752	0	2.2668E-05	0.000353482	6.43887E-05	0	0.000718197	0.000484687	0.000696621	0.002356046	0.001764106	0	0.000216293	4.10717E-05	8.85465E-05	0.000662049	0	0.000538738	0.000122209	0	0.000441112	0.001337508	0.000116203	0.000407166	0.000484574	0.000172004	0.000302859	0.000578404	0.000331424	0.000320996	0.000305558	0.000168155	0.000219576
ASV11446.Ruminococcaceae	0.000963082	0.000645042	0.000551648	0.000307115	0.000613174	0.00060355	0.003286065	0.000687758	0	0.000204012	0.001119359	0.000214629	0.000639676	0.000329174	0.000454394	0.000278649	0.000251312	0	0.000491433	3.0899E-05	0.000205358	0.000177093	0.000152781	0.000200933	8.73629E-05	0.000122209	0.000256074	0.000974121	8.81873E-05	0.000255647	0.000407166	0.000161525	0.000229338	9.63643E-05	0.000139615	0.000284077	0.000256797	0.000197714	0.000411046	0.000287138
ASV11386.Flavonifractor	0.000401284	0.003639882	0.001296373	0.002422795	0.000759168	0.000960193	0.0007836	0.001080762	0	0	0.00073642	0.000171703	0.000959514	0.000568573	0.000757323	0.000417973	0.001445041	0.001901927	0.000111689	0.000247192	0.000260121	0.000442733	0.000407415	0	0.00029121	0.000174584	0.000192055	0.000165417	1.46979E-05	0.000302129	0.000857192	0.000484574	0.000229338	0.000220261	7.97798E-05	0.001167874	6.41993E-05	0.00253433	0.000728672	0.000304028
ASV12988.Ruminococcaceae_NK4A214	0.001404494	0.000921489	0.00057923	0.000750725	0.000846765	0.000877891	0.000707768	0.000949761	0	0.00022668	0.000412395	0.000343407	0.000746289	0.000598498	0.000424101	0.000394752	9.42418E-05	8.26925E-05	0.000379744	0.000571632	0.000191668	0.000442733	0.000916684	0.000870711	0.000364012	0.000174584	0.000480138	0.000790325	0.000176375	0.00067398	0.000407166	0.000743014	0.000329673	0.000550653	0.000418844	0.000568155	0.000433345	0.000521245	0.000523149	0.000439152
ASV8895.Lachnospiraceae_FCS020.	0.001043339	0.001566532	0.000882637	0.00105784	0.001605933	0.0012071	0.002755239	0.001048012	0	9.06721E-05	0.001207729	0.003605769	0.001226045	0.000718197	0.000333222	0.000394752	0.00119373	0.0014609	0.000245717	0.001019667	0.001820845	0.000870707	0.000696001	0.000960014	0.000436815	0.000907837	0.001024295	0.001010881	0.00048503	0.000395092	0.000685753	0.001292198	0.001634034	0.000949877	0.000777853	0.001120528	0.00091484	0.000521245	0.00085946	0.001047209
ASV3875.Prevotellaceae_UCG.003	0.002207063	0.002395872	0.000551648	0.000307115	0.009781593	0.00784615	0.000505548	0.020665488	0	0.00022668	0.001649582	0.004850618	0.020123138	0.0001197	6.05859E-05	4.64414E-05	0.000125656	8.26925E-05	0.000804164	0.001359556	0.00121846	2.95155E-05	5.09269E-05	0.002031658	0.001048355	0.001152255	0.000224065	0.000422732	0.000293958	0.000906387	0.000985771	0.000484574	0.000430009	0.000550653	0.000398899	0.000568155	0.000529644	0.000197714	0	0.000101343
ASV4419.Rikenellaceae_RC9	0.001645265	0.00082934	0.001103296	0.000477734	0.000467181	0.004773532	0.000278052	0	0	0	0.001973607	0.000236092	0	0.000149624	0.000181758	9.28829E-05	0.000282725	0.000110257	0.00042442	0.00061798	0.000177977	0.001003527	0.001765465	2.23259E-05	0.000538738	0.000558669	0.001504433	0.000220556	0	2.32407E-05	0.000192868	0.000516879	8.60018E-05	0.000275327	9.97248E-05	0.000473462	0.000112349	0.000143792	0.000579201	0.000236467
ASV11447.Ruminococcaceae	0.000722311	0.000875415	0.000524066	0.000921344	0.001021957	0.000548682	0.000631935	0.000491256	1.98859E-05	0	0.000765877	0.001116071	0.000559716	0.000299249	0.000242343	0.00032509	0.000376967	0.000137821	0.000335068	0.000478935	9.5834E-05	0.000221366	0.000135805	0.00011163	0.000116484	3.49168E-05	0.000128037	0.000128658	0.000191073	0.000162685	0.000150009	0.000290745	0.000186337	0.000165196	0.000279229	0.000173603	0.000144448	0.000341506	0.000392362	0.000624947
ASV4129.Alistipes	0.000361156	0.000645042	0.001130878	0.000170619	0.001372343	0	0.000505548	0.000163752	0	4.53361E-05	2.94568E-05	0.000558036	0.000266532	2.99249E-05	0	0	0	2.75642E-05	0.000469096	3.0899E-05	5.47623E-05	0	0	0	0	0	9.60277E-05	0.001782826	1.46979E-05	0.000255647	0.000235728	0	0	0.000123897	0.000139615	0.000252513	6.41993E-05	0.000287584	0	0.000118233
ASV11448.Ruminococcaceae	0.001605136	0.001474383	0.002013515	0.001262583	0.001372343	0.00181065	0.001415536	0.001506517	0	0.000136008	0.000471309	0.001330701	0.001359311	0.001077296	0.001151131	0.00130036	0.001130902	0.000441026	0.000759488	0.000231743	0.000561313	0.000413217	0.000594147	0.000692103	0.000524178	0.000401543	6.40184E-05	0.001176298	0.001337508	0.000534536	0.000835762	0.001292198	0.000888685	0.000715849	0.000698073	0.00121522	0.000497544	0.000934647	0.000878144	0.000641838
ASV5926.Christensenellaceae_R.7.	0.000521669	0.000368596	0.000165494	0.000238867	0.000467181	0.00060355	0.000733045	0.000589507	0	2.2668E-05	0.000677507	0.00036487	0.000559716	0.001137146	0.001272303	0.001068153	0.000848176	0.000689104	0.00031273	0.000216293	0.000164287	0.000354186	0.001171318	0.000200933	0.000320331	0.000296793	0.000288083	0.000459491	0.00055852	0.000418332	0.000257158	0.000613794	0.000415675	0.000426756	0.000558459	0.000662847	0.000433345	0.000431375	0.000784724	0.000861414
ASV13518.Ruminococcaceae_UCG.010	0.000120385	0	0	6.82477E-05	0	0	0.000707768	0	0	0	0	6.43887E-05	2.66532E-05	0.000269324	0.000454394	0.000232207	0.000659693	0.00066154	0.000156365	0.000540733	0.000684528	0.00026564	0.000118829	0.000223259	0.000422254	0.000419002	0.000320092	1.83797E-05	0.000808384	0.000116203	0.000128579	0.00025844	0.000372674	0.000289093	0.000378954	0.000236731	0.000320996	8.98699E-05	0.00033631	0.0003547
ASV13519.Ruminococcaceae_UCG.010	0.000120385	0.000460745	0.000193077	0.000375363	0.000262789	0.00074072	0.000707768	0.000131002	0	0	0.000589136	0.000579499	0.000932861	0.00140647	0.000908788	0.000952049	0.001445041	0.000771796	0.001764693	0.00063343	0.000930958	0.000870707	0.000865757	0.001138622	0.001674457	0.001431589	0.00083224	0.001323335	0.001572674	0.001998699	0.001457226	0.001647553	0.00209271	0.001156372	0.001675376	0.001546644	0.000979039	0.000952621	0.000803408	0.001841061
ASV9166.Lachnospiraceae	0.001605136	0.000598968	0.000634395	0.001160212	0.000467181	0.00046638	0.002123303	0.000556756	0	2.2668E-05	0.001502298	0.000600962	0.000959514	0.001047371	0.000757323	0.000812725	0.000439795	0.000413462	0.001094556	0.00092697	0.001081555	0.00118062	0.000662049	0.000513496	0.001004674	0.00087292	0.00080023	0.000569769	0.000705498	0.000185925	0.000814332	0.000775319	0.00078835	0.000220261	0.000378954	0.000441898	0.000465445	0.000826803	0.001307873	0.001334347
ASV13521.Ruminococcaceae_UCG.010	0	0.000230372	2.75824E-05	0.000136495	0.00023359	0	0.000278052	6.55008E-05	0	0	0.000412395	0.000128777	0	0.000538648	0.000454394	0.000696621	0.000722521	0.000496155	0.000915853	0.001498602	0.000930958	0.000309913	0.000288586	0.00147351	0.000844509	0.001117338	0.00121635	0.00055139	0.000117583	0.000952868	0.001457226	0.002972056	0.000960353	0.001417932	0.001037138	0.000473462	0.001300035	0.000808829	0.000635253	0.001148552
ASV13522.Ruminococcaceae_UCG.010	0.000321027	0.001013638	0.000303406	0.000682477	0.001226349	0.000685852	0.001339703	0.000393005	0	0	0.000441852	0.00051511	0.000879554	0.000897747	0.000666445	0.000580518	0.001696353	0.001874363	0.001429625	0.002008435	0.001382747	0.000472248	0.000441366	0.001428858	0.000640662	0.000925295	0.000960277	0.003069402	0.002116495	0.00376499	0.001542945	0.002810531	0.001505031	0.002285211	0.002293669	0.002635608	0.001621032	0.001761449	0.002484959	0.002567351
ASV1966.Bacteroidales	0.001123596	0.000875415	0.000965384	0.001296707	0.001605933	0.001015061	0.000202219	0.001866771	0	0	0.000854248	0.000686813	0.00109278	0.002304216	0.001423768	0.002414954	0.001664939	0.000854489	0.000893515	0.003491588	0.005544679	0.003290979	0.002665173	0.003951687	0.003829409	0.002915554	0.005761659	0.003381856	0.00201361	0.000790183	0.001800103	0.001905993	0.001505031	0.000839746	0.001994495	0.002383094	0.001123487	0.002120929	0.000934195	0.002229541
ASV15519.Ruminococcus_1	0.001083467	9.21489E-05	0.001599779	6.82477E-05	5.83976E-05	0	0.000252774	0.000360254	0	0.000748045	0.000471309	0.000214629	0.000426451	2.99249E-05	9.08788E-05	0	0.000188484	0.000551283	0	0	0.000136906	7.37888E-05	0.000135805	0.000133955	0	0	0	3.67593E-05	0	0.000116203	0.000407166	0.000516879	0.000530344	6.88317E-05	0.000598349	0.000252513	0.000272847	0.000772881	0.001027615	0.000472933
ASV18016.Treponema_2	0.00024077	0.000138223	0.00011033	0	0.000525578	0	0	3.27504E-05	0	0	0	0.000794128	0.001279352	5.98498E-05	0.00051498	0.000116104	0.000596865	2.75642E-05	0.000558447	0.000834273	0.000150596	0.002287451	0.001120391	0.009957358	0.000378573	0.001693465	0.001440415	0.000220556	0.00285139	0	0.000642894	0.002067517	0.006292463	0.001362867	0.001136862	0.000284077	0.001428434	0.003019628	0.001233138	0.00143569
ASV11387.Flavonifractor	0.000200642	0.000737191	0.000386154	0.000375363	0.000145994	0.000329209	0.000379161	0.000196502	0	0	0.000294568	0.000343407	0.000426451	0.000987521	0.000605859	0.000626959	0.000502623	0.000441026	0.000111689	0.000509834	0.000150596	0.000295155	0.000322537	4.46518E-05	0.000553299	0.000506294	0.00041612	5.5139E-05	0.000823082	0.000139444	0.000407166	0.000807624	0.000286673	0.000165196	0.000438789	0.000252513	0.000337046	0.000575167	0.000373678	0.000405371
ASV17511.Acinetobacter	0	0	0	0	0	0	0	0	0.032771889	0.000272016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4422.Rikenellaceae_RC9	0.000120385	0.000230372	5.51648E-05	0	0.000408783	8.23023E-05	0.000556103	9.82511E-05	0	0	0	4.29258E-05	7.99595E-05	8.97747E-05	0.000181758	0	0.000376967	0.00033077	8.93515E-05	3.0899E-05	0.000191668	4.42733E-05	0.001103415	0.000245585	0.000203847	0.000261876	0.000192055	0.000165417	0.000102885	0	0.000107149	0.000161525	2.86673E-05	5.50653E-05	0	7.89104E-05	1.60498E-05	0.000107844	0	8.44523E-05
ASV5185.Gastranaerophilales	8.02568E-05	0.000138223	0.00011033	0.000238867	0.000145994	0.00046638	0	0	0	0	2.94568E-05	0.000193166	5.33063E-05	0.000299249	0.000424101	0.000301869	6.28279E-05	0.000248077	0.000290392	0.000648879	0.000164287	8.85465E-05	0	0.000848385	0.000276649	0.000401543	0	0.000257315	0.000499728	0.000418332	0.000600034	0.00012922	0.001376028	0.001472997	0.000957358	0.000583937	0.000240747	0	0.000149471	0.000388481
ASV13241.Ruminococcaceae_UCG.005	0.003330658	0.001612606	0.001792856	0.001228459	0.003795842	0.001454007	0.001491368	0.001965023	0	4.53361E-05	0.001472841	0.003777473	0.001945681	0.000897747	0.000666445	0.000789504	0.001696353	0.000716668	0.001496638	0.000896071	0.001505962	0.001549564	0.001561757	0.000558148	0.003756607	0.002601302	0.001888544	5.5139E-05	0.004600438	0.001162034	0.001800103	0.001712163	0.001003354	0.000853512	0.001136862	0.00113631	0.001011139	0.001527788	0.000952879	0.000760071
ASV17401.Mailhella	0.000160514	0.000230372	0.000551648	0.000409486	0.000175193	0.000246907	0.000126387	0.000687758	0	0	0.000235655	0	0.000373144	0.000269324	0.000363515	0.000255428	0.000251312	0.000165385	0.000469096	0.000293541	0.000561313	0.000250882	0.000186732	6.69777E-05	0.00030577	0.000192042	0.000224065	0.000165417	2.93958E-05	9.29627E-05	4.28596E-05	0.00012922	0.000243672	0.000702083	3.98899E-05	4.73462E-05	0.000320996	0.00017974	0.000672621	0.000253357
ASV7935.Erysipelatoclostridium	0.000561798	0.000322521	0.000386154	0.000102372	0.000583976	0.001069929	0.000303329	0.00085151	0	0.00011334	8.83704E-05	0.000279018	0.001172739	0.001167071	0.001060253	0.00032509	0.000219898	0.000248077	0.000178703	7.72475E-05	0.000205358	0.00045749	8.48781E-05	0.000156281	0.000538738	0.000593586	0.00080023	0.001194677	4.40937E-05	0.000162685	0.000321447	0.000290745	4.30009E-05	0.000178962	0.000239339	9.46925E-05	8.02491E-05	0.000215688	0.000112103	0.000118233
ASV13523.Ruminococcaceae_UCG.010	0.000120385	0.000230372	0.000358571	0.000272991	0.000437982	0.000548682	0.000202219	0.000294753	0	0	0.000589136	0.000214629	0.000373144	0.000688272	0.00124201	0.001021711	0.000942418	0.000220513	0.000580785	0.000602531	0.000752981	0.00072313	0.000458342	0.000312563	0.000465936	0.000541211	0.000352101	0.000330834	0.001117039	0.001231756	0.000514315	0.001970602	0.000430009	0.001335334	0.001077027	0.001783375	0.002102526	0.000988569	0.001121034	0.000945866
ASV15856.Kiritimatiellae_WCHB1.41	0	0	0	0	0.000437982	8.23023E-05	0.000202219	0.000327504	0	0	0	2.14629E-05	0.000613023	0.001436395	0.002150798	0.002577499	0.004649263	0.000220513	0.001317935	0.002657315	0.000848815	0.005017636	0.000169756	0.000446518	0.000873629	0.000907837	0.000736212	0.000349213	0.003248233	0.001650088	0.001285788	0.002196737	0.001519365	0.000523121	0.00205433	0.001373041	0.000513594	0.001797397	0.003307051	0.001148552
ASV4423.Rikenellaceae_RC9	0.00100321	0.00082934	0.000606813	0.000545982	0.002861481	0.000219473	0.000935265	0.000589507	0	4.53361E-05	0.000854248	6.43887E-05	0.000772942	0.001167071	0.001272303	0.001277139	0.001539283	0.002342953	0.001630665	0.002471921	0.004791698	0.000664099	0.003123515	0.000625126	0.001659896	0.001588715	0.00080023	0.001121159	0.001234622	0.001185275	0.001114349	0.001066064	0.000401342	0.001073774	0.000977303	0.000362988	0.000513594	0.000826803	0.000822092	0.00074318
ASV18572.Mollicutes_RF39	0.000521669	0.001059712	0.001048131	0.000238867	0.000554777	0.000768155	0.000202219	0.000458505	0	0.000408024	0.000824791	0.000257555	0.000399797	0.000209474	0.000575566	0.000232207	0.000219898	0.000137821	0.000134027	7.72475E-05	8.21434E-05	0.000118062	5.09269E-05	0.000334889	0.000567859	0.000384085	0.00041612	0.000385973	8.81873E-05	0.000232407	0.000407166	0.00025844	0.00015767	0.000110131	0.00011967	9.46925E-05	0.000160498	0.00017974	0.000354994	6.75619E-05
ASV3876.Prevotellaceae_UCG.003	0.002086677	0.002856616	0.005709557	0.006108173	0.003971035	0.003977943	0.000530826	0	0	0	0.003446448	0.003584306	0	0	0	0	0	0	0.003261331	0	0	0.001741415	0	0	0	0	0	0.001672548	0.001631465	0.003253695	0.000428596	0.001292198	0.005059771	0.00123897	0.001535761	0.00432429	0.002985266	0.004259832	0.000242891	0.004509754
ASV13524.Ruminococcaceae_UCG.010	0.000160514	0.000368596	0	0.000136495	0.000262789	0.000219473	0.000151665	6.55008E-05	0	0	0.000294568	0.000257555	0.000106613	0.000628423	0.00051498	0.001068153	0.000376967	0.000441026	0.000982867	0.000509834	0.000575004	0.000324671	0.000373464	0.000625126	0.001033795	0.001239547	0.000992286	0.00104764	0.000896571	0.000743702	0.000728613	0.00025844	0.000430009	0.000743382	0.000678128	0.000631283	0.000433345	0.001258178	0.000186839	0.000979647
ASV13525.Ruminococcaceae_UCG.010	0.000561798	0.000368596	0.000524066	0.00044361	0.000291988	0.000850457	0.000404439	0.000294753	0	0	0.000117827	0.00036487	0.000852901	0.000718197	0.000817909	0.000534076	0.00087959	0.000744232	0.000201041	0.000571632	0.000575004	0.001549564	0.001290147	0.000312563	0.000829948	0.000785628	0.000352101	0.000900603	0.000837779	0.001394441	0.000878622	0.002325957	0.000960353	0.000743382	0.000957358	0.001167874	0.001027188	0.001006543	0.001382609	0.000456043
ASV5927.Christensenellaceae_R.7.	0.001083467	0.001105787	0.000855054	0.000477734	0.001226349	0.000932759	0.000480271	0.000720508	0	0	0.000972075	0.000965831	0.000746289	0.000598498	0.000666445	0.000696621	0.000439795	0.00066154	0.000491433	0.000247192	0.000164287	0.000398459	0.000780879	0.000759081	0.000334891	0.000314251	0.000544157	0.00051463	0.000117583	0.000534536	0.000450026	0.000872234	0.000501677	0.000330392	0.000737963	0.000315642	0.000577793	0.000647063	0.000691305	0.000692509
ASV11449.Ruminococcaceae	0.000802568	0.00041467	0.000910219	0.000784849	0.000788367	0.000685852	0.000328606	0.000786009	0	4.53361E-05	0.001266643	0.000622424	0.000986167	0.000269324	0.000212051	0.000162545	9.42418E-05	0.000220513	2.23379E-05	0.000154495	5.47623E-05	0.000206609	0.000186732	0.000223259	7.28025E-05	0.000122209	9.60277E-05	1.83797E-05	0.000117583	0.000232407	0.000171438	0.00012922	2.86673E-05	9.63643E-05	0.000179505	0.000205167	0.000192598	0.00017974	0.000224207	0.000168905
ASV3386.Paludibacteraceae	0.00100321	0.002534095	0.004302855	0.005971677	0.00192712	0.002606239	0.001870529	0.001997773	0	0	0.00138447	0.003476992	0.003438258	0.001376545	0.000757323	0.001532567	3.14139E-05	5.51283E-05	0.003507048	0.001112364	0.000397026	0.002184147	0	0	0.001325005	0.001117338	0.001024295	0.002279077	0.004909094	0.001347959	0.001821533	0.000969149	0.001662701	0.002051183	0.001037138	0.001578208	0.001621032	0.00167158	0.002073914	0.002567351
ASV13526.Ruminococcaceae_UCG.010	8.02568E-05	9.21489E-05	0	0.000170619	0.000116795	0.000164605	0.000252774	0	0	0	2.94568E-05	6.43887E-05	0.000239878	0.000718197	0.000605859	0.000928829	0.000251312	0.000220513	0.000625461	0.000448036	0.001067864	0.000309913	0.000458342	0.000223259	0.000276649	0.000401543	0.000768221	0.000588149	0.00027926	0.000836664	0.000300017	0.000290745	0.000258005	0.000591952	0.000737963	0.000252513	0.000353096	0.00113236	0.000317626	0.000608057
ASV13527.Ruminococcaceae_UCG.010	0.000200642	9.21489E-05	5.51648E-05	0.000204743	0.000554777	0.000219473	0	0	0	0	0.000206198	0	0	0.001735644	0.001817576	0.001811216	0.001382213	0.000578847	0.002099761	0.001344107	0.000876196	0.000619826	0.000458342	0.001183273	0.002242316	0.002112467	0.003456996	0.000294074	0.001910725	0.002533234	0.001735813	0.00377968	0.001175358	0.001817156	0.001276477	0.00151508	0.001011139	0.001725501	0.002952057	0.001165442
ASV5186.Gastranaerophilales	0.000561798	9.21489E-05	0.000248242	0	0.001284747	0.000905325	0.00010111	0	0	0	0.000176741	0.000708276	0.000133266	0.00122692	0.002453728	0.001462905	0.000471209	0.000110257	0.000335068	0.000525283	0.000848815	0.000103304	8.48781E-05	0.0006028	0.00058242	0.000855462	0.000480138	0.000385973	0.000543822	0.001185275	0.003493057	3.2305E-05	0.001548032	0.002078716	0.001017193	0.001436169	0.001348185	0.00017974	0.002129965	0.000287138
ASV13528.Ruminococcaceae_UCG.010	0.000321027	0.000138223	0.000275824	0.001126088	0.000437982	0.00074072	0.000303329	3.27504E-05	0	0	0.000353482	0.000450721	7.99595E-05	0.001047371	0.00175699	0.001323581	0.001476455	0.000468591	0.001787031	0.001297758	0.002519064	0.002479302	0.001833367	0.001652118	0.000829948	0.001082421	0.001664479	9.18983E-05	0.002689713	0.002509993	0.001457226	0.003488936	0.00146203	0.001748324	0.001715266	0.003282673	0.001267936	0.001150334	0.00196181	0.001233004
ASV5928.Christensenellaceae_R.7.	0.00024077	0.000783266	0.000303406	0.000409486	0.000437982	0.000192039	0.000606658	0.001211764	0	0.00011334	0.00064805	0.000386332	0.000959514	0	0.000121172	0.000185766	0	0.000192949	0.000156365	0.000525283	0.000109525	0.000487006	0.000356488	0.000625126	8.73629E-05	0	6.40184E-05	0.000238935	0.000102885	0.000162685	0.000364307	0.00025844	0.00047301	6.88317E-05	7.97798E-05	0.000142039	0.000369146	0.00017974	5.60517E-05	0.000456043
ASV13422.Ruminococcaceae_UCG.009	0.000401284	0.001105787	0.000992966	0.000648354	0.000642373	0.00046638	0.000733045	0.000818759	0	2.2668E-05	0.001207729	0.000686813	0.000613023	0.000359099	0.000363515	0.000510856	0.000471209	0.000192949	0.000379744	0.000293541	0.000383336	0.001121589	0.000373464	0.000290237	0.00030577	0.00043646	0.000384111	0.000257315	0.001058248	0.000278888	0.000428596	0.000484574	0.000358341	0.000481822	0.000538514	0.000441898	0.000369146	0.000413401	0.000224207	0.000287138
ASV13423.Ruminococcaceae_UCG.009	0.001083467	0.001290085	0.000992966	0.001467326	0.001021957	0.002469068	0.001996916	0.00173577	0	0.000136008	0.002503829	0.000794128	0.001412618	0.001196996	0.001181424	0.000417973	0.001225144	0.002039748	0.000268055	0.001081465	0.000451789	0.000634583	0.000712976	0.000937688	0.000364012	0.000314251	0.000608175	0.000477871	0.000573218	0.000766942	0.000857192	0.000355355	0.000530344	0.000302859	0.000259284	0.000347206	0.000497544	0.000916673	0.000523149	0.000506714
ASV16864.Victivallales_vadinBE97	0	0.000691117	0	0	0.000204391	0	0.000252774	0	0	0	0.001030989	2.14629E-05	0	0.001256845	0.00154494	0.001764774	0.001664939	0.001984619	0.002077423	0.001838491	0.001834536	0.00026564	0.000458342	0.001875377	0.000218407	0.000296793	0.002304664	0.001304955	0	0.001045831	0.001564375	0	0.002709056	0	0.002732458	0.002667172	0.002343274	0.001204256	0.002765218	0.002415337
ASV4424.Rikenellaceae_RC9	0.000722311	0.000552893	0.000496483	0.001023716	5.83976E-05	2.74341E-05	0.000530826	0.000687758	0	2.2668E-05	0.000265111	0.000708276	0.00050641	0.000359099	0.000181758	0.000301869	6.28279E-05	0.00033077	0.000536109	0.00061798	0.000287502	0.000368944	6.79025E-05	0.000468844	0.00090275	0.001082421	0.00041612	0.000808705	7.34894E-05	0.000255647	0.000471456	0.00032305	5.73345E-05	0.000633251	0.000578404	0.000347206	0.000320996	0.000539219	0.000130787	0.000405371
