region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV13657.Ruminococcaceae_UCG.010	0.000120385	9.21489E-05	0	0	0.000116795	0.00013717	0.000202219	0.000131002	0	0	0.000147284	0.000107315	0.000106613	0.000538648	0.000424101	0.000626959	0.00015707	0.000358334	0.000603123	0.000509834	0.0007256	0.000427975	0.000424391	0.000133955	0.000407694	0.000453919	0.000896258	3.67593E-05	0.000632009	0.000255647	0.000535745	0.000581489	0.000215004	0.000357925	0.000777853	0.000552373	0.000240747	0.000251636	0.000354994	0.000472933
ASV2013.Bacteroidales	0.001163724	0	0.000193077	0.000170619	0.000496379	5.48682E-05	0.000707768	9.82511E-05	0	0	2.94568E-05	0	2.66532E-05	0.000718197	0.000666445	0.000464414	0.000565451	0.000248077	0.000670136	0.001205061	0.00412086	0.002316967	0.000509269	0.000379541	0.000349452	0.000680878	0	0.000955742	0.000632009	0	0.00105006	0.000807624	0.000430009	0.000715849	0.001436037	0.000284077	0.000834591	0.001383996	0.000597885	0.000895195
ASV17120.Alphaproteobacteria	0.000280899	0	0.000137912	0	0	0.00013717	0	0	0	0	0	0	5.33063E-05	0.000329174	0.000424101	0.000441194	0.001979078	0	0	0	0.001560725	0.000177093	0	0.000401866	0.000247528	0.000261876	0	0	0.000808384	0.000790183	0.000857192	0.00038766	0.001505031	0.000426756	0.000678128	0.000189385	0.001235836	8.98699E-05	0.000784724	0.000168905
ASV13658.Ruminococcaceae_UCG.010	4.01284E-05	0.000184298	8.27472E-05	0.000307115	0	0.000493814	0.000126387	0	0	0	0.000206198	0.000193166	0	0.000448873	0.000696737	0.000464414	0.000251312	0.000937181	0.00084884	0.000448036	0.000260121	0.000398459	0.001052489	0.000379541	0.000364012	0.000698336	0.000736212	0.000624908	0.000529124	0.000511295	0.000214298	0.000355355	0.000401342	0.00015143	0.000498624	0.000394552	0.000513594	0.000754907	0.000840776	0.000388481
ASV13659.Ruminococcaceae_UCG.010	0	0.000138223	2.75824E-05	6.82477E-05	5.83976E-05	5.48682E-05	0.00010111	0	0	0	2.94568E-05	8.58516E-05	0	0.000718197	0.000302929	0.000278649	0	0.000303206	0.00031273	0.000556182	0.000205358	0.000236124	6.79025E-05	0.00011163	0.000465936	0.000314251	0.00083224	0.000404352	0.000264562	0.000278888	0.000600034	0.001033759	0.000401342	0.000481822	0.000438789	0.000868014	0.000224697	0.001024517	0.000168155	0.000118233
ASV15014.Ruminococcaceae_UCG.013	0.00024077	4.60745E-05	0.00068956	0.000272991	0.000262789	0.000219473	0	0.001244514	0	0	0.000382939	0.000171703	0.001066126	0.000149624	3.02929E-05	0.000116104	0	5.51283E-05	4.46758E-05	0.000169945	0	5.9031E-05	0.000186732	0.000669777	1.45605E-05	6.98336E-05	3.20092E-05	0	0.000191073	6.9722E-05	0.000278587	0	7.16681E-05	0	0.000259284	4.73462E-05	6.41993E-05	0.000215688	1.86839E-05	0.000101343
ASV11494.Ruminococcaceae	8.02568E-05	0.000276447	5.51648E-05	3.41239E-05	0.000379584	0.000164605	0.000328606	0.000131002	0	0	0.000176741	0.00015024	0.000133266	8.97747E-05	0.000181758	0.000208986	0.000659693	0.000385898	0.000290392	6.1798E-05	0.000219049	0.000383702	0.000169756	0.000334889	0.000101923	0.00010475	0.000224065	0.000220556	0.000411541	0.000209166	0.000514315	0.000581489	0	9.63643E-05	0.00015956	3.15642E-05	6.41993E-05	0.000215688	0.000224207	0.000219576
ASV13660.Ruminococcaceae_UCG.010	8.02568E-05	0.00041467	0.000220659	0.000170619	0.000291988	0.000438945	0.000353884	0.000327504	0	0	0.000117827	0.000107315	0.000159919	0.000329174	0.000121172	0.000116104	0.000471209	0.000275642	0.000201041	0.000108147	4.10717E-05	0.000147578	0.000594147	2.23259E-05	0.000116484	0.00033171	9.60277E-05	5.5139E-05	0.00020577	9.29627E-05	0.000214298	0.00019383	2.86673E-05	5.50653E-05	0.000219394	0.000236731	0.000320996	0.000395427	0.000168155	0.000185795
ASV15905.Kiritimatiellae_WCHB1.41	0.000120385	0.000368596	2.75824E-05	0	0	0.000192039	0.000126387	0	0	0	0	0.000450721	0	0	0	0	0.004492194	0.000606411	0.002859249	0.002780911	0.000397026	0.000191851	0	0	0.000567859	0.000733253	0.000768221	0.001323335	0	0.002509993	0.000557175	0	0.000745349	0.001459231	0.002453229	0.003282673	0.001043238	0.002408512	0.001251822	0.002330884
ASV3840.Prevotellaceae_UCG.001	0	0	0	0	0	0	0.001643032	0	0	0	0	0	0	0	0	0	0	0	8.93515E-05	0	0	0.000427975	0	0	0.001092037	0.000698336	0	0	0	0	0	0	0	4.1299E-05	5.98349E-05	0	0	0.00017974	0	0
ASV13663.Ruminococcaceae_UCG.010	4.01284E-05	0	2.75824E-05	0.000102372	0.000175193	0	2.52774E-05	0.000163752	0	0	5.89136E-05	0.000128777	0.000213225	0.000179549	0.000363515	0.00032509	0.000439795	0.000192949	0.000335068	0.000648879	0.000191668	0.000206609	0.000135805	0.00011163	0.000247528	0.00043646	0.000256074	0	0.000220468	0.000255647	0.000171438	0.000290745	0.000272339	0.000137663	0.000319119	0.000347206	9.62989E-05	7.18959E-05	0.000149471	0.000388481
ASV13664.Ruminococcaceae_UCG.010	8.02568E-05	0.000368596	2.75824E-05	0.000341239	0.000321187	0.00013717	5.05548E-05	6.55008E-05	0	0	0	8.58516E-05	7.99595E-05	0.000418948	0.000605859	0.000487635	0.000125656	0.000275642	0.000156365	0.00030899	0.00049286	0.000634583	0.000203707	0.000558148	0.000509617	0.000366627	0.000672194	0.000257315	0.000602613	0.000441573	0.000214298	0.00025844	0.000415675	0.000647018	0.000398899	9.46925E-05	0.000192598	0.00026961	0.000298942	0.000895195
ASV13665.Ruminococcaceae_UCG.010	0	0.000276447	0	0.000102372	0	2.74341E-05	7.58323E-05	0	0	0	2.94568E-05	0	0	0.000269324	0.000151465	0.000139324	9.42418E-05	0	6.70136E-05	7.72475E-05	2.73811E-05	8.85465E-05	1.69756E-05	8.93037E-05	7.28025E-05	0.00010475	0.000128037	7.35186E-05	0.000293958	4.64814E-05	6.42894E-05	0.000484574	0.000243672	4.1299E-05	0.000139615	0.000157821	9.62989E-05	0.000125818	5.60517E-05	0.000591166
ASV7917.Defluviitaleaceae_UCG.011	0.000521669	0.000783266	0.00068956	0.001126088	0.000700771	0.000877891	0.00068249	0.001539268	0	0.00011334	0.000412395	0.000686813	0.001385964	0.000508723	0.000424101	0.000464414	0.00015707	5.51283E-05	0	0.000123596	0	0.000162335	0.00027161	0.000267911	0.000101923	0.000226959	0	3.67593E-05	0.000249864	0.000185925	0.000214298	0.00025844	0.000186337	0.000385457	0.00011967	0.000362988	0.000144448	0.000287584	0.000168155	0.0003547
ASV18417.Izimaplasmatales	0.000521669	9.21489E-05	5.51648E-05	3.41239E-05	5.83976E-05	2.74341E-05	0.000859432	0.000131002	0	0	2.94568E-05	0.000128777	0.000293185	0.001705719	0.001666111	0.001741553	0.00015707	0.00099231	8.93515E-05	0.000154495	0.000177977	0	8.48781E-05	0.000379541	0.000131044	5.23752E-05	0.000128037	0	0.000146979	4.64814E-05	0.000171438	0	1.43336E-05	5.50653E-05	0	6.31283E-05	8.02491E-05	0.000161766	0.000130787	0.000202686
ASV13666.Ruminococcaceae_UCG.010	8.02568E-05	0	0	0.000238867	0.000145994	0	0	0	0	0	0.000441852	0.00015024	0.000133266	0.000179549	0.000181758	0.000162545	0.001005246	0.000165385	0.001072218	0.001591299	0.000547623	0.000974012	0.001425952	0.000513496	0.000771706	0.000750711	0.001280369	0.000624908	0.001264018	0.000743702	0.000964341	6.46099E-05	0.000802683	0.000357925	0.000319119	0.000473462	0.000497544	0.000197714	0.000354994	0.000912085
ASV6512.Clostridiales	0.000441413	9.21489E-05	0.000220659	0.000170619	2.91988E-05	0.000109736	0.000227497	3.27504E-05	0	4.53361E-05	0.000147284	0.000300481	0.000239878	0.000239399	0.000212051	9.28829E-05	0	0	0.000469096	0.00032444	0.000136906	0.000280397	0.000254634	0.000692103	0.000203847	5.23752E-05	0.000384111	0.000183797	0.000529124	0.001138793	0.000878622	0.000355355	0.000759682	0.002092482	0.000977303	0.000268295	0.001460533	0.000161766	0.000728672	0.000135124
ASV7174.Clostridiales_vadinBB60.	4.01284E-05	0	0.00011033	3.41239E-05	0.000379584	5.48682E-05	0.00010111	0.000163752	0	0	8.83704E-05	0.000107315	0.000213225	0.000269324	0.000121172	0.000208986	0.000376967	0.00033077	0.000156365	0.000169945	0.000177977	0	0	6.69777E-05	0.000247528	0.000226959	0.000256074	5.5139E-05	8.81873E-05	9.29627E-05	0.000107149	0.00012922	8.60018E-05	5.50653E-05	9.97248E-05	0.000110475	0.000112349	0.000233662	5.60517E-05	5.06714E-05
ASV17278.Burkholderiaceae	0	0	0	0	0	0	0	0	0.005110665	0.006845744	0	0	0	2.99249E-05	0	0	3.14139E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV4514.Rikenellaceae_RC9	0	0.000368596	2.75824E-05	3.41239E-05	0.000321187	0.000411511	0.000176942	3.27504E-05	0	0	0.000589136	2.14629E-05	0.000159919	8.97747E-05	0	2.32207E-05	0.000125656	0	0	0	0	2.95155E-05	0	0	0.000145605	0.000174584	0	5.5139E-05	0.000235166	2.32407E-05	0	0	8.60018E-05	0.000536887	0	0.000536591	0.000144448	0.000161766	0.000112103	0.0003547
ASV5209.Gastranaerophilales	0.000481541	0	0.00011033	0	0.000408783	0.00074072	5.05548E-05	0	0	0	0	0.000622424	0	0.001167071	0.001726697	0.001207477	0.000188484	0.000192949	0	0.000587081	0.001191079	0.000103304	0	0.00011163	0.00029121	0.000244418	0	0.000294074	8.81873E-05	0.001650088	0.001478656	3.2305E-05	0.001419029	0.000110131	0.00019945	0.000347206	0.000962989	0.000143792	0.000373678	0.000557385
ASV13669.Ruminococcaceae_UCG.010	0	0.000230372	0.00011033	0.000136495	8.75964E-05	5.48682E-05	0.000126387	0	0	0	0.000265111	0.000429258	0	0	3.02929E-05	0.000116104	6.28279E-05	0.000110257	0	0.000154495	0.000301192	0	0	0	2.9121E-05	6.98336E-05	0.000480138	0.000147037	2.93958E-05	0.000952868	0.000171438	0	0.000186337	0.000330392	3.98899E-05	0.000173603	0.000561744	1.7974E-05	5.60517E-05	6.75619E-05
ASV2017.Bacteroidales	0.000842697	4.60745E-05	0.000220659	0.000511858	0	0	0.000252774	0	0	0	0.000854248	0.000171703	0	0.000448873	0.000424101	0.000232207	0.000691107	0.000937181	0.002434829	0.000247192	0.000616075	0.000914981	0.001171318	0.000156281	0.00030577	0.000279334	0.000320092	0.000422732	0.000235166	9.29627E-05	8.57192E-05	0.001001454	0	0.000426756	0.00011967	0.000252513	0.000224697	0.000467323	0.000597885	0.000540495
ASV13670.Ruminococcaceae_UCG.010	4.01284E-05	4.60745E-05	2.75824E-05	6.82477E-05	0.000467181	0.0012071	0.000202219	0.000360254	0	0	0.000412395	0.000107315	0.000373144	0.000269324	0.000424101	0.000255428	0.000408381	0.000220513	0.000223379	0.000154495	0.000547623	0.000236124	0.000373464	0.000558148	8.73629E-05	8.7292E-05	0.001312378	0.000220556	0.000191073	0.00034861	0.000214298	0.000226135	0.000129003	0.00041299	0.00019945	0.000362988	0.000144448	0.000395427	0.000392362	0.000202686
ASV13671.Ruminococcaceae_UCG.010	0	0.000322521	8.27472E-05	0.000238867	5.83976E-05	0.000850457	0.000126387	6.55008E-05	0	0	0.000265111	0.000193166	0.000159919	0.000658348	0.000424101	0.000603739	0.000125656	0.000551283	0.000446758	0.000911521	0.000451789	0.000309913	0.000611122	0.000826059	0.001048355	0.000576127	0.00083224	0.000238935	0.00055852	0.001045831	0.000300017	0.00012922	0.000645013	0.000536887	0.000458734	0.000505027	0.000690142	0.000557193	0.000896827	0.000439152
ASV13259.Ruminococcaceae_UCG.005	0.000120385	0.000230372	8.27472E-05	6.82477E-05	0.000145994	0.00013717	0.000328606	0.000687758	0	0	0.000206198	8.58516E-05	0.000639676	0	0.000121172	4.64414E-05	9.42418E-05	0.000192949	0.000402082	0.000540733	0.000150596	0.000147578	0.000373464	0.000133955	0.000145605	0.000244418	9.60277E-05	0.000165417	0.000117583	0.000139444	0.000107149	0.000161525	0.000129003	8.2598E-05	3.98899E-05	3.15642E-05	8.02491E-05	7.18959E-05	3.73678E-05	3.37809E-05
ASV13672.Ruminococcaceae_UCG.010	0.000160514	0.000138223	0.00011033	0.000136495	0	0.000219473	0	0	0	2.2668E-05	0.000117827	6.43887E-05	0.000186572	0.000269324	0.000121172	4.64414E-05	0.000439795	0	0.000178703	0.000231743	0.000164287	0.00026564	0.000322537	8.93037E-05	0.000509617	0.000314251	0.000128037	0.000257315	0.000411541	0.000139444	6.42894E-05	0.000419964	0.000200671	0.000385457	0.000299174	0.000173603	0.000529644	0.000305558	5.60517E-05	0.000270247
ASV8219.Erysipelotrichaceae	0.000361156	0.000138223	0.000606813	0.000682477	0.000554777	0.000356643	0.000530826	0.000491256	0	4.53361E-05	0.000795334	0.000236092	0.000799595	0.000329174	0.000908788	0.00032509	6.28279E-05	0.000137821	8.93515E-05	6.1798E-05	5.47623E-05	0.000118062	8.48781E-05	0.000133955	4.36815E-05	0.000122209	0.000256074	0.000128658	0	2.32407E-05	0.000235728	3.2305E-05	1.43336E-05	4.1299E-05	0.000259284	0.000126257	1.60498E-05	0.000233662	0.000149471	8.44523E-05
ASV5964.Christensenellaceae_R.7.	0.000481541	9.21489E-05	0.00068956	0.000307115	0.000379584	0.000630984	0.000480271	0.000818759	0	0.000181344	0.000324025	0.000343407	0.000399797	0.000329174	0.000605859	0.000371531	0.000125656	0.000110257	0.000268055	0.000247192	0.000191668	0.000427975	0.000526244	0.000200933	0.00029121	0.000226959	0.000320092	0.000294074	0.000220468	0.000209166	0.000321447	0.00032305	0.00031534	0.000289093	0.000299174	0.000252513	0.000433345	0.000161766	0.000579201	0.000793852
ASV13674.Ruminococcaceae_UCG.010	0.000200642	0.000138223	0	3.41239E-05	0.000175193	0.00060355	0.000126387	9.82511E-05	0	0	0.000147284	6.43887E-05	2.66532E-05	0.000329174	0.000363515	0.000348311	0.000251312	0.00033077	0.000156365	0.000123596	0.00023274	0.000295155	0.000594147	8.93037E-05	0.000276649	0.000488835	0.000160046	0	0.00048503	0.000371851	0.000257158	0.000419964	0.000258005	0.000853512	0.000299174	0.000394552	0.000577793	0.000287584	0.001027615	0.000320919
ASV13675.Ruminococcaceae_UCG.010	0.000160514	0	0	6.82477E-05	0.000321187	0.000274341	0.00010111	0.000229253	0	0	0.000147284	0.000171703	0.000186572	0.000239399	0.000121172	0.000278649	0.000219898	0.000633976	0.000290392	0.000262642	0.000752981	0.000206609	0.000509269	0.000692103	0.000174726	0.00010475	0.000128037	0.000716806	0.00027926	0.00034861	0.000235728	9.69149E-05	0.000114669	0.000468055	0.000518569	0.000126257	0.000401245	0.000287584	0.000205523	0.000118233
ASV13676.Ruminococcaceae_UCG.010	0.000120385	0	2.75824E-05	0.000170619	0.000204391	0	0.000126387	0	0	0	2.94568E-05	6.43887E-05	0	0.000418948	0.000363515	0.000626959	0	0.000496155	0.000379744	0.000478935	0.000273811	0.000280397	0	0.000156281	0.000713464	0.000261876	0.000736212	0.000238935	0.000382145	0.000278888	0.000514315	0.000743014	0.000129003	0.000550653	0.000777853	0.000978489	0.001091388	0.000539219	0.000411046	0.000456043
ASV7643.Clostridiales_XII_AD3011	0.000601926	0.000368596	0.000441318	0.000170619	0.000145994	0.000576116	0.000227497	0.001244514	0	0.000317352	0.000795334	0.000321944	0.000639676	0.000389024	0.000454394	0.000603739	9.42418E-05	0.000137821	6.70136E-05	0.000154495	0.000123215	0.000177093	0.000101854	0.000156281	0.000101923	3.49168E-05	0.000128037	0.000202176	1.46979E-05	4.64814E-05	8.57192E-05	0	7.16681E-05	8.2598E-05	5.98349E-05	0.000142039	0.000128399	0.000341506	0.000280259	0.000202686
ASV18585.Mollicutes_RF39	0.000200642	4.60745E-05	0.000772307	3.41239E-05	0.000321187	8.23023E-05	7.58323E-05	0.000229253	0	2.2668E-05	0.000324025	0.000214629	0.000346491	0	0.000545273	6.96621E-05	0.000125656	0.000192949	8.93515E-05	0	5.47623E-05	0	3.39512E-05	4.46518E-05	4.36815E-05	5.23752E-05	0.000224065	0.000385973	2.93958E-05	0.000116203	2.14298E-05	6.46099E-05	0.000129003	0.000137663	7.97798E-05	7.89104E-05	4.81495E-05	7.18959E-05	0.000186839	3.37809E-05
ASV11497.Ruminococcaceae	8.02568E-05	0.000276447	0.000137912	0.000272991	0.000408783	8.23023E-05	0.000758323	0.000163752	0	0	0.000147284	0.000107315	0	8.97747E-05	3.02929E-05	4.64414E-05	0	5.51283E-05	0.000201041	4.63485E-05	4.10717E-05	8.85465E-05	0.000118829	0.00011163	8.73629E-05	3.49168E-05	6.40184E-05	3.67593E-05	0.000293958	6.9722E-05	0.000150009	0.000290745	2.86673E-05	8.2598E-05	7.97798E-05	6.31283E-05	1.60498E-05	7.18959E-05	1.86839E-05	0.000152014
ASV18586.Mollicutes_RF39	0	4.60745E-05	0.000661978	3.41239E-05	0.000116795	0.000109736	0	3.27504E-05	0	6.80041E-05	0	0.000193166	5.33063E-05	0.000508723	0.000272636	0.000139324	0.000314139	0.000523719	0	0.000169945	0	0.000221366	0	0.000223259	0	0.00010475	3.20092E-05	0	7.34894E-05	0.000116203	0.000235728	0.000226135	0.000186337	0	0	0.000236731	0.000192598	0	0	1.68905E-05
ASV11498.Ruminococcaceae	0.000401284	0.000276447	0.000248242	0.000375363	0.00072997	0.000301775	0.000454994	0.000786009	0	2.2668E-05	0.000382939	0.000386332	0.000639676	0.0001197	0	6.96621E-05	0.000345553	0.000303206	0.000111689	0.000123596	5.47623E-05	0.000191851	8.48781E-05	0.000200933	0.000131044	0.000226959	9.60277E-05	0.000110278	2.93958E-05	0	2.14298E-05	3.2305E-05	5.73345E-05	2.75327E-05	0.00019945	0.000189385	3.20996E-05	0.000125818	0.000130787	0.000101343
ASV11499.Ruminococcaceae	0.000401284	0.00041467	0.000358571	0.000375363	0.000379584	0.000164605	0.000631935	0.000196502	0	9.06721E-05	0.000471309	0.00036487	0.000293185	8.97747E-05	0.000181758	0.000116104	0.000188484	5.51283E-05	0.000156365	0.000139046	5.47623E-05	0.000162335	0.000152781	0.000133955	0.000101923	0.000192042	0.001280369	0.000110278	0.000191073	0.000232407	6.42894E-05	0.00032305	7.16681E-05	0.000178962	0.00011967	0.000157821	4.81495E-05	3.59479E-05	7.47356E-05	0
ASV11500.Ruminococcaceae	0.000601926	0.000645042	0.000496483	0.000409486	0.00023359	0.000356643	0.000505548	0.000360254	0	0	0.000765877	0.000772665	0.000799595	0.000448873	0.000545273	0.000626959	0.000502623	0.000165385	0.000670136	0.000478935	0.000301192	0.0010478	0.000492293	2.23259E-05	0.000334891	0.000296793	0.000160046	0.000220556	0.000617311	0.000185925	0.000557175	0.000226135	0.000215004	9.63643E-05	7.97798E-05	0.000315642	0.000144448	0.000395427	0.000467098	0.000337809
ASV18587.Mollicutes_RF39	8.02568E-05	9.21489E-05	0.000937802	0.000375363	0.000321187	0.00074072	0.000353884	0.000163752	0	2.2668E-05	0.000206198	0.00015024	0.000186572	0.000269324	0.000424101	0.000208986	0.000973832	0	0.000446758	0.000154495	6.84528E-05	7.37888E-05	0	8.93037E-05	0	0	0.00041612	0	0.000249864	4.64814E-05	0.000128579	0.000226135	8.60018E-05	2.75327E-05	0.00019945	0.000157821	0.000208648	0	0.000112103	0.000101343
ASV13260.Ruminococcaceae_UCG.005	0.000722311	0.000322521	0.000137912	0.000170619	0.000350385	0.000384077	0.000278052	0.000196502	0	0	2.94568E-05	0.000214629	0.000133266	0.000299249	0.000302929	0.000394752	0.000282725	0.000165385	0.00084884	0.000525283	0.000301192	0.000974012	0.000780879	0.000357215	0.000364012	0.00033171	0.000224065	0.000220556	0.000293958	0.000395092	0.000257158	0.00032305	0.000186337	0.000165196	0.000359009	0.000362988	0.000208648	0.000215688	0.000392362	0.000422262
ASV18330.Anaeroplasma	0	0	5.51648E-05	0.000102372	0	0	0	0	0	0	0	4.29258E-05	0	0.000149624	0	0.000116104	0	0.000220513	4.46758E-05	0	0	0	5.09269E-05	0	1.45605E-05	0	0	0.000110278	0.000602613	0.00034861	0.000128579	0.001227588	0	0.000275327	0.000179505	0.000126257	1.60498E-05	0.000431375	5.60517E-05	3.37809E-05
ASV13677.Ruminococcaceae_UCG.010	0	0	0	0.000102372	2.91988E-05	0.00013717	0	0	0	0	0	0.00015024	0	0.000538648	0.000696737	0.000696621	0.000628279	0.000716668	0.001228584	0.000478935	0.000260121	0.000649341	0.00108644	0.001652118	0.000975553	0.001117338	0.002688774	0.00051463	0.000308656	0.002463512	0.001350077	0.002196737	0.000458676	0.000302859	0.001037138	0.000962707	0.000754341	0.001024517	0.002148649	0.001672156
ASV13678.Ruminococcaceae_UCG.010	8.02568E-05	0.000184298	0	0.000341239	0.000437982	0.000493814	0	0.000458505	0	0	0.000147284	0.00036487	0.000373144	0.000239399	6.05859E-05	0.000417973	0.000911004	0.000441026	0.00031273	0	0.00047917	5.9031E-05	0.000322537	0.000290237	0.000218407	0.000139667	0.000384111	0	0.00097006	0.00102259	0.000728613	0.000872234	0.000358341	0.000633251	0.000259284	0.000426116	0.000337046	0.000521245	0.000224207	0.000320919
ASV13680.Ruminococcaceae_UCG.010	0	9.21489E-05	0	0.000307115	8.75964E-05	0.000246907	0.000278052	0	0	0	0.000176741	0.000107315	7.99595E-05	0.000359099	0.000605859	0.000510856	0.000219898	0.000192949	0.000692474	0.000216293	0.000342264	0.000280397	0.000322537	0.000714429	0.001033795	0.000628503	0.000448129	0.000330834	0.000808384	0.000790183	0.000728613	0.001292198	0.00047301	0.000702083	0.000718018	0.000678629	0.000834591	0.000988569	0.000803408	0.000810742
ASV4208.Rikenellaceae_dgA.11	0.001324238	0.001474383	0.00057923	0.000307115	0.000496379	0.001783216	0.001339703	0.000393005	0	0.000272016	0.000441852	0.000536573	0.000319838	0.000568573	9.08788E-05	0.000580518	0.001696353	0.003445519	0.001139232	0.000509834	0.00169763	0.000811676	3.39512E-05	0.000803733	0.0023588	0.001990258	0.000896258	0.001709307	0	0.000488054	0.000814332	0.000484574	0.000358341	0.000660784	0.000279229	0.000568155	0.000497544	0.000287584	3.73678E-05	0.000658728
ASV15016.Ruminococcaceae_UCG.013	0.000401284	0.000138223	0.000303406	6.82477E-05	0.000291988	0	2.52774E-05	0	0	0	0.000382939	0.000107315	7.99595E-05	2.99249E-05	0	4.64414E-05	3.14139E-05	0.000413462	0.000513771	0	0.000136906	2.95155E-05	6.79025E-05	4.46518E-05	0.000131044	5.23752E-05	0	9.18983E-05	2.93958E-05	0	0.000107149	9.69149E-05	5.73345E-05	0.00015143	3.98899E-05	9.46925E-05	0	5.39219E-05	0.000130787	5.06714E-05
ASV12939.Ruminiclostridium_6	8.02568E-05	0.000276447	5.51648E-05	0	0.000116795	0	0.00010111	0	0	0	0	0	0.000106613	0.000209474	0.000181758	0.000255428	6.28279E-05	5.51283E-05	0.000223379	7.72475E-05	0.000164287	0.000354186	0.000101854	8.93037E-05	7.28025E-05	0.000226959	0.000352101	0.000312454	8.81873E-05	0.000116203	6.42894E-05	0	0.000272339	4.1299E-05	7.97798E-05	0.000126257	6.41993E-05	0.000197714	0.000149471	8.44523E-05
ASV13681.Ruminococcaceae_UCG.010	0	0	5.51648E-05	0	0	0	0	0	0	0	0	0.000128777	5.33063E-05	0.000239399	0	9.28829E-05	0	8.26925E-05	0	0.000262642	0.000177977	5.9031E-05	0.000169756	0.000156281	0.000815388	0.000541211	0.000224065	0	0	0.000139444	0.000107149	0	7.16681E-05	1.37663E-05	0.000239339	1.57821E-05	0.000128399	0.00026961	3.73678E-05	5.06714E-05
ASV7176.Clostridiales_vadinBB60.	8.02568E-05	4.60745E-05	2.75824E-05	6.82477E-05	0.000262789	5.48682E-05	5.05548E-05	6.55008E-05	0	0	5.89136E-05	0.000107315	0.000106613	0.000149624	0.000121172	0.000139324	0.000251312	0.000220513	4.46758E-05	6.1798E-05	0.000273811	0.000236124	0.000882732	0.000558148	0.00029121	0.000174584	0.000480138	0.000110278	0.000514426	0.00032537	0.000407166	0.000355355	0.000229338	0.000344158	0.000139615	0.000142039	0.000369146	0.000377453	0.000261575	0.000135124
ASV5966.Christensenellaceae_R.7.	0.000321027	0	0.000634395	0.000272991	0.000116795	0.00013717	2.52774E-05	3.27504E-05	0	2.2668E-05	0	4.29258E-05	2.66532E-05	0.000209474	0.000242343	0.000139324	0.00015707	0.000358334	6.70136E-05	1.54495E-05	4.10717E-05	8.85465E-05	0.000101854	2.23259E-05	0.000364012	0.00043646	6.40184E-05	0.000404352	5.87915E-05	0.000255647	0.000107149	0	2.86673E-05	4.1299E-05	0	0	6.41993E-05	7.18959E-05	0	8.44523E-05
ASV13682.Ruminococcaceae_UCG.010	0	0.000691117	5.51648E-05	6.82477E-05	0	8.23023E-05	0.000404439	3.27504E-05	0	0	0.000294568	0.000171703	2.66532E-05	0.000418948	0.000272636	0.000185766	0.000345553	0.000413462	0.000826502	0.000401687	0	0.000472248	0.000729952	0.000870711	7.28025E-05	0.000244418	0.000128037	0.000257315	0.000117583	0.000441573	0.000407166	3.2305E-05	0.000702348	0.000357925	0.00019945	0.000520809	0.000272847	7.18959E-05	0.000653937	0.000219576
ASV13683.Ruminococcaceae_UCG.010	0	9.21489E-05	0.00011033	0.000238867	2.91988E-05	0.000219473	0.000252774	0	0	0	5.89136E-05	0	7.99595E-05	0.000389024	0.000302929	0.000301869	0.000376967	0.000578847	0.000446758	0.000185394	0.000397026	0.000177093	0.000390439	0.00049117	0.000262089	5.23752E-05	0.000544157	0.000367593	0.000499728	0.000464814	0.000385736	0.000549184	0.000530344	0.000784681	0.000698073	0.000473462	0.00085064	0.000790855	0.000448414	0.00074318
ASV11501.Ruminococcaceae	0.00152488	0.001382234	0.001186043	0.000853097	0.001138753	0.002386766	0.001845252	0.001080762	0	0	0.001089902	0.001781422	0.002372131	0.000149624	0.000666445	0.000394752	0.000125656	0.000137821	0.000134027	0.000247192	2.73811E-05	0.000206609	0.000152781	0.000156281	0.000116484	0.000296793	9.60277E-05	0.000275695	0.000352749	0.00034861	0.000407166	9.69149E-05	0.000200671	0.000440523	0.000139615	0.000284077	4.81495E-05	0.000287584	0.000373678	0.000236467
ASV19345.Akkermansia	8.02568E-05	4.60745E-05	0.000468901	0	0.000204391	0	0.000581381	0.001179014	0	0	0.000500766	0	0.001385964	0.001017446	0.001211717	0.000743063	6.28279E-05	0	0.007192798	0.000355339	0.003682762	0.004633934	0.000135805	0.00109397	0.000669783	0.000453919	0.000192055	3.67593E-05	5.87915E-05	0.000418332	0.000385736	0.000452269	0.000301006	0.000275327	0.000418844	0.000268295	0.000353096	0.000305558	0.000467098	0.001030318
