region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV13515.Ruminococcaceae_UCG.010	7.55287E-05	8.51837E-05	0.000177541	0.000260417	7.89188E-05	0.000291852	0.00014797	6.32644E-05	0.000121089	0.000233324	0	9.87498E-05	2.75626E-05	0	5.78687E-05	0.000146117	8.12374E-05	2.14339E-05	0	4.2746E-05	0.000606837	0.000657815	0.000161493	0.000543971	0.000577437	0.001214375	8.89063E-05	0.000150841	0.000460329	0.000317668	0.000273257	0.000260068	0.001027238	0.001299801	0.000530786	0.000555247	0.000209453	0.000328308	0.001686413	0.001999277	0.000823638	0.000833641	0.000736547	0.000448567	0.001004237
ASV11447.Ruminococcaceae	2.51762E-05	0.000425919	0.000384672	0.000115741	0.000887837	0	0.00128945	0.000274146	0.000136225	0.000129624	0.000334435	0.000315999	0.000303189	0.000407876	0.000173606	0.000462704	0.000682394	0.000685886	0.001693064	0.000256476	3.37132E-05	0.001023267	0.000193792	0.000241765	4.81197E-05	0	0.001867032	0.000339392	0.000690494	0	0.000290335	0	2.20911E-05	0	0	1.26193E-05	0	0	0.0001715	0.000225907	0.000171591	4.80947E-05	0	0	3.13824E-05
ASV13516.Ruminococcaceae_UCG.010	0.000453172	0.000567891	0.000355082	0.000144676	0.000157838	0.000846369	0.000359355	0.000695909	0.000529765	0.000233324	9.83632E-05	1.975E-05	0.00052369	0.000370796	0.000318278	0.000389645	0.000422435	0.000128604	0.00021846	0.000256476	0.000910256	0.000535997	0.000290688	0.000543971	0.000745856	0.001100527	0.000337844	0.001678105	0.000789136	0.00088241	0.00187864	0.000520135	0.000430777	0.000286195	0.000405073	0.000441674	0.000404943	0.000424065	0.000643124	0.000756789	0.000960911	0.000320631	0.000996505	0.001244411	0.001412208
ASV13240.Ruminococcaceae_UCG.005	0	0	8.87705E-05	0	1.97297E-05	0	0.00014797	0	0	0.00090737	0	0	0	0	5.78687E-05	0	0	0	0	0.000128238	0.000134853	2.43635E-05	6.45974E-05	0.000151103	0.000409018	7.58984E-05	3.55625E-05	0	0	0	0	0	0	0.000488916	2.79361E-05	3.78578E-05	0.000921595	0.00112172	5.71665E-05	0.00016943	0.00020591	0	0	0	3.13824E-05
ASV5925.Christensenellaceae_R.7.	0.000251762	0.000369129	0.002308034	0.003356481	0	0.00090474	0.00300167	0.00318431	0.000877897	0.000207399	0.00037378	7.89999E-05	0.000385877	0.000704513	0.001070571	0.001412464	0.00025996	0.000450113	0.002730748	0.002821236	0.001112535	0.001169448	0.000839766	0.00048353	0.000697736	0.000569238	0.002009282	0.000414813	3.28807E-05	0.001870709	0.004816149	0.001020265	0.000353458	0.002468429	0.000754274	0.001804553	0.001577882	0.000519822	0.000714582	0.000960105	0.000411819	0.000689357	0.00062101	0.001982376	0.00065903
ASV4129.Alistipes	0.00020141	0.00229996	0	0	1.97297E-05	0.00577866	0.000591879	0.004112189	0	0	0.000413126	0	0.000137813	0.002373095	0.000983768	7.30585E-05	0.000357445	0.001628979	0	0.007523297	0	0	0.037078906	0	0	0	0	0	0	0	0	0	0	0	0	1.26193E-05	0	0	0	1.12954E-05	0	0	0	0	0
ASV11448.Ruminococcaceae	0.000151057	0.000880232	0.000207131	0.000434028	0.000197297	0.000262666	0.000486186	0.000843526	0.00039354	0.000492573	0.000944287	0.0001185	0.000275626	0.000222478	0.000231475	0.000243528	0.000617404	0.000664452	0	0.00064119	0.000775403	0.000389816	0.000129195	0.000574192	0.000529317	0.001100527	0.000373406	0.000339392	0.000131523	0.000352964	0.000307414	0.00054014	2.20911E-05	0.00054854	0.000363169	0.000126193	0.000349089	0.000150475	5.71665E-05	0.000158135	0.000137273	0.000176347	8.66526E-05	0.000274928	0.000188294
ASV5926.Christensenellaceae_R.7.	0.000377644	0.000653075	0.001124427	0.000231481	0.000256486	0.000554518	0.000359355	0.000780261	0.000711399	0.000985145	0.000550834	0.0002765	0.000385877	0.000407876	0.000173606	0.000316587	0.000454929	0.000835923	0.000245767	4.2746E-05	0.000775403	0.000243635	0.000290688	0.001359927	0.000216539	7.58984E-05	0.000586781	0.000867335	9.8642E-05	0.001429504	0.001297969	0.001020265	0.000121501	0.000214646	0.000544754	0.000239766	0.000656287	0.00057454	0.00087179	0.001073058	0.001235458	0.000673325	0.00062101	0.00133123	0.000470736
ASV15518.Ruminococcus_1	0.000226586	5.67891E-05	8.87705E-05	0.000607639	0.012922956	0	0.002832562	0.003816955	0.000847624	0.000492573	0.000118036	0.00021725	0.001295444	0.000259557	2.89343E-05	0.003092809	0.000731137	0.001007395	0	0.002180046	0.000134853	0.000438543	0.002939182	0.000876398	0	0.002163106	0.001493625	0	6.57614E-05	0.001147133	0.001332126	0.000520135	0.001966112	0.000655863	0.003799307	0.000138812	0.001396356	0.001258515	0.002872619	0.004913478	0.006074333	0.001747439	0.000389937	0.002112605	6.27648E-05
ASV13518.Ruminococcaceae_UCG.010	0.000100705	0	0	5.78704E-05	7.89188E-05	0	0.000274801	0	0.000242178	0	7.86906E-05	0.000572749	5.51253E-05	0.000482035	0	0	3.2495E-05	2.14339E-05	0	0	0.000134853	0.000146181	0.000322987	0.001571472	0.000312778	0.001062578	0.000764594	0.000490233	0.001282346	0.000476501	6.83142E-05	6.00156E-05	0.000695871	0.000715487	0.000167616	0.000302862	0.000139636	4.10385E-05	0.000800332	0.000993991	0.000411819	0.000368726	0.00226741	0.000651145	0.000376589
ASV13519.Ruminococcaceae_UCG.010	0.000276939	0	5.91804E-05	0.000260417	0.000177567	0	0.00014797	0	0.000272451	0	0.000472144	0.0001185	0	0.000111239	2.89343E-05	0.000413998	3.2495E-05	2.14339E-05	0	0.000170984	0.000337132	0.000267999	0.000355286	0	0.000360898	3.79492E-05	0.000177813	0.000301682	0.000328807	0.00019413	5.12356E-05	8.00208E-05	0.000254048	0.000131173	0.001857749	8.83348E-05	0	0	5.71665E-05	1.12954E-05	0.000377501	0.000657294	0.000187747	0.000868194	0.000533501
ASV13520.Ruminococcaceae_UCG.010	0.000100705	0.00031234	0	0	0.000217027	0	6.34156E-05	0	4.54084E-05	0	0.000137709	7.89999E-05	2.75626E-05	7.41592E-05	0	9.74113E-05	0.000454929	8.57357E-05	0	0	0.00074169	9.7454E-05	0.000161493	0.000120882	0.000818035	0	0.000106688	0.000339392	0.000854898	0	0.000102471	4.00104E-05	0	0.000155022	0.000586658	0.000643582	0	0	8.57498E-05	4.51814E-05	0.000686365	6.41262E-05	0.000880968	0.000144699	9.41472E-05
ASV9166.Lachnospiraceae	0.000176234	0.000141973	0.000207131	0.000405093	0.000217027	0.000496148	0.000253662	0.00033741	7.56807E-05	0	0.000452471	0	0.000220501	0.000148318	0.000115737	0.000633173	0.00012998	0.000300075	0.000709995	4.2746E-05	0.000134853	0.000170545	0.000226091	0	0.000168419	0.000455391	0.000124469	0.000546798	0.000526091	0.000229427	0.000426964	0.00050013	0.000541233	4.76991E-05	8.38082E-05	0.000492151	0.00019549	6.83976E-05	0.000100041	0.000225907	0.000343183	0.000496978	0.000534358	0.000144699	0.000502118
ASV4048.Prevotellaceae_UCG.004	0.001560926	0	0	0.000318287	0	0.001225776	0.000908956	0	0.00585769	2.59249E-05	1.96726E-05	0	0	0.000630353	0.001967536	0	0	0	0.005980339	0.00106865	0.000539411	0	0	0.001420369	0	0.00098668	0	0.00247002	0	0.004888552	0.000392807	0	0.000143592	0.000119248	2.79361E-05	0.001552168	0.000656287	0.000519822	0.000285833	0.00065513	0	1.60316E-05	5.77684E-05	0.000260458	0.000847325
ASV13521.Ruminococcaceae_UCG.010	0.000100705	2.83946E-05	8.87705E-05	0	3.94594E-05	0.000262666	8.45541E-05	4.21763E-05	0	0	5.90179E-05	0	0	3.70796E-05	0	0.000121764	6.49899E-05	6.43018E-05	0	0	0.000809116	0.00146181	9.68961E-05	0	0.000216539	0.000265645	7.1125E-05	0.000131986	0.000361687	0	0	0.000160042	0.001159785	0.000608164	0.000628562	0.000530009	0.000712141	0.000984925	0	3.38861E-05	3.43183E-05	8.01578E-05	0.000245516	0.000535386	9.41472E-05
ASV3476.Prevotellaceae	0.000352467	0.00068147	0.007930167	0.001967593	0.003807833	0.000379407	0	0	0.001104939	0	0.000570507	0.009302234	0.006945784	0	0.002835566	0	0.00038994	0.006237274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7160.Clostridiales_vadinBB60.	0	5.67891E-05	5.91804E-05	2.89352E-05	3.94594E-05	0.000262666	4.2277E-05	0	0	0	1.96726E-05	0	0.000137813	3.70796E-05	5.78687E-05	0	0.000113732	0	0.001419989	0	0.000707977	4.8727E-05	0.000516779	0.000271985	0.000433077	0.000303594	0.000355625	1.88551E-05	9.8642E-05	0	1.70785E-05	0.000180047	0.000243003	0.000286195	0.000251425	6.30963E-05	4.18907E-05	4.10385E-05	0.000314416	0.000225907	0.000446137	0.001090145	0.000938737	0.001794267	0
ASV13522.Ruminococcaceae_UCG.010	0.000427996	0.000113578	0	8.68056E-05	0.00132189	8.75555E-05	0.000169108	6.32644E-05	3.02723E-05	0	0.001121341	0.000908498	0.000248064	0	0	7.30585E-05	4.87424E-05	0.000300075	0	0	0.000134853	7.30905E-05	0.000419883	9.06618E-05	2.40599E-05	0.000113848	0	0.000245117	0.000131523	0	0	0.000360094	0	4.76991E-05	0.000321265	0.000151431	0	0	0.000271541	0.000135544	0	0	0.000202189	0.000491976	0.000502118
ASV15519.Ruminococcus_1	0.001863041	0.000170367	0.00497115	0.004021991	0.000138108	0	0.00342444	0.001328553	0.004798159	0	9.83632E-05	0.001046748	0.000468565	0.001779821	0.001475652	0.004042569	0.000276207	0.001457507	5.4615E-05	0.000128238	0	0	0.000968961	0	0	0.001404121	0.000942407	0	0.000197284	0	8.53927E-05	0.000420109	0.000287185	0.000345819	9.77763E-05	0.002839332	0	0	0.000457332	0.000869742	0	0.00072142	0	0.000665615	0.004927036
ASV4422.Rikenellaceae_RC9	0	0	0	0.000144676	0	0.000496148	0	0.000358499	0	2.59249E-05	0.000177054	1.975E-05	0	3.70796E-05	0.00046295	0.000706232	0.003379476	0	0.002621518	0.00042746	0.000404558	0	9.68961E-05	3.02206E-05	9.62394E-05	0.000303594	1.77813E-05	3.77102E-05	0.000295926	3.52964E-05	8.53927E-05	8.00208E-05	1.10456E-05	0.000107323	1.3968E-05	3.78578E-05	2.79271E-05	2.7359E-05	0	0	0.000137273	1.60316E-05	7.22105E-05	0.000101289	0
ASV5185.Gastranaerophilales	0.000251762	0.000198762	0.000177541	0	0.000710269	2.91852E-05	0.000359355	2.10881E-05	3.02723E-05	0.000207399	0.000118036	0	0.000248064	0.000444955	2.89343E-05	0	3.2495E-05	2.14339E-05	0	0.000128238	0.00010114	7.30905E-05	0.000387584	3.02206E-05	9.62394E-05	0.001442071	0.0002845	0.000188551	0.000657614	0.000529446	0	0.000940244	0.001060375	0.000560465	0.000698402	0.002145273	0.000377016	0.000341988	0.00087179	0.001005286	0.002505234	0.00506597	0.000563242	0.002127075	0.000470736
ASV13241.Ruminococcaceae_UCG.005	5.03525E-05	0.000965415	0.002929427	0	0.000394594	0.000175111	2.11385E-05	8.43526E-05	6.05446E-05	0	0.002104973	0	0.001074943	0	0.001678192	0.000194823	0.000227465	0.002143393	0	0	3.37132E-05	0.000292362	0.000129195	0	0.000120299	0.000113848	1.77813E-05	3.77102E-05	3.28807E-05	8.8241E-05	6.83142E-05	4.00104E-05	0	0	0	0.000201908	0	1.36795E-05	0.000571665	0.000982696	0	1.60316E-05	0	5.78796E-05	0
ASV17401.Mailhella	0.001208459	0.001050599	0.000473443	0.000520833	0.000315675	0.001254961	0.000507324	0.00090679	0.000257315	0.001996215	0.00029509	0.000375249	0.000799316	0.000222478	0.00046295	0.000974113	0.000243712	0.000342943	0.000573457	0.000598444	0.001820511	0.001071994	0.000419883	0.000725295	0.001058634	0.001062578	0.000675688	0.001150162	0.000394568	0.001906006	0.001332126	0.001180307	0.000287185	0.000572389	0.000698402	0.000239766	0.000446834	0.000478783	0.000400166	0.000463109	0.000343183	0.000352694	0.000361053	0.000723495	0.000251059
ASV13523.Ruminococcaceae_UCG.010	7.55287E-05	5.67891E-05	2.95902E-05	2.89352E-05	0	0.000175111	6.34156E-05	0.000126529	6.05446E-05	0.000648122	0.000885269	1.975E-05	5.51253E-05	3.70796E-05	5.78687E-05	7.30585E-05	3.2495E-05	0.000128604	0	0	0.000168566	0.000243635	0.000161493	0.000271985	0.000336838	0.000113848	0.000213375	1.88551E-05	0.000361687	0.000141186	0.000290335	0.000140036	0.000585415	0.000166947	0.000670466	0.003533391	0.000293235	0.000492463	0.000471624	0.000734198	0.000755002	0.001298556	0.001357558	0.000463037	0.001223913
ASV12937.Ruminiclostridium_6	5.03525E-05	5.67891E-05	8.87705E-05	2.89352E-05	0.000315675	0	4.2277E-05	4.21763E-05	6.05446E-05	5.18497E-05	5.90179E-05	0.000315999	0.000606378	7.41592E-05	2.89343E-05	0.000146117	0.00019497	0.00010717	0	0.00021373	3.37132E-05	0.000194908	0.001098156	0.000211544	0.000192479	0.000227695	0.000373406	0.000150841	0.000460329	0.000105889	0.000290335	4.00104E-05	2.20911E-05	0	0	1.26193E-05	0.000209453	0.000109436	0	4.51814E-05	3.43183E-05	0.000368726	0.000288842	0	0.000564883
ASV18572.Mollicutes_RF39	0.000805639	0.000425919	0.000591804	0.000289352	0.000236756	0.000496148	0.000613017	0.000885702	0.000802216	0.001944365	0.00037378	0.000730749	0.000799316	0.000630353	0.001851798	0.000754938	0.000649899	0.001628979	0.000273075	0.001025904	0.000370845	0.000438543	0.000226091	0.000362647	0.001010514	0.00049334	0.0008535	0.000113131	0.000591852	0.000547094	0.000563592	0.000440114	4.41823E-05	1.19248E-05	0.000363169	8.83348E-05	0.00039098	0.000164154	0.000443041	0.000192021	3.43183E-05	1.60316E-05	0.000404379	0.000159169	0.000188294
ASV3876.Prevotellaceae_UCG.003	0	0	0	0	0.001479728	0	0	0	0	0	0.002124646	0.002527996	0.003528017	0	0	0	0	0.000257207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV13524.Ruminococcaceae_UCG.010	2.51762E-05	0.000198762	0	0	0	0	8.45541E-05	0.000105441	3.02723E-05	0	7.86906E-05	1.975E-05	5.51253E-05	0.000111239	0	2.43528E-05	0.000243712	0	0	0	0.00074169	0.000341089	0.000387584	0.001752795	0.001058634	0.000417441	0.000835719	0.000791915	0.000558971	3.52964E-05	0.000153707	0.000340088	0.000784236	0.000298119	2.79361E-05	0.00135026	0.000949522	0.001272195	0.001271956	0.001355442	0.001715913	0.000705388	0.001227579	0.000434097	3.13824E-05
ASV5927.Christensenellaceae_R.7.	0.000503525	0.000851837	0.001035656	0.001880787	0.000611621	0.000408592	0.001585389	0.000674821	0.000771944	0.002696186	0.000491816	0.001481247	0.000606378	0.00092699	0.000723359	0.000925407	0.000552414	0.001350338	2.73075E-05	0.00085492	0.001146248	0.000170545	0.000839766	0.000423089	0.000481197	0.000796934	0.002400469	0.000716494	0.001380988	0.002029543	0.002886274	0.000800208	0.000419732	0.001037456	0.001257124	0.000492151	0.000712141	0.000588219	0.00070029	0.000824561	0.000411819	0.000593167	0.000231074	0.000651145	0.00065903
ASV11449.Ruminococcaceae	0.000453172	0.000908626	0.001864181	0.000578704	0.001262701	0.000175111	0.000697571	0.000632644	0.000665991	0.001944365	0.000609852	0	0.000606378	0.000815751	5.78687E-05	7.30585E-05	0.001169819	0.000342943	0.00021846	0.00021373	6.74263E-05	7.30905E-05	3.22987E-05	0.000151103	0.000360898	0.001669766	0.00014225	0.000395957	0.000230165	0.000352964	0.000290335	0.00046012	6.62734E-05	8.34734E-05	9.77763E-05	3.78578E-05	0.000893668	0.000971246	0.000428749	0.000372747	0.000720684	6.41262E-05	0.000129979	0.000998423	0.000251059
ASV3386.Paludibacteraceae	0	0.000340735	5.91804E-05	0	0.002130808	0	0	0	7.56807E-05	0	0.002616462	0.002725495	2.75626E-05	0	8.6803E-05	0	6.49899E-05	0.001007395	0	0	0	0	0	0	0	0	0	0	0	0	3.41571E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV13526.Ruminococcaceae_UCG.010	0	2.83946E-05	0	0	0	0	0.000380493	0	9.08169E-05	2.59249E-05	0.000236072	1.975E-05	0	3.70796E-05	2.89343E-05	0	6.49899E-05	2.14339E-05	0	8.5492E-05	0.000471984	0.001486174	0.000613675	0.000271985	0.000409018	0.000645137	0.000106688	0.000414813	0.000263045	5.29446E-05	0.000102471	0.000520135	0.000629598	0.000238496	0.000349201	0.000883348	0.001968861	0.001723619	0.001629246	0.001581349	0.002265006	0.000705388	0.001213137	0.000419627	0.000910089
ASV13527.Ruminococcaceae_UCG.010	0.000100705	0	2.95902E-05	0	0	0	0.000105693	4.21763E-05	0.000105953	0	5.90179E-05	0	0	7.41592E-05	0	0	0	0	0	8.5492E-05	0.000235992	0.000365453	0.00025839	0.000695074	9.62394E-05	7.58984E-05	0.000248938	9.42756E-05	0.000624733	0.000529446	0.000648985	0.000300078	6.62734E-05	2.38496E-05	0	7.57155E-05	5.58542E-05	0.000205193	0.000114333	0.00014684	0.000446137	0.000496978	0.0002744	0.000159169	0.000219677
ASV5186.Gastranaerophilales	5.03525E-05	0.000738259	0.000177541	0.000491898	7.89188E-05	0.002218071	0.000232524	0.000421763	0.000136225	0	0.000354108	0	0.00041344	3.70796E-05	0.000289343	0.000121764	0.000666147	0	0	4.2746E-05	3.37132E-05	4.8727E-05	0.000516779	0.000695074	0.000240599	0.000341543	0.000693469	0	0	0	0.000170785	0.000160042	0.000762145	0.000143097	0.00013968	0.001085256	0.000921595	0.00084813	2.85833E-05	0	0.000617729	0.000529041	0.000202189	0.000463037	0.001977091
ASV5928.Christensenellaceae_R.7.	0.000956697	0.002612301	0.001154017	0.001273148	0.000868107	0.00102148	0.000697571	0.000843526	0.00105953	0.001218469	0.001652502	0.003041495	0.001708883	0.001557344	0.000810162	0.001047171	0.001543511	0.002636373	0	0.000512952	0.000404558	0.000462907	0.000516779	0.000543971	0.000409018	0.000607188	0.000497875	0.000754205	0.001085062	0.00127067	0.001776169	0.001280333	0.000463914	0.000214646	0.000810146	0.000302862	0.000460797	0.000533501	0.00061454	0.000259793	0.000240228	0.000448883	0.000129979	0.000390687	0.00065903
ASV13422.Ruminococcaceae_UCG.009	0.00060423	0.000823443	0.000236721	0.000202546	0.000355135	0.000437777	0.000528463	0.000274146	0.000227042	0.00292951	0.00029509	1.975E-05	0.000192938	0.000482035	0.000723359	0.000292234	0.000584909	0.000514414	0.000136537	0.00128238	0.00064055	0.000682178	0.000161493	0.000634633	0.000721796	0.000113848	0.001635875	0.000791915	0.001545392	0.000547094	0.00163954	0.000920239	0.000309276	5.96239E-05	0.000558722	0.001463833	0.000614396	0.000451424	0.000471624	0.000384042	0.000446137	0.000368726	0.000880968	0.000520916	0.000439354
ASV13423.Ruminococcaceae_UCG.009	0.000629406	0.004543131	0.000503033	0.001302083	0.001381079	0.000612888	0.000887818	0.001328553	0.000499493	2.59249E-05	0.002242682	0.000730749	0.003142141	0.000222478	0.000405081	0.00034094	0.001494768	0.003386561	0	0.000384714	0.000573124	0.000121818	3.22987E-05	0.000362647	0	0.000151797	0.000160031	0.000980466	0.000657614	3.52964E-05	0.000683142	0.000820213	0	0	0.005182143	8.83348E-05	4.18907E-05	4.10385E-05	0.000142916	0.000417928	0	0.000144284	0	0.000752435	0.000313824
ASV16864.Victivallales_vadinBE97	0.000125881	0.000198762	0.000236721	0.000173611	0	0.000175111	0.000232524	0	0.00019677	0	0.000354108	0	0.000330752	0.000185398	8.6803E-05	0.000633173	0.00012998	0	0	0	0.00064055	0.000438543	0.001195052	0.000151103	0.000120299	0.000721035	0.000729031	0.000546798	0.000558971	0	0.000102471	0.00046012	0.004396138	0.000166947	0	0.002448135	0.000418907	0.000424065	0.000814623	0.000417928	3.43183E-05	0.000432852	0.000418821	0.000332808	0.000313824
ASV4424.Rikenellaceae_RC9	0.000453172	0.003833267	0.001301968	0.000260417	1.97297E-05	0	0.00128945	2.10881E-05	0.000635718	0.002566562	0.000452471	0.000888748	0.000826879	0.000593274	0.000115737	4.87056E-05	0.000357445	0.000321509	0.002020754	0	0.000370845	0.000292362	0.000290688	0.000453309	0.000721796	7.58984E-05	0.00099575	0.00073535	0.001709795	0.000105889	0.000853927	0.000660172	0.000243003	0.000763186	0.000544754	0.000277624	0.001200866	0.001559465	0.000114333	0.000180726	6.86365E-05	0.001009988	0.000693221	0.00138911	0.00065903
ASV13529.Ruminococcaceae_UCG.010	0.00020141	0.000141973	0.000295902	0.000144676	3.94594E-05	8.75555E-05	0.000211385	0.000105441	4.54084E-05	0	0.000236072	0	8.26879E-05	3.70796E-05	8.6803E-05	7.30585E-05	0.000341197	4.28679E-05	0	0	0.000943969	0.001656718	0.000226091	0.001390148	0.000240599	0.000455391	0.000160031	0.000131986	9.8642E-05	3.52964E-05	3.41571E-05	0.000560146	0.000740053	8.34734E-05	0.000321265	0.000618343	0.001982825	0.002448633	0.000743165	0.000474405	0.007344109	0.000833641	0.000361053	0.000159169	0.000188294
ASV4425.Rikenellaceae_RC9	0	0.017405872	0	0	0	0	0	0	0	0	0.009915014	0.012126479	0.003693393	0	0	0	0.021186716	0.006408745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV13242.Ruminococcaceae_UCG.005	0.001283988	0.000340735	0.000621394	0.000260417	0.000473513	2.91852E-05	0.000782125	0.000485027	0.000242178	0.000337023	0.000570507	0.001066498	0.001405694	0.001371946	0.000954833	0.000803643	0.000146227	0.000728754	0.000163845	0.000128238	0.000134853	0.000755269	0.002809987	0.000876398	0.000866155	0.000721035	0.000604563	0.000188551	0.001380988	0.000458853	0.000290335	0.000440114	6.62734E-05	0.001395199	0.000251425	0.000971682	0.000544579	0.000355667	0.001672121	0.001795961	0.000308864	0.000464915	0.000418821	0.000130229	0.000251059
ASV5930.Christensenellaceae_R.7.	0.000453172	2.83946E-05	0.001509099	0.001880787	0.000217027	0.000583703	0.001796774	0.000716997	0.000544901	0.001425868	0	0.001461497	0	0.000704513	0.000954833	0.000243528	6.49899E-05	0.000235773	0	0.000769428	0.000337132	0.00048727	0.000226091	0.000151103	0.000240599	0.000265645	0.000497875	0.00073535	0.000526091	0.001553042	0.002339761	0.000340088	0.000110456	0.000465066	0.000670466	7.57155E-05	0.000572506	0.000492463	0.000314416	0.000372747	0.000514774	0.000480947	0.000129979	0.000535386	0.000251059
ASV7161.Clostridiales_vadinBB60.	0.000881168	0.00031234	5.91804E-05	8.68056E-05	0.000355135	0.001400887	0.000443909	4.21763E-05	0.000317859	0.000492573	0.000334435	0.000710999	0.000192938	0.000259557	5.78687E-05	4.87056E-05	0.000276207	0.000342943	0	0.000128238	0.002225069	0.001900353	0.000193792	0.000785736	0.000866155	0.000796934	0.000124469	0.001244438	0.000230165	5.29446E-05	0.000187864	0.000240062	0.001955067	0.000691637	0.002416471	0.001842411	0.001075194	0.001381631	0.00070029	0.000824561	0.001235458	0.000897767	0.002166315	0.002054725	0.000502118
ASV1863.Bacteroides	0.000931521	0	0.001301968	0.001996528	0	0.000554518	0.001204896	0.001560523	0.000893033	0.00298136	0.000137709	0	0	0.001557344	0.001012702	0.000413998	0	0	0.000873839	0.000170984	0.00212393	0.001778536	0.000968961	0.001692354	0.001010514	0.000910781	0.002204876	0.001074742	0.002729096	0.004870903	0.00269841	0.001280333	0.000176729	0.001061305	0.001159347	0.000277624	0.000698178	0.000656617	0.000285833	0.000158135	0.000274546	0.000256505	0.000332168	0.000709025	0.000502118
ASV18573.Mollicutes_RF39	0.000176234	0.000227157	0.000503033	0	1.97297E-05	0.000204296	0	0.000253058	0	0	0.000196726	0	0.001212756	7.41592E-05	0	0.000487056	0.00019497	8.57357E-05	0.000628072	0	0.000471984	0.00048727	9.68961E-05	0	4.81197E-05	3.79492E-05	0.000195594	1.88551E-05	3.28807E-05	0	0.000324492	0.000560146	0.000353458	0	0.000265393	0.000189289	0	5.47181E-05	0.000428749	0.000237202	0.000274546	0	0	0.000593266	0
ASV5931.Christensenellaceae_R.7.	0.000503525	0.000851837	0.000946886	0.000896991	0.000335405	0.000233481	0.000782125	0.001202024	0.000862761	0.000855521	0.00029509	0.000710999	0.000192938	0.000482035	0.000636556	0.000413998	0.000633652	0.000321509	0.000464227	0.000256476	0.00010114	0.000121818	9.68961E-05	0.000332427	0.000144359	0	0.000391188	0.000263972	0.000591852	0.000741224	0.000871006	0.000520135	0.000154638	0.000321969	0.000530786	0.000151431	0.00043287	0.000150475	0.000585957	0.000598654	0.000343183	0.000160316	0.000317726	0.000376217	0.000564883
ASV13530.Ruminococcaceae_UCG.010	0.000151057	0.00099381	0.000295902	0.000289352	0.000157838	0.000291852	0.000486186	0.000421763	0.000363268	0.000207399	0.000432798	0.00021725	0.000441002	0.000259557	0.000260409	0.000146117	0.000714889	0.000407245	0	0.000299222	0.000337132	0.000633451	0.00048448	0.000271985	0.000336838	0.000417441	0.000231156	0.000622219	0.000723375	0.000953003	0.000768534	0.00046012	0.000364504	0.000763186	8.38082E-05	0.00016405	0.000335125	0.000191513	0.000342999	0.000609949	0.00078932	0.00041682	0.000231074	0.000188109	0.000690413
ASV11451.Ruminococcaceae	0.00020141	0.000198762	0	8.68056E-05	1.97297E-05	0.000204296	0.000126831	0.000253058	9.08169E-05	0	0.000236072	0.00021725	0.000137813	0.000704513	0	2.43528E-05	0.00012998	8.57357E-05	0	4.2746E-05	0.001146248	0.00048727	0.000872065	0.000906618	0.000745856	0.000796934	0.000266719	0.000546798	0.000263045	0.000335316	0.000290335	0.000520135	0.000883646	0.002337257	0.000796178	8.83348E-05	0.0016477	0.001518426	0.002086579	0.002756066	0.000480456	0.000865704	0.001574189	0.002040255	0.000753177
ASV4428.Rikenellaceae_RC9	0	0.002725879	0	2.89352E-05	7.89188E-05	0	0	0	0	0	3.93453E-05	0	0.001019818	0	0	0	0.00877364	0.001993355	0	0	0.000370845	4.8727E-05	3.22987E-05	3.02206E-05	0	0.000189746	0	1.88551E-05	0.000460329	0	0	4.00104E-05	1.10456E-05	1.19248E-05	0	5.0477E-05	0	0	1.42916E-05	2.25907E-05	3.43183E-05	0	5.77684E-05	0	6.27648E-05
ASV5932.Christensenellaceae_R.7.	0.00020141	0.001362939	0.000887705	0.000896991	0.000927296	0.000525333	0.000887818	0.00147617	0.00118062	0.000648122	0.000413126	0.001342998	0.000744191	0.000889911	0.00086803	0.000827996	0.000649899	0.000385811	0.00032769	0.000555698	0.00010114	0.000341089	0.000581377	0.000151103	0.000144359	7.58984E-05	0.000444531	5.65654E-05	0.000558971	0.000300019	0.001366284	0.000380099	0.000187775	0.000703562	0.000502849	5.0477E-05	0.000307198	0.000177834	0.000228666	0.000429223	0.000411819	0.000336663	0.000129979	0.000318338	0.000878707
