region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV18336.Anaeroplasma	0.000258665	5.23368E-05	0.00014604	0.000132298	0.000104128	0.000128598	0.000107717	0	0	0.000544008	0.000273567	0.000271803	0	0	0.000278826	0.000178843	0	0.001657296	0.004527278	0.000687607	0.003282799	0.000639623	0.000152815	0.004107701	0.000152234	0.000146361	0.000310031	0	0.000189751	0.000237501
ASV2882.Bacteroidia	0.001577858	0.000549537	0.001418676	0	0.001264411	0.001774646	0.000915591	0.000479698	0.000305339	0.000850012	3.21844E-05	0	9.081E-05	0.000365642	0	3.83235E-05	6.24502E-05	0.000908444	0.000514139	0.000437568	0.000797903	0.000639623	0.000109154	0.000281349	0.000152234	0.000261359	0.000235624	0.003245565	0.000818301	0.000923617
ASV15957.Kiritimatiellae_WCHB1.41	0.001060528	0.002250484	0.000396395	0.000277826	0.000297508	0.001285975	0.000538583	0.000649003	0.000763348	0.00136002	0.001464388	0	0.00127134	1.58975E-05	0	0	0	0.0007243	0.001870894	0.000625098	0.001709791	0.001211917	0.000698583	0.000815913	0.000304469	0.000114998	0.000421643	0.000902901	0	0.000277085
ASV15685.Saccharofermentans	0.000181066	0.000392526	0.000312943	0.000105838	0.000208256	0.000180037	0.00014811	0.001100483	0.000319218	0.002595371	0.002542564	2.47094E-05	0.00075675	0.000174872	2.14482E-05	0.000127745	0.001046041	1.22763E-05	0.003241931	0.000343804	0.000296364	0.000908938	0.000130984	0.000829981	0.000442864	0.000658624	0.00069447	0.00035384	4.74378E-05	7.91672E-05
ASV9302.Lachnospiraceae	0.000853595	0.000314021	0.000688475	0.000529192	0.00052064	0.000102878	0.000552047	0	4.16372E-05	7.93345E-05	0.000466673	7.41281E-05	0.00051459	1.58975E-05	0.000107241	6.38725E-05	0	0.000270078	0.000128535	0.000468823	0.000319161	0.000504965	6.54922E-05	0.000675238	8.30369E-05	8.36348E-05	6.20063E-05	0	0	3.95836E-05
ASV7961.Erysipelotrichaceae_UCG.004	7.75996E-05	0.000157011	0.000187766	6.61489E-05	1.48754E-05	0	0	8.46525E-05	0.000180428	0.000646009	0.000337936	0.001359015	0.00027243	0.000937952	0.001780199	0.000166068	0.000765015	0.000147315	0.000799771	0.000218784	0.001003078	0.001110924	0.000327461	0.000633036	0.000345987	0.001212704	0.001302132	0.000134215	5.92972E-05	0.002586127
ASV15958.Kiritimatiellae_WCHB1.41	0.000698396	0.000392526	4.17258E-05	0	0.000490889	0.000128598	0.000511654	0.000253958	0.000680074	0.000215336	0.000531042	0.000617734	6.054E-05	0.00012718	0.000128689	0.000536529	1.56126E-05	0.004014339	0	0.000343804	0.000364755	0.000471301	0.000283799	0.001209802	0.000179913	2.09087E-05	4.9605E-05	0.001537373	0.001767057	0.0009632
ASV7192.Clostridiales_vadinBB60.	5.17331E-05	0.000104674	0.000542435	0.000145528	0.000267758	5.1439E-05	0.000175039	0.00011287	0.000111032	0.000272004	0.000177014	0.000432414	6.054E-05	0	0.000300275	7.6647E-05	0.000109288	6.13813E-05	7.14082E-05	6.25098E-05	0.000227972	0.000201986	2.18307E-05	1.40675E-05	0.001674578	0.002624041	0.004414847	0	0.000901318	0.001886817
ASV6528.Clostridiales	0	5.23368E-05	2.08629E-05	0	1.48754E-05	0	6.73228E-05	0	0.000707832	0.000929347	0.000434489	0.000160611	0.00039351	0.000906157	0.000171585	0.001724556	0.001545643	0.000245525	0.001299629	0.001062666	0.002006155	0.000504965	0.002139411	0.00111133	0.000249111	0.000595898	0.000570458	0.000463652	0.00062855	0.000475003
ASV8226.Erysipelotrichaceae	0.000750129	5.23368E-05	0.000271218	0.000370434	0.00016363	0.00102878	0.00032315	0	2.77581E-05	4.5334E-05	0.000209198	0.001692591	3.027E-05	9.5385E-05	0	6.38725E-05	0	0.000601537	0.000299914	0.00012502	0.000387553	0.000336644	0.000174646	9.84723E-05	0.000166074	0.000804985	0.004439649	0.000366041	0.000474378	0.002784045
ASV15552.Ruminococcus_1	0.001060528	0.000628042	0.000667612	0.000661489	0.000654518	0.00257195	0.001373386	0.00033861	0.000360856	0.000884013	0.000305751	7.41281E-05	0.00015135	0.000429232	0.000343171	7.6647E-05	6.24502E-05	3.68288E-05	0.000956869	0.001312705	0.001595805	0.001548561	0.001549981	0.000464226	0.000373666	0.000700441	0.000582859	0.000427048	0.000367643	0.000237501
ASV15961.Kiritimatiellae_WCHB1.41	0.000232799	7.85053E-05	0.000104314	0.000158757	0.000104128	2.57195E-05	0.000255827	0.000253958	0.000416372	0.002323367	0.000611503	0.000345931	0.00021189	7.94875E-05	0.001994681	0.000574852	7.80628E-05	0.000847062	0.001356755	9.37647E-05	0.000889092	0.000302979	0.000414784	0.000211012	0.000456703	9.40891E-05	7.44075E-05	0.001073721	0.000474378	0.002559738
ASV2055.Bacteroidales	0.000517331	0.000157011	0	0.001389128	4.46263E-05	0.00257195	6.73228E-05	0.004712323	0.000527404	0.000521341	0	0	0	0	0	0	0	0	0	0.000281294	0.000319161	0.000403972	0.000109154	0	0.000525901	0.000501809	0.00039684	0	0.003712005	0.002163902
ASV2480.Bacteroidales_F082	0.000413864	0.0014916	0.000855378	0.001574345	0.001368538	0.001131658	0.001723465	0.00158018	0.000194307	0.000306004	1.60922E-05	0.000506542	3.027E-05	1.58975E-05	0.000300275	0	4.68377E-05	9.82101E-05	0.000685518	0.000375059	0.001299441	0.00107726	0.000392953	1.40675E-05	0	6.27261E-05	2.48025E-05	9.7611E-05	0.003261347	7.91672E-05
ASV7647.Clostridiales_XII_AD3011	0.000206932	0.000601874	0.000500709	0.00060857	0.000401636	0.000720146	0.000686693	0.00045148	0.000763348	0.00026067	0.00037012	0.000457123	0.00057513	0.00044513	0.000171585	0.000396009	0.001904732	0.000491051	0.000571265	0.000562588	0.000319161	0.000336644	0.000698583	0.000267282	0.000249111	0.000449537	0.001054107	3.66041E-05	0.000260908	0.002810434
ASV399.Bacteria	0	0.000235516	0	0	5.95017E-05	0	0	0	0	0.000102001	0	0	0	0	0	0	0.00188912	0	0.005027135	0.000718862	0	0.002019862	4.36614E-05	0.00533157	0	0	0	0	0	0.002177097
ASV9321.Lachnospiraceae	0.00059493	0.003035537	0.001564717	0.000555651	5.95017E-05	0.000308634	0.000511654	0.00067722	0.000346976	0.001269352	0.000852885	0.000172965	0.00072648	0.000238462	0.000257378	0.001801203	0.000593277	0.000564708	0.000371322	0.000312549	0.000296364	0.000302979	0.000152815	0.000239147	0.000166074	0.000867711	0.000347235	9.7611E-05	0	0.001240286
ASV4575.Rikenellaceae_RC9	0.002276255	0.000471032	0.001710757	0.000132298	0.003123838	0.001466012	0.002665984	0	0	0.000181336	1.60922E-05	1.23547E-05	0.00033297	0	0	0	0	0	5.71265E-05	0.001312705	0.001550211	0.00077428	0.000720414	0.001012858	0.000622777	0.000459991	0.001078909	0	0	0
ASV6490.Clostridiaceae_1	0	0.001805621	0	0	0	2.57195E-05	0	5.6435E-05	0.000610679	0	0	0.001457852	0.00039351	0.000270257	0.000664894	0.000319362	0	0.000405117	0	0	4.55944E-05	0	0.000371122	0	0.001259394	0.000658624	0.00226943	0.003074746	0	0.001926401
ASV2700.Bacteroidales_RF16.	0.000284532	0.000601874	0.000187766	0.000449813	0.000327259	0.000282915	0.00032315	0.000310393	0.001221357	0.000986014	0.000177014	0.000148256	0	0	0	0.000804793	7.80628E-05	0.000135039	0.000471294	0.000250039	0.00139063	0.001784211	0.000240138	0.001125397	0.000691974	0.001139524	0.00059526	0.00115913	0.000379502	0.001332647
ASV7648.Clostridiales_XII_AD3011	0.00067253	0.000601874	0.000354669	0.00060857	0.00052064	0.000848744	0.00079441	0.000310393	0.000166549	0.000272004	0.000209198	0.000420059	0.00024216	9.5385E-05	0.000214482	0.000140519	0.000874303	0.000466498	0.000285633	0.000625098	0.001299441	0.000908938	0.001768289	0.001012858	0.000567419	0.000857256	0.000545655	0.000256229	0.000557394	0.00055417
ASV17940.Spirochaetaceae_M2PT2.76	0.003828246	0.000261684	0.000229492	0.001905089	0.001517293	0.000102878	8.07874E-05	0.00011287	0.000596799	0.001745359	0.000531042	0.000308867	0.00033297	0	6.43445E-05	7.6647E-05	4.68377E-05	0.000122763	0.00052842	0	0.000706714	0.000201986	0.000938721	0.001097262	0.001965208	0	0	0.000146416	0	0.000329863
ASV6415.Clostridia	0.000543197	0.000314021	0.000417258	0.000238136	0.00052064	0.000617268	0.000538583	0.00090296	0.000555162	0.000340005	0.000627595	0.00039535	0.00048432	0.00025436	0.000364619	0.000447107	0.001170942	0.000245525	0.000328478	0.002281607	0.001253847	0.001750547	0.000960552	0.000829981	0.000622777	0.000386811	0.000421643	0.000939506	0.000367643	0.00040903
ASV4577.Rikenellaceae_RC9	0.00193999	0.000601874	0.000834516	0.000489502	0.005280774	7.71585E-05	0.003904725	0.005502413	0	0	6.43687E-05	0	0.0003027	0	2.14482E-05	0	0	0	0	0.00012502	6.83917E-05	0.000201986	4.36614E-05	0.000126607	0.000221432	0	0	0	0	0
ASV2701.Bacteroidales_RF16.	0	0	0	0	0	0	0	0	2.77581E-05	0	4.82765E-05	0	0	9.5385E-05	0	0.001954497	0	0	0.000114253	0.000281294	0	0.000201986	2.18307E-05	0.006344428	0.003293799	0.000919982	0.001215323	0	4.74378E-05	2.63891E-05
ASV17243.Bradymonadales	0.001707191	0	0.000396395	0.000198447	0.001532168	0.002546231	0.001104095	0.000705438	0	0.000340005	0.000305751	3.7064E-05	0	0	0.000793583	0	0	0	8.56898E-05	0.000812627	0.000387553	0.000673287	0.002379549	0.000815913	0.000429024	0.000177724	6.20063E-05	0.000341638	0.002953001	6.59726E-05
ASV11566.Ruminococcaceae	0	0	0	0	0	0	0	2.82175E-05	0	0	0	0	0	0	0	0.01319605	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV11567.Ruminococcaceae	0.000879462	0.0009944	0.000751064	0.000264596	5.95017E-05	0.000745866	0.00029622	0.00011287	0.000874381	0.000328671	0.000386212	0.00058067	0.00051459	0.000349745	0.000965168	0.001366871	0.001202167	0.000331459	0.000314196	0.000687607	0.0008207	0.001043595	0.000392953	0.000196945	0.000858048	0.000261359	0.000124013	0.001305547	0.000569253	0.000224307
ASV13811.Ruminococcaceae_UCG.010	0.000491464	0.000732716	0.000479846	2.64596E-05	0.000133879	0.000925902	0.000201969	0.000649003	0.002095738	0.000498674	0.000788517	0	0.00142269	0.000286155	0	0	0	0.000466498	0.000299914	0.001187686	0.0008207	0.001009931	0.001113367	0.000703373	0.000678135	0.000669078	0.0009921	0.000329437	0.000296486	7.91672E-05
ASV2062.Bacteroidales	2.58665E-05	0.0009944	0	0.001283289	0.00035701	0	0.000417402	8.46525E-05	0.002775812	1.13335E-05	0.00022529	0	0	0.000222565	0	1.27745E-05	3.12251E-05	0	8.56898E-05	0.000500078	0	0.000437637	0.000130984	0.000154742	0	0.000909528	0.000682069	0.000170819	0.004945387	1.31945E-05
ASV9342.Lachnospiraceae	0.001241593	0.001203747	0.001564717	0.000952545	0.000580141	0.001517451	0.001911969	0.000507915	6.93953E-05	0.000340005	0.000337936	0	0.00042378	0.000476925	0	0.001290224	0.000109288	0.000122763	0.000714082	0.000312549	0.000159581	0.000235651	2.18307E-05	0.000253214	0.000110716	0.000501809	0.000458846	0.000244027	0.000201611	0.000382641
ASV13815.Ruminococcaceae_UCG.010	0	0.000261684	0.000125177	0.00063503	0.001175158	0.000154317	0.000565512	0.000479698	0	0.001654691	0.001448296	0	0.00042378	0.000238462	0	0	0	0	0.000928306	0.000156274	0	0.001043595	0.001047875	0.000647104	0.000858048	0.001630878	0.001016903	8.54096E-05	0	0.000923617
ASV16675.Oligosphaeraceae_Z20	0.000206932	0.000157011	0.000166903	0.000132298	5.95017E-05	0	5.38583E-05	8.46525E-05	0.001679366	0.000612009	0.001593125	0.000926601	0.00063567	0.001176414	0.002573782	0.000830342	1.56126E-05	0	0.00052842	0.000187529	0.000296364	0.000269315	0.000109154	0.000253214	0.000318308	5.22717E-05	0.000136414	0.001061519	0.000474378	0.00040903
ASV15192.Ruminococcaceae_UCG.014	0.000181066	0.000287853	0.000438121	0.000502732	0.000431387	0.000617268	0.00014811	0.000761873	0.00073559	0.000600675	0.001271282	0.000247094	0.00036324	0.000492822	0.000664894	0.001916174	0	4.91051E-05	0.000357041	0.000875137	0.002804058	0.000269315	0.000676752	0.000787778	0.000359827	0.00055408	0.000632464	0	0.000462518	0
ASV9343.Lachnospiraceae	0.000982928	0.001020568	0.000917967	0.001468506	0.000431387	0.001234536	0.001279134	0.000874743	0	0.000782011	0.002816131	0.000234739	0.00021189	0.000286155	0.000150137	0.000306588	0	0.000110486	0.000971151	9.37647E-05	9.11889E-05	0.000134657	8.73229E-05	0.000534564	0.000138395	0.000188178	2.48025E-05	0	0.00042694	0
ASV2063.Bacteroidales	0.000569064	0.001596274	0.001752483	0.000859936	0.000342135	0.000334354	0.000498189	0	0	7.93345E-05	0	0	0	0.00012718	0.000900824	0.000281039	0.000109288	0	4.28449E-05	0.000843882	0.003100422	0.000235651	0.000960552	0.002743156	0.000401345	0.000355448	0.000632464	0.000292833	0.001138506	7.91672E-05
ASV13817.Ruminococcaceae_UCG.010	0.000387998	0	4.17258E-05	0	0.001621421	0.000128598	0.000834803	0.000536133	0.000277581	0.002935376	0.001335651	0.000481832	0.00084756	0.00019077	0.000428964	0	0	0.000159591	0.001599543	0.000187529	6.83917E-05	0.000201986	0.00089506	0.000140675	0.000249111	7.31804E-05	1.24013E-05	0	0.00041508	0.000250696
ASV9346.Lachnospiraceae	0.001138127	0.000732716	0.000458984	0.000264596	0.000119003	0.00051439	0.000807874	0.000761873	2.77581E-05	1.13335E-05	0.000386212	6.17734E-05	0.00018162	0.000206667	0	0.00011497	0	0.000135039	0.000128535	3.12549E-05	0.000182378	0.000201986	0.000349292	0.000126607	0.00026295	0.000156815	0.000148815	0.000329437	0.000260908	1.31945E-05
ASV6463.Clostridium_sensu_stricto_1	0.000181066	0.000261684	0.000730201	0.000674719	0.000104128	0.000282915	0.000175039	0	0.000305339	0.00048734	0.000160922	0.000234739	0.00015135	0.000461027	0.000150137	0.00150739	0	0.000319183	5.71265E-05	0	6.83917E-05	0	0.000283799	4.22024E-05	9.68764E-05	0.000543626	0.000620063	0.000341638	0.000142313	0.000343058
ASV13214.Ruminococcaceae_UCG.004	0.000750129	0.000601874	0.000500709	0.000211677	0.000684269	0.000617268	0.000727087	0.000395045	0.000333097	0.000249337	0.000901162	0.000852473	0.0003027	0.0006359	0.001050961	0.00051098	0.002544847	0.000564708	0.000342759	0.000375059	0.000227972	0.000201986	0.000480276	0.000253214	0.000429024	0.000334539	0.000161216	0.000256229	0.000498097	0.000118751
ASV3897.Prevotellaceae_UCG.003	0.001474392	0.000209347	0.001001419	0.001468506	0.001606545	0.001208817	0.000525118	0.000395045	9.71534E-05	0	9.65531E-05	0.00039535	0.00039351	0.000111282	0.000836479	0	0.000171738	4.91051E-05	1.42816E-05	0.001093921	0.000319161	0.000908938	0.000458445	0.002405537	0.001024122	0.000355448	0.000434044	0	0.000462518	0.000316669
ASV2069.Bacteroidales	2.58665E-05	0.000209347	0	6.61489E-05	0.001219784	0.000154317	0.000377008	0.000141088	0	0.00022667	0	0	0	0	0	0	0	0.001104864	0	0.000156274	0.000250769	6.73287E-05	0.000174646	7.03373E-05	0.0070443	0.000104543	6.20063E-05	0	0	0.001965985
ASV7966.Erysipelotrichaceae_UCG.004	0	0	0.000667612	0	0	0	0	0	0	9.0668E-05	1.60922E-05	0.002520354	3.027E-05	0.000174872	0	0.004317778	1.56126E-05	0	0.000399886	0	0.000159581	3.36644E-05	4.36614E-05	0	0.000830369	0.00055408	0.000483649	0	0.001079209	0.001728483
ASV13285.Ruminococcaceae_UCG.005	0.000284532	0.000811221	0.000584161	0.000476272	0.000282633	0.000591549	0.000754016	0.000733655	0.000180428	0.000419339	0.000289659	0.000481832	0.00057513	0.000238462	0.000343171	0.001673458	0.001467581	0.000319183	0.00052842	0.000625098	0.000455944	0.000235651	0.000349292	0.000436091	0.000304469	0.000679532	0.000719273	0.000256229	0.000521815	0.000237501
ASV13830.Ruminococcaceae_UCG.010	0.000181066	0.000235516	0.000208629	0.000132298	0.001561919	0.001414573	0.000552047	0.000705438	0.000513525	0.000328671	0.000820701	0.000605379	0.0009081	0.000397437	4.28964E-05	0	0	0.000208697	0.000399886	0.001031411	0.000957483	0.001245582	0.001135198	0.000492361	0.000844209	0.000344993	0.000682069	0.000292833	0.000462518	0.000765283
ASV3301.Muribaculaceae	2.58665E-05	0.000130842	0.000396395	0.000568881	7.43771E-05	0.000154317	9.4252E-05	0.000761873	0.00073559	0.000328671	0.000128737	0.001457852	0.00015135	7.94875E-05	0.000150137	2.5549E-05	0.000811853	0.000736576	0.000671237	9.37647E-05	0.001208253	0.000201986	0.002488703	0.000914385	2.7679E-05	0.001066343	0.000806082	0	0.000865739	0.000224307
ASV9350.Lachnospiraceae	0.00126746	0.000968232	0.001481265	6.61489E-05	0.000966902	0.001440292	0.001588819	0.000395045	0	0.004522066	0.000434489	0	0.00093837	6.359E-05	0	0	0	0.000110486	0.000185661	0.000312549	0.000205175	0.000235651	0.000130984	0.000140675	0.000470543	0.000114998	0.000136414	0	0	0
ASV9352.Lachnospiraceae	0.00067253	0.000601874	0.000458984	0.000489502	0.00019338	0.000411512	0.000969449	0.00056435	0.000680074	0.000918013	0.001045991	0.000358286	0.00051459	0.000492822	0.000128689	0.000728146	0.00054644	0.000405117	0.000542702	0.000687607	0.000387553	0.000639623	0.000458445	0.000323552	0.000595098	0.000993163	0.000210821	0.000219625	0.000237189	0.000329863
ASV9353.Lachnospiraceae	0.000284532	0	0.000166903	0.000383664	0.000104128	0.000720146	0.000309685	0.000479698	4.16372E-05	0.000385339	0.001078176	3.7064E-05	6.054E-05	4.76925E-05	0	0.000127745	0	1.22763E-05	0.000114253	9.37647E-05	6.83917E-05	3.36644E-05	0	0.000295417	0.000290629	0.000219541	4.9605E-05	0.000451451	0.000118594	2.63891E-05
ASV7770.Clostridiales_XII	0.000698396	0.000444863	0.000208629	0.000171987	0.000208256	0.000925902	0.000242362	0.000620785	0.000596799	0.000238003	0.001045991	0.000358286	0.00142269	0.00025436	0.001308339	5.1098E-05	0.001202167	0.001104864	0.000228506	9.37647E-05	0.000638322	6.73287E-05	0.000502107	0.000829981	0.000221432	0.000773622	0.000682069	0.000451451	0.000343924	0.000488197
ASV15977.Kiritimatiellae_WCHB1.41	0	0.000235516	0	6.61489E-05	0.00016363	0	0.00014811	0.000310393	0.002234528	0.001178684	0.001931061	0	0.003420511	0.000492822	0	0	0.000905528	0	0.001199657	0.000406313	0	0.000269315	0.000458445	0.000281349	0.000830369	0.000512263	0.000347235	0.000305034	0	0.000527781
ASV8228.Erysipelotrichaceae	0.000387998	7.85053E-05	6.25887E-05	0.000330745	7.43771E-05	0.000231476	6.73228E-05	0.000169305	0.000166549	0.000430673	0.000450581	0.000172965	0.00078702	0.00019077	2.14482E-05	0.000919763	0.001686156	0.00101893	0.000157098	0.000437568	0.001139861	0.000504965	0.000240138	0.000801846	0.000954925	0.000825893	0.001450947	0.000451451	0.000237189	0.000369447
ASV7562.Anaerovorax	0.003310916	0.001570105	0.004464658	0.002923783	0.001755299	0.003394974	0.001279134	0.00011287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV7971.Erysipelotrichaceae_UCG.004	5.17331E-05	0.000130842	0.000208629	0.000171987	0.000119003	2.57195E-05	6.73228E-05	8.46525E-05	0.00088826	0	0.000321844	0.000234739	0.00057513	0	8.57927E-05	0.00088144	0.001545643	2.45525E-05	4.28449E-05	0.001437725	0.003738744	0.00107726	0.00089506	0.001434882	0.000885727	0.000334539	0.000868088	1.22014E-05	0.000260908	0.00055417
ASV15982.Kiritimatiellae_WCHB1.41	0	7.85053E-05	0	2.64596E-05	0	0	1.34646E-05	2.82175E-05	0	0.000600675	3.21844E-05	0.000333576	6.054E-05	1.58975E-05	0	2.5549E-05	0.000296639	0.001522257	0.001185376	6.25098E-05	0.000296364	0.000168322	0	0.001252005	0.000138395	2.09087E-05	0.000272828	0.001549574	0.000759004	0.00405072
ASV18091.Treponema_2	0.000413864	0.000366358	0.000855378	0.000357204	0.000401636	0.000771585	0.001306063	5.6435E-05	0.000749469	0.000544008	0.000933346	0.000593025	0.0003027	0.001224107	0.001072409	0.001302998	0	0.000896167	0.000956869	6.25098E-05	0.000319161	0.000134657	8.73229E-05	7.03373E-05	0.000207592	0.000146361	0.000210821	0.000207423	0.000201611	9.23617E-05
ASV4593.Rikenellaceae_RC9	7.75996E-05	0.000837389	0.000354669	0.000436583	2.97508E-05	0.000205756	8.07874E-05	0	0.001235236	0.000476007	0.001029899	0	0.00072648	0.001621544	0	0.003410789	0	0.000687471	0.001171094	0.000375059	0.000455944	0.000269315	0.000196477	0.000182877	8.30369E-05	0.000135906	9.921E-05	0.000341638	1.18594E-05	0.000171529
ASV15687.Saccharofermentans	0.001422659	0.000601874	0.000521572	0.000224906	0.000699145	0.001646048	0.001009843	0.001326223	0.000319218	0.001020015	0.000627595	1.23547E-05	0.00012108	0.000365642	0.000536205	0	0	0.000135039	0.000457012	0.000968901	0.000296364	0.001582225	0.002183072	0.00016881	0.000207592	0.000512263	0.00059526	0	0.000249048	0.000224307
ASV8229.Erysipelotrichaceae	5.17331E-05	7.85053E-05	0.000166903	0.000555651	0.000252882	0.000925902	0.000134646	0.000423263	2.77581E-05	4.5334E-05	0	0.000111192	0	0	0.000278826	2.5549E-05	1.56126E-05	0.000405117	5.71265E-05	9.37647E-05	6.83917E-05	0.000403972	4.36614E-05	0.000872183	0.000982604	0.000219541	9.921E-05	0.000793089	0.001399414	2.63891E-05
ASV18302.Pyramidobacter	0.000413864	0.000837389	0.000980556	0.000251366	0.000282633	0.000771585	0.000484724	0.000197523	0.000194307	0.000362672	0.000482765	0.000914246	0.00033297	0.000174872	0.000836479	0.000396009	0.001311455	0.000552432	0.001042559	0.000468823	0.00056993	0.000370308	0.000698583	0.000393889	0.000249111	0.000585443	0.000285229	0.00053686	0.000509956	9.23617E-05
ASV7732.Mogibacterium	0.000801862	0.000104674	0.000417258	0.000251366	0.000892525	0.000565829	0.000861732	0.000253958	9.71534E-05	9.0668E-05	9.65531E-05	0.000259448	3.027E-05	0	6.43445E-05	0.000166068	6.24502E-05	1.22763E-05	0.000157098	0.000281294	0.00041035	0.000134657	0.00061126	0.000154742	0.000858048	0.000658624	0.00039684	0.001049318	0.000438799	5.27781E-05
ASV9366.Lachnospiraceae	0	0.000785053	4.17258E-05	0	0	0.000334354	0	8.46525E-05	0.001401785	3.40005E-05	0.001464388	0.002890995	0.00048432	0.00108103	0.002230611	0.002350507	0	0	9.99714E-05	0	2.27972E-05	0	4.36614E-05	0	0.00055358	0.000188178	6.20063E-05	0	5.92972E-05	0
ASV2704.Bacteroidales_RF16.	0	0.000104674	0.000312943	7.93787E-05	0.000461138	0.000385793	0.000161575	0.000282175	0.000263702	0.00071401	0.00074024	0.000457123	0	0.000302052	4.28964E-05	0.000498205	1.56126E-05	0.000245525	0.000599829	0.000656353	0.000364755	0.000605959	6.54922E-05	0.00211012	0.000166074	0.000439083	0.000409241	0.001366554	0.000343924	0.001425009
ASV17372.Bilophila	0.001370926	0.001046737	0.000125177	3.96894E-05	0.001115656	0.000745866	0.00076748	0.00045148	0.000208186	9.0668E-05	0.001078176	0.000259448	0.00042378	0.00025436	0	0.000281039	0.000171738	0	0.000428449	0.000562588	0.002234127	0.00131291	0.001680966	0.000872183	6.91974E-05	0.000365902	0.000471248	0.000732082	0	0.00014514
ASV8231.Erysipelotrichaceae	2.58665E-05	0.000209347	0.000271218	0.00059534	0.00016363	0.000411512	9.4252E-05	8.46525E-05	0.000360856	0.000532674	0.000466673	0.00037064	0.00072648	0.000397437	0.000107241	0.000651499	0.00079624	0.00039284	0.000428449	0.000781372	0.003921122	0.000740616	0.000851398	0.00128014	9.68764E-05	0.000344993	0.000334834	0.000183021	0.000332064	0.000211112
ASV8232.Erysipelotrichaceae	5.17331E-05	0	6.25887E-05	5.29192E-05	1.48754E-05	0.000180037	8.07874E-05	2.82175E-05	1.38791E-05	4.5334E-05	0.000193106	4.94187E-05	0	0	4.28964E-05	2.5549E-05	0.000156126	7.36576E-05	0.000228506	0.00012502	0.000364755	0.000302979	0	0.000337619	0.000304469	3.1363E-05	0.000235624	0	0.000142313	0.00125348
ASV6417.Clostridia	0.001836524	0.000183179	0.00093883	0	0.000728896	0.000925902	0.001319528	0.000705438	0.000305339	0.000102001	0.001335651	0	0.00084756	0	0	0	0	0	0.000285633	0.001656509	4.55944E-05	0.000639623	0.001746458	0.000295417	0.000498222	0.000449537	0.001649367	0.000488055	0	0
ASV8818.Coprococcus_3	0.000827729	0.000680379	0.000458984	0.000436583	0.000446263	0.000257195	0.001117559	0.000366828	0.000305339	0.000396672	0.000160922	0.000345931	0.00051459	0.00019077	0	0.001239126	0.001202167	0.000368288	0.000942588	0.000468823	0.000341958	0.000370308	0.00061126	0.000562699	0.000290629	0.000543626	0.000260426	0.00035384	0.000249048	0.000277085
ASV7564.Anaerovorax	0.001008795	0.000444863	0.000187766	0.000754098	0.000148754	0.000771585	0.000282756	0.00011287	0.000471888	0.000408006	0.001335651	0.000259448	0.00054486	0.000476925	0.000836479	0.000178843	0.000483989	0.000122763	0.000956869	0.000250039	0.000455944	0.000471301	0.000654922	0.000506429	0.000207592	0.000470446	0.000260426	0.000634471	0.000664129	0.000488197
ASV2592.Bacteroidales_p.251.o5	0	2.61684E-05	0	5.29192E-05	1.48754E-05	5.1439E-05	0	0.00022574	0.00058292	0.000668676	0.000627595	0.000815409	0.00069621	0.004276426	0.000836479	0.000817567	0.00060889	0.000233249	0.00017138	9.37647E-05	0.000159581	0.000302979	6.54922E-05	0.000126607	0.000318308	0.000522717	0.000210821	0.000292833	0.000581113	0.000316669
ASV6000.Christensenellaceae_R.7.	0.000129333	0.000418695	0.000625887	0.000343974	0.000208256	0.000462951	0.000201969	0.000395045	0.001138083	0.000215336	0.000820701	0.00113663	0.00045405	0.00031795	0.000364619	0.000447107	0.001124104	0.000270078	0.000285633	0.00012502	0.000638322	0.000302979	0.000261969	0.000182877	0.000359827	0.000459991	0.000520853	9.7611E-05	0.000166032	0.001451398
ASV15990.Kiritimatiellae_WCHB1.41	0.000336265	0.000392526	0.000709338	0.000661489	0.000371885	0.000617268	0.00014811	0	4.16372E-05	0.001020015	9.65531E-05	7.41281E-05	0.00012108	0	0	0.000536529	0	0.000368288	0.000956869	0.000250039	0.000182378	0.000504965	0	0.000576766	0.000954925	0.000731804	0.001264928	0.000902901	2.37189E-05	0.001161118
ASV17461.Enterobacteriaceae	5.17331E-05	0.000130842	0	0	1.48754E-05	7.71585E-05	0	0	1.38791E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005234388	0	0
ASV7771.Clostridiales_XII	0.00059493	0.000444863	0.000187766	0.000529192	0.000639643	0.000642988	0.00047126	0.00056435	0.000416372	7.93345E-05	0.000386212	0.000358286	0.00036324	0.00019077	0.000579101	0.000166068	0.000421539	0.000159591	0.000828335	0.000562588	0.000455944	0.000201986	0.000371122	0.000196945	0.000664296	0.000533172	0.001178119	0.000951707	9.48755E-05	0.000778477
