region	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Masai_Mara	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia	Laikipia
ASV4267.Rikenellaceae	0.001965856	0.00065421	0.003150296	0.0006218	0.002127185	0.003292096	0.002127402	0.002116313	0.000360856	0.000566675	0.001239098	0.00021003	3.027E-05	0.00076308	0.001093857	0.000459882	0.002544847	0.005585701	0.001413882	0.001656509	0.001869372	0.001514896	0.000654922	0.001519286	0.002684861	0.000449537	0.000930094	0.01548354	0.002205856	0.000580559
ASV9176.Lachnospiraceae	0.001086394	0.001674779	0.007322874	0.000542421	0.002915582	0.003317816	0.005224252	0.000761873	0.002234528	1.13335E-05	0.001448296	0.000926601	0.008051822	0.001812314	0.004096603	0.001711782	0.004668155	0.000220973	0.000642674	0.001969058	0.001550211	0.002221848	0.002204903	0.002616549	0.004151847	0.002174504	0.001426144	0.000841895	7.11567E-05	0.000633337
ASV4268.Rikenellaceae	0.004138645	0.00314021	0.001543854	0.000436583	0.012882112	0.00154317	0.004308662	0.002962838	0	0	0.000563226	0.000617734	0.00124107	0.000206667	0.000193034	0	0	0.001227627	0.000599829	0.0025629	0.000615525	0.001178253	0.000414784	0.001237937	0.005563475	0.001986326	0.003583963	0.001220137	0.001885651	0.005620868
ASV2685.Bacteroidales_RF16.	7.75996E-05	0.000444863	0.000500709	0.000476272	0.000133879	0.000488671	6.73228E-05	0.00056435	0.000707832	0.005462747	0.000209198	0.000617734	0.00015135	0.001637442	0.001050961	0	0	0.003412802	0.005741217	0.01478356	0.000182378	0.008584413	0.001069706	0.004023296	0.002933972	0.003240847	0.001810583	0.002708704	0.000936896	0.00291599
ASV13547.Ruminococcaceae_UCG.010	0.002069322	0.000444863	0.001043144	0.002090307	0.002737077	0.001131658	0.002019685	0.00282175	0.001262994	0.002346034	0.013292137	0.002816867	0.005569682	0.002082572	0.00259523	0	0	0.002467529	0.000457012	0.000812627	0.001345036	0.001413903	0.004104176	0.001153532	0.005784907	0.000229996	0.000334834	0.000158618	0.000936896	0.000620143
ASV13549.Ruminococcaceae_UCG.010	0.000879462	0.001125242	0.00079279	0.000701179	0.000684269	0.001646048	0.000834803	0.00079009	0.000458009	0.001405354	0.001206913	0.001655527	0.00063567	0.00031795	0.000922272	0.00378125	0.003778239	0.000122763	0.000842616	0.001250195	0.001618603	0.002019862	0.00451896	0.002138255	0.002214318	0.004254919	0.003038307	0.000634471	0.001802635	0.002493766
ASV18026.Treponema_2	0.003362649	0.001884126	0.002545272	0.002156455	0.000922276	0.00311206	0.003096851	0.003075708	0.000138791	0.000804678	0.006034566	0.001433143	0.002845381	0.003958476	0.004761496	0.002184438	0	0.005119203	0.007754927	0.000250039	0.000683917	0.000437637	0.000698583	0.000548631	0.00026295	0.000574989	0.00039684	0.000768686	0.000806442	0.000343058
ASV15865.Kiritimatiellae_WCHB1.41	0.001810657	0.002014968	0.000813653	0.001706643	0.001279286	0.001517451	0.001023307	0.002285618	0.001887552	0.004193395	0.002606933	0.000555961	0.00160431	0.002273341	0.005748113	0.002733741	0.000499602	0.001460876	0.001913739	0.00121894	0.003351191	0.001918869	0.001266182	0.002940101	0.001522344	0.000229996	0.000483649	0.003477391	0.003107174	0.002823629
ASV1978.Bacteroidales	0.000491464	0.00164861	0.002190603	0.006218	0.000639643	0.000874463	0.001144488	0.001382658	0.001290752	0.002357368	0.001705771	0.001618463	0.00166485	0.012559019	0.000450412	0.002618771	0.001764219	0.000797957	0.000399886	0.000375059	0.000455944	0.000269315	0.000283799	0.000253214	0.001840652	0.002613586	0.001674169	0.002623295	0.002253294	0.000620143
ASV4440.Rikenellaceae_RC9	0.001086394	0.000235516	0.001418676	0.001005464	0.000922276	0.002160438	0.000713622	0.000649003	0.000124912	0.000136002	9.65531E-05	0	0.00015135	0.000302052	0.001072409	0	0	0.000564708	0.000271351	0.001875293	0.001345036	0.002053526	0.000742245	0.000590834	0.002380392	0.001777239	0.001946997	0.010969033	0.002798828	0.016110517
ASV3878.Prevotellaceae_UCG.003	0.002379721	0.0034804	0.008532922	0.002156455	0.004417999	0.003729328	0.006112914	0.001749485	0.001665487	0.000725344	0.003717293	0.00174201	0.005055091	0.002114367	0.002380748	0	0.000374701	0.001055759	0.002527849	0.001562744	0.001253847	0.002087191	0.00058943	0.000365754	0.000885727	0.001118615	0.000843285	0.00026843	0.001292679	0.001161118
ASV4443.Rikenellaceae_RC9	2.58665E-05	0.004108442	0.001314362	0.004498128	0.001056155	0.001466012	0.000982913	0.006490025	0.001998584	0.001972029	0.001029899	0.001062502	0.00054486	0	0.000364619	0	0.000171738	0	0.00078549	0.004125645	0.001550211	0.003097122	0.002510533	0.001955378	0.001453146	0.005624438	0.010665079	0.000244027	0	1.31945E-05
ASV15868.Kiritimatiellae_WCHB1.41	0.002483187	0.000942063	0.000897104	0.00187863	0.000966902	0.000617268	0.001252205	0.003583623	0.00088826	0.005632749	0.001142544	0.001803783	0.001785931	0.001351287	0.000128689	0.00275929	6.24502E-05	0.002209728	0.001471008	0.001969058	0.001983358	0.00370308	0.00058943	0.003080775	0.001992887	0.000940891	0.001240126	0.005380805	0.002039824	0.001187507
ASV15527.Ruminococcus_1	0.000129333	0.004579473	0.014916966	0.002235834	0	0	1.34646E-05	0.020260165	0	2.2667E-05	8.04609E-05	0	3.027E-05	0	0	0	0	0	2.85633E-05	6.25098E-05	6.83917E-05	6.73287E-05	6.54922E-05	4.22024E-05	5.5358E-05	0	0	2.44027E-05	0	1.31945E-05
ASV2464.Bacteroidales_F082	0.000775996	0.000837389	0	0.007964332	0.006708814	0.016640519	0.004631811	0.00293462	0	0.001711358	0	0.001334305	3.027E-05	0	0	0	0	0	0.002770637	0.002125332	0.001846575	0.00239017	0.006549217	0.001575556	0.001328591	0.000815439	0.000620063	0	0	0.000606948
ASV5708.Methanomethylophilus_Can	0.000336265	5.23368E-05	0.000438121	0.000701179	4.46263E-05	0.000360073	1.34646E-05	0.000197523	0.002539868	0.000646009	0.001045991	0.000259448	0.007052912	0.002702574	0.004632807	0.000153294	0.00585471	0.000797957	0.0006998	0.000625098	0.000387553	0.000807945	0.001069706	1.40675E-05	0.000968764	0.004903088	0.003422746	0.000927304	0.005704392	0.006372956
ASV4449.Rikenellaceae_RC9	0.001163994	0	0.001835934	0.000780558	0.000312384	0.000488671	0.000228898	0.00101583	0.001096446	0.001473355	0.000209198	0.010019644	0.0006054	0.002336931	0.003367364	0.001430743	0.000515214	0.001448599	0.000299914	0.000656353	0.004149094	0.000269315	0.008404829	0.001800636	0.00080269	0.000658624	0.000210821	0.004490105	0.002537921	0.001636121
ASV9182.Lachnospiraceae	0.001293326	0.0009944	0.004235166	0.000515962	0.001621421	0.000257195	0.001386851	0.000818308	0.012047022	0.00204003	0.002703486	0.006782718	0.008899382	0.000985645	0.002702471	0	0.002092083	0	0.00087118	0.00012502	0	0.000201986	0.000785906	0.000548631	0.000788851	0.000595898	0.000148815	0.001573977	0.000865739	0.000527781
ASV2569.Bacteroidales_p.251.o5	0.00193999	0.005547705	0.003296336	0.013415005	0.001190033	0.003677889	0.001467638	0.002906403	0.004246992	0.002142031	0.000337936	3.7064E-05	0.00027243	0.001462569	2.14482E-05	3.83235E-05	0.001592481	0.00039284	0.001856612	0.000875137	0.001208253	0.000875274	0.00209575	0.001392679	0.000650456	0.000784076	0.000570458	0.000561263	0.000474378	0.001609732
ASV9105.Marvinbryantia	0.004345577	0.000104674	0.002253192	0.001759562	0.004477501	0.002134719	0.003218032	0.001213353	0.000138791	0.001677358	0.001029899	0.0017173	0.00057513	0.000111282	0.0047186	0.000728146	0.001826669	0.001608191	7.14082E-05	0.000343804	0.000615525	0.00053863	0.000698583	0.001139465	0.003930415	0.001724967	0.000930094	0.000854096	0.00764934	0.000475003
ASV2862.Bacteroidia	0.001034661	0.001857958	0.001251773	0.003294217	0.001100781	0.000925902	0.000955984	0.00079009	0.000485767	0.001473355	0.00162531	0.002508	0.001846471	0.00456258	0.006069835	0.002618771	0.000437152	0.0007243	0.007983433	0.000906392	0.000934686	0.001716883	0.00061126	0.001744366	0.000581259	0.000825893	0.00069447	0.002952732	0.000865739	0.001055562
ASV7946.Erysipelotrichaceae_UCG.004	0	7.85053E-05	0	0	0.000966902	0	0.000821339	0	0	0	0	0	0	0	0	0	0	0	5.71265E-05	0	0.000227972	0	0.001746458	0.000815913	0.002726379	0	0	0	0	0.037591207
ASV7554.Anaerovorax	0.001965856	0.001072905	0.001356088	0.001653724	0.003837858	0.00156889	0.002881418	0.0022574	0.000999292	0.000555341	0.001416111	0.001581399	0.002179441	0.00108103	0.001329787	0.003142525	0.002498009	0.000896167	0.000656955	0.003844351	0.003624758	0.003501094	0.004606283	0.004149903	0.001051801	0.001379974	0.001066508	0.001098123	0.001434992	6.59726E-05
ASV11300.Planococcaceae	5.17331E-05	0.003323389	0	0	0	0	0	0	0	5.66675E-05	0	0	0	0	0	0	1.56126E-05	8.59339E-05	0	6.25098E-05	0	0	0	0.000295417	0	0	3.72038E-05	0.003208961	0	0
ASV15873.Kiritimatiellae_WCHB1.41	0.001034661	0.000392526	0.00029208	0.000449813	0.001680922	0.000642988	0.000969449	0.001410875	0.001054808	0.00657343	0.009188632	0.001074857	0.003783751	0.002480009	0	0.00753695	0	6.13813E-05	0.00148529	0.000437568	0.002348114	0.000706952	0.000545768	0.000872183	0.000581259	0.000282267	0.000434044	0.000524659	0.002632796	0.001438203
ASV15529.Ruminococcus_1	0.000931195	0.000130842	0.000333806	0.000396894	0.000401636	0.00054011	0.00094252	0.000282175	0	0.000476007	0.000804609	0	6.054E-05	0.00044513	0.000150137	0.000447107	0.000109288	8.59339E-05	0.001113967	3.12549E-05	0.000341958	0.000168322	4.36614E-05	0.000253214	9.68764E-05	1.04543E-05	2.48025E-05	0.000109812	0.000166032	0
ASV2690.Bacteroidales_RF16.	0	0.003218716	0.000584161	0.000701179	0.00318334	0	0.001777323	0	0	0.000351338	0.00384603	1.23547E-05	0.004570771	0.002607189	0	0	0	2.45525E-05	0.000371322	0.002062822	0	0.003366437	0.003078132	0.002855696	0.001799134	0.006272608	0.003521956	0.000793089	0	0.007797965
ASV7555.Anaerovorax	0.000543197	0.001360758	0.001001419	0.001203911	0.00087765	0.001466012	0.000780945	0.001100483	0.001221357	0.00136002	0.000691964	0.004311783	0.00111999	0.001049235	0.001072409	0.001239126	0.002872711	0.000380564	0.000714082	0.000406313	0.001299441	0.000471301	0.001331674	0.000281349	0.00055358	0.000397265	0.00019842	0.001024915	0.000343924	0.000475003
ASV3827.Prevotellaceae_NK3B31.	0.002198655	2.61684E-05	0.001543854	0.000754098	0.001532168	0.001105939	0.000875197	0.001044048	0.00147118	0.00022667	0.000627595	0.006585043	0.002330791	0.000524617	0.007142244	0.000715372	0.006822688	0.00039284	0.000157098	0.000437568	0.006018466	0.000471301	0.001942934	0.001308274	0.001743776	0.001651787	0.001388941	0.00222065	0.000794583	0.000435419
ASV15875.Kiritimatiellae_WCHB1.41	0.000827729	0.000549537	0.000521572	0.000807017	0.001442916	0.001594609	0.000875197	0.000846525	0.000416372	0.004680735	0.001770139	0.001816138	0.002239981	0.000842567	0.006005491	0.0012519	0.000421539	0.002651673	0.001456727	0.000875137	0.000934686	0.00161589	0.000873229	0.002982303	0.002062084	0.000846802	0.001016903	0.003721418	0.002609077	0.001913206
ASV13248.Ruminococcaceae_UCG.005	0.000284532	0.000837389	0.000563298	0.000396894	0.000505764	0.000437232	0.001346457	0.001100483	0.000777227	0.002640705	0.002349458	0.001556689	0.002028091	0.002130264	0.000986616	0.003257495	0.004106103	0.001055759	0.001242502	0.002062822	0.003168813	0.001413903	0.000327461	0.001350477	0.001937529	0.00351266	0.004476853	0.000488055	0.002170278	0.000818061
ASV2571.Bacteroidales_p.251.o5	0.004811174	0.000706547	0.001689894	0.002103536	0.006976571	0.001183097	0.004106693	0.001382658	0.000388614	0.002606705	0.001641402	0.000160611	0.00099891	0.001446672	0.004525566	0.002043919	1.56126E-05	0.00141177	0.001985147	0.000843882	0.001459022	0.001245582	0.000327461	0.000379822	0.003183083	0.001630878	0.000384439	2.44027E-05	0.002170278	0.000672921
ASV9190.Lachnospiraceae	0.000957062	0.001308421	0.000813653	0.000582111	0.000505764	0.00102878	0.001184882	0.002680663	0.000277581	0.001802026	0.001673586	0	3.027E-05	0	0	0.005978462	0.008415169	0.001068035	0.00341331	0.001812783	0.0008207	0.000976267	0.003667562	0.002419604	0.00405497	0.00127543	0.00069447	2.44027E-05	0.001672181	0.000184723
ASV1986.Bacteroidales	0.004242111	0.002669179	0.00296253	0.002632728	0.004165117	0.005066742	0.002598662	0.001551963	0.000305339	0.002244033	0.001190821	0.000345931	0.00069621	0.001192312	0.001501373	0.001341322	0.000265413	0.004002062	0.004870037	0.000531333	0.001937764	0.001986198	0.000458445	0.001069128	0.000913406	0.000376356	0.000644865	0	0.000984334	0.001372231
ASV13571.Ruminococcaceae_UCG.010	0	0.000785053	0.001022282	0.000727638	0.001368538	0.000180037	0.001050236	0.000592568	0.003219941	0.003139379	0.003508094	0	0.00021189	6.359E-05	0	0	1.56126E-05	0.000306907	0.006369609	0.002406626	0.000501539	0.004073388	0.005195712	0.003995161	0.00298933	0.003554478	0.003769982	0.000378243	1.18594E-05	6.59726E-05
ASV4457.Rikenellaceae_RC9	0.001293326	0.002093474	0.000479846	0.00250043	0.001666047	0.001183097	0.001063701	0.000310393	0.000638437	0.000736677	0.00088507	0.000481832	0.00024216	0.000397437	0.000128689	5.1098E-05	0.000296639	0.001068035	0.000999714	0.00146898	0.000752308	0.001144588	0.000654922	0.002489942	0.003183083	0.003669475	0.004377643	0.007198809	0.001233382	0.002757656
ASV8881.Lachnospiraceae_AC2044.	0.004449043	0.000130842	0	0	0.001160283	0.001260256	0.001050236	0.000592568	5.55162E-05	0.000385339	0	0	3.027E-05	0	0	0	0	0.001988755	0.000385604	0.005907173	0	0.002053526	0.000851398	0.001631826	0.004511674	0.001819056	0.002281831	0	0	0.000237501
ASV4459.Rikenellaceae_RC9	0.002327988	0.000209347	0.001752483	0.001124532	0.000223131	0.002031841	0.000201969	8.46525E-05	0.000305339	0	0.000241383	0	3.027E-05	0	0.000750686	0.002082242	1.56126E-05	0.001043483	0.000142816	0.005907173	0.003419583	0.006227908	0	0.008918774	0.003542909	0.000146361	0.000322433	0.010737207	7.11567E-05	7.91672E-05
ASV2466.Bacteroidales_F082	0.003750647	0.000287853	0.000417258	0.001971238	0.000148754	0.001260256	0.000377008	0.000733655	0.00220677	0	0.001335651	0	0.00145296	0.0006359	0.00165151	0	0.014223041	0.000184144	7.14082E-05	0.001125176	0.009643224	0.00077428	0.000851398	0.002039783	5.5358E-05	0.000982709	0.000372038	0.001634984	0.000498097	0.000659726
ASV9192.Lachnospiraceae	0.002405587	0.000732716	0.001105733	0.001825711	0.003451097	0.00154317	0.002437087	0.00485341	0.001707124	0.001598023	0.001512665	0.001396079	0.00136215	0.000778977	0.001136754	0.00099641	0.002279434	0.001497704	0.001271065	0.001312705	0.001276644	0.000807945	0.002903486	0.001561489	0.00080269	0.002373137	0.004080013	0.001171332	0.000249048	0.000329863
ASV4463.Rikenellaceae_RC9	0.001603725	0.000366358	0.001627305	0.001481736	0.00071402	0.000668707	0.000834803	0.000197523	0.00191531	0.000408006	0.001367835	0.00076599	0.002936191	0.00095385	0.005040323	0.001596811	0.001295842	0.001301284	0.000428449	0.002062822	0.005015388	0.000706952	0.005173882	0.003432462	0	0.000303176	0.000322433	0.008797189	0.000794583	0.000343058
ASV18034.Treponema_2	0.000801862	0.001439263	0.003025119	0.004855332	0.001680922	0.002520511	0.000780945	0.000169305	0.000319218	0.001212684	0.001705771	0.001000729	0.00057513	0.001287697	0.001372684	0.005952913	0	0.001460876	0.00052842	0.004063135	0.003077625	0.003299108	0.001004213	0.002011648	0.000456703	0.001651787	0.002033806	0.001000512	0.001233382	0.000435419
ASV4466.Rikenellaceae_RC9	0.000181066	0.00214581	0.001251773	0.002037387	0.000342135	0.001208817	0.000363543	0.000733655	0.001776519	0.002210032	0.001416111	0.001433143	0.002179441	0.001860007	0.000278826	0.005927364	0.003060062	0.00082251	0.002556412	0.000843882	0.003761541	0.001009931	0.001921104	0.002771291	0.000442864	0.001578606	0.000620063	0.001195734	0.000545534	0.001319453
ASV11466.Ruminococcaceae	0.000413864	0.000104674	0.000187766	0.000291055	0.000312384	0.000231476	0.000228898	0.000310393	0.000458009	0.000102001	0.000160922	7.41281E-05	0.00012108	9.5385E-05	8.57927E-05	0.000293813	0.000327864	0.000503327	0.000242788	0.000218784	0.000182378	0.000235651	0.00061126	0.000154742	0.000166074	0.000229996	0.000384439	0.000561263	2.37189E-05	0.000197918
ASV9081.Lachnospiraceae_XPB1014.	0.004035178	0.001622442	0.001627305	0.000251366	0.001264411	0.002391914	0.003877796	0.00090296	0.000319218	0.00022667	0.001577033	0.000543606	0.00139242	0.000731285	0.000579101	0.000613176	0.000702565	0.000306907	0.0006998	0.000843882	0.002393708	0.00131291	0.00211758	0.003291787	0.001024122	0.002414954	0.002455448	0.001976622	0.001577306	0.001042368
ASV5939.Christensenellaceae_R.7.	0.000982928	0.001700947	0.000271218	0.000277826	0.000654518	0.000874463	0.000915591	0.001439093	0.001068687	0.001518689	0.002462103	0.002359744	0.00099891	0.001144619	0.003388813	0.00213334	0.005604909	0.001068035	0.003341902	0.002250352	0.001459022	0.003265444	0.002379549	0.001463017	0.000650456	0.002268593	0.001413743	0.000756485	0.000367643	0.000527781
ASV11276.Intestinibacter	0	0.000340189	0	0	5.95017E-05	0.001003061	2.69291E-05	0.000959395	0.000943776	0.000283337	0.000563226	0.002236197	0.00057513	0.000397437	0.000879375	0.000817567	0.000780628	8.59339E-05	0.000128535	0.000250039	0.000433147	0.000134657	0.00061126	0.000464226	0.000484382	0.001568152	0.000421643	0.0008907	1.18594E-05	0.000435419
ASV18414.Izimaplasmatales	0.00380238	0.000732716	0.00014604	3.96894E-05	0.000104128	0.000334354	0.00047126	0.00090296	0	0.005066074	0.00022529	0.000382995	0.00057513	0	8.57927E-05	0.002158889	0	0	0.001228221	0.000343804	4.55944E-05	0.000639623	0.003340101	0.00094252	0.000373666	0.004328099	0.004514057	0.005649235	0	0.004710446
ASV5593.Campylobacter	0.002664252	0	0.005987649	0.000410123	0.007720342	0.001105939	0.007284331	0	0.005995753	0	0	0.005300157	0	0.000858465	0	0	0.005042856	0	0.00201371	0	0	0	0	0	0	0	0	0	0.000237189	0
ASV1990.Bacteroidales	0.000982928	0.000811221	0.000834516	0.001296519	0.001026404	0.002391914	0.000969449	0.000846525	0.000374735	0.001439354	0.000788517	0.001581399	0.00154377	0.000985645	0.001072409	0.002554898	0.001732994	0.001325837	0.001371037	0.000718862	0.004992591	0.000740616	0.001964765	0.001899108	0.002145121	0.00175633	0.001215323	0.002659899	0.002360029	0.001556954
ASV15880.Kiritimatiellae_WCHB1.41	0.000413864	0.0014916	0.000521572	0.000701179	0.00052064	0.000823024	0.000552047	0.000366828	0.002192891	0.005904753	0.001223005	0.000988374	0.0015135	0.001176414	0.002230611	0.001047508	4.68377E-05	0.00548749	0.002085119	0.000625098	0.000957483	0.001548561	0.00089506	0.001927243	0.000650456	0.000470446	0.000582859	0.00222065	0.001873792	0.001741678
ASV8210.Erysipelotrichaceae	0.001060528	0.000942063	0.001293499	0.001217141	0.000490889	0.001311695	0.000875197	0.00033861	0.000138791	0.000816012	0.000933346	0.001482561	0.00042378	0.000365642	0.000150137	0.001264675	0.002185758	0.001362665	0.001028278	0.000781372	0.001709791	0.00161589	8.73229E-05	0.000858116	0.001743776	0.001296339	0.007279537	0.001415359	0.001767057	0.005977121
ASV17529.Myxococcales	0	0.001308421	0.001961112	0.000754098	0.001472666	7.71585E-05	0.002208189	0.00022574	0.000374735	0.004431398	0.000128737	0.000308867	0.00093837	4.76925E-05	8.57927E-05	0	0.000780628	0.000540156	0.004398743	0.001031411	0.002074547	0.001649554	0.00120069	0.006034944	0.00134243	0.001526334	0.0009921	0	0.005989018	0.00040903
ASV15882.Kiritimatiellae_WCHB1.41	0.000698396	0.000732716	0.001710757	0.001706643	0.001085906	0.000180037	0.000861732	0.00135444	0.001845915	0.004703402	0.000997715	0	0.00036324	0.001192312	0.000128689	0.002043919	0.000359089	0.001362665	0.002499286	0.001656509	0.002142939	0.001716883	0.000698583	0.003995161	0.001107159	0.001076798	0.000818483	0.003062544	0.002170278	0.000105556
ASV15883.Kiritimatiellae_WCHB1.41	0.00245732	0	0	2.64596E-05	0.000431387	0.000128598	0.000982913	0.001213353	0.001429543	0.000566675	0.000997715	0.000691862	0.00084756	0.000349745	0.001136754	0.000562078	0.000967979	0	0.000142816	0.000781372	0.004149094	0.001952533	0.003056301	0.002729089	0.003238441	0.000334539	0.000620063	0.01013934	0.001316398	0.002889601
ASV7947.Erysipelotrichaceae_UCG.004	0.000413864	0.001046737	0.00014604	0	0.000862774	7.71585E-05	0.000363543	2.82175E-05	6.93953E-05	0.002674706	0.000305751	0.000123547	0	6.359E-05	0.000514756	0	0.001202167	0.000171868	9.99714E-05	0.002969214	0.002416505	0.001952533	0.004759098	0.004881411	0.011694369	0.000867711	0.00256706	0	4.74378E-05	0.000224307
ASV2572.Bacteroidales_p.251.o5	0.002690119	0.001308421	0.002274055	0.004749494	0.000327259	0.00468095	0.00029622	0	0.006620311	0.001303352	0.000112645	0.000111192	0.00069621	0.000238462	0.000128689	0	0.000218576	0.001387218	0.001756641	0.000781372	0.000957483	0.000942602	0.001484489	0.000267282	0.00026295	0.003240847	0.002195022	3.66041E-05	0.003664568	0.000435419
ASV3488.Prevotellaceae	0.001008795	0.006018737	0.00281649	0.003611732	0.003912235	0.00362645	0.003231496	0.001664833	0.000166549	0.000793345	3.21844E-05	0.000358286	0.00054486	0.004403606	0.002166266	0	4.68377E-05	0.000589261	0.000628392	0.000531333	0.001003078	0.000471301	0.000218307	0.000379822	0	0.000543626	0.000483649	0.00605188	0.001174085	2.63891E-05
ASV9201.Lachnospiraceae	0.000905329	0.005940231	0.002503547	0.000714409	0.001666047	0.001826085	0.003797008	0.00135444	0.001748761	0.000102001	0.000531042	0.001260177	0.001846471	0.000715387	0.001329787	0.0012519	0.000530827	0.000356012	0.000257069	0.000250039	0.000957483	0.000235651	0.00089506	0.000393889	0.000650456	0.000951345	0.000682069	0.000195222	0.000545534	0.000448614
ASV3414.Alloprevotella	0.002069322	0.000157011	0.002357506	0.002553349	0.002469319	0.00205756	0.000484724	0	0	0.000158669	0.000708056	0.004311783	0.002239981	0.001192312	0.000364619	0	1.56126E-05	0.007463969	0.000442731	0	0.005311752	3.36644E-05	0.000480276	0.003643474	0.000442864	0.001348611	0.001711373	0	0.000877599	0
ASV8502.Anaerofustis	0.00118986	0.001334589	0.001210048	0.000357204	0.001502417	0.001337414	0.001332992	0.001156918	0.000985413	0.000566675	0.001271282	0.001383724	0.002421601	0.001240004	0.002423644	0.001213577	0.003153737	0.000662918	0.001071123	0.001500234	0.001003078	0.001548561	0.001244351	0.000604901	0.000871888	0.00024045	0.000186019	0	0.001102928	0.00040903
ASV9202.Lachnospiraceae	0.002224521	0.00264301	0.002628724	0.001799251	0.001100781	0.002417633	0.00171	0.000987613	0.000360856	0.001212684	0.002268997	0.000444768	0.00163458	0.00038154	0.000300275	0.003500211	0.000343476	0.001583638	0.001428163	0.000656353	0.00139063	0.001144588	0.000764075	0.001448949	0.001522344	0.002007234	0.002393442	0.001476366	0.001411274	0.000620143
ASV4275.Rikenellaceae	0.003931712	0.001256084	0.001022282	0.001203911	0.005489029	0.002160438	0.003541181	0.000141088	0.000791106	0.001756692	0.000659779	0.000111192	0.00093837	0.000524617	0.000428964	0.000344911	0.000936754	0.00121535	0.000228506	0.003094233	0.000775105	0.000639623	0.000261969	0.002771291	0.001716097	0.001055889	0.001029304	0.000219625	0.003308784	0.002111124
ASV2469.Bacteroidales_F082	0	0.00115141	2.08629E-05	0.000185217	0.002603198	0.009799131	0.003366142	0.015491408	0	0.005814085	0	0	0	0	0	0	3.12251E-05	0	0.005498429	0.007469917	0	0.004982326	2.18307E-05	0	0	0	0	0	0	0
ASV5947.Christensenellaceae_R.7.	0.000387998	0.000628042	0.001314362	0.000357204	0.000862774	0.001491731	0.000982913	0.000282175	0.005343437	0.000702677	0.001303466	0.001877911	0.00102918	0.00044513	0.002144818	0.000894214	0.002669748	0.001092588	0.000928306	0.002312861	0.002484897	0.001582225	0.003667562	0.001702164	0.001743776	0.000752713	0.001463348	0.001207936	0.000723426	0.001517371
ASV18326.Anaeroplasma	0.000206932	0.000549537	0.000771927	0.000185217	0.00055039	0.000308634	0.000511654	0.00067722	0.00427475	0.000702677	0.000305751	0.003051605	0.00075675	0.000174872	0.005555079	0	0.001092879	0.000159591	0.000328478	0.005907173	0.005402941	0.006564551	0.002314057	0.003826351	0.000761172	0.002676313	0.001574959	0	7.11567E-05	0
ASV12997.Ruminococcaceae_NK4A214	0.000232799	0.000732716	0.000312943	0.001164221	0.000595017	0.000668707	0.000565512	0.001185135	0.001054808	0.000532674	0.001029899	0.001062502	0.0003027	9.5385E-05	0.000879375	0.00099641	0.014831931	0.000638366	0.001228221	0.001531489	0.0016414	0.000841609	0.002597856	0.00122387	0.000193753	0.001536789	0.000830884	0.000451451	0.000616691	0.000712504
ASV366.Bacteria	0.001345059	7.85053E-05	0.000250355	0.000542421	0.002052808	0.000334354	0.001952362	0.000169305	0	0.000555341	0.000273567	0	0	0	0	0	0	0	0.000228506	0.001625254	0	0.001683218	0.000982383	0.007230678	0.006061696	0.004171284	0.006845493	0	0	0.001161118
ASV18565.Mollicutes_NED5E9	0.001241593	0.002119642	0.000187766	0.000423353	0.000505764	0.000282915	0.000632835	0.000818308	0.001804278	0.000204003	0.006308133	0.000518896	0.002270251	0.000556412	0.003496054	0.00415171	0.008368331	1.22763E-05	0.00201371	0	0.000273567	0.000134657	0.000414784	0	5.5358E-05	0.000156815	8.68088E-05	0.000963908	0.000225329	0.000501392
ASV12999.Ruminococcaceae_NK4A214	0.005457838	0.002459831	0.00158558	0.002989932	0.003064336	0.002340475	0.002248583	0.002539575	0.001151962	9.0668E-05	0.000386212	1.23547E-05	9.081E-05	0	4.28964E-05	2.5549E-05	0.008899158	0.000270078	0.000228506	0.003656821	0.000866294	0.003029793	0.001899273	0.000379822	0.002325034	0.000386811	0.000384439	0.000244027	0.00084202	0.000171529
ASV7764.Clostridiales_XII	0.001060528	0.000601874	0.000813653	0.001415587	0.00035701	0.001671768	0.000754016	0.001072265	0.001262994	0.002776707	0.00333108	0.001964394	0.00169512	0.002018982	0.002445093	0.001481841	0.001935957	0.000601537	0.001256784	0.002000313	0.002530491	0.002019862	0.001942934	0.002039783	0.000899567	0.000919982	0.000620063	0.000402645	0.000759004	0.00084445
ASV18327.Anaeroplasma	0.000465598	0.003009368	0.001105733	0.004630426	0.004328747	0.000488671	0.002060079	0.001382658	0	0	0	0.000148256	0.00033297	0	0	0	0.000359089	0.000135039	0.00585547	0.004688233	0.005972871	0.005790271	0.001484489	0.002560279	0	0.000752713	0.00049605	0.001500769	0	0
ASV5949.Christensenellaceae_R.7.	0.000129333	0.0014916	0.00079279	0.000820247	0.000327259	0.002263316	0.000713622	0.002229183	0.000263702	0.003298048	0.001609218	0.001519625	0.00063567	0.000476925	0.001522821	0.000140519	0.003309862	0.001104864	0.000656955	0.001562744	0.001892169	0.001447568	0.002379549	0.001026925	0.002338874	0.001223158	0.001612163	0.000292833	0.001257101	0.001095146
